player,avg,ngames,teamgames,team
Cesar Salazar,7.50,  2, 12,HOU
Roilan Machandy,7.00,  1, 12,HOU
Ross Adolph,8.00,  1, 12,HOU
Frank Perez,9.00,  1, 12,HOU
Chas McCormick,5.50,  4, 12,HOU
Niko Goodrum,3.67,  3, 12,HOU
Kyle Tucker,4.67,  6, 12,HOU
Lewis Brinson,5.80,  5, 12,HOU
Jason Castro,5.50,  2, 12,HOU
Joe Perez,7.50,  2, 12,HOU
Taylor Jones,7.00,  1, 12,HOU
Alex De Goti,8.00,  1, 12,HOU
Jeremy Pena,4.50,  6, 12,HOU
Jose Altuve,1.83,  6, 12,HOU
Michael Brantley,3.00,  6, 12,HOU
Alex Bregman,3.83,  6, 12,HOU
Yordan Alvarez,4.20,  5, 12,HOU
Yuli Gurriel,5.00,  6, 12,HOU
Martin Maldonado,7.83,  6, 12,HOU
Aledmys Diaz,4.33,  3, 12,HOU
Cody Orr,9.00,  1, 12,HOU
Jose Siri,3.00,  3, 12,HOU
Franklin Barreto,9.00,  1, 12,HOU
Tony Kemp,1.11,  9, 15,OAK
Elvis Andrus,2.44,  9, 15,OAK
Sean Murphy,3.11,  9, 15,OAK
Seth Brown,4.20, 10, 15,OAK
Chad Pinder,5.00,  9, 15,OAK
Eric Thames,5.75,  8, 15,OAK
Ramon Laureano,4.40,  5, 15,OAK
Dalton Kelly,6.33,  6, 15,OAK
Kevin Smith,6.20, 10, 15,OAK
Cristian Pache,4.50,  8, 15,OAK
Vimael Machin,2.00,  1, 15,OAK
Austin Allen,3.80,  5, 15,OAK
Dermis Garcia,4.00,  1, 15,OAK
Skye Bolt,8.38,  8, 15,OAK
Drew Jackson,7.50,  4, 15,OAK
Tyler Soderstrom,7.00,  1, 15,OAK
Jordan Diaz,8.00,  1, 15,OAK
Nick Allen,9.00,  3, 15,OAK
Sheldon Neuse,6.57,  7, 15,OAK
Billy McKinney,7.00,  7, 15,OAK
Christian Bethancourt,5.67,  3, 15,OAK
Zack Gelof,8.00,  1, 15,OAK
Stephen Piscotty,5.00,  3, 15,OAK
Stephen Vogt,2.67,  3, 15,OAK
Christian Lopes,6.50,  2, 15,OAK
Jed Lowrie,2.00,  2, 15,OAK
Santiago Espinal,4.70, 10, 14,TOR
Bo Bichette,2.40, 10, 14,TOR
Greg Bird,4.88,  8, 14,TOR
Danny Jansen,6.83,  6, 14,TOR
Joshua Palacios,6.33,  3, 14,TOR
Jordan Groshans,6.50,  2, 14,TOR
Mallex Smith,6.40,  5, 14,TOR
Otto Lopez,8.00,  2, 14,TOR
Nathan Lukes,8.17,  6, 14,TOR
Vladimir Guerrero Jr.,2.78,  9, 14,TOR
Teoscar Hernandez,3.50,  6, 14,TOR
Reese McGuire,6.40,  5, 14,TOR
Orelvis Martinez,6.50,  2, 14,TOR
Gosuke Katoh,8.00,  6, 14,TOR
Randal Grichuk,4.50,  8, 14,TOR
Matt Chapman,5.29,  7, 14,TOR
Lourdes Gurriel Jr.,4.38,  8, 14,TOR
Alejandro Kirk,4.57,  7, 14,TOR
Chavez Young,9.00,  1, 14,TOR
Vinny Capra,9.00,  1, 14,TOR
George Springer,1.00,  5, 14,TOR
Cavan Biggio,4.56,  9, 14,TOR
Raimel Tapia,2.67,  3, 14,TOR
Kellin Deglan,9.00,  1, 14,TOR
Tyler Heineman,9.00,  1, 14,TOR
Sebastian Espino,9.00,  1, 14,TOR
Orlando Arcia,3.12,  8, 14,ATL
Ozzie Albies,3.60, 10, 14,ATL
Matt Olson,2.50, 10, 14,ATL
Marcell Ozuna,4.11,  9, 14,ATL
Adam Duvall,6.11,  9, 14,ATL
William Contreras,6.50,  6, 14,ATL
Ryan Goins,8.17,  6, 14,ATL
Drew Waters,8.50,  2, 14,ATL
Travis Demeritte,5.67,  3, 14,ATL
Guillermo Heredia,5.17,  6, 14,ATL
Dansby Swanson,4.44,  9, 14,ATL
Austin Riley,3.44,  9, 14,ATL
John Nogowski,6.33,  3, 14,ATL
Michael Harris II,7.25,  4, 14,ATL
Hendrik Clementina,8.00,  1, 14,ATL
Travis d'Arnaud,4.67,  6, 14,ATL
Jesse Franklin V,8.50,  2, 14,ATL
Braden Shewmake,9.00,  1, 14,ATL
Eddie Rosario,2.75,  8, 14,ATL
Alex Dickerson,5.86,  7, 14,ATL
Manny Pina,7.80,  5, 14,ATL
Brock Holt,7.00,  1, 14,ATL
Phil Gosselin,9.00,  1, 14,ATL
Jace Peterson,6.22,  9, 15,MIL
Willy Adames,2.80, 10, 15,MIL
Christian Yelich,3.00,  9, 15,MIL
Hunter Renfroe,4.86,  7, 15,MIL
Keston Hiura,5.43,  7, 15,MIL
Mike Brosseau,6.78,  9, 15,MIL
Corey Ray,7.00,  1, 15,MIL
Mario Feliciano,8.00,  1, 15,MIL
Tyler White,8.75,  4, 15,MIL
Kolten Wong,1.00,  9, 15,MIL
Luis Urias,2.00,  1, 15,MIL
Rowdy Tellez,5.11,  9, 15,MIL
Pedro Severino,5.38,  8, 15,MIL
Tyrone Taylor,5.22,  9, 15,MIL
Abraham Almonte,6.00,  1, 15,MIL
Pablo Reyes,7.50,  4, 15,MIL
David Dahl,8.00,  4, 15,MIL
Jonathan Davis,8.67,  3, 15,MIL
Omar Narvaez,4.29,  7, 15,MIL
Andrew McCutchen,3.86,  7, 15,MIL
Lorenzo Cain,1.67,  6, 15,MIL
Andruw Monasterio,9.00,  1, 15,MIL
Jon Singleton,5.00,  1, 15,MIL
Mark Mathias,6.00,  1, 15,MIL
Joe Gray Jr.,7.00,  1, 15,MIL
Sal Frelick,8.00,  1, 15,MIL
Weston Wilson,9.00,  1, 15,MIL
Freddy Zamora,5.00,  1, 15,MIL
Felix Valerio,7.00,  1, 15,MIL
Korry Howell,8.00,  1, 15,MIL
Carlos D. Rodriguez,9.00,  1, 15,MIL
Tommy Edman,2.00,  7, 12,STL
Paul Goldschmidt,2.00,  8, 12,STL
Tyler O'Neill,2.88,  8, 12,STL
Nolan Arenado,3.88,  8, 12,STL
Dylan Carlson,3.25,  8, 12,STL
Harrison Bader,5.88,  8, 12,STL
Paul DeJong,5.78,  9, 12,STL
Lars Nootbaar,4.60,  5, 12,STL
Andrew Knizner,7.67,  6, 12,STL
Edmundo Sosa,6.67,  3, 12,STL
Corey Dickerson,4.25,  4, 12,STL
Nolan Gorman,6.00,  2, 12,STL
Juan Yepez,6.60,  5, 12,STL
Brendan Donovan,6.17,  6, 12,STL
Ali Sanchez,8.00,  3, 12,STL
Alec Burleson,6.80,  5, 12,STL
Conner Capel,6.00,  2, 12,STL
Kramer Robertson,7.50,  2, 12,STL
Yadier Molina,6.00,  2, 12,STL
Albert Pujols,4.00,  1, 12,STL
Luken Baker,6.50,  2, 12,STL
Cory Spangenberg,5.00,  1, 12,STL
Delvin Perez,7.00,  1, 12,STL
Julio E. Rodriguez,8.00,  1, 12,STL
Mike Antico,9.00,  1, 12,STL
Zach Davis,1.00,  1, 18,CHC
P.J. Higgins,2.00,  1, 18,CHC
Andy Weber,7.00,  3, 18,CHC
Nelson Maldonado,4.00,  1, 18,CHC
Bryce Ball,5.00,  1, 18,CHC
Levi Jordan,6.00,  1, 18,CHC
Darius Hill,7.00,  1, 18,CHC
Kevin Made,8.00,  1, 18,CHC
D.J. Artis,9.00,  1, 18,CHC
Ildemaro Vargas,7.10, 10, 18,CHC
Yan Gomes,4.25,  8, 18,CHC
Brennen Davis,6.25,  4, 18,CHC
Jared Young,4.00,  1, 18,CHC
Pete Crow-Armstrong,5.00,  1, 18,CHC
Chase Strumpf,6.00,  1, 18,CHC
Donnie Dewees,7.00,  1, 18,CHC
Dixon Machado,7.80,  5, 18,CHC
Trent Giambrone,9.00,  1, 18,CHC
Nico Hoerner,3.90, 10, 18,CHC
Rafael Ortega,2.75,  8, 18,CHC
Frank Schwindel,3.29,  7, 18,CHC
Clint Frazier,3.22,  9, 18,CHC
Greg Deichmann,8.00,  4, 18,CHC
Nelson Velazquez,7.00,  2, 18,CHC
Michael Hermosillo,5.57,  7, 18,CHC
Willson Contreras,3.11,  9, 18,CHC
Jason Heyward,4.33,  9, 18,CHC
Patrick Wisdom,5.11,  9, 18,CHC
Alfonso Rivas III,6.00,  9, 18,CHC
Sergio Alcantara,8.00,  6, 18,CHC
Alexander Canario,8.50,  2, 18,CHC
Nick Madrigal,3.33,  6, 18,CHC
Narciso Crook,8.00,  1, 18,CHC
Owen Caissie,9.00,  1, 18,CHC
Ian Happ,5.14,  7, 18,CHC
Andrelton Simmons,2.00,  1, 18,CHC
Seiya Suzuki,2.50,  6, 18,CHC
Jonathan Villar,4.33,  6, 18,CHC
Christopher Morel,9.00,  1, 18,CHC
Reginald Preciado,7.00,  1, 18,CHC
Ed Howard,9.00,  1, 18,CHC
James Triantos,9.00,  1, 18,CHC
Alek Thomas,5.88,  8, 18,AZ
Nick Heath,2.00,  1, 18,AZ
Jake Hager,7.43,  7, 18,AZ
Braden Bishop,6.00,  4, 18,AZ
Corbin Carroll,4.33,  3, 18,AZ
Buddy Kennedy,4.00,  2, 18,AZ
Neyfy Castillo,7.00,  1, 18,AZ
Juan Graterol,7.00,  2, 18,AZ
C.J. Chatham,9.00,  1, 18,AZ
Eduardo Diaz,6.00,  2, 18,AZ
Jose Herrera,8.20,  5, 18,AZ
Camden Duzenack,6.00,  1, 18,AZ
Stone Garrett,7.00,  1, 18,AZ
Leandro Cedeno,8.00,  1, 18,AZ
Jancarlos Cintron,9.00,  1, 18,AZ
Carson Kelly,3.29,  7, 18,AZ
David Peralta,2.89,  9, 18,AZ
Christian Walker,3.56,  9, 18,AZ
Jordan Luplow,5.00,  6, 18,AZ
Nick Ahmed,5.00,  2, 18,AZ
Josh VanMeter,4.20,  5, 18,AZ
Drew Ellis,7.00,  8, 18,AZ
Jake McCarthy,5.62,  8, 18,AZ
Daulton Varsho,1.40, 10, 18,AZ
Josh Rojas,4.43,  7, 18,AZ
Pavin Smith,4.25,  8, 18,AZ
Cooper Hummel,3.00,  6, 18,AZ
Seth Beer,5.20,  5, 18,AZ
Stuart Fairchild,6.00,  1, 18,AZ
Geraldo Perdomo,8.12,  8, 18,AZ
Matt Davidson,5.14,  7, 18,AZ
Ketel Marte,1.88,  8, 18,AZ
Blaze Alexander,9.00,  1, 18,AZ
Dominic Canzone,4.00,  1, 18,AZ
Jordan Lawlar,8.00,  1, 18,AZ
Dominic Fletcher,9.00,  1, 18,AZ
Trea Turner,1.80, 10, 15,LAD
Justin Turner,3.44,  9, 15,LAD
Will Smith,4.33,  9, 15,LAD
AJ Pollock,4.33,  9, 15,LAD
Cody Bellinger,5.20, 10, 15,LAD
Chris Taylor,4.25,  8, 15,LAD
Gavin Lux,5.00,  9, 15,LAD
Matt Beaty,5.80,  5, 15,LAD
Zach McKinstry,8.00,  3, 15,LAD
Austin Barnes,6.33,  6, 15,LAD
Edwin Rios,7.14,  7, 15,LAD
Jake Lamb,7.33,  6, 15,LAD
Stefen Romero,7.50,  2, 15,LAD
James Outman,8.67,  3, 15,LAD
Jason Martin,7.00,  1, 15,LAD
Michael Busch,8.00,  1, 15,LAD
Max Muncy,3.25,  8, 15,LAD
Ryan Noda,9.00,  1, 15,LAD
Freddie Freeman,2.14,  7, 15,LAD
Eddy Alvarez,7.00,  2, 15,LAD
Miguel Vargas,7.00,  2, 15,LAD
Jorbit Vivas,9.00,  1, 15,LAD
Kevin Pillar,6.83,  6, 15,LAD
Hanser Alberto,6.00,  6, 15,LAD
Mookie Betts,1.00,  5, 15,LAD
Andy Burns,8.00,  1, 15,LAD
Andy Pages,8.00,  1, 15,LAD
Jeren Kendall,9.00,  1, 15,LAD
Mike Yastrzemski,1.00,  7, 15,SF
Wilmer Flores,4.62,  8, 15,SF
Jason Krizan,5.83,  6, 15,SF
Joey Bart,6.14,  7, 15,SF
Jason Vosler,7.20,  5, 15,SF
Luis Gonzalez,7.60,  5, 15,SF
Jaylin Davis,7.00,  3, 15,SF
Ka'ai Tom,7.00,  2, 15,SF
Mauricio Dubon,8.86,  7, 15,SF
LaMonte Wade Jr.,1.00,  5, 15,SF
Thairo Estrada,3.86,  7, 15,SF
Austin Slater,1.88,  8, 15,SF
Steven Duggar,3.00,  8, 15,SF
Curt Casali,5.14,  7, 15,SF
Alex Blandino,6.50,  6, 15,SF
Austin Dean,7.50,  2, 15,SF
Wyatt Mathisen,7.67,  3, 15,SF
Arquimedes Gamboa,8.33,  6, 15,SF
Joc Pederson,4.25,  8, 15,SF
Heliot Ramos,4.00,  1, 15,SF
Patrick Bailey,8.50,  2, 15,SF
Darin Ruf,3.43,  7, 15,SF
Tyler Fitzgerald,9.00,  1, 15,SF
Brandon Crawford,2.33,  6, 15,SF
David Villar,9.00,  1, 15,SF
Diego Rincones,9.00,  1, 15,SF
Tommy La Stella,2.00,  2, 15,SF
Luke Williams,7.50,  4, 15,SF
Brandon Belt,3.00,  1, 15,SF
Myles Straw,1.00,  9, 16,CLE
Amed Rosario,2.00,  8, 16,CLE
Jose Ramirez,3.00,  9, 16,CLE
Franmil Reyes,3.80, 10, 16,CLE
Bobby Bradley,4.91, 11, 16,CLE
Bradley Zimmer,3.89,  9, 16,CLE
Yu Chang,5.30, 10, 16,CLE
Oscar Mercado,6.30, 10, 16,CLE
Austin Hedges,6.75,  8, 16,CLE
Steven Kwan,6.00,  5, 16,CLE
Andres Gimenez,5.56,  9, 16,CLE
Owen Miller,4.40, 10, 16,CLE
Luke Maile,4.33,  3, 16,CLE
Daniel Johnson,6.25,  4, 16,CLE
Ernie Clement,7.44,  9, 16,CLE
Gabriel Arias,5.80,  5, 16,CLE
Oscar Gonzalez,7.67,  3, 16,CLE
Richie Palacios,9.00,  1, 16,CLE
Brayan Rocchio,9.00,  2, 16,CLE
Sandy Leon,8.67,  3, 16,CLE
Bryan Lavastida,7.67,  3, 16,CLE
Josh Naylor,4.67,  3, 16,CLE
J.P. Crawford,3.67,  9, 15,SEA
Jesse Winker,2.90, 10, 15,SEA
Ty France,2.20, 10, 15,SEA
Mitch Haniger,3.90, 10, 15,SEA
Jarred Kelenic,6.40, 10, 15,SEA
Eugenio Suarez,4.90, 10, 15,SEA
Abraham Toro,4.22,  9, 15,SEA
Adam Frazier,2.67,  9, 15,SEA
Tom Murphy,7.00,  8, 15,SEA
Dylan Moore,6.86,  7, 15,SEA
Julio Rodriguez,5.11,  9, 15,SEA
Cal Raleigh,7.29,  7, 15,SEA
Luis Torrens,5.60,  5, 15,SEA
Steven Souza Jr.,6.50,  4, 15,SEA
Taylor Trammell,5.00,  3, 15,SEA
Mike Ford,5.75,  4, 15,SEA
Donovan Walton,8.33,  3, 15,SEA
Evan White,7.00,  1, 15,SEA
Billy Hamilton,6.33,  3, 15,SEA
Sam Haggerty,8.00,  1, 15,SEA
Kevin Padlo,9.00,  1, 15,SEA
Chance Sisco,7.00,  1, 15,SEA
Jose Caballero,9.00,  1, 15,SEA
Jazz Chisholm Jr.,4.30, 10, 12,MIA
Jacob Stallings,5.80,  5, 12,MIA
Jon Berti,3.40,  5, 12,MIA
Lorenzo Quintana,5.00,  2, 12,MIA
Lewin Diaz,3.50,  2, 12,MIA
Isan Diaz,6.00,  1, 12,MIA
Bryan De La Cruz,8.00,  2, 12,MIA
Jerar Encarnacion,8.00,  1, 12,MIA
Roman Quinn,8.75,  4, 12,MIA
Miguel Rojas,6.00,  7, 12,MIA
Joey Wendle,3.22,  9, 12,MIA
Garrett Cooper,2.38,  8, 12,MIA
Avisail Garcia,3.75,  8, 12,MIA
Jesus Aguilar,4.88,  8, 12,MIA
Brian Anderson,5.33,  9, 12,MIA
Jesus Sanchez,4.43,  7, 12,MIA
Nick Fortes,8.00,  2, 12,MIA
JJ Bleday,9.00,  2, 12,MIA
Willians Astudillo,6.00,  4, 12,MIA
Payton Henry,8.00,  4, 12,MIA
Delino DeShields,7.00,  2, 12,MIA
Erik Gonzalez,7.00,  1, 12,MIA
Alex Jackson,8.00,  1, 12,MIA
Jorge Soler,1.00,  3, 12,MIA
Santiago Chavez,9.00,  1, 12,MIA
Luis Guillorme,4.00,  5, 12,NYM
J.D. Davis,5.50,  8, 12,NYM
Dominic Smith,5.38,  8, 12,NYM
Daniel Palka,4.33,  3, 12,NYM
Tomas Nido,7.67,  6, 12,NYM
Nick Plummer,6.00,  2, 12,NYM
Matt Reynolds,8.00,  2, 12,NYM
Khalil Lee,8.00,  2, 12,NYM
Jake Mangum,9.00,  1, 12,NYM
Brandon Nimmo,1.00,  7, 12,NYM
Francisco Lindor,2.50,  8, 12,NYM
Jeff McNeil,3.62,  8, 12,NYM
Pete Alonso,3.89,  9, 12,NYM
Robinson Cano,4.67,  6, 12,NYM
Eduardo Escobar,5.57,  7, 12,NYM
Mark Canha,4.62,  8, 12,NYM
James McCann,8.00,  4, 12,NYM
Travis Jankowski,7.80,  5, 12,NYM
Mark Vientos,5.00,  1, 12,NYM
Hayden Senger,9.00,  1, 12,NYM
Carlos Cortes,9.00,  1, 12,NYM
Nick Dini,9.00,  1, 12,NYM
Starling Marte,3.50,  4, 12,NYM
Alex Ramirez,9.00,  1, 12,NYM
Cesar Hernandez,1.00,  7, 12,WSH
Alcides Escobar,4.25,  8, 12,WSH
Juan Soto,2.38,  8, 12,WSH
Josh Bell,3.80, 10, 12,WSH
Keibert Ruiz,5.00,  7, 12,WSH
Lane Thomas,5.10, 10, 12,WSH
Maikel Franco,7.00,  9, 12,WSH
Gerardo Parra,7.25,  4, 12,WSH
Victor Robles,9.00,  7, 12,WSH
Dee Strange-Gordon,2.33,  6, 12,WSH
Nelson Cruz,3.11,  9, 12,WSH
Ehire Adrianza,6.00,  6, 12,WSH
Riley Adams,7.00,  4, 12,WSH
Richard Urena,5.50,  2, 12,WSH
Luis Garcia Jr.,8.33,  3, 12,WSH
Andrew Stevenson,7.00,  4, 12,WSH
Jake Noll,8.00,  1, 12,WSH
Yadiel Hernandez,6.00,  1, 12,WSH
Lucius Fox,9.00,  1, 12,WSH
Tres Barrera,8.00,  1, 12,WSH
Ryan McKenna,4.75,  8, 15,BAL
DJ Stewart,5.25,  4, 15,BAL
Kelvin Gutierrez,6.50,  8, 15,BAL
Kyle Stowers,4.00,  5, 15,BAL
Tyler Nevin,5.50,  8, 15,BAL
Jahmai Jones,8.00,  3, 15,BAL
Yusniel Diaz,7.67,  3, 15,BAL
Anthony Bemboom,8.33,  3, 15,BAL
Richie Martin,9.00,  2, 15,BAL
Cedric Mullins,1.00,  9, 15,BAL
Trey Mancini,2.89,  9, 15,BAL
Ryan Mountcastle,2.50,  8, 15,BAL
Austin Hays,4.00,  8, 15,BAL
Jorge Mateo,5.50,  8, 15,BAL
Chris Owings,5.43,  7, 15,BAL
Rylan Bannon,8.00,  1, 15,BAL
Jacob Nottingham,7.50,  4, 15,BAL
Ramon Urias,4.25,  8, 15,BAL
Anthony Santander,3.12,  8, 15,BAL
Terrin Vavra,7.00,  1, 15,BAL
Robert Neustrom,9.00,  1, 15,BAL
Rougned Odor,4.50,  6, 15,BAL
Robinson Chirinos,7.00,  6, 15,BAL
Jordan Westburg,8.00,  2, 15,BAL
Beau Taylor,8.67,  3, 15,BAL
Colton Cowser,8.00,  1, 15,BAL
John Rhodes,9.00,  1, 15,BAL
Trent Grisham,1.00, 10, 15,SD
Manny Machado,2.14,  7, 15,SD
Austin Nola,3.25,  8, 15,SD
Wil Myers,5.10, 10, 15,SD
Eric Hosmer,4.75,  8, 15,SD
Luis Campusano,4.75,  4, 15,SD
Jurickson Profar,4.30, 10, 15,SD
CJ Abrams,4.33,  9, 15,SD
Eguy Rosario,8.17,  6, 15,SD
Ha-Seong Kim,6.30, 10, 15,SD
Trayce Thompson,6.50,  4, 15,SD
Nomar Mazara,6.25,  8, 15,SD
Aderlin Rodriguez,7.00,  2, 15,SD
Victor Caratini,6.80,  5, 15,SD
Luis Liberato,8.00,  2, 15,SD
Domingo Leyba,8.25,  4, 15,SD
Taylor Kohlwey,8.00,  1, 15,SD
C.J. Hinojosa,9.00,  2, 15,SD
Luke Voit,4.00,  8, 15,SD
Jake Cronenworth,3.00,  7, 15,SD
Jorge Alfaro,7.00,  4, 15,SD
Jose Azocar,8.50,  2, 15,SD
Matthew Batten,9.00,  1, 15,SD
Johan Rojas,1.00,  2, 16,PHI
Bryson Stott,4.56,  9, 16,PHI
Alec Bohm,4.70, 10, 16,PHI
Darick Hall,6.00,  5, 16,PHI
Donny Sands,6.50,  4, 16,PHI
Mickey Moniak,7.57,  7, 16,PHI
Justin Williams,8.00,  3, 16,PHI
Nick Maton,8.00,  4, 16,PHI
Jhailyn Ortiz,9.00,  1, 16,PHI
Matt Vierling,6.09, 11, 16,PHI
Jean Segura,2.90, 10, 16,PHI
Bryce Harper,3.00, 10, 16,PHI
J.T. Realmuto,3.80, 10, 16,PHI
Rhys Hoskins,4.40, 10, 16,PHI
Didi Gregorius,4.30, 10, 16,PHI
Johan Camargo,6.00,  9, 16,PHI
Adam Haseley,8.00,  6, 16,PHI
Garrett Stubbs,7.00,  3, 16,PHI
Simon Muzziotti,8.67,  3, 16,PHI
Yairo Munoz,8.00,  1, 16,PHI
Kyle Schwarber,1.00,  8, 16,PHI
Austin Wynns,8.00,  1, 16,PHI
Nick Castellanos,3.83,  6, 16,PHI
Ronald Torreyes,9.00,  1, 16,PHI
Cole Tucker,3.33,  9, 15,PIT
Greg Allen,4.75,  8, 15,PIT
Roberto Perez,5.00,  9, 15,PIT
Michael Chavis,4.50,  8, 15,PIT
Diego A. Castillo,6.00,  8, 15,PIT
Jared Oliva,5.75,  4, 15,PIT
Cal Mitchell,8.00,  2, 15,PIT
Mason Martin,8.50,  2, 15,PIT
Endy Rodriguez,9.00,  1, 15,PIT
Ke'Bryan Hayes,2.50,  4, 15,PIT
Bryan Reynolds,2.00,  9, 15,PIT
Ben Gamel,5.33,  6, 15,PIT
Yoshi Tsutsugo,4.00,  8, 15,PIT
Daniel Vogelbach,3.22,  9, 15,PIT
Anthony Alford,5.60,  5, 15,PIT
Oneil Cruz,6.40,  5, 15,PIT
Rodolfo Castro,6.60,  5, 15,PIT
Michael Perez,7.67,  3, 15,PIT
Kevin Newman,4.00,  7, 15,PIT
Nick Gonzales,8.50,  2, 15,PIT
Jamie Ritchie,7.67,  3, 15,PIT
Hoy Park,3.43,  7, 15,PIT
Canaan Smith-Njigba,8.00,  3, 15,PIT
Hunter Owen,8.00,  4, 15,PIT
Bligh Madris,6.00,  2, 15,PIT
Travis Swaggerty,9.00,  1, 15,PIT
Matt Fraizer,7.00,  1, 15,PIT
Marcus Semien,1.09, 11, 15,TEX
Corey Seager,2.10, 10, 15,TEX
Nathaniel Lowe,3.67,  9, 15,TEX
Kole Calhoun,5.11,  9, 15,TEX
Nick Solak,4.75,  8, 15,TEX
Jose Trevino,8.20,  5, 15,TEX
Leody Taveras,7.50,  2, 15,TEX
Eli White,7.33,  6, 15,TEX
Davis Wendzel,8.67,  3, 15,TEX
Willie Calhoun,5.00,  8, 15,TEX
Andy Ibanez,5.60, 10, 15,TEX
Mitch Garver,2.86,  7, 15,TEX
Adolis Garcia,4.00, 11, 15,TEX
Jonah Heim,6.40,  5, 15,TEX
Jake Marisnick,7.50,  6, 15,TEX
Blaine Crim,7.00,  1, 15,TEX
Yonny Hernandez,9.00,  3, 15,TEX
Brad Miller,3.14,  7, 15,TEX
Joe McCarthy,7.33,  3, 15,TEX
Josh Smith,8.00,  1, 15,TEX
Charlie Culberson,8.75,  4, 15,TEX
Matt Carpenter,6.75,  4, 15,TEX
Zach Reks,6.00,  1, 15,TEX
Ezequiel Duran,8.00,  1, 15,TEX
Taylor Walls,6.22,  9, 15,TB
Josh Lowe,3.12,  8, 15,TB
Vidal Brujan,6.75,  4, 15,TB
Francisco Mejia,5.83,  6, 15,TB
Jonathan Aranda,6.33,  3, 15,TB
Ryan Boldt,7.00,  2, 15,TB
Miles Mastrobuoni,7.50,  2, 15,TB
Tristan Gray,7.50,  2, 15,TB
Esteban Quiroz,9.00,  1, 15,TB
Brandon Lowe,1.78,  9, 15,TB
Wander Franco,2.00,  9, 15,TB
Austin Meadows,4.12,  8, 15,TB
Randy Arozarena,2.38,  8, 15,TB
Ji Man Choi,4.14,  7, 15,TB
Yandy Diaz,4.70, 10, 15,TB
Mike Zunino,5.20,  5, 15,TB
Manuel Margot,5.75,  8, 15,TB
Brett Phillips,7.00,  9, 15,TB
Rene Pinto,7.50,  6, 15,TB
Greg Jones,6.00,  1, 15,TB
Grant Witherspoon,9.00,  1, 15,TB
Kevin Kiermaier,7.00,  4, 15,TB
Ford Proctor,9.00,  2, 15,TB
Luke Raley,4.33,  3, 15,TB
Ryon Healy,5.33,  3, 15,TB
Harold Ramirez,1.50,  2, 15,TB
Curtis Mead,7.00,  1, 15,TB
Diego Infante,9.00,  1, 15,TB
Evan Edwards,9.00,  1, 15,TB
Jarren Duran,2.67,  6, 16,BOS
Bobby Dalbec,5.00, 11, 16,BOS
Rob Refsnyder,6.00,  7, 16,BOS
Franchy Cordero,6.40,  5, 16,BOS
Jeter Downs,7.00,  2, 16,BOS
Yolmer Sanchez,8.17,  6, 16,BOS
Ryan Fitzgerald,7.75,  4, 16,BOS
Roldani Baldwin,8.00,  1, 16,BOS
Nicholas Northcut,9.00,  1, 16,BOS
Jackie Bradley Jr.,6.78,  9, 16,BOS
Christian Arroyo,2.78,  9, 16,BOS
Rafael Devers,2.22,  9, 16,BOS
Xander Bogaerts,3.14,  7, 16,BOS
