player,avg,ngames,teamgames,team
Sal Frelick,3.29, 14, 31,MIL
Cooper Pratt,6.00,  3, 31,MIL
Eric Haase,7.00, 10, 31,MIL
Andruw Monasterio,6.90, 10, 31,MIL
Joey Ortiz,6.19, 16, 31,MIL
Jared Oliva,8.67,  3, 31,MIL
Jimmy Herron,9.00,  2, 31,MIL
Raynel Delgado,7.80,  5, 31,MIL
Mark Canha,4.90, 10, 31,MIL
Manuel Margot,5.67, 12, 31,MIL
Christian Yelich,2.42, 12, 31,MIL
Tyler Black,5.80, 10, 31,MIL
Anthony Seigler,8.00,  1, 31,MIL
David Garcia,9.00,  1, 31,MIL
Blake Burke,5.00,  1, 31,MIL
Matthew Wood,6.00,  1, 31,MIL
Jheremy Vargas,8.00,  1, 31,MIL
Jadher Areinamo,9.00,  1, 31,MIL
Ramon Rodriguez,9.00,  1, 31,MIL
Victor Scott II,4.62, 16, 30,STL
Alec Burleson,4.41, 17, 30,STL
Nolan Gorman,5.39, 18, 30,STL
Luken Baker,5.69, 13, 30,STL
Pedro Pages,6.31, 13, 30,STL
Thomas Saggese,6.78,  9, 30,STL
JJ Wetherholt,6.89,  9, 30,STL
Matt Koperniak,7.50,  8, 30,STL
Ryan Vilade,8.56,  9, 30,STL
Masyn Winn,1.00, 16, 30,STL
Brendan Donovan,3.31, 16, 30,STL
Willson Contreras,2.80, 15, 30,STL
Nolan Arenado,4.00, 16, 30,STL
Ivan Herrera,4.67, 15, 30,STL
Jordan Walker,4.64, 11, 30,STL
Michael Siani,6.87, 15, 30,STL
Lars Nootbaar,2.06, 17, 30,STL
Jose Fermin,6.73, 11, 30,STL
Nathan Church,8.00,  2, 30,STL
Michael Helman,8.50,  4, 30,STL
Jose Barrero,7.29,  7, 30,STL
Zach Levenson,9.00,  1, 30,STL
Wade Stauss,8.00,  1, 30,STL
Ramon Mendoza,9.00,  1, 30,STL
Cesar Prieto,8.00,  1, 30,STL
Ian Happ,1.00, 14, 24,CHC
Dansby Swanson,5.00, 14, 24,CHC
Seiya Suzuki,2.64, 14, 24,CHC
Pete Crow-Armstrong,5.62, 13, 24,CHC
Miguel Amaya,5.44,  9, 24,CHC
Jon Berti,8.00, 12, 24,CHC
Vidal Brujan,4.67,  9, 24,CHC
Jonathon Long,7.83,  6, 24,CHC
Gage Workman,6.42, 12, 24,CHC
Kevin Alcantara,5.17,  6, 24,CHC
Michael Busch,3.38, 13, 24,CHC
Carson Kelly,6.70, 10, 24,CHC
Moises Ballesteros,5.00,  3, 24,CHC
Nicky Lopez,4.83,  6, 24,CHC
James Triantos,5.60,  5, 24,CHC
Ben Cowles,7.40,  5, 24,CHC
Christian Franklin,6.50,  4, 24,CHC
Kyle Tucker,2.38, 13, 24,CHC
Carlos Perez,8.50,  2, 24,CHC
BJ Murray Jr.,9.00,  1, 24,CHC
Justin Turner,3.60, 10, 24,CHC
Travis Jankowski,5.90, 10, 24,CHC
Greg Allen,7.40,  5, 24,CHC
Parker Chavers,9.00,  1, 24,CHC
Matt Shaw,4.89,  9, 24,CHC
Reese McGuire,8.00,  1, 24,CHC
Nico Hoerner,3.33,  3, 24,CHC
Haydn McGeary,9.00,  1, 24,CHC
Andy Garriola,8.00,  1, 24,CHC
Ketel Marte,1.00, 20, 34,AZ
Corbin Carroll,2.06, 16, 34,AZ
Lourdes Gurriel Jr.,3.12, 16, 34,AZ
Eugenio Suarez,4.40, 20, 34,AZ
Pavin Smith,4.62, 16, 34,AZ
Jordan Lawlar,6.00, 11, 34,AZ
Blaze Alexander,7.00,  1, 34,AZ
Jose Herrera,6.83, 12, 34,AZ
Jorge Barrosa,9.00,  9, 34,AZ
Gabriel Moreno,4.69, 13, 34,AZ
Alek Thomas,3.69, 16, 34,AZ
Randal Grichuk,5.00, 13, 34,AZ
Josh Naylor,3.72, 18, 34,AZ
Jake McCarthy,3.61, 18, 34,AZ
Geraldo Perdomo,6.95, 19, 34,AZ
Adrian Del Castillo,6.25,  8, 34,AZ
Ildemaro Vargas,5.54, 13, 34,AZ
Grae Kessinger,8.17,  6, 34,AZ
Garrett Hampson,4.64, 11, 34,AZ
Connor Kaiser,8.25,  4, 34,AZ
Rene Pinto,7.33,  3, 34,AZ
Cristian Pache,8.00,  1, 34,AZ
LuJames Groover,7.33,  3, 34,AZ
A.J. Vukovich,7.50,  2, 34,AZ
Trey Mancini,6.50,  4, 34,AZ
Kristian Robinson,8.00,  1, 34,AZ
Ryan Waldschmidt,8.00,  3, 34,AZ
Jack Hurley,8.40,  5, 34,AZ
Tim Tawa,7.00,  1, 34,AZ
Druw Jones,8.00,  1, 34,AZ
Angel Ortiz,7.00,  1, 34,AZ
Kevin Graham,8.50,  2, 34,AZ
Demetrio Crisantes,7.67,  3, 34,AZ
Caleb Roberts,6.00,  2, 34,AZ
Gavin Conticello,8.00,  2, 34,AZ
Slade Caldwell,9.00,  1, 34,AZ
Tommy Troy,6.00,  1, 34,AZ
Aramis Garcia,8.00,  1, 34,AZ
Mookie Betts,1.45, 11, 23,LAD
Tommy Edman,3.33, 15, 23,LAD
Michael Conforto,4.62, 13, 23,LAD
Austin Barnes,5.89,  9, 23,LAD
Enrique Hernandez,4.82, 11, 23,LAD
Miguel Rojas,6.08, 13, 23,LAD
Chris Taylor,5.00, 10, 23,LAD
Andy Pages,8.15, 13, 23,LAD
Ryan Ward,9.00,  3, 23,LAD
James Outman,6.10, 10, 23,LAD
Teoscar Hernandez,3.43, 14, 23,LAD
Eddie Rosario,6.14,  7, 23,LAD
David Bote,7.00,  8, 23,LAD
Hunter Feduccia,7.25,  4, 23,LAD
Hyeseong Kim,7.75,  4, 23,LAD
Austin Gauthier,8.00,  1, 23,LAD
Dalton Rushing,9.00,  1, 23,LAD
Zyhir Hope,8.50,  2, 23,LAD
Sean McLain,9.00,  1, 23,LAD
Josue De Paula,9.00,  1, 23,LAD
Freddie Freeman,2.83, 12, 23,LAD
Griffin Lockwood-Powell,9.00,  2, 23,LAD
Shohei Ohtani,1.00, 10, 23,LAD
Will Smith,5.11,  9, 23,LAD
Michael Chavis,8.00,  1, 23,LAD
Grant McCray,4.38, 13, 30,SF
Willy Adames,2.00, 17, 30,SF
Mike Yastrzemski,6.06, 16, 30,SF
Jerar Encarnacion,4.75, 16, 30,SF
Wilmer Flores,5.53, 17, 30,SF
Patrick Bailey,5.67, 15, 30,SF
Brett Wisely,7.08, 12, 30,SF
Christian Koss,8.71,  7, 30,SF
LaMonte Wade Jr.,1.56, 16, 30,SF
Jung Hoo Lee,2.83, 12, 30,SF
Matt Chapman,3.88, 16, 30,SF
Casey Schmitt,6.08, 12, 30,SF
Luis Matos,5.00, 16, 30,SF
Wade Meckler,5.67,  6, 30,SF
Max Stassi,8.17,  6, 30,SF
Marco Luciano,3.75,  4, 30,SF
Sam Huff,6.10, 10, 30,SF
Jake Lamb,5.71,  7, 30,SF
Osleivis Basabe,9.00,  2, 30,SF
Bryce Eldridge,7.00,  1, 30,SF
Sergio Alcantara,8.00,  3, 30,SF
David Villar,7.71,  7, 30,SF
Tyler Fitzgerald,6.20, 15, 30,SF
Heliot Ramos,2.71, 14, 30,SF
Diego Velasquez,9.00,  1, 30,SF
Steven Kwan,1.00, 17, 32,CLE
Will Brennan,5.44, 16, 32,CLE
Tyler Freeman,2.76, 17, 32,CLE
Kyle Manzardo,3.68, 19, 32,CLE
Bo Naylor,5.44, 16, 32,CLE
Daniel Schneemann,4.24, 17, 32,CLE
Juan Brito,7.62, 13, 32,CLE
Dom Nunez,8.40,  5, 32,CLE
Will Wilson,8.25,  8, 32,CLE
Angel Martinez,7.00, 13, 32,CLE
Brayan Rocchio,5.12, 16, 32,CLE
Gabriel Arias,5.39, 18, 32,CLE
Jhonkensy Noel,5.33, 18, 32,CLE
Austin Hedges,6.88, 16, 32,CLE
Johnathan Rodriguez,7.44,  9, 32,CLE
Petey Halpin,8.00,  3, 32,CLE
Micah Pries,9.00,  2, 32,CLE
Carlos Santana,3.47, 17, 32,CLE
Jose Ramirez,2.27, 15, 32,CLE
Lane Thomas,3.44, 16, 32,CLE
Travis Bazzana,9.00,  1, 32,CLE
Kody Huff,9.00,  3, 32,CLE
Cooper Ingle,9.00,  1, 32,CLE
Milan Tolentino,9.00,  1, 32,CLE
Ralphy Velazquez,8.50,  2, 32,CLE
Dayan Frias,9.00,  1, 32,CLE
Nolan Jones,5.62, 16, 32,CLE
Victor Robles,1.00, 18, 32,SEA
Dylan Moore,4.50, 16, 32,SEA
Mitch Haniger,4.00,  7, 32,SEA
Luke Raley,3.79, 14, 32,SEA
Miles Mastrobuoni,7.27, 11, 32,SEA
Lazaro Montes,7.00,  4, 32,SEA
Leo Rivas,7.14,  7, 32,SEA
Harry Ford,7.50,  6, 32,SEA
Cade Marlowe,8.00,  4, 32,SEA
J.P. Crawford,5.53, 17, 32,SEA
Julio Rodriguez,1.75, 16, 32,SEA
Cal Raleigh,2.94, 18, 32,SEA
Randy Arozarena,3.17, 18, 32,SEA
Mitch Garver,4.79, 14, 32,SEA
Dominic Canzone,6.18, 11, 32,SEA
Tyler Locklear,6.20,  5, 32,SEA
Ryan Bliss,7.69, 13, 32,SEA
Ben Williamson,8.29,  7, 32,SEA
Rowdy Tellez,5.56, 16, 32,SEA
Austin Shenton,6.12,  8, 32,SEA
Rhylan Thomas,7.50,  2, 32,SEA
Cole Young,9.00,  4, 32,SEA
Samad Taylor,8.50,  4, 32,SEA
Colt Emerson,8.75,  4, 32,SEA
Nick Dunn,8.00,  1, 32,SEA
Michael Arroyo,9.00,  1, 32,SEA
Blake Hunt,6.00,  2, 32,SEA
Carlos Jimenez,8.00,  1, 32,SEA
Brock Rodden,9.00,  1, 32,SEA
Donovan Solano,3.92, 12, 32,SEA
Nick Raposo,7.00,  1, 32,SEA
Jorge Polanco,3.77, 13, 32,SEA
Spencer Packard,9.00,  2, 32,SEA
Jared Sundstrom,8.00,  1, 32,SEA
Dane Myers,3.69, 16, 30,MIA
Jesus Sanchez,2.60, 10, 30,MIA
Jonah Bride,3.88, 16, 30,MIA
Connor Norby,3.00, 15, 30,MIA
Kyle Stowers,3.00, 16, 30,MIA
Liam Hicks,5.54, 13, 30,MIA
Albert Almora Jr.,7.38,  8, 30,MIA
Javier Sanoja,7.31, 13, 30,MIA
Max Acosta,8.33,  6, 30,MIA
Xavier Edwards,1.00, 17, 30,MIA
Otto Lopez,6.00, 17, 30,MIA
Derek Hill,3.25, 16, 30,MIA
Griffin Conine,4.50, 16, 30,MIA
Nick Fortes,6.18, 11, 30,MIA
Matt Mervis,4.93, 15, 30,MIA
Deyvison De Los Santos,7.50,  2, 30,MIA
Graham Pauley,7.12,  8, 30,MIA
Heriberto Hernandez,8.17,  6, 30,MIA
Eric Wagaman,5.14, 14, 30,MIA
Agustin Ramirez,7.20,  5, 30,MIA
Andrew Pintar,9.00,  1, 30,MIA
Jared Serna,9.00,  2, 30,MIA
Rob Brantly,7.40,  5, 30,MIA
Ronny Simon,9.00,  4, 30,MIA
Troy Johnston,8.00,  1, 30,MIA
Joe Mack,9.00,  1, 30,MIA
Jakob Marsee,8.00,  1, 30,MIA
Dillon Head,9.00,  1, 30,MIA
Andres Valor,7.00,  1, 30,MIA
Gage Miller,8.00,  1, 30,MIA
Wilfredo Lara,9.00,  1, 30,MIA
Starlyn Caba,8.00,  1, 30,MIA
Carter Johnson,9.00,  1, 30,MIA
Tyrone Taylor,5.87, 15, 31,NYM
Francisco Alvarez,2.50,  8, 31,NYM
Jesse Winker,3.88, 16, 31,NYM
Luis De Los Santos,7.62,  8, 31,NYM
Wyatt Young,5.00,  1, 31,NYM
Ryan Clifford,6.00,  1, 31,NYM
Jett Williams,7.00,  1, 31,NYM
Luke Ritter,8.00,  1, 31,NYM
Jakson Reetz,8.33,  3, 31,NYM
Luisangel Acuna,5.77, 13, 31,NYM
Mark Vientos,4.11, 18, 31,NYM
Brett Baty,5.47, 17, 31,NYM
Jose Siri,6.19, 16, 31,NYM
Luis Torrens,6.25, 16, 31,NYM
Jared Young,7.43,  7, 31,NYM
Donovan Walton,7.80, 10, 31,NYM
Alex Ramirez,8.00,  1, 31,NYM
Nick Morabito,9.00,  1, 31,NYM
Francisco Lindor,1.00, 18, 31,NYM
Juan Soto,2.00, 15, 31,NYM
Pete Alonso,3.00, 20, 31,NYM
Jeff McNeil,3.80, 10, 31,NYM
Jose Azocar,8.00, 10, 31,NYM
Rafael Ortega,7.50,  2, 31,NYM
Hayden Senger,9.00,  6, 31,NYM
Chris Williams,8.50,  2, 31,NYM
Brandon Nimmo,3.00,  9, 31,NYM
Alexander Canario,6.55, 11, 31,NYM
Joey Meneses,6.40,  5, 31,NYM
Eli Serrano III,9.00,  1, 31,NYM
Starling Marte,3.50,  8, 31,NYM
CJ Abrams,1.00, 18, 30,WSH
Dylan Crews,1.83, 18, 30,WSH
Nathaniel Lowe,3.59, 17, 30,WSH
Josh Bell,4.00, 14, 30,WSH
Paul DeJong,4.83, 18, 30,WSH
Luis Garcia Jr.,4.60, 15, 30,WSH
Stone Garrett,6.25,  4, 30,WSH
Riley Adams,7.44,  9, 30,WSH
Jacob Young,7.28, 18, 30,WSH
Jose Tena,5.57, 14, 30,WSH
Alex Call,5.50, 14, 30,WSH
Amed Rosario,5.00, 12, 30,WSH
Andrew Knizner,9.00,  7, 30,WSH
Keibert Ruiz,5.36, 14, 30,WSH
Andres Chaparro,5.50,  6, 30,WSH
Robert Hassell III,5.00,  8, 30,WSH
Juan Yepez,6.27, 11, 30,WSH
James Wood,2.62, 16, 30,WSH
Andrew Pinckney,7.67,  6, 30,WSH
Nasim Nunez,8.50,  4, 30,WSH
Drew Millas,7.50,  2, 30,WSH
Darren Baker,9.00,  1, 30,WSH
Daylen Lile,7.75,  4, 30,WSH
Trey Lipscomb,8.17,  6, 30,WSH
Cayden Wallace,8.00,  1, 30,WSH
Franchy Cordero,5.00,  1, 30,WSH
Nick Schnell,7.00,  1, 30,WSH
Seaver King,8.00,  1, 30,WSH
Jackson Cluff,9.00,  1, 30,WSH
Terrin Vavra,1.00,  1, 29,BAL
Colton Cowser,3.44, 16, 29,BAL
Emmanuel Rivera,5.12,  8, 29,BAL
Heston Kjerstad,4.71, 14, 29,BAL
Coby Mayo,5.73, 11, 29,BAL
Samuel Basallo,5.83,  6, 29,BAL
Nick Gordon,7.14,  7, 29,BAL
Vimael Machin,7.62,  8, 29,BAL
Livan Soto,7.75, 12, 29,BAL
Gunnar Henderson,1.00,  2, 29,BAL
Adley Rutschman,2.00, 16, 29,BAL
Cedric Mullins,2.80, 15, 29,BAL
Ryan O'Hearn,3.93, 14, 29,BAL
Tyler O'Neill,3.67, 12, 29,BAL
Ramon Urias,6.67, 12, 29,BAL
Ramon Laureano,5.08, 13, 29,BAL
Jackson Holliday,4.47, 15, 29,BAL
Ryan Mountcastle,4.38, 13, 29,BAL
Gary Sanchez,4.58, 12, 29,BAL
Dylan Carlson,5.40, 10, 29,BAL
Daz Cameron,7.40,  5, 29,BAL
Luis Vazquez,8.33,  9, 29,BAL
Dylan Beavers,8.50,  2, 29,BAL
Jordan Westburg,3.33,  9, 29,BAL
Maverick Handley,8.67,  3, 29,BAL
Jeremiah Jackson,7.00,  1, 29,BAL
Creed Willems,9.00,  1, 29,BAL
Jorge Mateo,7.75,  4, 29,BAL
Enrique Bradfield Jr.,9.00,  1, 29,BAL
Luis Arraez,1.06, 18, 32,SD
Xander Bogaerts,5.00, 17, 32,SD
Jackson Merrill,2.94, 18, 32,SD
Jake Cronenworth,4.95, 19, 32,SD
Jason Heyward,6.56, 18, 32,SD
Yuli Gurriel,5.93, 14, 32,SD
Eguy Rosario,4.33, 15, 32,SD
Oscar Gonzalez,5.86, 14, 32,SD
Martin Maldonado,8.17, 12, 32,SD
Tyler Wade,3.42, 12, 32,SD
Connor Joe,4.33,  9, 32,SD
Gavin Sheets,4.69, 13, 32,SD
Mike Brosseau,7.00,  3, 32,SD
Leo De Vries,6.50,  2, 32,SD
Ethan Salas,7.00,  1, 32,SD
Yonathan Perlaza,8.00,  1, 32,SD
Forrest Wall,8.25,  4, 32,SD
Manny Machado,3.79, 14, 32,SD
Elias Diaz,7.67, 12, 32,SD
Brandon Lockridge,6.82, 11, 32,SD
Tirso Ornelas,6.18, 11, 32,SD
Mason McCoy,8.80,  5, 32,SD
Luis Campusano,5.57,  7, 32,SD
Trenton Brooks,6.25,  4, 32,SD
Niko Goodrum,8.50,  2, 32,SD
Fernando Tatis Jr.,1.93, 14, 32,SD
Clay Dungan,8.50,  2, 32,SD
Jose Iglesias,1.50,  6, 32,SD
Romeo Sanabria,9.00,  1, 32,SD
Kyle Schwarber,1.94, 17, 30,PHI
Nick Castellanos,4.60, 15, 30,PHI
Brandon Marsh,5.68, 19, 30,PHI
Edmundo Sosa,4.43, 14, 30,PHI
Kody Clemens,4.69, 13, 30,PHI
Garrett Stubbs,5.71,  7, 30,PHI
Cal Stevenson,6.91, 11, 30,PHI
Buddy Kennedy,6.50, 10, 30,PHI
Christian Arroyo,7.70, 10, 30,PHI
Johan Rojas,4.00, 12, 30,PHI
Aidan Miller,8.00,  2, 30,PHI
Justin Crawford,8.00,  1, 30,PHI
Otto Kemp,7.67,  3, 30,PHI
Trea Turner,1.44, 16, 30,PHI
Bryce Harper,2.57, 14, 30,PHI
Alec Bohm,3.33, 15, 30,PHI
Bryson Stott,5.41, 17, 30,PHI
J.T. Realmuto,5.36, 14, 30,PHI
Max Kepler,4.56, 16, 30,PHI
Gabriel Rincones Jr.,6.40,  5, 30,PHI
Oscar Mercado,8.78,  9, 30,PHI
Rodolfo Castro,7.57,  7, 30,PHI
Rafael Marchan,6.17,  6, 30,PHI
Rafael Lantigua,9.00,  3, 30,PHI
Matt Kroon,8.00,  1, 30,PHI
Payton Henry,8.00,  2, 30,PHI
Carson DeMartini,9.00,  1, 30,PHI
Josh Breaux,9.00,  1, 30,PHI
Adam Frazier,5.00, 13, 30,PIT
Bryan Reynolds,2.00, 16, 30,PIT
Ke'Bryan Hayes,4.00, 12, 30,PIT
Jack Suwinski,3.36, 14, 30,PIT
Jared Triolo,7.28, 18, 30,PIT
Isiah Kiner-Falefa,6.88, 17, 30,PIT
DJ Stewart,6.42, 12, 30,PIT
Ji Hwan Bae,5.18, 11, 30,PIT
Jason Delay,8.67,  3, 30,PIT
Tommy Pham,1.61, 18, 30,PIT
Oneil Cruz,3.00, 14, 30,PIT
Joey Bart,3.93, 15, 30,PIT
Nick Gonzales,5.13, 15, 30,PIT
Nick Yorke,4.55, 11, 30,PIT
Joshua Palacios,7.00,  6, 30,PIT
Enmanuel Valdez,7.43,  7, 30,PIT
Andrew McCutchen,3.87, 15, 30,PIT
Endy Rodriguez,3.56,  9, 30,PIT
Darick Hall,7.00,  3, 30,PIT
Billy Cook,7.50,  8, 30,PIT
Henry Davis,6.50,  8, 30,PIT
Nick Solak,7.67,  3, 30,PIT
Alika Williams,9.00,  4, 30,PIT
Bryce Johnson,7.75,  4, 30,PIT
Liover Peguero,8.33,  3, 30,PIT
Matt Gorski,8.00,  1, 30,PIT
Jack Brannigan,8.00,  1, 30,PIT
Evan Carter,4.71, 14, 32,TEX
Josh Smith,4.06, 18, 32,TEX
Jake Burger,4.81, 21, 32,TEX
Joc Pederson,3.50, 14, 32,TEX
Adolis Garcia,4.44, 18, 32,TEX
Kyle Higashioka,6.36, 14, 32,TEX
Nick Ahmed,6.91, 11, 32,TEX
Dustin Harris,5.78,  9, 32,TEX
Justin Foscue,8.00,  3, 32,TEX
Marcus Semien,1.00, 21, 32,TEX
Corey Seager,2.00, 17, 32,TEX
Josh Jung,4.42, 19, 32,TEX
Tucker Barnhart,8.00,  8, 32,TEX
Sam Haggerty,6.08, 12, 32,TEX
Ezequiel Duran,7.09, 11, 32,TEX
Leody Taveras,7.68, 19, 32,TEX
Alejandro Osuna,6.43,  7, 32,TEX
Jonah Heim,6.43, 14, 32,TEX
Jonathan Ornelas,8.33,  3, 32,TEX
Kevin Pillar,6.33, 12, 32,TEX
Chad Wallach,9.00,  2, 32,TEX
Wyatt Langford,2.58, 12, 32,TEX
