player,avg,ngames,teamgames,team
Mickey Moniak,3.53, 15, 32,LAA
Nolan Schanuel,2.42, 19, 32,LAA
Mike Trout,3.00, 20, 32,LAA
Michael Stefanic,4.00,  1, 32,LAA
Taylor Ward,4.19, 21, 32,LAA
Brandon Drury,5.30, 20, 32,LAA
Logan O'Hoppe,6.45, 20, 32,LAA
Jo Adell,5.71, 14, 32,LAA
Zach Neto,8.55, 22, 32,LAA
Aaron Hicks,2.00, 19, 32,LAA
Anthony Rendon,3.00, 16, 32,LAA
Matt Thaiss,6.00, 11, 32,LAA
Willie Calhoun,7.12,  8, 32,LAA
Nelson Rada,1.00,  1, 32,LAA
Charles Leblanc,5.00,  2, 32,LAA
Hunter Dozier,5.25,  4, 32,LAA
Cole Fontenelle,7.20,  5, 32,LAA
Miguel Sano,5.62, 16, 32,LAA
Chad Wallach,7.75,  4, 32,LAA
Livan Soto,8.88,  8, 32,LAA
Ehire Adrianza,4.22,  9, 32,LAA
Jason Martin,6.67,  3, 32,LAA
Jordyn Adams,8.00,  4, 32,LAA
Richie Martin,9.00,  1, 32,LAA
Kyren Paris,8.67,  3, 32,LAA
Jake Marisnick,5.67,  6, 32,LAA
Luis Rengifo,2.92, 12, 32,LAA
Jack Lopez,7.00,  2, 32,LAA
Sam Brown,2.00,  1, 32,LAA
Bryce Teodosio,7.00,  1, 32,LAA
Chas McCormick,4.56, 16, 28,HOU
Mauricio Dubon,3.56,  9, 28,HOU
Victor Caratini,5.92, 12, 28,HOU
Jon Singleton,5.00, 13, 28,HOU
Jake Meyers,5.69, 16, 28,HOU
Corey Julks,4.50, 12, 28,HOU
David Hensley,6.00, 11, 28,HOU
Quincy Hamilton,8.00,  2, 28,HOU
Grae Kessinger,8.17, 12, 28,HOU
Jose Altuve,1.00, 15, 28,HOU
Alex Bregman,3.06, 16, 28,HOU
Kyle Tucker,3.40, 15, 28,HOU
Jose Abreu,4.80, 10, 28,HOU
Yainer Diaz,4.53, 15, 28,HOU
Jeremy Pena,7.43, 14, 28,HOU
Trey Cabbage,4.88,  8, 28,HOU
Jacob Melton,7.75,  4, 28,HOU
Joey Loperfido,5.29,  7, 28,HOU
Kenedy Corona,4.00,  2, 28,HOU
Will Wagner,5.43,  7, 28,HOU
Pedro Leon,6.00,  2, 28,HOU
Chris Gittens,6.00,  1, 28,HOU
Shay Whitcomb,8.50, 10, 28,HOU
Dixon Machado,8.00,  3, 28,HOU
C.J. Stubbs,9.00,  1, 28,HOU
Cesar Salazar,9.00,  4, 28,HOU
Yordan Alvarez,2.00, 14, 28,HOU
Luke Berryhill,6.00,  1, 28,HOU
Esteury Ruiz,3.50, 18, 31,OAK
Zack Gelof,2.00, 19, 31,OAK
Seth Brown,3.75, 12, 31,OAK
Brent Rooker,3.78, 18, 31,OAK
Shea Langeliers,5.11, 18, 31,OAK
JJ Bleday,3.06, 17, 31,OAK
Aledmys Diaz,6.00,  2, 31,OAK
Abraham Toro,6.26, 19, 31,OAK
Nick Allen,6.09, 11, 31,OAK
Lawrence Butler,4.33, 18, 31,OAK
Ryan Noda,3.45, 20, 31,OAK
Miguel Andujar,4.07, 14, 31,OAK
Tyler Soderstrom,5.25,  8, 31,OAK
Jordan Diaz,5.86,  7, 31,OAK
Darell Hernaiz,7.33, 18, 31,OAK
Daz Cameron,7.75,  4, 31,OAK
Max Schuemann,8.38,  8, 31,OAK
Yohel Pozo,7.00,  3, 31,OAK
Carlos Perez,5.33,  9, 31,OAK
Brett Harris,9.00,  2, 31,OAK
Kyle McCann,6.75,  4, 31,OAK
Max Muncy,5.71, 17, 31,OAK
Drew Lugbauer,8.00,  1, 31,OAK
Lazaro Armenteros,8.00,  1, 31,OAK
Jacob Wilson,9.00,  1, 31,OAK
Cooper Bowman,5.00,  2, 31,OAK
Hoy Park,8.00,  6, 31,OAK
Armando Alvarez,6.67,  3, 31,OAK
Logan Davidson,8.00,  2, 31,OAK
Jeisson Rosario,9.00,  1, 31,OAK
Stephen Piscotty,8.00,  1, 31,OAK
J.D. Davis,4.38, 13, 31,OAK
Santiago Espinal,5.69, 13, 32,TOR
Bo Bichette,2.11, 19, 32,TOR
Justin Turner,3.47, 19, 32,TOR
Danny Jansen,4.38,  8, 32,TOR
Daulton Varsho,4.26, 19, 32,TOR
Isiah Kiner-Falefa,6.95, 19, 32,TOR
Spencer Horwitz,6.64, 11, 32,TOR
Nathan Lukes,5.85, 13, 32,TOR
Cam Eden,9.00,  4, 32,TOR
Ernie Clement,2.83, 12, 32,TOR
Eduardo Escobar,6.08, 12, 32,TOR
Alejandro Kirk,4.36, 14, 32,TOR
Daniel Vogelbach,3.67, 12, 32,TOR
Davis Schneider,4.64, 14, 32,TOR
Addison Barger,7.00,  5, 32,TOR
Orelvis Martinez,6.50,  2, 32,TOR
Damiano Palmegiani,8.50,  2, 32,TOR
Steward Berroa,9.00,  1, 32,TOR
Vladimir Guerrero Jr.,2.40, 15, 32,TOR
Alan Roden,8.25,  8, 32,TOR
Rafael Lantigua,8.00,  3, 32,TOR
Will Robertson,9.00,  3, 32,TOR
George Springer,1.00, 16, 32,TOR
Kevin Kiermaier,5.87, 15, 32,TOR
Leo Jimenez,8.00,  1, 32,TOR
Brian Serven,8.00,  7, 32,TOR
Andres Sosa,9.00,  1, 32,TOR
Payton Henry,8.00,  3, 32,TOR
Cavan Biggio,7.23, 13, 32,TOR
Phil Clarke,9.00,  1, 32,TOR
Luis De Los Santos,9.00,  1, 32,TOR
Joey Votto,2.00,  1, 32,TOR
Jeffrey Wehler,8.00,  1, 32,TOR
Garrett Spain,9.00,  1, 32,TOR
Devonte Brown,7.00,  1, 32,TOR
Michael Harris II,2.95, 19, 31,ATL
David Fletcher,5.85, 13, 31,ATL
Marcell Ozuna,4.50, 20, 31,ATL
Phillip Evans,6.40,  5, 31,ATL
Jarred Kelenic,5.45, 20, 31,ATL
Chadwick Tromp,7.14,  7, 31,ATL
Luis Guillorme,4.57,  7, 31,ATL
Nacho Alvarez Jr.,6.50,  2, 31,ATL
Forrest Wall,5.38, 13, 31,ATL
Ronald Acuna Jr.,1.00, 11, 31,ATL
Ozzie Albies,1.84, 19, 31,ATL
Austin Riley,2.78, 18, 31,ATL
Matt Olson,3.79, 19, 31,ATL
Sean Murphy,4.64, 11, 31,ATL
Orlando Arcia,6.53, 19, 31,ATL
Jordan Luplow,6.36, 14, 31,ATL
Eli White,6.93, 15, 31,ATL
Travis d'Arnaud,5.09, 11, 31,ATL
J.P. Martinez,6.33,  3, 31,ATL
Luke Williams,7.67,  9, 31,ATL
Andrew Velazquez,8.38,  8, 31,ATL
Ryan Casteel,9.00,  1, 31,ATL
Alejo Lopez,9.00,  1, 31,ATL
Luis Liberato,6.86,  7, 31,ATL
Luke Waddell,9.00,  2, 31,ATL
Leury Garcia,8.00,  2, 31,ATL
Drake Baldwin,8.00,  3, 31,ATL
Adam Duvall,5.50,  2, 31,ATL
Nick Clarno,7.00,  1, 31,ATL
Sal Frelick,2.71, 17, 33,MIL
Jackson Chourio,3.89, 18, 33,MIL
Tyler Black,3.78,  9, 33,MIL
Joey Wiemer,5.71, 17, 33,MIL
Blake Perkins,7.17, 12, 33,MIL
