player,avg,ngames,teamgames,team
Kenedy Corona,6.00,  5, 28,HOU
Quincy Hamilton,9.00,  1, 28,HOU
Yainer Diaz,5.90, 10, 28,HOU
Will Wagner,6.00,  1, 28,HOU
Dixon Machado,7.29,  7, 28,HOU
Alex Bregman,3.13, 15, 28,HOU
Colin Barber,9.00,  2, 28,HOU
C.J. Stubbs,6.33,  3, 28,HOU
Cristian Gonzalez,9.00,  1, 28,HOU
Jacob Melton,9.00,  1, 28,HOU
Zach Daniels,5.00,  1, 28,HOU
Chad Stevens,7.00,  1, 28,HOU
Leosdany Molina,8.50,  2, 28,HOU
Jordan Brewer,9.00,  1, 28,HOU
Tyler Whitaker,9.00,  1, 28,HOU
Logan Cerny,2.00,  1, 28,HOU
Yordan Alvarez,1.50,  2, 28,HOU
Zach Cole,9.00,  1, 28,HOU
Tony Kemp,1.53, 17, 31,OAK
Seth Brown,3.07, 15, 31,OAK
Ramon Laureano,4.83, 18, 31,OAK
JJ Bleday,6.20, 10, 31,OAK
Manny Pina,5.00,  1, 31,OAK
Jace Peterson,5.38, 16, 31,OAK
Dermis Garcia,6.33,  6, 31,OAK
Ryan Noda,5.50, 16, 31,OAK
Nick Allen,5.14, 14, 31,OAK
Esteury Ruiz,5.06, 18, 31,OAK
Aledmys Diaz,2.38, 16, 31,OAK
Shea Langeliers,4.89, 18, 31,OAK
Jesus Aguilar,4.12, 16, 31,OAK
Conner Capel,3.87, 15, 31,OAK
Brent Rooker,5.00, 14, 31,OAK
Jordan Diaz,6.75,  4, 31,OAK
Zack Gelof,7.33,  6, 31,OAK
Kevin Smith,6.50,  8, 31,OAK
Tyler Soderstrom,6.20,  5, 31,OAK
Yohel Pozo,7.00,  3, 31,OAK
Cristian Pache,7.00, 10, 31,OAK
Tyler Wade,8.00,  6, 31,OAK
Denzel Clarke,9.00,  2, 31,OAK
Jonah Bride,4.80,  5, 31,OAK
Pablo Reyes,8.25,  4, 31,OAK
Logan Davidson,8.00,  1, 31,OAK
Kevin Cron,5.00,  1, 31,OAK
Ernie Clement,7.67,  3, 31,OAK
Lawrence Butler,8.33,  3, 31,OAK
Max Muncy,4.29, 21, 31,OAK
Kyle McCann,6.20,  5, 31,OAK
Cody Thomas,5.50,  2, 31,OAK
Cal Stevenson,1.00,  1, 31,OAK
Cavan Biggio,5.00, 20, 33,TOR
Santiago Espinal,5.79, 19, 33,TOR
Vladimir Guerrero Jr.,3.00, 14, 33,TOR
Daulton Varsho,4.14, 21, 33,TOR
Danny Jansen,5.29, 17, 33,TOR
Addison Barger,5.00,  9, 33,TOR
Otto Lopez,4.83,  6, 33,TOR
Nathan Lukes,5.92, 13, 33,TOR
Vinny Capra,6.62,  8, 33,TOR
Whit Merrifield,4.44, 16, 33,TOR
Bo Bichette,2.00, 20, 33,TOR
Matt Chapman,4.39, 18, 33,TOR
Kevin Kiermaier,5.94, 16, 33,TOR
Rob Brantly,7.64, 11, 33,TOR
Zach Britton,7.25,  8, 33,TOR
Spencer Horwitz,4.80,  5, 33,TOR
Leo Jimenez,4.80,  5, 33,TOR
Wynton Bernard,6.88,  8, 33,TOR
Stevie Berman,8.00,  1, 33,TOR
Phil Clarke,9.00,  1, 33,TOR
George Springer,1.00, 16, 33,TOR
Cam Eden,8.50,  4, 33,TOR
Orelvis Martinez,4.00,  5, 33,TOR
Andres Sosa,8.67,  3, 33,TOR
Jamie Ritchie,9.00,  1, 33,TOR
Rainer Nunez,7.86,  7, 33,TOR
Will Robertson,8.50,  2, 33,TOR
John Aiello,9.00,  1, 33,TOR
LJ Talley,9.00,  1, 33,TOR
Brandon Belt,4.00,  9, 33,TOR
Alejandro Kirk,4.43,  7, 33,TOR
Gabriel Martinez,9.00,  1, 33,TOR
Alan Roden,9.00,  1, 33,TOR
Peyton Williams,9.00,  1, 33,TOR
Ronald Acuna Jr.,1.00, 11, 31,ATL
Matt Olson,2.00, 18, 31,ATL
Austin Riley,3.00, 18, 31,ATL
Eddie Rosario,6.40, 10, 31,ATL
Ozzie Albies,3.67, 18, 31,ATL
Michael Harris II,4.61, 18, 31,ATL
Vaughn Grissom,5.00, 12, 31,ATL
Chadwick Tromp,6.50,  2, 31,ATL
Luke Waddell,7.50,  2, 31,ATL
Kevin Pillar,4.92, 13, 31,ATL
Orlando Arcia,6.50, 16, 31,ATL
Marcell Ozuna,4.56, 18, 31,ATL
Sam Hilliard,5.12, 16, 31,ATL
Ryan Casteel,6.43,  7, 31,ATL
Ehire Adrianza,6.00, 12, 31,ATL
Eli White,5.25,  8, 31,ATL
Joe Hudson,7.83,  6, 31,ATL
Joe Dunand,7.57,  7, 31,ATL
Sean Murphy,4.20, 10, 31,ATL
Joshua Fuentes,7.80,  5, 31,ATL
Yolmer Sanchez,8.67,  9, 31,ATL
Travis d'Arnaud,4.50, 12, 31,ATL
Forrest Wall,3.86,  7, 31,ATL
Braden Shewmake,5.00,  7, 31,ATL
Adeiny Hechavarria,7.00,  1, 31,ATL
Magneuris Sierra,8.75,  4, 31,ATL
Cal Conley,9.00,  1, 31,ATL
Justin Dean,9.00,  1, 31,ATL
Jordan Luplow,6.20,  5, 31,ATL
Mitchell Tolman,6.00,  1, 31,ATL
Nacho Alvarez Jr.,7.00,  2, 31,ATL
Hoy Park,9.00,  1, 31,ATL
Cade Bunnell,7.00,  1, 31,ATL
Garrett Mitchell,3.83, 12, 29,MIL
Willy Adames,2.43, 14, 29,MIL
Rowdy Tellez,3.89,  9, 29,MIL
William Contreras,4.25, 16, 29,MIL
Luke Voit,4.14, 14, 29,MIL
Sal Frelick,5.75,  8, 29,MIL
Mike Brosseau,4.33, 15, 29,MIL
Abraham Toro,6.27, 11, 29,MIL
Luis Urias,3.70, 10, 29,MIL
Brian Anderson,4.65, 17, 29,MIL
Victor Caratini,5.25, 12, 29,MIL
Tyler Naquin,5.27, 11, 29,MIL
Skye Bolt,7.80,  5, 29,MIL
Monte Harrison,8.00,  2, 29,MIL
Owen Miller,6.00, 16, 29,MIL
Keston Hiura,4.40, 10, 29,MIL
Josh VanMeter,6.25,  4, 29,MIL
Jon Singleton,6.00,  2, 29,MIL
Joey Wiemer,7.62, 13, 29,MIL
Payton Henry,8.00,  2, 29,MIL
Brice Turang,7.25, 16, 29,MIL
Blake Perkins,8.60,  5, 29,MIL
Christian Yelich,1.00, 14, 29,MIL
Jesse Winker,2.36, 11, 29,MIL
Andruw Monasterio,8.60,  5, 29,MIL
Eddy Alvarez,8.50,  4, 29,MIL
Eric Brown Jr.,9.00,  1, 29,MIL
Cam Devanney,7.00,  1, 29,MIL
Brian Navarreto,8.00,  1, 29,MIL
Tommy Edman,3.12,  8, 29,STL
Tyler O'Neill,2.80, 10, 29,STL
Paul Goldschmidt,3.00,  8, 29,STL
Nolan Arenado,3.89,  9, 29,STL
Willson Contreras,4.27, 15, 29,STL
Dylan Carlson,3.65, 17, 29,STL
Lars Nootbaar,4.00,  5, 29,STL
Paul DeJong,5.50,  6, 29,STL
Brendan Donovan,1.84, 19, 29,STL
Juan Yepez,4.89, 18, 29,STL
Nolan Gorman,4.89, 18, 29,STL
Jordan Walker,4.00, 18, 29,STL
Alec Burleson,5.12, 16, 29,STL
Andrew Knizner,6.86, 14, 29,STL
Jose Fermin,9.00,  2, 29,STL
Moises Gomez,7.00,  8, 29,STL
Ivan Herrera,8.00,  1, 29,STL
Masyn Winn,6.29, 17, 29,STL
Taylor Motter,5.77, 13, 29,STL
Oscar Mercado,7.33,  6, 29,STL
Juniel Querecuto,7.80,  5, 29,STL
Mike Antico,9.00,  2, 29,STL
Tres Barrera,7.00,  3, 29,STL
Victor Scott II,9.00,  1, 29,STL
Kramer Robertson,7.71,  7, 29,STL
Justin Toerner,6.00,  2, 29,STL
Nathan Church,8.50,  2, 29,STL
Chase Pinder,9.00,  2, 29,STL
Scott Hurst,7.50,  2, 29,STL
Pedro Pages,5.50,  2, 29,STL
Matt Koperniak,6.00,  2, 29,STL
Luken Baker,5.00,  2, 29,STL
Jeremy Rivas,9.00,  1, 29,STL
Nico Hoerner,1.00, 16, 31,CHC
Dansby Swanson,2.18, 17, 31,CHC
Ian Happ,2.39, 18, 31,CHC
Cody Bellinger,4.06, 17, 31,CHC
Trey Mancini,3.78, 18, 31,CHC
Eric Hosmer,4.88, 17, 31,CHC
Patrick Wisdom,5.07, 15, 31,CHC
Yan Gomes,5.62, 16, 31,CHC
Brennen Davis,8.25,  4, 31,CHC
Nick Madrigal,3.07, 15, 31,CHC
Zach McKinstry,7.50, 12, 31,CHC
Matt Mervis,6.38,  8, 31,CHC
Edwin Rios,5.12, 17, 31,CHC
Christopher Morel,6.13, 15, 31,CHC
Mike Tauchman,6.33, 15, 31,CHC
Nelson Velazquez,7.29,  7, 31,CHC
Tucker Barnhart,6.71, 14, 31,CHC
Ben DeLuzio,8.33,  3, 31,CHC
Miles Mastrobuoni,6.71,  7, 31,CHC
Yonathan Perlaza,9.00,  1, 31,CHC
David Bote,6.86,  7, 31,CHC
Pete Crow-Armstrong,6.00,  3, 31,CHC
Jake Slaughter,8.00,  2, 31,CHC
Dom Nunez,9.00,  1, 31,CHC
Kevin Alcantara,5.50,  2, 31,CHC
James Triantos,9.00,  1, 31,CHC
Sergio Alcantara,9.00,  2, 31,CHC
Luis Torrens,5.50,  2, 31,CHC
Luis Vazquez,9.00,  2, 31,CHC
BJ Murray Jr.,8.50,  2, 31,CHC
Owen Caissie,5.00,  1, 31,CHC
Miguel Amaya,6.00,  1, 31,CHC
Chase Strumpf,7.00,  1, 31,CHC
Corbin Carroll,2.58, 19, 32,AZ
Alek Thomas,5.30, 10, 32,AZ
Jake McCarthy,3.93, 14, 32,AZ
Emmanuel Rivera,3.71,  7, 32,AZ
Pavin Smith,4.50, 10, 32,AZ
Jordan Lawlar,7.00,  3, 32,AZ
Gabriel Moreno,6.64, 11, 32,AZ
Jake Hager,7.57,  7, 32,AZ
Dominic Miroglio,9.00,  1, 32,AZ
Ketel Marte,1.36, 11, 32,AZ
Josh Rojas,1.53, 15, 32,AZ
Lourdes Gurriel Jr.,2.93, 14, 32,AZ
Christian Walker,3.94, 17, 32,AZ
Carson Kelly,4.78,  9, 32,AZ
Deyvison De Los Santos,5.00,  2, 32,AZ
Geraldo Perdomo,7.47, 15, 32,AZ
Dominic Fletcher,8.67,  3, 32,AZ
Jorge Barrosa,9.00,  1, 32,AZ
Buddy Kennedy,5.89,  9, 32,AZ
Blaze Alexander,7.50,  4, 32,AZ
Jose Herrera,8.36, 11, 32,AZ
Evan Longoria,3.73, 11, 32,AZ
Dominic Canzone,6.70, 10, 32,AZ
Seth Beer,4.71,  7, 32,AZ
Phillip Evans,5.88,  8, 32,AZ
Wilderd Patino,9.00,  3, 32,AZ
Diego A. Castillo,6.56,  9, 32,AZ
P.J. Higgins,5.71,  7, 32,AZ
Kyle Lewis,3.08, 12, 32,AZ
Nick Ahmed,5.08, 13, 32,AZ
Yairo Munoz,7.67,  6, 32,AZ
Caleb Roberts,7.00,  3, 32,AZ
Tim Tawa,8.50,  4, 32,AZ
Channy Ortiz,9.00,  1, 32,AZ
Neyfy Castillo,8.00,  1, 32,AZ
Gavin Lux,5.00,  3, 31,LAD
Freddie Freeman,2.00, 15, 31,LAD
J.D. Martinez,3.95, 20, 31,LAD
Will Smith,3.11,  9, 31,LAD
James Outman,4.53, 17, 31,LAD
Luke Williams,6.38,  8, 31,LAD
Steven Duggar,5.82, 11, 31,LAD
Miguel Vargas,6.70, 20, 31,LAD
Miguel Rojas,5.28, 18, 31,LAD
Chris Taylor,3.80, 20, 31,LAD
Austin Barnes,5.62,  8, 31,LAD
David Peralta,3.75,  8, 31,LAD
Trayce Thompson,4.86, 14, 31,LAD
Michael Busch,6.40, 10, 31,LAD
Jonny DeLuca,8.00,  7, 31,LAD
Mookie Betts,1.00,  9, 31,LAD
Jason Heyward,2.61, 18, 31,LAD
Devin Mann,8.25,  8, 31,LAD
Yonny Hernandez,7.00,  8, 31,LAD
Bradley Zimmer,8.20,  5, 31,LAD
Patrick Mazeika,8.83,  6, 31,LAD
David Freitas,9.00,  3, 31,LAD
Andy Pages,6.67,  3, 31,LAD
Hunter Feduccia,8.40,  5, 31,LAD
Ryan Ward,7.00,  6, 31,LAD
Jose Ramos,8.00,  1, 31,LAD
LaMonte Wade Jr.,1.27, 15, 30,SF
Thairo Estrada,2.64, 14, 30,SF
Joc Pederson,3.11,  9, 30,SF
Stephen Piscotty,5.80, 10, 30,SF
Brandon Crawford,4.60, 10, 30,SF
Heliot Ramos,6.43,  7, 30,SF
Blake Sabol,5.12, 16, 30,SF
Casey Schmitt,6.13, 15, 30,SF
Bryce Johnson,7.00, 15, 30,SF
Michael Conforto,1.87, 15, 30,SF
Mitch Haniger,2.00,  4, 30,SF
Mike Yastrzemski,4.17, 12, 30,SF
J.D. Davis,4.38, 16, 30,SF
Isan Diaz,3.62,  8, 30,SF
David Villar,4.18, 11, 30,SF
Brett Wisely,6.07, 15, 30,SF
Joey Bart,7.10, 10, 30,SF
Clint Coulter,7.67,  3, 30,SF
Austin Wynns,8.20,  5, 30,SF
Luis Matos,8.43,  7, 30,SF
Roberto Perez,6.80, 10, 30,SF
Vaun Brown,6.67,  3, 30,SF
Will Wilson,8.00,  6, 30,SF
Wilmer Flores,3.08, 12, 30,SF
Ford Proctor,6.17,  6, 30,SF
Brett Auerbach,7.57,  7, 30,SF
Armando Alvarez,8.00,  1, 30,SF
Grant McCray,9.00,  2, 30,SF
Austin Slater,2.33,  3, 30,SF
Wade Meckler,9.00,  1, 30,SF
Carter Aldrete,9.00,  1, 30,SF
Shane Matheny,8.00,  1, 30,SF
Steven Kwan,1.86, 21, 30,CLE
Gabriel Arias,5.64, 14, 30,CLE
Josh Naylor,4.58, 19, 30,CLE
Will Brennan,3.93, 15, 30,CLE
Mike Zunino,6.15, 13, 30,CLE
Tyler Freeman,5.58, 12, 30,CLE
Brayan Rocchio,8.00,  6, 30,CLE
David Fry,7.20,  5, 30,CLE
Roman Quinn,5.90, 10, 30,CLE
Andres Gimenez,4.40, 10, 30,CLE
Amed Rosario,2.00, 19, 30,CLE
Jose Ramirez,3.00, 18, 30,CLE
Josh Bell,4.00, 18, 30,CLE
Oscar Gonzalez,5.29, 17, 30,CLE
Richie Palacios,3.00,  4, 30,CLE
Jhonkensy Noel,6.50,  4, 30,CLE
George Valera,9.00,  1, 30,CLE
Meibrys Viloria,7.00,  3, 30,CLE
Angel Martinez,7.20,  5, 30,CLE
Zack Collins,4.50,  4, 30,CLE
Micah Pries,5.75,  8, 30,CLE
Juan Brito,7.00,  1, 30,CLE
Petey Halpin,8.00,  2, 30,CLE
Connor Kokx,8.00,  2, 30,CLE
Joe Lampe,8.00,  2, 30,CLE
Cam Gallagher,7.85, 13, 30,CLE
Jose Tena,8.25,  4, 30,CLE
Myles Straw,6.81, 16, 30,CLE
Milan Tolentino,8.00,  1, 30,CLE
Raynel Delgado,9.00,  1, 30,CLE
Johnathan Rodriguez,9.00,  1, 30,CLE
Joe Naranjo,5.00,  1, 30,CLE
Kolten Wong,1.29, 17, 30,SEA
Julio Rodriguez,1.79, 14, 30,SEA
Ty France,2.47, 19, 30,SEA
Teoscar Hernandez,3.08, 12, 30,SEA
Eugenio Suarez,4.64, 11, 30,SEA
Jarred Kelenic,3.74, 19, 30,SEA
Tom Murphy,5.40, 15, 30,SEA
J.P. Crawford,5.42, 12, 30,SEA
Mike Ford,7.67,  6, 30,SEA
Sam Haggerty,5.31, 13, 30,SEA
AJ Pollock,4.06, 16, 30,SEA
Evan White,4.25,  4, 30,SEA
Cooper Hummel,5.58, 12, 30,SEA
Cade Marlowe,7.40,  5, 30,SEA
Colin Moran,7.50, 12, 30,SEA
Robert Perez Jr.,7.00,  1, 30,SEA
Mason McCoy,7.00, 12, 30,SEA
Jonatan Clase,9.00,  1, 30,SEA
Jack Larsen,9.00,  1, 30,SEA
Brian O'Keefe,6.80,  5, 30,SEA
Drew Ellis,8.00,  3, 30,SEA
Jose Caballero,8.43,  7, 30,SEA
Cal Raleigh,3.91, 11, 30,SEA
Kole Calhoun,6.15, 13, 30,SEA
Leonys Martin,7.00,  6, 30,SEA
Kean Wong,8.40,  5, 30,SEA
Jacob Nottingham,6.50,  2, 30,SEA
Leo Rivas,9.00,  4, 30,SEA
Tommy La Stella,5.71,  7, 30,SEA
Zach DeLoach,9.00,  2, 30,SEA
Jake Scheiner,5.50,  2, 30,SEA
Tyler Locklear,9.00,  1, 30,SEA
Jon Berti,3.46, 13, 27,MIA
Bryan De La Cruz,3.50, 14, 27,MIA
Nick Fortes,5.56,  9, 27,MIA
Jesus Sanchez,5.21, 14, 27,MIA
Garrett Hampson,5.64, 11, 27,MIA
Peyton Burdick,7.00,  4, 27,MIA
Jordan Groshans,6.75,  4, 27,MIA
Joe Rizzo,8.00,  3, 27,MIA
Xavier Edwards,8.50,  4, 27,MIA
Jazz Chisholm Jr.,2.73, 15, 27,MIA
Jorge Soler,2.88, 17, 27,MIA
Luis Arraez,1.18, 11, 27,MIA
Garrett Cooper,3.59, 17, 27,MIA
Avisail Garcia,4.88, 17, 27,MIA
Jean Segura,4.54, 13, 27,MIA
Joey Wendle,5.87, 15, 27,MIA
Jacob Stallings,7.00, 13, 27,MIA
Jerar Encarnacion,7.14,  7, 27,MIA
Alex De Goti,8.50,  4, 27,MIA
C.J. Hinojosa,8.25,  4, 27,MIA
Austin Allen,8.75,  4, 27,MIA
Jacob Amaya,8.33,  3, 27,MIA
Nasim Nunez,9.00,  1, 27,MIA
Jose Iglesias,5.25,  4, 27,MIA
Yuli Gurriel,5.00,  7, 27,MIA
Paul McIntosh,7.00,  1, 27,MIA
Jacob Berry,9.00,  1, 27,MIA
Santiago Chavez,8.00,  3, 27,MIA
Brian Miller,6.00,  3, 27,MIA
Victor Mesa Jr.,9.00,  1, 27,MIA
Jose Devers,2.00,  1, 27,MIA
Troy Johnston,3.00,  1, 27,MIA
Charles Leblanc,4.00,  1, 27,MIA
Norel Gonzalez,5.00,  1, 27,MIA
Jake Mangum,7.00,  1, 27,MIA
Victor Mesa,8.00,  1, 27,MIA
Jeff McNeil,2.62,  8, 28,NYM
Tommy Pham,4.69, 16, 28,NYM
Francisco Lindor,3.00, 13, 28,NYM
Pete Alonso,3.92, 12, 28,NYM
Eduardo Escobar,4.33, 12, 28,NYM
Mark Canha,4.78, 18, 28,NYM
Daniel Vogelbach,4.75, 12, 28,NYM
Abraham Almonte,5.80,  5, 28,NYM
Tomas Nido,7.08, 13, 28,NYM
Luis Guillorme,3.77, 13, 28,NYM
Tim Locastro,3.00, 12, 28,NYM
Brett Baty,5.00,  6, 28,NYM
Mark Vientos,5.87, 15, 28,NYM
Omar Narvaez,8.10, 10, 28,NYM
DJ Stewart,7.17,  6, 28,NYM
Jonathan Arauz,4.50,  4, 28,NYM
Michael Perez,8.00,  1, 28,NYM
Alex Ramirez,9.00,  3, 28,NYM
Lorenzo Cedrola,7.33,  9, 28,NYM
Francisco Alvarez,7.50, 10, 28,NYM
Jose Peraza,8.33,  9, 28,NYM
Jaylin Davis,6.25,  4, 28,NYM
Darin Ruf,4.90, 10, 28,NYM
Danny Mendick,3.38,  8, 28,NYM
Starling Marte,2.17, 12, 28,NYM
Ronny Mauricio,6.60,  5, 28,NYM
Brandon Nimmo,1.00,  6, 28,NYM
CJ Abrams,4.47, 17, 28,WSH
Luis Garcia Jr.,3.68, 19, 28,WSH
Joey Meneses,2.92, 12, 28,WSH
Stone Garrett,6.33,  9, 28,WSH
Yadiel Hernandez,6.50,  2, 28,WSH
Riley Adams,8.18, 11, 28,WSH
Alex Call,3.89, 19, 28,WSH
Ildemaro Vargas,6.33, 15, 28,WSH
Jeremy De La Rosa,9.00,  1, 28,WSH
Lane Thomas,1.72, 18, 28,WSH
Corey Dickerson,3.65, 17, 28,WSH
Jeimer Candelario,3.93, 15, 28,WSH
Dominic Smith,3.21, 19, 28,WSH
Keibert Ruiz,4.68, 19, 28,WSH
Victor Robles,7.17, 18, 28,WSH
Jeter Downs,7.91, 11, 28,WSH
Jake Alu,8.50,  2, 28,WSH
Matt Adams,5.62,  8, 28,WSH
Michael Chavis,7.44,  9, 28,WSH
Travis Blankenhorn,7.00,  1, 28,WSH
Derek Hill,8.00,  2, 28,WSH
Israel Pineda,9.00,  1, 28,WSH
Leonel Valera,8.67,  3, 28,WSH
Lucius Fox,9.00,  1, 28,WSH
Carter Kieboom,9.00,  1, 28,WSH
Erick Mejia,9.00,  1, 28,WSH
James Wood,9.00,  1, 28,WSH
Cedric Mullins,2.45, 11, 32,BAL
Adam Frazier,4.35, 17, 32,BAL
Adley Rutschman,2.06, 17, 32,BAL
Anthony Santander,3.33,  9, 32,BAL
Ryan O'Hearn,5.00, 10, 32,BAL
Nomar Mazara,6.69, 13, 32,BAL
Joey Ortiz,8.33,  3, 32,BAL
Coby Mayo,8.00,  2, 32,BAL
Anthony Bemboom,9.00,  6, 32,BAL
Ryan McKenna,5.80, 15, 32,BAL
Terrin Vavra,2.29, 14, 32,BAL
James McCann,5.45, 11, 32,BAL
Kyle Stowers,4.12, 16, 32,BAL
Jordan Westburg,6.27, 15, 32,BAL
Franchy Cordero,5.45, 11, 32,BAL
Lewin Diaz,7.00,  5, 32,BAL
Colton Cowser,8.11,  9, 32,BAL
Connor Norby,8.67,  3, 32,BAL
Ryan Mountcastle,2.94, 17, 32,BAL
Ramon Urias,4.07, 14, 32,BAL
Austin Hays,4.64, 14, 32,BAL
Jorge Mateo,7.35, 17, 32,BAL
Mark Kolozsvary,9.00,  1, 32,BAL
Gunnar Henderson,3.13, 15, 32,BAL
Daz Cameron,7.14,  7, 32,BAL
Josh Lester,5.67,  9, 32,BAL
Heston Kjerstad,7.40,  5, 32,BAL
Maverick Handley,9.00,  2, 32,BAL
Xander Bogaerts,2.70, 10, 30,SD
Manny Machado,2.75, 12, 30,SD
Juan Soto,2.40,  5, 30,SD
Nelson Cruz,4.43, 14, 30,SD
Ha-Seong Kim,5.67,  9, 30,SD
Brandon Dixon,5.36, 14, 30,SD
Luis Campusano,6.60, 10, 30,SD
Alfonso Rivas III,7.14,  7, 30,SD
Jose Azocar,6.93, 15, 30,SD
Trent Grisham,2.78, 18, 30,SD
Jake Cronenworth,3.17, 18, 30,SD
Matt Carpenter,4.35, 17, 30,SD
David Dahl,5.56, 16, 30,SD
Pedro Severino,7.33,  6, 30,SD
Jantzen Witte,8.67,  3, 30,SD
Jackson Merrill,8.30, 10, 30,SD
Austin Nola,5.08, 12, 30,SD
Taylor Kohlwey,7.88,  8, 30,SD
Fernando Tatis Jr.,1.81, 16, 30,SD
Brett Sullivan,7.33,  3, 30,SD
Tim Lopes,6.08, 13, 30,SD
Rougned Odor,4.57, 14, 30,SD
Rangel Ravelo,7.00,  5, 30,SD
Luis Liberato,6.33,  3, 30,SD
Preston Tucker,7.00,  1, 30,SD
Adam Engel,4.17,  6, 30,SD
Matthew Batten,8.60,  5, 30,SD
Brandon Marsh,3.84, 19, 32,PHI
Alec Bohm,3.55, 20, 32,PHI
Darick Hall,3.72, 18, 32,PHI
Edmundo Sosa,4.00, 17, 32,PHI
Garrett Stubbs,4.20,  5, 32,PHI
Josh Harrison,6.25, 16, 32,PHI
Jake Cave,6.39, 18, 32,PHI
Weston Wilson,6.88,  8, 32,PHI
Vimael Machin,8.33,  3, 32,PHI
Dalton Guthrie,7.29, 14, 32,PHI
Nick Castellanos,3.74, 19, 32,PHI
Rafael Marchan,6.33,  3, 32,PHI
Scott Kingery,5.20, 15, 32,PHI
Kody Clemens,5.93, 14, 32,PHI
John Hicks,8.00, 10, 32,PHI
Simon Muzziotti,8.33,  3, 32,PHI
Jhailyn Ortiz,8.50,  2, 32,PHI
Will Toffey,8.20,  5, 32,PHI
Trea Turner,1.00,  8, 32,PHI
Kyle Schwarber,1.78,  9, 32,PHI
J.T. Realmuto,3.00,  7, 32,PHI
Bryson Stott,2.78, 18, 32,PHI
Johan Rojas,7.33,  3, 32,PHI
Jim Haley,7.33,  6, 32,PHI
Carlos De La Cruz,9.00,  3, 32,PHI
Vito Friscia,9.00,  1, 32,PHI
Nick Podkul,9.00,  1, 32,PHI
Rhys Hoskins,2.25, 12, 32,PHI
Aramis Garcia,8.83,  6, 32,PHI
Max McDowell,8.33,  3, 32,PHI
Cody Roberts,9.00,  2, 32,PHI
Oneil Cruz,1.35, 17, 31,PIT
Rodolfo Castro,4.67, 18, 31,PIT
Carlos Santana,3.89, 18, 31,PIT
Andrew McCutchen,3.17, 12, 31,PIT
Austin Hedges,7.69, 16, 31,PIT
Miguel Andujar,5.62, 13, 31,PIT
Jack Suwinski,4.83, 18, 31,PIT
Connor Joe,4.87, 15, 31,PIT
Ji Hwan Bae,4.43, 14, 31,PIT
Bryan Reynolds,2.00, 19, 31,PIT
Ke'Bryan Hayes,3.80, 15, 31,PIT
Ryan Vilade,8.00,  3, 31,PIT
Tucupita Marcano,5.67,  9, 31,PIT
Canaan Smith-Njigba,4.86, 14, 31,PIT
Jared Triolo,6.60,  5, 31,PIT
Kevin Plawecki,8.17,  6, 31,PIT
Chris Owings,7.23, 13, 31,PIT
