date,lineup1,lineup2,lineup3,lineup4,lineup5,lineup6,lineup7,lineup8,lineup9,
2025-02-20, Vidal Brujan, Michael Busch, Moises Ballesteros, Kevin Alcantara, Nicky Lopez, Reese McGuire, Christian Franklin, Gage Workman, James Triantos,
2025-02-21, Ian Happ, Dansby Swanson, Seiya Suzuki, Pete Crow-Armstrong, Miguel Amaya, Jon Berti, Vidal Brujan, Jonathon Long, Gage Workman,
2025-02-22, Kevin Alcantara, Michael Busch, Carson Kelly, Moises Ballesteros, Nicky Lopez, James Triantos, Gage Workman, Benjamin Cowles, Christian Franklin,
2025-02-23, Ian Happ, Kyle Tucker, Seiya Suzuki, Dansby Swanson, Pete Crow-Armstrong, Vidal Brujan, Jonathon Long, Carlos Perez, BJ Murray Jr.,
2025-02-24, Nicky Lopez, Michael Busch, Justin Turner, Miguel Amaya, Gage Workman, Travis Jankowski, Greg Allen, Kevin Alcantara, James Triantos,
2025-02-25, Ian Happ, Kyle Tucker, Seiya Suzuki, Dansby Swanson, Pete Crow-Armstrong, Carson Kelly, Jon Berti, Vidal Brujan, Jonathon Long,
2025-02-26, Nicky Lopez, Michael Busch, Justin Turner, Miguel Amaya, Gage Workman, Vidal Brujan, Travis Jankowski, Kevin Alcantara, Benjamin Cowles,
2025-02-27, Ian Happ, Kyle Tucker, Seiya Suzuki, Michael Busch, Dansby Swanson, Pete Crow-Armstrong, Carson Kelly, Jon Berti, Nicky Lopez,
2025-02-28, Vidal Brujan, Justin Turner, Miguel Amaya, Kevin Alcantara, James Triantos, Greg Allen, Travis Jankowski, Gage Workman, Benjamin Cowles,
2025-03-01a, Ian Happ, Kyle Tucker, Seiya Suzuki, Dansby Swanson, Carson Kelly, Vidal Brujan, Jon Berti, Jonathon Long, Carlos Perez,
2025-03-01b, James Triantos, Michael Busch, Pete Crow-Armstrong, Benjamin Cowles, Nicky Lopez, Moises Ballesteros, Travis Jankowski, Gage Workman, Parker Chavers,
