date,lineup1,lineup2,lineup3,lineup4,lineup5,lineup6,lineup7,lineup8,lineup9,
2021-02-28, Kevin Newman, Ke'Bryan Hayes, Bryan Reynolds, Colin Moran, Gregory Polanco, Todd Frazier, Erik Gonzalez, Tony Wolters, Jared Oliva,
2021-03-01, Cole Tucker, Wilmer Difo, Brian Goodwin, Phillip Evans, Anthony Alford, Michael Perez, Troy Stokes Jr., Will Craig, Hunter Owen,
2021-03-02, Kevin Newman, Ke'Bryan Hayes, Bryan Reynolds, Gregory Polanco, Todd Frazier, Jacob Stallings, Erik Gonzalez, Oneil Cruz, Travis Swaggerty,
2021-03-03, Brian Goodwin, Wilmer Difo, Phillip Evans, Colin Moran, Oneil Cruz, Michael Perez, Tony Wolters, Kevin Kramer, Troy Stokes Jr.,
2021-03-04, Kevin Newman, Ke'Bryan Hayes, Bryan Reynolds, Colin Moran, Gregory Polanco, Todd Frazier, Jacob Stallings, Erik Gonzalez, Oneil Cruz,
2021-03-05, Brian Goodwin, Wilmer Difo, Phillip Evans, Anthony Alford, Tony Wolters, Rodolfo Castro, Will Craig, Kevin Kramer, Troy Stokes Jr.,
2021-03-06, Dustin Fowler, Bryan Reynolds, Colin Moran, Todd Frazier, Gregory Polanco, Erik Gonzalez, Anthony Alford, Michael Perez, Kevin Kramer,
2021-03-07, Adam Frazier, Ke'Bryan Hayes, Jacob Stallings, Phillip Evans, Brian Goodwin, Kevin Newman, Dustin Fowler, Wilmer Difo, Jared Oliva,
2021-03-09, Adam Frazier, Ke'Bryan Hayes, Bryan Reynolds, Todd Frazier, Jacob Stallings, Phillip Evans, Erik Gonzalez, Anthony Alford, Joe Hudson,
2021-03-10, Dustin Fowler, Wilmer Difo, Brian Goodwin, Colin Moran, Michael Perez, Tony Wolters, Oneil Cruz, Jared Oliva, Kevin Kramer,
2021-03-11, Adam Frazier, Ke'Bryan Hayes, Bryan Reynolds, Todd Frazier, Phillip Evans, Jacob Stallings, Erik Gonzalez, Anthony Alford, Andrew Susac,
2021-03-12, Dustin Fowler, Cole Tucker, Colin Moran, Todd Frazier, Brian Goodwin, Wilmer Difo, Michael Perez, Jared Oliva, Rodolfo Castro,
2021-03-13, Adam Frazier, Ke'Bryan Hayes, Bryan Reynolds, Phillip Evans, Anthony Alford, Tony Wolters, Erik Gonzalez, Oneil Cruz, Troy Stokes Jr.,
2021-03-14, Kevin Newman, Cole Tucker, Jacob Stallings, Colin Moran, Todd Frazier, Dustin Fowler, Brian Goodwin, Wilmer Difo, Kevin Kramer,
2021-03-15, Adam Frazier, Ke'Bryan Hayes, Bryan Reynolds, Gregory Polanco, Jacob Stallings, Erik Gonzalez, Troy Stokes Jr., Jared Oliva, Will Craig,
2021-03-16, Kevin Newman, Cole Tucker, Colin Moran, Todd Frazier, Dustin Fowler, Brian Goodwin, Michael Perez, Tony Wolters, Wilmer Difo,
2021-03-17, Adam Frazier, Ke'Bryan Hayes, Bryan Reynolds, Colin Moran, Gregory Polanco, Anthony Alford, Jacob Stallings, Erik Gonzalez, Cole Tucker,
2021-03-19, Adam Frazier, Ke'Bryan Hayes, Bryan Reynolds, Todd Frazier, Gregory Polanco, Jacob Stallings, Erik Gonzalez, Brian Goodwin, Wilmer Difo,
2021-03-20, Kevin Newman, Anthony Alford, Phillip Evans, Colin Moran, Cole Tucker, Dustin Fowler, Jared Oliva, Tony Wolters, Troy Stokes Jr.,
2021-03-21, Adam Frazier, Ke'Bryan Hayes, Bryan Reynolds, Gregory Polanco, Will Craig, Cole Tucker, Jacob Stallings, Brian Goodwin, Wilmer Difo,
2021-03-22, Kevin Newman, Erik Gonzalez, Phillip Evans, Colin Moran, Anthony Alford, Dustin Fowler, Jared Oliva, Michael Perez, Tony Wolters,
2021-03-23, Adam Frazier, Ke'Bryan Hayes, Bryan Reynolds, Gregory Polanco, Will Craig, Jacob Stallings, Brian Goodwin, Erik Gonzalez, Erik Gonzalez,
2021-03-24, Adam Frazier, Ke'Bryan Hayes, Bryan Reynolds, Colin Moran, Gregory Polanco, Kevin Newman, Dustin Fowler, Jacob Stallings, JT Brubaker,
2021-03-25, Anthony Alford, Erik Gonzalez, Phillip Evans, Todd Frazier, Wilmer Difo, Brian Goodwin, Tony Wolters, Liover Peguero, Jared Oliva,
2021-03-26, Adam Frazier, Ke'Bryan Hayes, Bryan Reynolds, Colin Moran, Gregory Polanco, Kevin Newman, Jacob Stallings, Dustin Fowler, Tyler Anderson,
2021-03-27, Kevin Newman, Ke'Bryan Hayes, Bryan Reynolds, Gregory Polanco, Phillip Evans, Erik Gonzalez, Michael Perez, Anthony Alford, Wil Crowe,
2021-03-28, Adam Frazier, Brian Goodwin, Jacob Stallings, Dustin Fowler, Troy Stokes Jr., Wilmer Difo, Will Craig, Oneil Cruz, Mitch Keller,
2021-03-29, Adam Frazier, Ke'Bryan Hayes, Bryan Reynolds, Gregory Polanco, Kevin Newman, Phillip Evans, Michael Perez, Erik Gonzalez, Anthony Alford,
2021-03-30, Adam Frazier, Ke'Bryan Hayes, Bryan Reynolds, Colin Moran, Gregory Polanco, Kevin Newman, Jacob Stallings, JT Brubaker, Anthony Alford,
