date,lineup1,lineup2,lineup3,lineup4,lineup5,lineup6,lineup7,lineup8,lineup9,
2026-03-26, Fernando Tatis Jr., Xander Bogaerts, Manny Machado, Jackson Merrill, Miguel Andujar, Gavin Sheets, Ramon Laureano, Freddy Fermin, Jake Cronenworth,
2026-03-27, Fernando Tatis Jr., Xander Bogaerts, Manny Machado, Jackson Merrill, Miguel Andujar, Ramon Laureano, Ty France, Jake Cronenworth, Luis Campusano,
2026-03-28, Jake Cronenworth, Fernando Tatis Jr., Manny Machado, Jackson Merrill, Xander Bogaerts, Gavin Sheets, Ramon Laureano, Nick Castellanos, Freddy Fermin,
2026-03-30, Jake Cronenworth, Fernando Tatis Jr., Manny Machado, Jackson Merrill, Xander Bogaerts, Gavin Sheets, Ramon Laureano, Nick Castellanos, Luis Campusano,
2026-03-31, Jake Cronenworth, Fernando Tatis Jr., Manny Machado, Jackson Merrill, Xander Bogaerts, Miguel Andujar, Gavin Sheets, Nick Castellanos, Freddy Fermin,
2026-04-01, Fernando Tatis Jr., Xander Bogaerts, Jackson Merrill, Manny Machado, Ramon Laureano, Jake Cronenworth, Gavin Sheets, Freddy Fermin, Bryce Johnson,
2026-04-03, Fernando Tatis Jr., Xander Bogaerts, Jackson Merrill, Manny Machado, Ramon Laureano, Miguel Andujar, Gavin Sheets, Jake Cronenworth, Luis Campusano,
