date,lineup1,lineup2,lineup3,lineup4,lineup5,lineup6,lineup7,lineup8,lineup9,
2022-03-18, Santiago Espinal, Bo Bichette, Greg Bird, Danny Jansen, Joshua Palacios, Jordan Groshans, Mallex Smith, Otto Lopez, Nathan Lukes,
2022-03-19, Mallex Smith, Bo Bichette, Vladimir Guerrero Jr., Teoscar Hernandez, Reese McGuire, Santiago Espinal, Orelvis Martinez, Gosuke Katoh, Nathan Lukes,
2022-03-20, Randal Grichuk, Matt Chapman, Lourdes Gurriel Jr., Alejandro Kirk, Danny Jansen, Greg Bird, Jordan Groshans, Gosuke Katoh, Chavez Young,
2022-03-21, Santiago Espinal, Bo Bichette, Vladimir Guerrero Jr., Alejandro Kirk, Greg Bird, Orelvis Martinez, Mallex Smith, Nathan Lukes, Vinny Capra,
2022-03-22, George Springer, Bo Bichette, Vladimir Guerrero Jr., Lourdes Gurriel Jr., Matt Chapman, Cavan Biggio, Randal Grichuk, Danny Jansen, Reese McGuire,
2022-03-23, Cavan Biggio, Santiago Espinal, Alejandro Kirk, Greg Bird, Reese McGuire, Joshua Palacios, Gosuke Katoh, Mallex Smith, Nathan Lukes,
2022-03-25, George Springer, Bo Bichette, Vladimir Guerrero Jr., Lourdes Gurriel Jr., Matt Chapman, Alejandro Kirk, Santiago Espinal, Cavan Biggio, Danny Jansen,
2022-03-26, Cavan Biggio, Bo Bichette, Vladimir Guerrero Jr., Lourdes Gurriel Jr., Matt Chapman, Alejandro Kirk, Reese McGuire, Joshua Palacios, Mallex Smith,
2022-03-27, George Springer, Raimel Tapia, Vladimir Guerrero Jr., Teoscar Hernandez, Santiago Espinal, Danny Jansen, Greg Bird, Otto Lopez, Gosuke Katoh,
2022-03-28, Cavan Biggio, Bo Bichette, Teoscar Hernandez, Lourdes Gurriel Jr., Greg Bird, Santiago Espinal, Nathan Lukes, Gosuke Katoh, Kellin Deglan,
2022-03-30, Raimel Tapia, Bo Bichette, Vladimir Guerrero Jr., Teoscar Hernandez, Lourdes Gurriel Jr., Matt Chapman, Cavan Biggio, Santiago Espinal, Tyler Heineman,
2022-03-31, George Springer, Vladimir Guerrero Jr., Teoscar Hernandez, Bo Bichette, Alejandro Kirk, Lourdes Gurriel Jr., Matt Chapman, Cavan Biggio, Santiago Espinal,
2022-04-01, Cavan Biggio, Santiago Espinal, Greg Bird, Alejandro Kirk, Raimel Tapia, Reese McGuire, Nathan Lukes, Gosuke Katoh, Sebastian Espino,
2022-04-02, George Springer, Vladimir Guerrero Jr., Teoscar Hernandez, Bo Bichette, Lourdes Gurriel Jr., Greg Bird, Matt Chapman, Cavan Biggio, Danny Jansen,
