date,lineup1,lineup2,lineup3,lineup4,lineup5,lineup6,lineup7,lineup8,lineup9,
2022-03-18, Jonathan India, Joey Votto, Kyle Farmer, Tyler Stephenson, Nick Senzel, Aristides Aquino, Andrew Knapp, TJ Friedl, Alejo Lopez,
2022-03-19, Tyler Naquin, Mike Moustakas, Shogo Akiyama, Jake Fraley, Max Schrock, Jake Bauers, TJ Friedl, Aramis Garcia, Matt McLain,
2022-03-20, Jonathan India, Joey Votto, Tyler Stephenson, Donovan Solano, Kyle Farmer, Nick Senzel, Colin Moran, Max Schrock, Aristides Aquino,
2022-03-21, Tyler Naquin, Mike Moustakas, Shogo Akiyama, Jake Fraley, Colin Moran, Jake Bauers, Alejo Lopez, Andrew Knapp, Miguel Hernandez,
2022-03-22, Jonathan India, Joey Votto, Mike Moustakas, Tyler Stephenson, Kyle Farmer, Donovan Solano, Nick Senzel, Aristides Aquino, Jake Bauers,
2022-03-23, Shogo Akiyama, Tyler Naquin, TJ Friedl, Colin Moran, Albert Almora Jr., Jake Bauers, Max Schrock, Aramis Garcia, Matt McLain,
2022-03-24, Jonathan India, Joey Votto, Tyler Stephenson, Kyle Farmer, Tyler Naquin, Nick Senzel, Aristides Aquino, Brandon Drury, Miguel Hernandez,
2022-03-26, Jonathan India, Kyle Farmer, Tyler Stephenson, Joey Votto, Tyler Naquin, Nick Senzel, Jake Fraley, Colin Moran, Shogo Akiyama,
2022-03-27, Jonathan India, Mike Moustakas, Tyler Stephenson, Joey Votto, Jake Bauers, Donovan Solano, Kyle Farmer, Nick Senzel, Jake Fraley,
2022-03-28, Jonathan India, Tyler Naquin, Mike Moustakas, Kyle Farmer, Jake Fraley, Aristides Aquino, Max Schrock, Aramis Garcia, Shogo Akiyama,
2022-03-29, Brandon Drury, Donovan Solano, Tyler Stephenson, Joey Votto, Nick Senzel, Colin Moran, Jake Bauers, TJ Friedl, Albert Almora Jr.,
2022-03-30, Jonathan India, Jake Fraley, Tommy Pham, Joey Votto, Tyler Naquin, Kyle Farmer, Nick Senzel, Max Schrock, Andrew Knapp,
2022-03-31, Jonathan India, Mike Moustakas, Tommy Pham, Joey Votto, Tyler Stephenson, Jake Fraley, Kyle Farmer, Brandon Drury, Aristides Aquino,
2022-04-01, Shogo Akiyama, Nick Senzel, Tyler Naquin, Max Schrock, Aristides Aquino, Colin Moran, Brandon Drury, Aramis Garcia, Allen Cordoba,
2022-04-02, Jonathan India, Tyler Naquin, Tommy Pham, Joey Votto, Tyler Stephenson, Mike Moustakas, Kyle Farmer, Nick Senzel, Jake Fraley,
