date,lineup1,lineup2,lineup3,lineup4,lineup5,lineup6,lineup7,lineup8,lineup9,
2022-03-18, Cesar Hernandez, Alcides Escobar, Juan Soto, Josh Bell, Keibert Ruiz, Lane Thomas, Maikel Franco, Gerardo Parra, Victor Robles,
2022-03-19, Dee Strange-Gordon, Lane Thomas, Nelson Cruz, Josh Bell, Ehire Adrianza, Riley Adams, Richard Urena, Luis Garcia Jr., Andrew Stevenson,
2022-03-20, Cesar Hernandez, Alcides Escobar, Juan Soto, Nelson Cruz, Keibert Ruiz, Maikel Franco, Andrew Stevenson, Jake Noll, Victor Robles,
2022-03-21, Dee Strange-Gordon, Ehire Adrianza, Juan Soto, Josh Bell, Lane Thomas, Yadiel Hernandez, Riley Adams, Gerardo Parra, Lucius Fox,
2022-03-23, Cesar Hernandez, Juan Soto, Nelson Cruz, Josh Bell, Keibert Ruiz, Lane Thomas, Alcides Escobar, Maikel Franco, Victor Robles,
2022-03-24, Dee Strange-Gordon, Juan Soto, Nelson Cruz, Josh Bell, Keibert Ruiz, Lane Thomas, Ehire Adrianza, Maikel Franco, Luis Garcia Jr.,
2022-03-25, Cesar Hernandez, Alcides Escobar, Nelson Cruz, Richard Urena, Ehire Adrianza, Gerardo Parra, Riley Adams, Dee Strange-Gordon, Victor Robles,
2022-03-26, Alcides Escobar, Juan Soto, Nelson Cruz, Josh Bell, Keibert Ruiz, Lane Thomas, Maikel Franco, Luis Garcia Jr., Victor Robles,
2022-03-28, Cesar Hernandez, Juan Soto, Nelson Cruz, Josh Bell, Josh Bell, Keibert Ruiz, Lane Thomas, Alcides Escobar, Maikel Franco,
2022-03-29, Cesar Hernandez, Josh Bell, Nelson Cruz, Lane Thomas, Alcides Escobar, Maikel Franco, Gerardo Parra, Tres Barrera, Victor Robles,
2022-03-30, Cesar Hernandez, Dee Strange-Gordon, Josh Bell, Keibert Ruiz, Lane Thomas, Maikel Franco, Andrew Stevenson, Ehire Adrianza, Victor Robles,
2022-03-31, Dee Strange-Gordon, Juan Soto, Nelson Cruz, Lane Thomas, Andrew Stevenson, Maikel Franco, Alcides Escobar, Riley Adams, Ehire Adrianza,
