date,lineup1,lineup2,lineup3,lineup4,lineup5,lineup6,lineup7,lineup8,lineup9,
2022-03-17a, Jose Rodriguez, Andrew Vaughn, Gavin Sheets, Jake Burger, Dwight Smith Jr., Romy Gonzalez, Zach Remillard, Seby Zavala, Yoelqui Cespedes,
2022-03-17b, Yermin Mercedes, Zack Collins, Micker Adolfo, Blake Rutherford, Danny Mendick, Luis Mieses, Yolbert Sanchez, Oscar Colas, Bryan Ramos,
2022-03-19, Tim Anderson, Luis Robert Jr., Jose Abreu, Yoan Moncada, Eloy Jimenez, Yasmani Grandal, Leury Garcia, Josh Harrison, Seby Zavala,
2022-03-20, Leury Garcia, Luis Robert Jr., Gavin Sheets, Eloy Jimenez, Yasmani Grandal, Andrew Vaughn, Jake Burger, Micker Adolfo, Danny Mendick,
2022-03-21, Tim Anderson, Dwight Smith Jr., Yoan Moncada, Gavin Sheets, Yoelqui Cespedes, Josh Harrison, Zack Collins, Micker Adolfo, Luis Alexander Basabe,
2022-03-22, Tim Anderson, Luis Robert Jr., Jose Abreu, Yoan Moncada, Eloy Jimenez, Yasmani Grandal, Leury Garcia, Josh Harrison, Andrew Vaughn,
2022-03-23, Leury Garcia, Luis Robert Jr., Jose Abreu, Eloy Jimenez, Yasmani Grandal, Andrew Vaughn, Romy Gonzalez, Yoelqui Cespedes, Jose Rodriguez,
2022-03-24, Tim Anderson, Luis Robert Jr., Jose Abreu, Yoan Moncada, Eloy Jimenez, Leury Garcia, Josh Harrison, Adam Engel, Carlos Perez,
2022-03-25, Romy Gonzalez, Gavin Sheets, Andrew Vaughn, Yasmani Grandal, Jake Burger, Dwight Smith Jr., Yoelqui Cespedes, Luis Alexander Basabe, Danny Mendick,
2022-03-26, Tim Anderson, Luis Robert Jr., Jose Abreu, Yoan Moncada, Eloy Jimenez, Gavin Sheets, Leury Garcia, Josh Harrison, Seby Zavala,
2022-03-27, Tim Anderson, Luis Robert Jr., Jose Abreu, Yasmani Grandal, Eloy Jimenez, Yoan Moncada, Josh Harrison, Leury Garcia, Andrew Vaughn,
2022-03-28, Tim Anderson, Luis Robert Jr., Jose Abreu, Gavin Sheets, Eloy Jimenez, Yoan Moncada, Leury Garcia, Adam Engel, Nick Ciuffo,
2022-03-30, Tim Anderson, Luis Robert Jr., Jose Abreu, Yasmani Grandal, Eloy Jimenez, Yoan Moncada, Leury Garcia, Josh Harrison, Adam Engel,
2022-03-31, Tim Anderson, Luis Robert Jr., Yoan Moncada, Yasmani Grandal, Eloy Jimenez, Gavin Sheets, Josh Harrison, Adam Engel, Adam Haseley,
2022-04-01, Tim Anderson, Luis Robert Jr., Jose Abreu, Yoan Moncada, Eloy Jimenez, Leury Garcia, Josh Harrison, Micker Adolfo, Nick Ciuffo,
2022-04-02, Leury Garcia, AJ Pollock, Gavin Sheets, Adam Engel, Yasmani Grandal, Romy Gonzalez, Micker Adolfo, Danny Mendick, Yoelqui Cespedes,
