date,lineup1,lineup2,lineup3,lineup4,lineup5,lineup6,lineup7,lineup8,lineup9,
2022-03-17, Alek Thomas, Nick Heath, Jake Hager, Braden Bishop, Corbin Carroll, Buddy Kennedy, Neyfy Castillo, Juan Graterol, C.J. Chatham,
2022-03-18, Alek Thomas, Buddy Kennedy, Corbin Carroll, Eduardo Diaz, Jose Herrera, Camden Duzenack, Stone Garrett, Leandro Cedeno, Jancarlos Cintron,
2022-03-19, Carson Kelly, David Peralta, Christian Walker, Jordan Luplow, Nick Ahmed, Josh VanMeter, Braden Bishop, Drew Ellis, Jake McCarthy,
2022-03-20, Daulton Varsho, Josh Rojas, Pavin Smith, Cooper Hummel, Seth Beer, Stuart Fairchild, Alek Thomas, Geraldo Perdomo, Jake Hager,
2022-03-21, Josh VanMeter, David Peralta, Christian Walker, Jordan Luplow, Nick Ahmed, Matt Davidson, Jake McCarthy, Drew Ellis, Jose Herrera,
2022-03-22, Carson Kelly, Ketel Marte, Pavin Smith, Daulton Varsho, Josh Rojas, Cooper Hummel, Alek Thomas, Jake Hager, Geraldo Perdomo,
2022-03-23, Daulton Varsho, Josh VanMeter, David Peralta, Christian Walker, Jordan Luplow, Matt Davidson, Jake McCarthy, Geraldo Perdomo, Drew Ellis,
2022-03-24, Cooper Hummel, Ketel Marte, Josh Rojas, Pavin Smith, Matt Davidson, Seth Beer, Jake McCarthy, Alek Thomas, Jose Herrera,
2022-03-25, Daulton Varsho, Ketel Marte, David Peralta, Christian Walker, Carson Kelly, Jordan Luplow, Josh VanMeter, Drew Ellis, Geraldo Perdomo,
2022-03-27a, Jake McCarthy, Cooper Hummel, Pavin Smith, Matt Davidson, Josh VanMeter, Drew Ellis, Braden Bishop, Jake Hager, Jose Herrera,
2022-03-27b, Daulton Varsho, Ketel Marte, David Peralta, Christian Walker, Josh Rojas, Carson Kelly, Jordan Luplow, Alek Thomas, Geraldo Perdomo,
2022-03-28, Carson Kelly, Daulton Varsho, Christian Walker, Jordan Luplow, David Peralta, Josh Rojas, Drew Ellis, Pavin Smith, Jake Hager,
2022-03-29, Ketel Marte, Pavin Smith, Cooper Hummel, Seth Beer, Matt Davidson, Jake McCarthy, Alek Thomas, Geraldo Perdomo, Jose Herrera,
2022-03-30, Daulton Varsho, Ketel Marte, David Peralta, Christian Walker, Josh Rojas, Carson Kelly, Seth Beer, Alek Thomas, Sergio Alcantara,
2022-03-31, Daulton Varsho, David Peralta, Christian Walker, Matt Davidson, Josh Rojas, Pavin Smith, Jake McCarthy, Jake Hager, Geraldo Perdomo,
2022-04-01a, Jake McCarthy, Cooper Hummel, Carson Kelly, Seth Beer, Geraldo Perdomo, Braden Bishop, Jake Hager, Eduardo Diaz, Blaze Alexander,
2022-04-01b, Daulton Varsho, Ketel Marte, David Peralta, Christian Walker, Pavin Smith, Matt Davidson, Drew Ellis, Sergio Alcantara, Sergio Alcantara,
2022-04-02, Daulton Varsho, Ketel Marte, Drew Ellis, Dominic Canzone, Corbin Carroll, Juan Graterol, Sergio Alcantara, Jordan Lawlar, Dominic Fletcher,
