date,lineup1,lineup2,lineup3,lineup4,lineup5,lineup6,lineup7,lineup8,lineup9,
2022-03-18, Ryan McKenna, DJ Stewart, Kelvin Gutierrez, Kyle Stowers, Tyler Nevin, Jahmai Jones, Yusniel Diaz, Anthony Bemboom, Richie Martin,
2022-03-19, Cedric Mullins, Trey Mancini, Ryan Mountcastle, Austin Hays, DJ Stewart, Jorge Mateo, Chris Owings, Rylan Bannon, Jacob Nottingham,
2022-03-20, Ryan McKenna, Ramon Urias, Anthony Santander, Kyle Stowers, Kelvin Gutierrez, Tyler Nevin, Terrin Vavra, Anthony Bemboom, Robert Neustrom,
2022-03-21, Cedric Mullins, Trey Mancini, Ryan Mountcastle, Austin Hays, Rougned Odor, Jorge Mateo, DJ Stewart, Robinson Chirinos, Chris Owings,
2022-03-22, Ryan McKenna, Ramon Urias, Anthony Santander, Kyle Stowers, Tyler Nevin, Kelvin Gutierrez, Jacob Nottingham, Yusniel Diaz, Jahmai Jones,
2022-03-23, Cedric Mullins, Ryan Mountcastle, Trey Mancini, Austin Hays, Rougned Odor, Jorge Mateo, DJ Stewart, Robinson Chirinos, Jordan Westburg,
2022-03-24, Cedric Mullins, Ryan Mountcastle, Trey Mancini, Anthony Santander, Austin Hays, Ramon Urias, Jorge Mateo, Kelvin Gutierrez, Beau Taylor,
2022-03-25, Chris Owings, Rougned Odor, Tyler Nevin, Kyle Stowers, Robinson Chirinos, Ryan McKenna, Kelvin Gutierrez, Yusniel Diaz, Jahmai Jones,
2022-03-26, Cedric Mullins, Ryan Mountcastle, Trey Mancini, Anthony Santander, Austin Hays, Ramon Urias, Jorge Mateo, Chris Owings, Beau Taylor,
2022-03-27, Austin Hays, Trey Mancini, Anthony Santander, Rougned Odor, Ramon Urias, Robinson Chirinos, Tyler Nevin, Ryan McKenna, Kelvin Gutierrez,
2022-03-28, Cedric Mullins, Jorge Mateo, Ryan Mountcastle, Kyle Stowers, Chris Owings, Tyler Nevin, Ryan McKenna, Jacob Nottingham, Anthony Bemboom,
2022-03-30, Cedric Mullins, Ryan Mountcastle, Anthony Santander, Trey Mancini, Austin Hays, Rougned Odor, Ramon Urias, Jorge Mateo, Robinson Chirinos,
2022-03-31, Cedric Mullins, Ramon Urias, Anthony Santander, Austin Hays, Tyler Nevin, Robinson Chirinos, Chris Owings, Kelvin Gutierrez, Ryan McKenna,
2022-04-01, Cedric Mullins, Jorge Mateo, Ryan Mountcastle, Trey Mancini, Rougned Odor, Jacob Nottingham, Jordan Westburg, Colton Cowser, John Rhodes,
2022-04-02, Chris Owings, Anthony Santander, Trey Mancini, Ramon Urias, Ryan McKenna, Kelvin Gutierrez, Tyler Nevin, Beau Taylor, Richie Martin,
