date,lineup1,lineup2,lineup3,lineup4,lineup5,lineup6,lineup7,lineup8,lineup9,team
2023-03-05, LaMonte Wade Jr., Thairo Estrada, Joc Pederson, Wilmer Flores, Brandon Crawford, Mike Yastrzemski, Roberto Perez, Brett Auerbach, Vaun Brown,SF
2023-03-07, Michael Conforto, J.D. Davis, Isan Diaz, Casey Schmitt, Brett Wisely, Stephen Piscotty, Roberto Perez, Heliot Ramos, Grant McCray,SF
2023-03-09, Michael Conforto, J.D. Davis, Isan Diaz, Stephen Piscotty, Ford Proctor, Roberto Perez, Casey Schmitt, Bryce Johnson, Austin Wynns,SF
2023-03-10, LaMonte Wade Jr., Wilmer Flores, Joc Pederson, David Villar, Brandon Crawford, Thairo Estrada, Mike Yastrzemski, Luis Matos, Blake Sabol,SF
2023-03-11, Michael Conforto, J.D. Davis, Blake Sabol, Casey Schmitt, Isan Diaz, Roberto Perez, Bryce Johnson, Ford Proctor, Stephen Piscotty,SF
2023-03-12, Austin Slater, Thairo Estrada, LaMonte Wade Jr., Wilmer Flores, Mike Yastrzemski, Joey Bart, Brett Wisely, Will Wilson, Luis Matos,SF
2023-03-13, LaMonte Wade Jr., Blake Sabol, Thairo Estrada, Michael Conforto, J.D. Davis, Isan Diaz, Casey Schmitt, Bryce Johnson, Austin Wynns,SF
2023-03-14, Mike Yastrzemski, Austin Slater, Blake Sabol, Wilmer Flores, Brett Wisely, J.D. Davis, Luis Matos, Brett Auerbach, Wade Meckler,SF
2023-03-16, LaMonte Wade Jr., Wilmer Flores, Michael Conforto, Austin Slater, Blake Sabol, J.D. Davis, Brett Wisely, Bryce Johnson, Joey Bart,SF
2023-03-17, Joc Pederson, Michael Conforto, Thairo Estrada, Mike Yastrzemski, Mike Yastrzemski, Blake Sabol, J.D. Davis, Roberto Perez, Casey Schmitt,SF
2023-03-18, LaMonte Wade Jr., Mike Yastrzemski, Wilmer Flores, Blake Sabol, Brett Wisely, David Villar, Joey Bart, Bryce Johnson, Will Wilson,SF
2023-03-19, Thairo Estrada, Wilmer Flores, Michael Conforto, J.D. Davis, Joc Pederson, Casey Schmitt, Blake Sabol, Brett Auerbach, Brett Wisely,SF
2023-03-21, LaMonte Wade Jr., Thairo Estrada, Mike Yastrzemski, David Villar, J.D. Davis, Bryce Johnson, Roberto Perez, Ford Proctor, Stephen Piscotty,SF
2023-03-22, Michael Conforto, Wilmer Flores, Brandon Crawford, David Villar, Blake Sabol, Casey Schmitt, Bryce Johnson, Joey Bart, Brett Wisely,SF
2023-03-23a, LaMonte Wade Jr., Thairo Estrada, Michael Conforto, Wilmer Flores, J.D. Davis, Mike Yastrzemski, Roberto Perez, Stephen Piscotty, Joey Bart,SF
2023-03-23b, Bryce Johnson, Casey Schmitt, Brandon Crawford, Blake Sabol, Brett Wisely, Brett Auerbach, Will Wilson, Luis Matos, Carter Aldrete,SF
2023-03-24, Brett Wisely, David Villar, Blake Sabol, Joey Bart, Ford Proctor, Brett Auerbach, Will Wilson, Shane Matheny, Heliot Ramos,SF
2023-03-25, LaMonte Wade Jr., Thairo Estrada, Michael Conforto, Wilmer Flores, Brandon Crawford, J.D. Davis, Mike Yastrzemski, Roberto Perez, Blake Sabol,SF
2023-03-26, David Villar, Wilmer Flores, LaMonte Wade Jr., J.D. Davis, Casey Schmitt, Bryce Johnson, Joey Bart, Brett Auerbach, Brett Wisely,SF
2023-03-27, LaMonte Wade Jr., Michael Conforto, David Villar, Joc Pederson, Brandon Crawford, Thairo Estrada, Blake Sabol, Bryce Johnson, Brett Wisely,SF
2023-02-25, Steven Kwan, Gabriel Arias, Josh Naylor, Will Brennan, Mike Zunino, Tyler Freeman, Brayan Rocchio, David Fry, Roman Quinn,CLE
2023-02-26, Andres Gimenez, Amed Rosario, Jose Ramirez, Josh Bell, Oscar Gonzalez, Richie Palacios, Jhonkensy Noel, Jhonkensy Noel, George Valera,CLE
2023-02-27, Steven Kwan, Gabriel Arias, Josh Naylor, Mike Zunino, Will Brennan, Tyler Freeman, Roman Quinn, Meibrys Viloria, Angel Martinez,CLE
2023-02-28a, Andres Gimenez, Angel Martinez, Zack Collins, Micah Pries, Jhonkensy Noel, Meibrys Viloria, Juan Brito, Petey Halpin, Connor Kokx,CLE
2023-02-28b, Richie Palacios, Amed Rosario, Jose Ramirez, Josh Bell, Josh Naylor, Oscar Gonzalez, Joe Lampe, Brayan Rocchio, Cam Gallagher,CLE
2023-03-01, Steven Kwan, Gabriel Arias, Will Brennan, Mike Zunino, Micah Pries, Jhonkensy Noel, Roman Quinn, Tyler Freeman, Jose Tena,CLE
2023-03-02, Steven Kwan, Amed Rosario, Jose Ramirez, Josh Bell, Josh Naylor, Andres Gimenez, Oscar Gonzalez, Cam Gallagher, Joe Lampe,CLE
2023-03-03, Myles Straw, Amed Rosario, Jose Ramirez, Josh Bell, Will Brennan, Mike Zunino, Roman Quinn, Tyler Freeman, Jose Tena,CLE
2023-03-04, Roman Quinn, Andres Gimenez, Will Brennan, Josh Naylor, Oscar Gonzalez, Gabriel Arias, Micah Pries, Cam Gallagher, Tyler Freeman,CLE
2023-03-05, Steven Kwan, Amed Rosario, Jose Ramirez, Josh Bell, Andres Gimenez, Mike Zunino, David Fry, Micah Pries, Myles Straw,CLE
2023-03-06, Myles Straw, Will Brennan, Josh Naylor, Oscar Gonzalez, Gabriel Arias, Tyler Freeman, Roman Quinn, Cam Gallagher, Brayan Rocchio,CLE
2023-03-09, Will Brennan, Amed Rosario, Jose Ramirez, Josh Bell, Josh Naylor, Gabriel Arias, Zack Collins, Tyler Freeman, Myles Straw,CLE
2023-03-10, Steven Kwan, Tyler Freeman, Will Brennan, Oscar Gonzalez, Roman Quinn, Micah Pries, Brayan Rocchio, Cam Gallagher, Angel Martinez,CLE
2023-03-11, Steven Kwan, Amed Rosario, Jose Ramirez, Josh Bell, Josh Naylor, Oscar Gonzalez, Gabriel Arias, Mike Zunino, Myles Straw,CLE
2023-03-12, Myles Straw, Amed Rosario, Jose Ramirez, Josh Bell, Josh Naylor, Oscar Gonzalez, Will Brennan, Gabriel Arias, Cam Gallagher,CLE
2023-03-13, Steven Kwan, Tyler Freeman, Will Brennan, Mike Zunino, Micah Pries, Roman Quinn, Angel Martinez, Brayan Rocchio, Steven Kwan,CLE
2023-03-14, Steven Kwan, Amed Rosario, Jose Ramirez, Josh Bell, Josh Naylor, Oscar Gonzalez, Gabriel Arias, Cam Gallagher, Myles Straw,CLE
2023-03-16, Steven Kwan, Amed Rosario, Jose Ramirez, Josh Bell, Josh Naylor, Gabriel Arias, Mike Zunino, Myles Straw, Steven Kwan,CLE
2023-03-17, Steven Kwan, Amed Rosario, Jose Ramirez, Josh Bell, Josh Naylor, Will Brennan, Gabriel Arias, Cam Gallagher, Myles Straw,CLE
2023-03-18a, Roman Quinn, Tyler Freeman, Richie Palacios, Oscar Gonzalez, Zack Collins, Micah Pries, Meibrys Viloria, David Fry, Brayan Rocchio,CLE
2023-03-18b, Steven Kwan, Amed Rosario, Jose Ramirez, Josh Bell, Josh Naylor, Will Brennan, Mike Zunino, Gabriel Arias, Myles Straw,CLE
2023-03-19, Tyler Freeman, Richie Palacios, Zack Collins, Oscar Gonzalez, Micah Pries, Cam Gallagher, David Fry, Jose Tena, Roman Quinn,CLE
2023-03-20, Steven Kwan, Amed Rosario, Jose Ramirez, Josh Naylor, Oscar Gonzalez, Will Brennan, Gabriel Arias, Mike Zunino, Tyler Freeman,CLE
2023-03-21, Steven Kwan, Amed Rosario, Jose Ramirez, Josh Bell, Josh Naylor, Oscar Gonzalez, Andres Gimenez, Cam Gallagher, Myles Straw,CLE
2023-03-23, Steven Kwan, Amed Rosario, Jose Ramirez, Josh Bell, Josh Naylor, Oscar Gonzalez, Andres Gimenez, Myles Straw, Cam Gallagher,CLE
2023-03-24, Steven Kwan, Amed Rosario, Jose Ramirez, Josh Bell, Josh Naylor, Oscar Gonzalez, Andres Gimenez, Mike Zunino, Myles Straw,CLE
2023-03-25, Myles Straw, Will Brennan, Steven Kwan, Oscar Gonzalez, Mike Zunino, David Fry, Jose Tena, Milan Tolentino, Raynel Delgado,CLE
2023-03-26, Andres Gimenez, Amed Rosario, Jose Ramirez, Josh Bell, Josh Naylor, Cam Gallagher, Connor Kokx, Petey Halpin, Johnathan Rodriguez,CLE
2023-03-27, Steven Kwan, Amed Rosario, Jose Ramirez, Josh Bell, Josh Naylor, Oscar Gonzalez, Andres Gimenez, Mike Zunino, Myles Straw,CLE
2023-03-28, Steven Kwan, Amed Rosario, Will Brennan, Josh Bell, Joe Naranjo, Gabriel Arias, Cam Gallagher, Myles Straw, Angel Martinez,CLE
2023-02-24, Kolten Wong, Julio Rodriguez, Ty France, Teoscar Hernandez, Eugenio Suarez, Jarred Kelenic, Tom Murphy, J.P. Crawford, Mike Ford,SEA
2023-02-25, Sam Haggerty, AJ Pollock, Evan White, Cooper Hummel, Cade Marlowe, Colin Moran, Robert Perez Jr., Mason McCoy, Jonatan Clase,SEA
2023-02-26, Kolten Wong, Julio Rodriguez, Ty France, Eugenio Suarez, Jarred Kelenic, Tom Murphy, J.P. Crawford, Colin Moran, Jack Larsen,SEA
2023-02-27, Julio Rodriguez, Jarred Kelenic, AJ Pollock, Evan White, Cooper Hummel, Sam Haggerty, Brian O'Keefe, Drew Ellis, Jose Caballero,SEA
2023-02-28, Kolten Wong, Teoscar Hernandez, Ty France, Eugenio Suarez, Cal Raleigh, J.P. Crawford, Cade Marlowe, Kole Calhoun, Leonys Martin,SEA
2023-03-01, Julio Rodriguez, Jarred Kelenic, Eugenio Suarez, AJ Pollock, Sam Haggerty, Tom Murphy, Kole Calhoun, Mason McCoy, Julio Rodriguez,SEA
2023-03-02, Kolten Wong, Teoscar Hernandez, Ty France, Cal Raleigh, Eugenio Suarez, J.P. Crawford, Cade Marlowe, Brian O'Keefe, Leonys Martin,SEA
2023-03-03, Julio Rodriguez, Jarred Kelenic, Teoscar Hernandez, AJ Pollock, Tom Murphy, Mike Ford, Drew Ellis, Mason McCoy, Kean Wong,SEA
2023-03-04, Kolten Wong, Julio Rodriguez, Ty France, Cal Raleigh, Eugenio Suarez, J.P. Crawford, Kole Calhoun, Jacob Nottingham, Cade Marlowe,SEA
2023-03-05, Mason McCoy, Jarred Kelenic, Teoscar Hernandez, AJ Pollock, Tom Murphy, Evan White, Colin Moran, Cooper Hummel, Leo Rivas,SEA
2023-03-06, Kolten Wong, Ty France, J.P. Crawford, Cal Raleigh, Leonys Martin, Sam Haggerty, Kole Calhoun, Mike Ford, Cade Marlowe,SEA
2023-03-08, Kolten Wong, Ty France, Jarred Kelenic, AJ Pollock, Tom Murphy, J.P. Crawford, Kole Calhoun, Cooper Hummel, Colin Moran,SEA
2023-03-10, Kolten Wong, Ty France, Jarred Kelenic, AJ Pollock, J.P. Crawford, Tom Murphy, Kole Calhoun, Mike Ford, Colin Moran,SEA
2023-03-11, Kolten Wong, Ty France, Cal Raleigh, Jarred Kelenic, Tommy La Stella, Sam Haggerty, Kole Calhoun, Mason McCoy, Drew Ellis,SEA
2023-03-12, Kole Calhoun, Cooper Hummel, Tom Murphy, Evan White, Jacob Nottingham, Leonys Martin, Colin Moran, Mason McCoy, Kean Wong,SEA
2023-03-13, Kolten Wong, Ty France, Cal Raleigh, AJ Pollock, Jarred Kelenic, Sam Haggerty, Tommy La Stella, Leonys Martin, Leo Rivas,SEA
2023-03-14, Kolten Wong, J.P. Crawford, Jarred Kelenic, Tom Murphy, Kole Calhoun, Cooper Hummel, Colin Moran, Mason McCoy, Zach DeLoach,SEA
2023-03-16, Kolten Wong, Ty France, Jarred Kelenic, AJ Pollock, Tom Murphy, J.P. Crawford, Sam Haggerty, Colin Moran, Jose Caballero,SEA
2023-03-17, Sam Haggerty, Ty France, AJ Pollock, Cal Raleigh, Tom Murphy, Cooper Hummel, Jake Scheiner, Mason McCoy, Leo Rivas,SEA
2023-03-18, Julio Rodriguez, Tommy La Stella, Teoscar Hernandez, Jarred Kelenic, Tom Murphy, Kole Calhoun, Colin Moran, Jose Caballero, Kean Wong,SEA
2023-03-19a, AJ Pollock, Ty France, Teoscar Hernandez, Jake Scheiner, Leonys Martin, Brian O'Keefe, Kean Wong, Jose Caballero, Zach DeLoach,SEA
2023-03-19b, Julio Rodriguez, Jarred Kelenic, Cal Raleigh, Cooper Hummel, Kole Calhoun, Sam Haggerty, Mike Ford, Mason McCoy, Leo Rivas,SEA
2023-03-20, J.P. Crawford, Ty France, Jarred Kelenic, AJ Pollock, Tommy La Stella, Brian O'Keefe, Cooper Hummel, Colin Moran, Jose Caballero,SEA
2023-03-22, Julio Rodriguez, Kolten Wong, Ty France, Teoscar Hernandez, Cal Raleigh, Eugenio Suarez, AJ Pollock, Cooper Hummel, J.P. Crawford,SEA
2023-03-23, Julio Rodriguez, Kolten Wong, Teoscar Hernandez, Eugenio Suarez, AJ Pollock, Jarred Kelenic, Tom Murphy, Tommy La Stella, Sam Haggerty,SEA
2023-03-24, Mason McCoy, Ty France, Cal Raleigh, Cooper Hummel, Tommy La Stella, Sam Haggerty, Kole Calhoun, Colin Moran, Jose Caballero,SEA
2023-03-25a, Sam Haggerty, Teoscar Hernandez, Jarred Kelenic, Tom Murphy, Cooper Hummel, Colin Moran, Jose Caballero, Kean Wong, Tyler Locklear,SEA
2023-03-25b, Julio Rodriguez, Kolten Wong, Ty France, Eugenio Suarez, AJ Pollock, Kole Calhoun, Brian O'Keefe, Mike Ford, Mason McCoy,SEA
2023-03-26, Julio Rodriguez, Kolten Wong, Ty France, Teoscar Hernandez, Cal Raleigh, Eugenio Suarez, Jarred Kelenic, Tommy La Stella, Mason McCoy,SEA
2023-03-27, Julio Rodriguez, Kolten Wong, Ty France, Teoscar Hernandez, Eugenio Suarez, Jarred Kelenic, AJ Pollock, Tom Murphy, Sam Haggerty,SEA
2023-02-25, Jon Berti, Bryan De La Cruz, Nick Fortes, Jesus Sanchez, Garrett Hampson, Peyton Burdick, Jordan Groshans, Joe Rizzo, Xavier Edwards,MIA
2023-02-26, Jazz Chisholm Jr., Jorge Soler, Luis Arraez, Garrett Cooper, Avisail Garcia, Jean Segura, Joey Wendle, Jacob Stallings, Jerar Encarnacion,MIA
2023-02-27, Jon Berti, Garrett Hampson, Bryan De La Cruz, Jesus Sanchez, Nick Fortes, Jordan Groshans, Peyton Burdick, Alex De Goti, C.J. Hinojosa,MIA
2023-02-28, Luis Arraez, Jorge Soler, Jazz Chisholm Jr., Garrett Cooper, Avisail Garcia, Jean Segura, Joey Wendle, Jerar Encarnacion, Austin Allen,MIA
2023-03-01, Luis Arraez, Bryan De La Cruz, Jazz Chisholm Jr., Jean Segura, Jesus Sanchez, Jacob Stallings, Jon Berti, Jordan Groshans, Xavier Edwards,MIA
2023-03-02, Bryan De La Cruz, Jorge Soler, Garrett Cooper, Avisail Garcia, Nick Fortes, Joey Wendle, Jesus Sanchez, Garrett Hampson, Alex De Goti,MIA
2023-03-03, Luis Arraez, Jean Segura, Jazz Chisholm Jr., Garrett Cooper, Avisail Garcia, Jon Berti, Jacob Stallings, Peyton Burdick, Jerar Encarnacion,MIA
2023-03-04, Luis Arraez, Jorge Soler, Bryan De La Cruz, Jean Segura, Joey Wendle, Nick Fortes, Jesus Sanchez, Joe Rizzo, Jacob Amaya,MIA
2023-03-05, Luis Arraez, Jorge Soler, Garrett Cooper, Jazz Chisholm Jr., Avisail Garcia, Jean Segura, Joey Wendle, Jacob Stallings, Jon Berti,MIA
2023-03-06, Garrett Hampson, Bryan De La Cruz, Jerar Encarnacion, Nick Fortes, Jesus Sanchez, Jordan Groshans, Peyton Burdick, Joe Rizzo, Jacob Amaya,MIA
2023-03-07, Jon Berti, Jazz Chisholm Jr., Jorge Soler, Garrett Cooper, Avisail Garcia, Joey Wendle, Garrett Hampson, Jesus Sanchez, Austin Allen,MIA
2023-03-10, Jon Berti, Jazz Chisholm Jr., Garrett Cooper, Jorge Soler, Avisail Garcia, Bryan De La Cruz, Joey Wendle, Nick Fortes, Garrett Hampson,MIA
2023-03-11, Jesus Sanchez, Jazz Chisholm Jr., Jorge Soler, Garrett Cooper, Avisail Garcia, Jacob Stallings, Jacob Amaya, Xavier Edwards, C.J. Hinojosa,MIA
2023-03-12, Jon Berti, Joey Wendle, Bryan De La Cruz, Nick Fortes, Jacob Stallings, Jesus Sanchez, Garrett Hampson, Jerar Encarnacion, Nasim Nunez,MIA
2023-03-13, Jose Iglesias, Jazz Chisholm Jr., Garrett Cooper, Jorge Soler, Avisail Garcia, Yuli Gurriel, Jacob Stallings, Xavier Edwards, Alex De Goti,MIA
2023-03-14, Jon Berti, Jazz Chisholm Jr., Jorge Soler, Garrett Cooper, Avisail Garcia, Joey Wendle, Nick Fortes, Garrett Hampson, Jerar Encarnacion,MIA
2023-03-17a, Garrett Hampson, Jesus Sanchez, Bryan De La Cruz, Jerar Encarnacion, Jacob Stallings, Jose Iglesias, Paul McIntosh, Alex De Goti, Jacob Berry,MIA
2023-03-17b, Jean Segura, Yuli Gurriel, Jorge Soler, Garrett Cooper, Avisail Garcia, Joey Wendle, Jon Berti, Santiago Chavez, Jazz Chisholm Jr.,MIA
2023-03-18, Jon Berti, Jazz Chisholm Jr., Yuli Gurriel, Bryan De La Cruz, Jesus Sanchez, Jacob Stallings, Jose Iglesias, Austin Allen, C.J. Hinojosa,MIA
2023-03-19, Jean Segura, Joey Wendle, Garrett Cooper, Jorge Soler, Avisail Garcia, Garrett Hampson, Santiago Chavez, Brian Miller, Victor Mesa Jr.,MIA
2023-03-20, Luis Arraez, Jazz Chisholm Jr., Jorge Soler, Garrett Cooper, Avisail Garcia, Jean Segura, Yuli Gurriel, Joey Wendle, Austin Allen,MIA
2023-03-21, Jon Berti, Jazz Chisholm Jr., Yuli Gurriel, Bryan De La Cruz, Jesus Sanchez, Jacob Stallings, Jose Iglesias, Garrett Hampson, Brian Miller,MIA
2023-03-22, Luis Arraez, Jorge Soler, Garrett Cooper, Avisail Garcia, Jean Segura, Jesus Sanchez, Bryan De La Cruz, Joey Wendle, Jacob Stallings,MIA
2023-03-24, Luis Arraez, Jazz Chisholm Jr., Jorge Soler, Garrett Cooper, Avisail Garcia, Jean Segura, Yuli Gurriel, Jon Berti, Jacob Stallings,MIA
2023-03-25, Luis Arraez, Bryan De La Cruz, Jorge Soler, Garrett Cooper, Avisail Garcia, Jean Segura, Yuli Gurriel, Nick Fortes, Joey Wendle,MIA
2023-03-26a, Luis Arraez, Joey Wendle, Garrett Cooper, Jorge Soler, Avisail Garcia, Jean Segura, Bryan De La Cruz, Jesus Sanchez, Jacob Stallings,MIA
2023-03-26b, Brian Miller, Jose Devers, Troy Johnston, Charles Leblanc, Norel Gonzalez, C.J. Hinojosa, Jake Mangum, Victor Mesa, Santiago Chavez,MIA
2023-02-25a, Jeff McNeil, Tommy Pham, Francisco Lindor, Pete Alonso, Eduardo Escobar, Mark Canha, Daniel Vogelbach, Abraham Almonte, Tomas Nido,NYM
2023-02-25b, Luis Guillorme, Tim Locastro, Brett Baty, Mark Vientos, Omar Narvaez, DJ Stewart, Jonathan Arauz, Michael Perez, Alex Ramirez,NYM
2023-02-26, Jeff McNeil, Mark Canha, Francisco Lindor, Daniel Vogelbach, Eduardo Escobar, Tommy Pham, Omar Narvaez, Mark Vientos, Lorenzo Cedrola,NYM
2023-02-27, Tim Locastro, Luis Guillorme, Pete Alonso, Abraham Almonte, Mark Vientos, Tomas Nido, Francisco Alvarez, Jose Peraza, Lorenzo Cedrola,NYM
2023-02-28, Tommy Pham, Jeff McNeil, Francisco Lindor, Pete Alonso, Daniel Vogelbach, Mark Canha, Eduardo Escobar, Omar Narvaez, DJ Stewart,NYM
2023-03-01, Jonathan Arauz, Luis Guillorme, Francisco Lindor, Pete Alonso, Abraham Almonte, Tomas Nido, Lorenzo Cedrola, Francisco Alvarez, Tim Locastro,NYM
2023-03-02, Tommy Pham, Jeff McNeil, Francisco Lindor, Pete Alonso, Eduardo Escobar, Mark Canha, Mark Vientos, Lorenzo Cedrola, Omar Narvaez,NYM
2023-03-03, Mark Canha, Eduardo Escobar, Jeff McNeil, Pete Alonso, Daniel Vogelbach, Tommy Pham, Luis Guillorme, Tomas Nido, Jose Peraza,NYM
2023-03-04, Tim Locastro, Mark Vientos, Francisco Lindor, Pete Alonso, Abraham Almonte, Jose Peraza, Jaylin Davis, Lorenzo Cedrola, Omar Narvaez,NYM
2023-03-05, Jeff McNeil, Eduardo Escobar, Francisco Lindor, Pete Alonso, Mark Canha, Tommy Pham, Abraham Almonte, Tim Locastro, Omar Narvaez,NYM
2023-03-07, Tim Locastro, Luis Guillorme, Tommy Pham, Mark Canha, Darin Ruf, Mark Vientos, Tomas Nido, Francisco Alvarez, Jose Peraza,NYM
2023-03-10a, Danny Mendick, Luis Guillorme, Starling Marte, Daniel Vogelbach, Mark Canha, Brett Baty, Tommy Pham, DJ Stewart, Tomas Nido,NYM
2023-03-10b, Tim Locastro, Francisco Alvarez, Mark Vientos, Darin Ruf, Jaylin Davis, Ronny Mauricio, Lorenzo Cedrola, Jose Peraza, Alex Ramirez,NYM
2023-03-11, Tim Locastro, Ronny Mauricio, Brett Baty, Daniel Vogelbach, Jaylin Davis, DJ Stewart, Mark Vientos, Tomas Nido, Jose Peraza,NYM
2023-03-12, Brandon Nimmo, Starling Marte, Danny Mendick, Mark Canha, Darin Ruf, Tommy Pham, Luis Guillorme, Francisco Alvarez, Ronny Mauricio,NYM
2023-03-13, Tim Locastro, Lorenzo Cedrola, Tommy Pham, Darin Ruf, Tomas Nido, Mark Vientos, Francisco Alvarez, Ronny Mauricio, Jose Peraza,NYM
2023-03-14, Brandon Nimmo, Starling Marte, Danny Mendick, Daniel Vogelbach, Mark Canha, Luis Guillorme, Mark Vientos, Brett Baty, Francisco Alvarez,NYM
2023-03-15, Brandon Nimmo, Starling Marte, Mark Canha, Darin Ruf, Tommy Pham, Tomas Nido, Mark Vientos, Ronny Mauricio, Jose Peraza,NYM
2023-03-16, Tim Locastro, Luis Guillorme, Danny Mendick, Brett Baty, Tomas Nido, DJ Stewart, Mark Vientos, Jaylin Davis, Lorenzo Cedrola,NYM
2023-03-17, Brandon Nimmo, Starling Marte, Danny Mendick, Daniel Vogelbach, Mark Canha, Darin Ruf, Luis Guillorme, Jonathan Arauz, Francisco Alvarez,NYM
2023-03-18, Tim Locastro, Jonathan Arauz, Tommy Pham, Darin Ruf, Tomas Nido, Mark Vientos, Lorenzo Cedrola, Jose Peraza, Alex Ramirez,NYM
2023-03-19, Danny Mendick, Luis Guillorme, Starling Marte, Daniel Vogelbach, Mark Canha, Brett Baty, Mark Vientos, DJ Stewart, Francisco Alvarez,NYM
2023-03-20, Eduardo Escobar, Starling Marte, Francisco Lindor, Tommy Pham, Danny Mendick, Mark Vientos, Omar Narvaez, Francisco Alvarez, Tim Locastro,NYM
2023-03-22, Eduardo Escobar, Starling Marte, Francisco Lindor, Daniel Vogelbach, Mark Canha, Darin Ruf, Tommy Pham, Luis Guillorme, Omar Narvaez,NYM
2023-03-23, Eduardo Escobar, Starling Marte, Francisco Lindor, Pete Alonso, Mark Canha, Darin Ruf, Tommy Pham, Danny Mendick, Tomas Nido,NYM
2023-03-24, Luis Guillorme, Starling Marte, Francisco Lindor, Pete Alonso, Daniel Vogelbach, Mark Canha, Eduardo Escobar, Tommy Pham, Omar Narvaez,NYM
2023-03-25, Brandon Nimmo, Starling Marte, Francisco Lindor, Pete Alonso, Jeff McNeil, Mark Canha, Daniel Vogelbach, Eduardo Escobar, Tomas Nido,NYM
2023-03-26, Brandon Nimmo, Starling Marte, Francisco Lindor, Pete Alonso, Darin Ruf, Jeff McNeil, Mark Canha, Eduardo Escobar, Omar Narvaez,NYM
2023-02-25, CJ Abrams, Luis Garcia Jr., Joey Meneses, Stone Garrett, Yadiel Hernandez, Riley Adams, Alex Call, Ildemaro Vargas, Jeremy De La Rosa,WSH
2023-02-26a, Lane Thomas, Corey Dickerson, Jeimer Candelario, Dominic Smith, Keibert Ruiz, Victor Robles, Jeter Downs, Riley Adams, Jake Alu,WSH
2023-02-26b, CJ Abrams, Luis Garcia Jr., Joey Meneses, Matt Adams, Michael Chavis, Alex Call, Travis Blankenhorn, Derek Hill, Israel Pineda,WSH
2023-02-28, Lane Thomas, Corey Dickerson, Jeimer Candelario, Dominic Smith, Keibert Ruiz, Matt Adams, Victor Robles, Jeter Downs, Leonel Valera,WSH
2023-03-01, CJ Abrams, Alex Call, Luis Garcia Jr., Joey Meneses, Stone Garrett, Ildemaro Vargas, Riley Adams, Derek Hill, Lucius Fox,WSH
2023-03-02, Lane Thomas, Corey Dickerson, Jeimer Candelario, Dominic Smith, Keibert Ruiz, Michael Chavis, Victor Robles, Jeter Downs, Carter Kieboom,WSH
2023-03-03, CJ Abrams, Alex Call, Luis Garcia Jr., Joey Meneses, Jeimer Candelario, Stone Garrett, Ildemaro Vargas, Victor Robles, Riley Adams,WSH
2023-03-04, CJ Abrams, Lane Thomas, Corey Dickerson, Joey Meneses, Dominic Smith, Jeimer Candelario, Keibert Ruiz, Jake Alu, Victor Robles,WSH
2023-03-05, Alex Call, Luis Garcia Jr., Joey Meneses, Dominic Smith, Jeimer Candelario, Keibert Ruiz, Stone Garrett, Yadiel Hernandez, Jeter Downs,WSH
2023-03-07, CJ Abrams, Lane Thomas, Corey Dickerson, Dominic Smith, Luis Garcia Jr., Ildemaro Vargas, Matt Adams, Victor Robles, Riley Adams,WSH
2023-03-08, Lane Thomas, Victor Robles, Alex Call, Keibert Ruiz, Matt Adams, Ildemaro Vargas, Michael Chavis, Jeter Downs, Riley Adams,WSH
2023-03-10, Alex Call, Luis Garcia Jr., Keibert Ruiz, Dominic Smith, Corey Dickerson, Stone Garrett, Michael Chavis, Jeter Downs, Riley Adams,WSH
2023-03-11, Lane Thomas, CJ Abrams, Alex Call, Keibert Ruiz, Luis Garcia Jr., Jeter Downs, Ildemaro Vargas, Matt Adams, Erick Mejia,WSH
2023-03-12, Lane Thomas, Dominic Smith, Luis Garcia Jr., Corey Dickerson, Ildemaro Vargas, CJ Abrams, Stone Garrett, Leonel Valera, Riley Adams,WSH
2023-03-13, Keibert Ruiz, Lane Thomas, Luis Garcia Jr., Dominic Smith, Alex Call, Ildemaro Vargas, Stone Garrett, Jeter Downs, James Wood,WSH
2023-03-14, Keibert Ruiz, Corey Dickerson, Alex Call, Matt Adams, Ildemaro Vargas, CJ Abrams, Victor Robles, Stone Garrett, Michael Chavis,WSH
2023-03-16, Lane Thomas, Dominic Smith, Alex Call, Keibert Ruiz, Luis Garcia Jr., Ildemaro Vargas, Victor Robles, Michael Chavis, Jeter Downs,WSH
2023-03-17, Alex Call, Luis Garcia Jr., Keibert Ruiz, Corey Dickerson, Jeimer Candelario, Matt Adams, Stone Garrett, Victor Robles, Leonel Valera,WSH
2023-03-18, Alex Call, Dominic Smith, Lane Thomas, Corey Dickerson, Ildemaro Vargas, Victor Robles, Michael Chavis, Jeter Downs, Riley Adams,WSH
2023-03-19, Lane Thomas, Dominic Smith, Jeimer Candelario, Corey Dickerson, Keibert Ruiz, Luis Garcia Jr., CJ Abrams, Victor Robles, Michael Chavis,WSH
2023-03-20, Lane Thomas, Dominic Smith, Jeimer Candelario, Corey Dickerson, Keibert Ruiz, Luis Garcia Jr., Ildemaro Vargas, CJ Abrams, Alex Call,WSH
2023-03-21, CJ Abrams, Victor Robles, Alex Call, Corey Dickerson, Matt Adams, Ildemaro Vargas, Riley Adams, Jeter Downs, Michael Chavis,WSH
2023-03-22, Lane Thomas, Dominic Smith, Joey Meneses, Corey Dickerson, Jeimer Candelario, Luis Garcia Jr., Keibert Ruiz, CJ Abrams, Victor Robles,WSH
