date,lineup1,lineup2,lineup3,lineup4,lineup5,lineup6,lineup7,lineup8,lineup9,team
2022-03-28, LaMonte Wade Jr., Austin Slater, Steven Duggar, Thairo Estrada, Curt Casali, Jason Krizan, Alex Blandino, Arquimedes Gamboa, Diego Rincones,SF
2022-03-29, Mike Yastrzemski, Tommy La Stella, Brandon Crawford, Darin Ruf, Joc Pederson, Wilmer Flores, Joey Bart, Luis Gonzalez, Mauricio Dubon,SF
2022-03-30, Austin Slater, Steven Duggar, Thairo Estrada, Curt Casali, Luke Williams, Jason Krizan, Alex Blandino, Austin Dean, Arquimedes Gamboa,SF
2022-03-31, Steven Duggar, Tommy La Stella, Brandon Crawford, Darin Ruf, Joc Pederson, Wilmer Flores, Joey Bart, Luis Gonzalez, Mauricio Dubon,SF
2022-04-01, Austin Slater, Brandon Crawford, Darin Ruf, Joc Pederson, Wilmer Flores, Thairo Estrada, Curt Casali, Jason Vosler, Luke Williams,SF
2022-04-02, Mike Yastrzemski, Austin Slater, Brandon Belt, Thairo Estrada, Steven Duggar, Joey Bart, Luke Williams, Luis Gonzalez, Mauricio Dubon,SF
2022-03-18, Myles Straw, Amed Rosario, Jose Ramirez, Franmil Reyes, Bobby Bradley, Bradley Zimmer, Yu Chang, Oscar Mercado, Austin Hedges,CLE
2022-03-19, Steven Kwan, Andres Gimenez, Owen Miller, Luke Maile, Daniel Johnson, Ernie Clement, Gabriel Arias, Oscar Gonzalez, Richie Palacios,CLE
2022-03-20, Myles Straw, Amed Rosario, Jose Ramirez, Franmil Reyes, Austin Hedges, Bobby Bradley, Yu Chang, Bradley Zimmer, Oscar Mercado,CLE
2022-03-21, Gabriel Arias, Owen Miller, Franmil Reyes, Luke Maile, Bradley Zimmer, Daniel Johnson, Steven Kwan, Ernie Clement, Andres Gimenez,CLE
2022-03-22, Myles Straw, Amed Rosario, Jose Ramirez, Bobby Bradley, Bobby Bradley, Austin Hedges, Oscar Mercado, Yu Chang, Andres Gimenez,CLE
2022-03-23, Bradley Zimmer, Owen Miller, Franmil Reyes, Bobby Bradley, Luke Maile, Gabriel Arias, Oscar Gonzalez, Ernie Clement, Brayan Rocchio,CLE
2022-03-24, Myles Straw, Andres Gimenez, Jose Ramirez, Franmil Reyes, Yu Chang, Gabriel Arias, Daniel Johnson, Oscar Mercado, Sandy Leon,CLE
2022-03-25, Oscar Mercado, Owen Miller, Yu Chang, Bobby Bradley, Bradley Zimmer, Ernie Clement, Steven Kwan, Bryan Lavastida, Brayan Rocchio,CLE
2022-03-26, Myles Straw, Amed Rosario, Jose Ramirez, Franmil Reyes, Bradley Zimmer, Owen Miller, Daniel Johnson, Sandy Leon, Andres Gimenez,CLE
2022-03-27, Myles Straw, Oscar Mercado, Jose Ramirez, Bobby Bradley, Yu Chang, Austin Hedges, Ernie Clement, Oscar Gonzalez, Gabriel Arias,CLE
2022-03-28, Bradley Zimmer, Amed Rosario, Yu Chang, Franmil Reyes, Owen Miller, Oscar Mercado, Andres Gimenez, Ernie Clement, Sandy Leon,CLE
2022-03-29, Myles Straw, Amed Rosario, Jose Ramirez, Franmil Reyes, Josh Naylor, Owen Miller, Bobby Bradley, Austin Hedges, Andres Gimenez,CLE
2022-03-30, Myles Straw, Amed Rosario, Jose Ramirez, Franmil Reyes, Yu Chang, Oscar Mercado, Bobby Bradley, Ernie Clement, Austin Hedges,CLE
2022-03-31, Bradley Zimmer, Andres Gimenez, Josh Naylor, Bobby Bradley, Yu Chang, Owen Miller, Ernie Clement, Steven Kwan, Bryan Lavastida,CLE
2022-04-01, Myles Straw, Amed Rosario, Jose Ramirez, Franmil Reyes, Yu Chang, Josh Naylor, Owen Miller, Oscar Mercado, Austin Hedges,CLE
2022-04-02, Andres Gimenez, Austin Hedges, Bradley Zimmer, Bobby Bradley, Owen Miller, Bryan Lavastida, Steven Kwan, Oscar Mercado, Ernie Clement,CLE
2022-03-18, J.P. Crawford, Jesse Winker, Ty France, Mitch Haniger, Jarred Kelenic, Eugenio Suarez, Abraham Toro, Adam Frazier, Tom Murphy,SEA
2022-03-19, Dylan Moore, Abraham Toro, Julio Rodriguez, Cal Raleigh, Luis Torrens, Steven Souza Jr., Taylor Trammell, Mike Ford, Donovan Walton,SEA
2022-03-20, J.P. Crawford, Jesse Winker, Ty France, Mitch Haniger, Adam Frazier, Eugenio Suarez, Jarred Kelenic, Tom Murphy, Cal Raleigh,SEA
2022-03-21, J.P. Crawford, Ty France, Jesse Winker, Mitch Haniger, Adam Frazier, Abraham Toro, Jarred Kelenic, Julio Rodriguez, Luis Torrens,SEA
2022-03-22, Abraham Toro, Julio Rodriguez, Eugenio Suarez, Cal Raleigh, Tom Murphy, Taylor Trammell, Evan White, Steven Souza Jr., Dylan Moore,SEA
2022-03-24, Adam Frazier, Ty France, Jesse Winker, Mitch Haniger, Eugenio Suarez, J.P. Crawford, Abraham Toro, Jarred Kelenic, Tom Murphy,SEA
2022-03-25, Adam Frazier, Ty France, Mitch Haniger, Jesse Winker, Eugenio Suarez, Julio Rodriguez, J.P. Crawford, Jarred Kelenic, Cal Raleigh,SEA
2022-03-26, Billy Hamilton, Taylor Trammell, Luis Torrens, Mike Ford, Tom Murphy, Steven Souza Jr., Dylan Moore, Sam Haggerty, Kevin Padlo,SEA
2022-03-27, Adam Frazier, Ty France, Jesse Winker, Mitch Haniger, Eugenio Suarez, Jarred Kelenic, Julio Rodriguez, Luis Torrens, J.P. Crawford,SEA
2022-03-28, J.P. Crawford, Ty France, Jesse Winker, Mitch Haniger, Eugenio Suarez, Abraham Toro, Julio Rodriguez, Cal Raleigh, Dylan Moore,SEA
2022-03-29, Adam Frazier, Abraham Toro, Jarred Kelenic, Tom Murphy, Mike Ford, Steven Souza Jr., Chance Sisco, Donovan Walton, Billy Hamilton,SEA
2022-03-30, Julio Rodriguez, Ty France, Jesse Winker, Mitch Haniger, Eugenio Suarez, Jarred Kelenic, Dylan Moore, Cal Raleigh, Jose Caballero,SEA
2022-03-31, Adam Frazier, Ty France, Jesse Winker, Mitch Haniger, Abraham Toro, Jarred Kelenic, Julio Rodriguez, Dylan Moore, Tom Murphy,SEA
2022-04-01, Adam Frazier, Abraham Toro, Luis Torrens, Eugenio Suarez, Julio Rodriguez, J.P. Crawford, Dylan Moore, Jarred Kelenic, Cal Raleigh,SEA
2022-04-02, J.P. Crawford, Ty France, Jesse Winker, Mitch Haniger, Eugenio Suarez, Mike Ford, Tom Murphy, Donovan Walton, Billy Hamilton,SEA
2022-03-18, Jazz Chisholm Jr., Jacob Stallings, Jon Berti, Lorenzo Quintana, Lewin Diaz, Isan Diaz, Bryan De La Cruz, Jerar Encarnacion, Roman Quinn,MIA
2022-03-19, Miguel Rojas, Joey Wendle, Garrett Cooper, Avisail Garcia, Jesus Aguilar, Brian Anderson, Jesus Sanchez, Nick Fortes, JJ Bleday,MIA
2022-03-21, Jazz Chisholm Jr., Garrett Cooper, Jesus Sanchez, Avisail Garcia, Jesus Aguilar, Joey Wendle, Brian Anderson, Jacob Stallings, Miguel Rojas,MIA
2022-03-22, Jazz Chisholm Jr., Lewin Diaz, Avisail Garcia, Jesus Aguilar, Miguel Rojas, Willians Astudillo, Jesus Sanchez, Payton Henry, Bryan De La Cruz,MIA
2022-03-23, Jon Berti, Joey Wendle, Jacob Stallings, Willians Astudillo, Brian Anderson, Delino DeShields, Erik Gonzalez, Alex Jackson, Roman Quinn,MIA
2022-03-24, Jazz Chisholm Jr., Garrett Cooper, Jesus Sanchez, Avisail Garcia, Jesus Aguilar, Joey Wendle, Brian Anderson, Nick Fortes, Miguel Rojas,MIA
2022-03-26, Jorge Soler, Garrett Cooper, Jesus Sanchez, Avisail Garcia, Jesus Aguilar, Joey Wendle, Miguel Rojas, Jacob Stallings, Jazz Chisholm Jr.,MIA
2022-03-27, Joey Wendle, Miguel Rojas, Garrett Cooper, Avisail Garcia, Jesus Sanchez, Jesus Aguilar, Brian Anderson, Jazz Chisholm Jr., Payton Henry,MIA
2022-03-28, Jorge Soler, Joey Wendle, Garrett Cooper, Brian Anderson, Jazz Chisholm Jr., Jon Berti, Willians Astudillo, Roman Quinn, Santiago Chavez,MIA
2022-03-29, Jon Berti, Brian Anderson, Avisail Garcia, Jesus Aguilar, Jazz Chisholm Jr., Lorenzo Quintana, Willians Astudillo, Delino DeShields, JJ Bleday,MIA
2022-03-31, Jorge Soler, Garrett Cooper, Joey Wendle, Avisail Garcia, Jesus Aguilar, Brian Anderson, Jazz Chisholm Jr., Jacob Stallings, Miguel Rojas,MIA
2022-04-01, Joey Wendle, Garrett Cooper, Jesus Sanchez, Brian Anderson, Jazz Chisholm Jr., Jon Berti, Payton Henry, Payton Henry, Roman Quinn,MIA
2022-03-19, Luis Guillorme, J.D. Davis, Dominic Smith, Daniel Palka, Tomas Nido, Nick Plummer, Matt Reynolds, Khalil Lee, Jake Mangum,NYM
2022-03-20, Brandon Nimmo, Francisco Lindor, Jeff McNeil, Pete Alonso, Robinson Cano, Eduardo Escobar, Mark Canha, James McCann, Travis Jankowski,NYM
2022-03-21, Luis Guillorme, J.D. Davis, Dominic Smith, Daniel Palka, Mark Vientos, Nick Plummer, Tomas Nido, Khalil Lee, Matt Reynolds,NYM
2022-03-22, Brandon Nimmo, Francisco Lindor, Jeff McNeil, Pete Alonso, Robinson Cano, Eduardo Escobar, Mark Canha, Dominic Smith, Tomas Nido,NYM
2022-03-24, Brandon Nimmo, Mark Canha, Francisco Lindor, Pete Alonso, Eduardo Escobar, Jeff McNeil, J.D. Davis, Dominic Smith, Hayden Senger,NYM
2022-03-25, Luis Guillorme, Francisco Lindor, Dominic Smith, Pete Alonso, Daniel Palka, J.D. Davis, Travis Jankowski, Tomas Nido, Carlos Cortes,NYM
2022-03-26, Brandon Nimmo, Mark Canha, Jeff McNeil, Pete Alonso, Robinson Cano, Eduardo Escobar, Dominic Smith, Luis Guillorme, Nick Dini,NYM
2022-03-27, Jeff McNeil, Mark Canha, Francisco Lindor, Pete Alonso, Robinson Cano, Eduardo Escobar, Travis Jankowski, Tomas Nido, Starling Marte,NYM
2022-03-29, Brandon Nimmo, Starling Marte, Francisco Lindor, Pete Alonso, Jeff McNeil, J.D. Davis, Dominic Smith, James McCann, Luis Guillorme,NYM
2022-03-30, Brandon Nimmo, Starling Marte, Francisco Lindor, Pete Alonso, Robinson Cano, Eduardo Escobar, Mark Canha, J.D. Davis, James McCann,NYM
2022-03-31, Brandon Nimmo, Francisco Lindor, Robinson Cano, Eduardo Escobar, Mark Canha, Jeff McNeil, J.D. Davis, Travis Jankowski, Tomas Nido,NYM
2022-04-01, Starling Marte, Jeff McNeil, Pete Alonso, Dominic Smith, Mark Canha, J.D. Davis, James McCann, Travis Jankowski, Alex Ramirez,NYM
2022-03-18, Cesar Hernandez, Alcides Escobar, Juan Soto, Josh Bell, Keibert Ruiz, Lane Thomas, Maikel Franco, Gerardo Parra, Victor Robles,WSH
2022-03-19, Dee Strange-Gordon, Lane Thomas, Nelson Cruz, Josh Bell, Ehire Adrianza, Riley Adams, Richard Urena, Luis Garcia Jr., Andrew Stevenson,WSH
2022-03-20, Cesar Hernandez, Alcides Escobar, Juan Soto, Nelson Cruz, Keibert Ruiz, Maikel Franco, Andrew Stevenson, Jake Noll, Victor Robles,WSH
2022-03-21, Dee Strange-Gordon, Ehire Adrianza, Juan Soto, Josh Bell, Lane Thomas, Yadiel Hernandez, Riley Adams, Gerardo Parra, Lucius Fox,WSH
2022-03-23, Cesar Hernandez, Juan Soto, Nelson Cruz, Josh Bell, Keibert Ruiz, Lane Thomas, Alcides Escobar, Maikel Franco, Victor Robles,WSH
2022-03-24, Dee Strange-Gordon, Juan Soto, Nelson Cruz, Josh Bell, Keibert Ruiz, Lane Thomas, Ehire Adrianza, Maikel Franco, Luis Garcia Jr.,WSH
2022-03-25, Cesar Hernandez, Alcides Escobar, Nelson Cruz, Richard Urena, Ehire Adrianza, Gerardo Parra, Riley Adams, Dee Strange-Gordon, Victor Robles,WSH
2022-03-26, Alcides Escobar, Juan Soto, Nelson Cruz, Josh Bell, Keibert Ruiz, Lane Thomas, Maikel Franco, Luis Garcia Jr., Victor Robles,WSH
2022-03-28, Cesar Hernandez, Juan Soto, Nelson Cruz, Josh Bell, Josh Bell, Keibert Ruiz, Lane Thomas, Alcides Escobar, Maikel Franco,WSH
2022-03-29, Cesar Hernandez, Josh Bell, Nelson Cruz, Lane Thomas, Alcides Escobar, Maikel Franco, Gerardo Parra, Tres Barrera, Victor Robles,WSH
2022-03-30, Cesar Hernandez, Dee Strange-Gordon, Josh Bell, Keibert Ruiz, Lane Thomas, Maikel Franco, Andrew Stevenson, Ehire Adrianza, Victor Robles,WSH
2022-03-31, Dee Strange-Gordon, Juan Soto, Nelson Cruz, Lane Thomas, Andrew Stevenson, Maikel Franco, Alcides Escobar, Riley Adams, Ehire Adrianza,WSH
2022-03-18, Ryan McKenna, DJ Stewart, Kelvin Gutierrez, Kyle Stowers, Tyler Nevin, Jahmai Jones, Yusniel Diaz, Anthony Bemboom, Richie Martin,BAL
2022-03-19, Cedric Mullins, Trey Mancini, Ryan Mountcastle, Austin Hays, DJ Stewart, Jorge Mateo, Chris Owings, Rylan Bannon, Jacob Nottingham,BAL
2022-03-20, Ryan McKenna, Ramon Urias, Anthony Santander, Kyle Stowers, Kelvin Gutierrez, Tyler Nevin, Terrin Vavra, Anthony Bemboom, Robert Neustrom,BAL
2022-03-21, Cedric Mullins, Trey Mancini, Ryan Mountcastle, Austin Hays, Rougned Odor, Jorge Mateo, DJ Stewart, Robinson Chirinos, Chris Owings,BAL
2022-03-22, Ryan McKenna, Ramon Urias, Anthony Santander, Kyle Stowers, Tyler Nevin, Kelvin Gutierrez, Jacob Nottingham, Yusniel Diaz, Jahmai Jones,BAL
2022-03-23, Cedric Mullins, Ryan Mountcastle, Trey Mancini, Austin Hays, Rougned Odor, Jorge Mateo, DJ Stewart, Robinson Chirinos, Jordan Westburg,BAL
2022-03-24, Cedric Mullins, Ryan Mountcastle, Trey Mancini, Anthony Santander, Austin Hays, Ramon Urias, Jorge Mateo, Kelvin Gutierrez, Beau Taylor,BAL
2022-03-25, Chris Owings, Rougned Odor, Tyler Nevin, Kyle Stowers, Robinson Chirinos, Ryan McKenna, Kelvin Gutierrez, Yusniel Diaz, Jahmai Jones,BAL
2022-03-26, Cedric Mullins, Ryan Mountcastle, Trey Mancini, Anthony Santander, Austin Hays, Ramon Urias, Jorge Mateo, Chris Owings, Beau Taylor,BAL
2022-03-27, Austin Hays, Trey Mancini, Anthony Santander, Rougned Odor, Ramon Urias, Robinson Chirinos, Tyler Nevin, Ryan McKenna, Kelvin Gutierrez,BAL
2022-03-28, Cedric Mullins, Jorge Mateo, Ryan Mountcastle, Kyle Stowers, Chris Owings, Tyler Nevin, Ryan McKenna, Jacob Nottingham, Anthony Bemboom,BAL
2022-03-30, Cedric Mullins, Ryan Mountcastle, Anthony Santander, Trey Mancini, Austin Hays, Rougned Odor, Ramon Urias, Jorge Mateo, Robinson Chirinos,BAL
2022-03-31, Cedric Mullins, Ramon Urias, Anthony Santander, Austin Hays, Tyler Nevin, Robinson Chirinos, Chris Owings, Kelvin Gutierrez, Ryan McKenna,BAL
2022-04-01, Cedric Mullins, Jorge Mateo, Ryan Mountcastle, Trey Mancini, Rougned Odor, Jacob Nottingham, Jordan Westburg, Colton Cowser, John Rhodes,BAL
2022-04-02, Chris Owings, Anthony Santander, Trey Mancini, Ramon Urias, Ryan McKenna, Kelvin Gutierrez, Tyler Nevin, Beau Taylor, Richie Martin,BAL
2022-03-18, Trent Grisham, Manny Machado, Austin Nola, Wil Myers, Eric Hosmer, Luis Campusano, Jurickson Profar, CJ Abrams, Eguy Rosario,SD
2022-03-19, CJ Abrams, Ha-Seong Kim, Luis Campusano, Trayce Thompson, Nomar Mazara, Aderlin Rodriguez, Victor Caratini, Luis Liberato, Domingo Leyba,SD
2022-03-20, Trent Grisham, Jurickson Profar, Austin Nola, Wil Myers, Nomar Mazara, Eguy Rosario, Domingo Leyba, Taylor Kohlwey, C.J. Hinojosa,SD
2022-03-21, Trent Grisham, Jurickson Profar, Manny Machado, Luke Voit, Eric Hosmer, Wil Myers, Ha-Seong Kim, Victor Caratini, CJ Abrams,SD
2022-03-22, CJ Abrams, Austin Nola, Jurickson Profar, Luis Campusano, Nomar Mazara, Ha-Seong Kim, Trayce Thompson, Aderlin Rodriguez, Eguy Rosario,SD
2022-03-23, Trent Grisham, Manny Machado, Jake Cronenworth, Luke Voit, Wil Myers, Eric Hosmer, Jorge Alfaro, Nomar Mazara, Ha-Seong Kim,SD
2022-03-25, Trent Grisham, Austin Nola, Jake Cronenworth, Luke Voit, Wil Myers, Jorge Alfaro, Ha-Seong Kim, Trayce Thompson, Eguy Rosario,SD
2022-03-26, CJ Abrams, Jurickson Profar, Eric Hosmer, Luke Voit, Victor Caratini, Nomar Mazara, Eguy Rosario, Domingo Leyba, Jose Azocar,SD
2022-03-27, Trent Grisham, Austin Nola, Jake Cronenworth, Wil Myers, Eric Hosmer, Jurickson Profar, Ha-Seong Kim, Nomar Mazara, Eguy Rosario,SD
2022-03-28, Trent Grisham, Manny Machado, Jake Cronenworth, Luke Voit, Wil Myers, Nomar Mazara, Jorge Alfaro, CJ Abrams, Domingo Leyba,SD
2022-03-29, CJ Abrams, Jurickson Profar, Austin Nola, Eric Hosmer, Ha-Seong Kim, Victor Caratini, Trayce Thompson, Jose Azocar, Matthew Batten,SD
2022-03-30, Trent Grisham, Manny Machado, Jake Cronenworth, Luke Voit, Eric Hosmer, Wil Myers, Austin Nola, Matt Beaty, Ha-Seong Kim,SD
2022-03-31, Trent Grisham, Manny Machado, Jake Cronenworth, Luke Voit, Matt Beaty, Wil Myers, Jurickson Profar, Jorge Alfaro, CJ Abrams,SD
2022-04-01, Trent Grisham, Manny Machado, Jake Cronenworth, Luke Voit, Eric Hosmer, Wil Myers, Jurickson Profar, Victor Caratini, Ha-Seong Kim,SD
2022-04-02, CJ Abrams, Ha-Seong Kim, Matt Beaty, Austin Nola, Jurickson Profar, Luis Campusano, Nomar Mazara, Luis Liberato, C.J. Hinojosa,SD
2022-03-18, Johan Rojas, Bryson Stott, Alec Bohm, Darick Hall, Donny Sands, Mickey Moniak, Justin Williams, Nick Maton, Jhailyn Ortiz,PHI
2022-03-19, Matt Vierling, Jean Segura, Bryce Harper, J.T. Realmuto, Rhys Hoskins, Didi Gregorius, Johan Camargo, Adam Haseley, Luke Williams,PHI
2022-03-20, Johan Rojas, Bryson Stott, Alec Bohm, Johan Camargo, Darick Hall, Mickey Moniak, Garrett Stubbs, Simon Muzziotti, Justin Williams,PHI
2022-03-21, Matt Vierling, Jean Segura, Bryce Harper, J.T. Realmuto, Rhys Hoskins, Didi Gregorius, Adam Haseley, Yairo Munoz, Mickey Moniak,PHI
2022-03-22, Bryson Stott, Alec Bohm, Bryce Harper, Darick Hall, Donny Sands, Matt Vierling, Nick Maton, Justin Williams, Simon Muzziotti,PHI
2022-03-23, Kyle Schwarber, Jean Segura, Bryce Harper, J.T. Realmuto, Rhys Hoskins, Didi Gregorius, Alec Bohm, Matt Vierling, Adam Haseley,PHI
2022-03-24, Didi Gregorius, Jean Segura, Rhys Hoskins, J.T. Realmuto, Johan Camargo, Adam Haseley, Mickey Moniak, Austin Wynns, Simon Muzziotti,PHI
2022-03-25, Kyle Schwarber, Bryson Stott, Bryce Harper, J.T. Realmuto, Alec Bohm, Matt Vierling, Donny Sands, Nick Maton, Darick Hall,PHI
2022-03-26, Kyle Schwarber, Jean Segura, Didi Gregorius, Rhys Hoskins, Johan Camargo, Alec Bohm, Matt Vierling, Mickey Moniak, Donny Sands,PHI
2022-03-27, Didi Gregorius, Jean Segura, Bryce Harper, Nick Castellanos, J.T. Realmuto, Rhys Hoskins, Johan Camargo, Bryson Stott, Adam Haseley,PHI
2022-03-28, Kyle Schwarber, J.T. Realmuto, Bryce Harper, Nick Castellanos, Rhys Hoskins, Johan Camargo, Alec Bohm, Bryson Stott, Matt Vierling,PHI
2022-03-29, Kyle Schwarber, Jean Segura, Didi Gregorius, Nick Castellanos, Alec Bohm, Matt Vierling, Garrett Stubbs, Darick Hall, Ronald Torreyes,PHI
2022-03-30, Kyle Schwarber, Jean Segura, Bryce Harper, J.T. Realmuto, Rhys Hoskins, Didi Gregorius, Johan Camargo, Matt Vierling, Bryson Stott,PHI
2022-03-31, Kyle Schwarber, Rhys Hoskins, Bryce Harper, Nick Castellanos, J.T. Realmuto, Didi Gregorius, Jean Segura, Bryson Stott, Mickey Moniak,PHI
2022-04-01, Bryson Stott, Alec Bohm, Nick Castellanos, Rhys Hoskins, Johan Camargo, Matt Vierling, Garrett Stubbs, Mickey Moniak, Nick Maton,PHI
2022-04-02, Kyle Schwarber, J.T. Realmuto, Bryce Harper, Nick Castellanos, Didi Gregorius, Jean Segura, Alec Bohm, Johan Camargo, Matt Vierling,PHI
2022-03-18, Cole Tucker, Greg Allen, Roberto Perez, Michael Chavis, Diego A. Castillo, Jared Oliva, Cal Mitchell, Mason Martin, Endy Rodriguez,PIT
2022-03-19, Ke'Bryan Hayes, Bryan Reynolds, Ben Gamel, Yoshi Tsutsugo, Daniel Vogelbach, Anthony Alford, Oneil Cruz, Rodolfo Castro, Michael Perez,PIT
2022-03-20, Kevin Newman, Greg Allen, Roberto Perez, Michael Chavis, Cole Tucker, Rodolfo Castro, Diego A. Castillo, Jared Oliva, Cal Mitchell,PIT
2022-03-21, Anthony Alford, Bryan Reynolds, Daniel Vogelbach, Yoshi Tsutsugo, Rodolfo Castro, Ben Gamel, Oneil Cruz, Nick Gonzales, Jamie Ritchie,PIT
2022-03-22, Cole Tucker, Bryan Reynolds, Ke'Bryan Hayes, Yoshi Tsutsugo, Roberto Perez, Kevin Newman, Michael Chavis, Greg Allen, Ben Gamel,PIT
2022-03-23, Jared Oliva, Hoy Park, Michael Chavis, Daniel Vogelbach, Anthony Alford, Oneil Cruz, Diego A. Castillo, Michael Perez, Canaan Smith-Njigba,PIT
2022-03-24, Daniel Vogelbach, Bryan Reynolds, Ke'Bryan Hayes, Yoshi Tsutsugo, Roberto Perez, Kevin Newman, Cole Tucker, Greg Allen, Anthony Alford,PIT
2022-03-25, Hoy Park, Bryan Reynolds, Ke'Bryan Hayes, Roberto Perez, Michael Chavis, Cole Tucker, Oneil Cruz, Diego A. Castillo, Rodolfo Castro,PIT
2022-03-26, Daniel Vogelbach, Kevin Newman, Greg Allen, Yoshi Tsutsugo, Rodolfo Castro, Jamie Ritchie, Anthony Alford, Canaan Smith-Njigba, Hunter Owen,PIT
2022-03-27, Cole Tucker, Bryan Reynolds, Hoy Park, Roberto Perez, Oneil Cruz, Diego A. Castillo, Canaan Smith-Njigba, Jared Oliva, Mason Martin,PIT
2022-03-29, Daniel Vogelbach, Bryan Reynolds, Ben Gamel, Yoshi Tsutsugo, Greg Allen, Hoy Park, Cole Tucker, Roberto Perez, Kevin Newman,PIT
2022-03-30, Cole Tucker, Hoy Park, Michael Chavis, Daniel Vogelbach, Diego A. Castillo, Michael Perez, Bligh Madris, Hunter Owen, Travis Swaggerty,PIT
2022-03-31, Kevin Newman, Bryan Reynolds, Ben Gamel, Yoshi Tsutsugo, Greg Allen, Michael Chavis, Roberto Perez, Diego A. Castillo, Hunter Owen,PIT
2022-04-01, Cole Tucker, Bryan Reynolds, Kevin Newman, Yoshi Tsutsugo, Greg Allen, Roberto Perez, Daniel Vogelbach, Ben Gamel, Hoy Park,PIT
2022-04-02, Hoy Park, Diego A. Castillo, Daniel Vogelbach, Michael Chavis, Bligh Madris, Hunter Owen, Matt Fraizer, Jamie Ritchie, Nick Gonzales,PIT
2022-03-18, Marcus Semien, Corey Seager, Nathaniel Lowe, Kole Calhoun, Nick Solak, Jose Trevino, Leody Taveras, Eli White, Davis Wendzel,TEX
2022-03-19, Willie Calhoun, Andy Ibanez, Mitch Garver, Adolis Garcia, Jonah Heim, Jake Marisnick, Blaine Crim, Davis Wendzel, Yonny Hernandez,TEX
2022-03-21, Brad Miller, Andy Ibanez, Mitch Garver, Adolis Garcia, Willie Calhoun, Jake Marisnick, Joe McCarthy, Josh Smith, Davis Wendzel,TEX
2022-03-22, Marcus Semien, Corey Seager, Nathaniel Lowe, Kole Calhoun, Nick Solak, Jonah Heim, Eli White, Leody Taveras, Charlie Culberson,TEX
2022-03-23, Marcus Semien, Corey Seager, Mitch Garver, Nathaniel Lowe, Adolis Garcia, Brad Miller, Andy Ibanez, Willie Calhoun, Jake Marisnick,TEX
2022-03-24, Marcus Semien, Willie Calhoun, Adolis Garcia, Kole Calhoun, Nick Solak, Andy Ibanez, Matt Carpenter, Jose Trevino, Yonny Hernandez,TEX
2022-03-25, Brad Miller, Nick Solak, Nathaniel Lowe, Jonah Heim, Eli White, Zach Reks, Joe McCarthy, Ezequiel Duran, Charlie Culberson,TEX
2022-03-26, Marcus Semien, Corey Seager, Mitch Garver, Nathaniel Lowe, Adolis Garcia, Kole Calhoun, Andy Ibanez, Willie Calhoun, Jake Marisnick,TEX
2022-03-27, Marcus Semien, Corey Seager, Adolis Garcia, Nick Solak, Brad Miller, Andy Ibanez, Matt Carpenter, Eli White, Jose Trevino,TEX
2022-03-28, Marcus Semien, Corey Seager, Adolis Garcia, Nick Solak, Nathaniel Lowe, Andy Ibanez, Kole Calhoun, Jonah Heim, Charlie Culberson,TEX
2022-03-29, Brad Miller, Mitch Garver, Nathaniel Lowe, Kole Calhoun, Nick Solak, Willie Calhoun, Eli White, Jake Marisnick, Yonny Hernandez,TEX
2022-03-30, Marcus Semien, Corey Seager, Adolis Garcia, Willie Calhoun, Andy Ibanez, Matt Carpenter, Jake Marisnick, Joe McCarthy, Jose Trevino,TEX
2022-03-31, Marcus Semien, Corey Seager, Mitch Garver, Nathaniel Lowe, Adolis Garcia, Kole Calhoun, Brad Miller, Andy Ibanez, Jonah Heim,TEX
2022-04-01, Brad Miller, Marcus Semien, Corey Seager, Adolis Garcia, Kole Calhoun, Willie Calhoun, Matt Carpenter, Charlie Culberson, Jose Trevino,TEX
2022-04-02, Marcus Semien, Corey Seager, Mitch Garver, Nathaniel Lowe, Adolis Garcia, Kole Calhoun, Andy Ibanez, Nick Solak, Eli White,TEX
2022-03-18, Taylor Walls, Josh Lowe, Vidal Brujan, Francisco Mejia, Jonathan Aranda, Ryan Boldt, Miles Mastrobuoni, Tristan Gray, Esteban Quiroz,TB
2022-03-19, Brandon Lowe, Wander Franco, Austin Meadows, Randy Arozarena, Ji Man Choi, Yandy Diaz, Mike Zunino, Manuel Margot, Brett Phillips,TB
2022-03-20, Brett Phillips, Taylor Walls, Josh Lowe, Rene Pinto, Jonathan Aranda, Greg Jones, Tristan Gray, Ryan Boldt, Grant Witherspoon,TB
2022-03-21, Brandon Lowe, Wander Franco, Randy Arozarena, Austin Meadows, Yandy Diaz, Mike Zunino, Francisco Mejia, Manuel Margot, Vidal Brujan,TB
2022-03-22, Josh Lowe, Wander Franco, Brandon Lowe, Yandy Diaz, Ji Man Choi, Kevin Kiermaier, Brett Phillips, Taylor Walls, Rene Pinto,TB
2022-03-23, Josh Lowe, Ji Man Choi, Randy Arozarena, Austin Meadows, Francisco Mejia, Brett Phillips, Taylor Walls, Vidal Brujan, Ford Proctor,TB
2022-03-24, Brandon Lowe, Wander Franco, Yandy Diaz, Luke Raley, Manuel Margot, Ryon Healy, Kevin Kiermaier, Rene Pinto, Jonathan Aranda,TB
2022-03-25, Brandon Lowe, Wander Franco, Randy Arozarena, Austin Meadows, Yandy Diaz, Josh Lowe, Manuel Margot, Taylor Walls, Francisco Mejia,TB
