player,avg,ngames,teamgames,team
Donovan Walton,8.20, 20,162,SF
Tommy La Stella,4.53, 47,162,SF
Michael Papierski,8.87, 31,162,SF
Stuart Fairchild,6.53, 30,162,SF
Austin Wynns,8.42, 48,162,SF
Yermin Mercedes,4.20, 20,162,SF
David Villar,6.15, 47,162,SF
Dixon Machado,8.00,  5,162,SF
J.D. Davis,5.48, 82,162,SF
Bryce Johnson,8.67,  6,162,SF
Andrew Knapp,8.64, 14,162,SF
Lewis Brinson,3.33,  9,162,SF
Austin Dean,8.00,  2,162,SF
Willie Calhoun,7.53, 17,162,SF
Ford Proctor,8.50,  6,162,SF
Myles Straw,5.80,145,162,CLE
Amed Rosario,2.53,151,162,CLE
Jose Ramirez,3.00,156,162,CLE
Bobby Bradley,6.00,  5,162,CLE
Yu Chang,7.22, 49,162,CLE
Steven Kwan,1.92,139,162,CLE
Austin Hedges,8.35, 96,162,CLE
Andres Gimenez,5.98,134,162,CLE
Oscar Mercado,7.42, 31,162,CLE
Owen Miller,5.19,109,162,CLE
Bryan Lavastida,8.75,  4,162,CLE
Josh Naylor,4.43,116,162,CLE
Gabriel Arias,6.21, 14,162,CLE
Richie Palacios,7.48, 31,162,CLE
Luke Maile,8.15, 54,162,CLE
Oscar Gonzalez,5.04, 89,162,CLE
Sandy Leon,8.71, 28,162,CLE
Nolan Jones,6.72, 25,162,CLE
Alex Call,4.83, 29,162,CLE
Tyler Freeman,6.81, 21,162,CLE
Will Benson,7.73, 15,162,CLE
Will Brennan,5.90, 10,162,CLE
Bo Naylor,5.00,  1,162,CLE
Adam Frazier,4.72,139,162,SEA
Ty France,2.15,138,162,SEA
Jesse Winker,3.53,128,162,SEA
Mitch Haniger,3.26, 57,162,SEA
Eugenio Suarez,4.35,148,162,SEA
Jarred Kelenic,7.20, 44,162,SEA
Julio Rodriguez,3.10,132,162,SEA
J.P. Crawford,4.56,143,162,SEA
Cal Raleigh,7.21, 99,162,SEA
Abraham Toro,6.69, 83,162,SEA
Tom Murphy,8.00, 11,162,SEA
Luis Torrens,7.40, 43,162,SEA
Dylan Moore,7.44, 64,162,SEA
Steven Souza Jr.,8.17,  6,162,SEA
Taylor Trammell,7.60, 35,162,SEA
Kyle Lewis,5.80, 15,162,SEA
Sam Haggerty,8.31, 49,162,SEA
Justin Upton,6.87, 15,162,SEA
Carlos Santana,4.92,121,162,SEA
Marcus Wilson,9.00,  1,162,SEA
Jack Larsen,9.00,  1,162,SEA
Brian O'Keefe,9.00,  1,162,SEA
Jorge Soler,2.84, 70,162,MIA
Garrett Cooper,3.04,112,162,MIA
Jesus Sanchez,5.38, 85,162,MIA
Jesus Aguilar,3.42,118,162,MIA
Avisail Garcia,4.73, 93,162,MIA
Joey Wendle,2.91, 85,162,MIA
Miguel Rojas,5.80,132,162,MIA
Jacob Stallings,7.85,104,162,MIA
Jazz Chisholm Jr.,2.39, 56,162,MIA
Brian Anderson,4.58, 92,162,MIA
Jon Berti,2.28, 92,162,MIA
Payton Henry,9.00, 11,162,MIA
Bryan De La Cruz,6.70, 88,162,MIA
Joe Dunand,9.00,  2,162,MIA
Erik Gonzalez,8.33,  9,162,MIA
Willians Astudillo,7.00, 12,162,MIA
Nick Fortes,6.03, 60,162,MIA
Lewin Diaz,7.27, 48,162,MIA
Jerar Encarnacion,7.43, 21,162,MIA
Billy Hamilton,9.00,  6,162,MIA
JJ Bleday,4.95, 56,162,MIA
Charles Leblanc,5.44, 43,162,MIA
Peyton Burdick,8.36, 28,162,MIA
Jordan Groshans,7.88, 17,162,MIA
Starling Marte,2.28,116,162,NYM
Francisco Lindor,2.83,161,162,NYM
Pete Alonso,3.91,160,162,NYM
Eduardo Escobar,6.28,129,162,NYM
Mark Canha,5.40,124,162,NYM
Jeff McNeil,5.54,143,162,NYM
James McCann,8.94, 54,162,NYM
Brandon Nimmo,1.01,148,162,NYM
Tomas Nido,8.96, 85,162,NYM
Dominic Smith,6.65, 34,162,NYM
Travis Jankowski,7.53, 17,162,NYM
Luis Guillorme,7.12, 84,162,NYM
Patrick Mazeika,9.00, 18,162,NYM
Nick Plummer,8.25,  8,162,NYM
Ender Inciarte,8.00,  1,162,NYM
Travis Blankenhorn,8.00,  1,162,NYM
Daniel Vogelbach,4.05,111,162,NYM
Tyler Naquin,4.82, 79,162,NYM
Deven Marrero,8.00,  1,162,NYM
Michael Perez,8.37, 38,162,NYM
Brett Baty,8.00, 11,162,NYM
Mark Vientos,7.14,  7,162,NYM
Francisco Alvarez,4.50,  2,162,NYM
Terrance Gore,9.00,  1,162,NYM
Cesar Hernandez,2.71,142,162,WSH
Juan Soto,2.26,152,162,WSH
Nelson Cruz,3.87,122,162,WSH
Josh Bell,4.00,152,162,WSH
Keibert Ruiz,5.30, 98,162,WSH
Lane Thomas,3.96,125,162,WSH
Maikel Franco,6.71, 98,162,WSH
Alcides Escobar,8.33, 36,162,WSH
Victor Robles,7.59,109,162,WSH
Yadiel Hernandez,5.45, 84,162,WSH
Dee Strange-Gordon,8.13, 15,162,WSH
Riley Adams,7.91, 44,162,WSH
Lucius Fox,8.50,  6,162,WSH
Luis Garcia Jr.,4.99, 91,162,WSH
Tres Barrera,8.39, 18,162,WSH
Joey Meneses,3.00, 55,162,WSH
Joshua Palacios,7.73, 11,162,WSH
Luke Voit,4.08,132,162,WSH
CJ Abrams,7.26, 78,162,WSH
Israel Pineda,8.25,  4,162,WSH
Cedric Mullins,1.13,144,162,BAL
Ryan Mountcastle,3.94,144,162,BAL
Austin Hays,4.59,139,162,BAL
Anthony Santander,3.19,150,162,BAL
Ramon Urias,5.98,109,162,BAL
Jorge Mateo,8.32,141,162,BAL
Robinson Chirinos,8.08, 63,162,BAL
Kelvin Gutierrez,8.25,  8,162,BAL
Rougned Odor,6.72,114,162,BAL
Anthony Bemboom,8.27, 15,162,BAL
Chris Owings,8.68, 19,162,BAL
Ryan McKenna,6.42, 43,162,BAL
Tyler Nevin,6.81, 53,162,BAL
Rylan Bannon,8.00,  4,162,BAL
Adley Rutschman,3.50,107,162,BAL
Richie Martin,9.00,  9,162,BAL
Kyle Stowers,7.00, 24,162,BAL
Jonathan Arauz,8.33, 12,162,BAL
Terrin Vavra,6.04, 27,162,BAL
Brett Phillips,8.13, 60,162,BAL
Gunnar Henderson,4.87, 30,162,BAL
Austin Nola,6.70,100,162,SD
Manny Machado,2.78,148,162,SD
Jake Cronenworth,3.35,155,162,SD
Wil Myers,5.84, 70,162,SD
Eric Hosmer,4.97,103,162,SD
Jurickson Profar,2.43,147,162,SD
Ha-Seong Kim,6.18,142,162,SD
Trent Grisham,6.40,123,162,SD
Jorge Alfaro,6.75, 68,162,SD
Matt Beaty,6.67, 12,162,SD
Jose Azocar,8.73, 55,162,SD
Luis Campusano,8.17, 12,162,SD
Nomar Mazara,5.63, 41,162,SD
Matthew Batten,9.00,  5,162,SD
Brent Rooker,6.22,  9,162,SD
Brandon Drury,3.24,131,162,SD
Brandon Dixon,7.50,  4,162,SD
Kyle Schwarber,1.88,154,162,PHI
J.T. Realmuto,4.50,132,162,PHI
Bryce Harper,3.09, 97,162,PHI
Nick Castellanos,4.10,134,162,PHI
Rhys Hoskins,2.35,154,162,PHI
Didi Gregorius,6.38, 58,162,PHI
Jean Segura,5.43, 96,162,PHI
Bryson Stott,7.06,118,162,PHI
Matt Vierling,7.97, 90,162,PHI
Alec Bohm,4.50,147,162,PHI
Johan Camargo,7.92, 39,162,PHI
Garrett Stubbs,8.26, 31,162,PHI
Simon Muzziotti,9.00,  3,162,PHI
Odubel Herrera,7.23, 48,162,PHI
Roman Quinn,8.41, 22,162,PHI
Nick Maton,8.00, 23,162,PHI
Yairo Munoz,8.25, 16,162,PHI
Darick Hall,4.59, 34,162,PHI
Dalton Guthrie,8.33,  6,162,PHI
Bryan Reynolds,2.12,144,162,PIT
Ke'Bryan Hayes,2.61,130,162,PIT
Yoshi Tsutsugo,4.94, 49,162,PIT
Kevin Newman,3.39, 70,162,PIT
Cole Tucker,7.94, 16,162,PIT
Ben Gamel,4.06,103,162,PIT
Roberto Perez,7.89, 18,162,PIT
Hoy Park,8.88, 17,162,PIT
Josh VanMeter,6.00, 51,162,PIT
Michael Chavis,4.45, 98,162,PIT
Diego A. Castillo,5.70, 71,162,PIT
Jake Marisnick,7.48, 21,162,PIT
Anthony Alford,1.00,  1,162,PIT
Jack Suwinski,5.97, 91,162,PIT
Rodolfo Castro,4.75, 68,162,PIT
Cal Mitchell,6.22, 59,162,PIT
Tucupita Marcano,5.73, 44,162,PIT
Travis Swaggerty,8.33,  3,162,PIT
Canaan Smith-Njigba,6.00,  2,162,PIT
Jason Delay,8.94, 49,162,PIT
Liover Peguero,8.00,  1,162,PIT
Oneil Cruz,4.13, 85,162,PIT
Bligh Madris,6.06, 32,162,PIT
Greg Allen,6.64, 33,162,PIT
Jose Godoy,8.57,  7,162,PIT
Ji Hwan Bae,7.22,  9,162,PIT
Miguel Andujar,4.97, 33,162,PIT
Brad Miller,6.17, 58,162,TEX
Marcus Semien,1.27,161,162,TEX
Corey Seager,2.30,151,162,TEX
Mitch Garver,4.45, 49,162,TEX
Nathaniel Lowe,4.57,154,162,TEX
Adolis Garcia,3.99,154,162,TEX
Kole Calhoun,5.53,100,162,TEX
Andy Ibanez,7.54, 37,162,TEX
Jonah Heim,5.13,106,162,TEX
Nick Solak,6.40, 25,162,TEX
Charlie Culberson,8.00, 40,162,TEX
Eli White,7.50, 34,162,TEX
Zach Reks,7.71,  7,162,TEX
Sam Huff,6.88, 32,162,TEX
Josh Smith,5.85, 61,162,TEX
Ezequiel Duran,7.45, 56,162,TEX
Steele Walker,8.75,  4,162,TEX
Leody Taveras,6.70, 87,162,TEX
Meibrys Viloria,7.74, 19,162,TEX
Elier Hernandez,8.25, 12,162,TEX
Bubba Thompson,8.84, 49,162,TEX
Josh Jung,5.35, 26,162,TEX
Kevin Plawecki,8.48, 50,162,TEX
Yandy Diaz,1.83,126,162,TB
Wander Franco,2.25, 80,162,TB
Harold Ramirez,3.68, 98,162,TB
Randy Arozarena,3.62,150,162,TB
Brandon Lowe,2.34, 61,162,TB
Mike Zunino,7.79, 34,162,TB
Josh Lowe,5.77, 48,162,TB
Manuel Margot,3.94, 85,162,TB
Kevin Kiermaier,5.28, 57,162,TB
Ji Man Choi,4.10,104,162,TB
Francisco Mejia,7.07, 72,162,TB
Taylor Walls,7.68,121,162,TB
Vidal Brujan,7.05, 41,162,TB
Rene Pinto,8.30, 23,162,TB
Isaac Paredes,5.61, 88,162,TB
Luke Raley,5.72, 18,162,TB
Jonathan Aranda,3.71, 21,162,TB
Miles Mastrobuoni,7.25,  4,162,TB
Enrique Hernandez,4.01, 92,162,BOS
Rafael Devers,2.44,140,162,BOS
Xander Bogaerts,3.49,148,162,BOS
J.D. Martinez,3.88,138,162,BOS
Alex Verdugo,4.23,150,162,BOS
Trevor Story,4.77, 92,162,BOS
Bobby Dalbec,7.41, 80,162,BOS
Christian Arroyo,6.57, 76,162,BOS
Travis Shaw,7.60,  5,162,BOS
Connor Wong,8.94, 17,162,BOS
Rob Refsnyder,4.09, 35,162,BOS
Franchy Cordero,6.76, 70,162,BOS
Jaylin Davis,6.00,  6,162,BOS
Jarren Duran,3.15, 54,162,BOS
Jeter Downs,8.90, 10,162,BOS
Yolmer Sanchez,8.33, 12,162,BOS
Tommy Pham,2.33,143,162,BOS
Reese McGuire,8.11, 70,162,BOS
Triston Casas,6.09, 22,162,BOS
Abraham Almonte,8.14,  7,162,BOS
Jonathan India,1.29, 98,162,CIN
Aristides Aquino,6.19, 70,162,CIN
Joey Votto,4.00, 90,162,CIN
Tyler Stephenson,4.64, 44,162,CIN
Nick Senzel,5.21,104,162,CIN
Mike Moustakas,5.65, 72,162,CIN
Kyle Farmer,4.45,142,162,CIN
Jake Fraley,4.12, 56,162,CIN
Aramis Garcia,8.76, 34,162,CIN
Colin Moran,6.71, 31,162,CIN
Alejo Lopez,6.47, 34,162,CIN
TJ Friedl,2.72, 58,162,CIN
Reiver Sanmartin,5.00,  1,162,CIN
JT Riddle,8.00,  1,162,CIN
Mark Kolozsvary,9.00,  6,162,CIN
Matt Reynolds,7.18, 67,162,CIN
Ronnie Dawson,8.00,  1,162,CIN
Albert Almora Jr.,7.18, 60,162,CIN
Taylor Motter,7.50,  2,162,CIN
Chris Okey,9.00,  3,162,CIN
Donovan Solano,4.80, 70,162,CIN
Max Schrock,4.00,  4,162,CIN
Jose Barrero,8.02, 46,162,CIN
Chuckie Robinson,9.00, 19,162,CIN
Spencer Steer,5.04, 27,162,CIN
Michael Siani,7.43,  7,162,CIN
Charlie Blackmon,2.30,128,162,COL
Kris Bryant,2.60, 42,162,COL
Brendan Rodgers,4.35,136,162,COL
C.J. Cron,3.68,147,162,COL
Ryan McMahon,4.61,142,162,COL
Connor Joe,2.02,102,162,COL
Randal Grichuk,5.27,129,162,COL
Elias Diaz,7.18, 94,162,COL
Jose Iglesias,5.40,118,162,COL
Sam Hilliard,7.63, 51,162,COL
Dom Nunez,8.92, 12,162,COL
Yonathan Daza,3.92, 93,162,COL
Garrett Hampson,8.10, 59,162,COL
Alan Trejo,8.16, 31,162,COL
Elehuris Montero,6.91, 45,162,COL
Brian Serven,8.67, 55,162,COL
Sean Bouchard,7.04, 25,162,COL
Wynton Bernard,8.70, 10,162,COL
Michael Toglia,6.30, 30,162,COL
Ezequiel Tovar,7.78,  9,162,COL
Bobby Witt Jr.,2.88,148,162,KC
Andrew Benintendi,2.67,120,162,KC
Salvador Perez,3.35,114,162,KC
Hunter Dozier,5.37,121,162,KC
Adalberto Mondesi,7.13, 15,162,KC
Michael A. Taylor,6.63,115,162,KC
Nicky Lopez,8.10,126,162,KC
Cam Gallagher,8.79, 14,162,KC
Ryan O'Hearn,5.18, 28,162,KC
Edward Olivares,4.93, 42,162,KC
Kyle Isbel,7.45, 71,162,KC
MJ Melendez,3.05,124,162,KC
Sebastian  Rivero,8.86,  7,162,KC
Dairon Blanco,8.50,  2,162,KC
Brewer Hicklen,9.00,  1,162,KC
Vinnie Pasquantino,4.14, 72,162,KC
Nick Pratto,5.89, 46,162,KC
Nate Eaton,7.76, 33,162,KC
Michael Massey,5.81, 47,162,KC
Freddy Fermin,9.00,  2,162,KC
Maikel Garcia,8.50,  6,162,KC
Drew Waters,8.14, 28,162,KC
Austin Meadows,2.89, 35,162,DET
Javier Baez,3.00,142,162,DET
Jeimer Candelario,5.78,120,162,DET
Miguel Cabrera,3.85,109,162,DET
Jonathan Schoop,5.60,129,162,DET
Akil Baddoo,7.63, 63,162,DET
Spencer Torkelson,6.36,105,162,DET
Tucker Barnhart,8.29, 89,162,DET
Eric Haase,5.71, 79,162,DET
Victor Reyes,3.91, 79,162,DET
Harold Castro,4.57,107,162,DET
Dustin Garneau,8.25,  4,162,DET
Daz Cameron,7.58, 19,162,DET
Willi Castro,4.89, 94,162,DET
Derek Hill,7.46, 26,162,DET
Kody Clemens,7.42, 31,162,DET
Riley Greene,1.40, 93,162,DET
Zack Short,9.00,  3,162,DET
Kerry Carpenter,5.68, 28,162,DET
Ryan Kreidler,8.23, 22,162,DET
Josh Lester,6.00,  1,162,DET
Brendon Davis,7.33,  3,162,DET
Byron Buxton,1.63, 86,162,MIN
Carlos Correa,2.21,133,162,MIN
Jorge Polanco,3.41,103,162,MIN
Gio Urshela,5.50,135,162,MIN
Miguel Sano,7.16, 19,162,MIN
Alex Kirilloff,6.08, 39,162,MIN
Gary Sanchez,6.21,112,162,MIN
Ryan Jeffers,8.08, 60,162,MIN
Max Kepler,4.66,106,162,MIN
Luis Arraez,1.67,129,162,MIN
Nick Gordon,6.48,113,162,MIN
Gilberto Celestino,7.90, 87,162,MIN
Trevor Larnach,6.45, 44,162,MIN
Kyle Garlick,4.03, 37,162,MIN
Jose Miranda,4.70,116,162,MIN
Royce Lewis,8.00, 12,162,MIN
Jermaine Palacios,8.28, 18,162,MIN
Mark Contreras,8.60, 15,162,MIN
Tim Beckham,7.40,  5,162,MIN
Caleb Hamilton,9.00,  4,162,MIN
Jake Cave,7.00, 43,162,MIN
Matt Wallner,7.82, 17,162,MIN
AJ Pollock,4.52,123,162,CWS
Luis Robert Jr.,3.13, 92,162,CWS
Jose Abreu,3.65,158,162,CWS
Yasmani Grandal,5.49, 92,162,CWS
Eloy Jimenez,4.18, 80,162,CWS
Leury Garcia,6.92, 76,162,CWS
Josh Harrison,7.75,107,162,CWS
Andrew Vaughn,3.72,130,162,CWS
Jake Burger,6.48, 44,162,CWS
Gavin Sheets,5.54,104,162,CWS
Tim Anderson,1.00, 79,162,CWS
Adam Engel,7.65, 60,162,CWS
Danny Mendick,7.12, 26,162,CWS
Adam Haseley,7.20,  5,162,CWS
Yoan Moncada,3.52, 98,162,CWS
Seby Zavala,8.31, 49,162,CWS
Lenyn Sosa,8.00,  9,162,CWS
Romy Gonzalez,7.71, 28,162,CWS
Carlos Perez,8.80,  5,162,CWS
