,player,team,b1,b2,b3,b4,b5,b6,b7,b8,b9
36,"Gattis, Evan",HOU,0.0,0.0,1.0,9.0,21.0,30.0,30.0,12.0,2.0
37,"Davis, J.D.",HOU,0.0,0.0,0.0,0.0,2.0,4.0,13.0,6.0,0.0
38,"McCann, Brian",HOU,0.0,0.0,0.0,0.0,4.0,5.0,14.0,29.0,3.0
39,"Marisnick, Jake",HOU,1.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,40.0
40,"Stassi, Max",HOU,0.0,0.0,0.0,0.0,0.0,3.0,16.0,42.0,2.0
41,"Fisher, Derek",HOU,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,19.0
42,"Reddick, Josh",HOU,0.0,5.0,5.0,11.0,33.0,26.0,23.0,7.0,7.0
43,"Gurriel, Yuli",HOU,0.0,0.0,13.0,59.0,36.0,19.0,5.0,0.0,0.0
44,"Cole, Gerrit",HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
45,"Morton, Charlie",HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
46,"Verlander, Justin",HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
47,"Kemp, Tony",HOU,7.0,2.0,0.0,0.0,0.0,0.0,1.0,7.0,58.0
48,"Federowicz, Tim",HOU,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0
49,"White, Tyler",HOU,0.0,0.0,0.0,9.0,22.0,11.0,8.0,4.0,1.0
50,"Reed, AJ",HOU,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
51,"Tucker, Kyle",HOU,0.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0,4.0
52,"Maldonado, Martín",HOU,0.0,0.0,0.0,0.0,0.0,0.0,4.0,22.0,8.0
53,"McCullers Jr., Lance",HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
54,"Keuchel, Dallas",HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
55,"Straw, Myles",HOU,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
56,"Joyce, Matt",OAK,23.0,16.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0
57,"Semien, Marcus",OAK,68.0,34.0,0.0,0.0,0.0,4.0,27.0,23.0,1.0
58,"Lowrie, Jed",OAK,0.0,5.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0
59,"Davis, Khris",OAK,0.0,0.0,3.0,144.0,0.0,0.0,0.0,0.0,0.0
60,"Olson, Matt",OAK,0.0,0.0,4.0,10.0,110.0,26.0,1.0,0.0,0.0
61,"Piscotty, Stephen",OAK,0.0,7.0,5.0,1.0,17.0,62.0,26.0,28.0,0.0
62,"Chapman, Matt",OAK,0.0,60.0,2.0,2.0,21.0,41.0,16.0,0.0,0.0
63,"Powell, Boog",OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
64,"Maxwell, Bruce",OAK,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,13.0
65,"Lucroy, Jonathan",OAK,0.0,0.0,0.0,0.0,0.0,2.0,16.0,29.0,69.0
66,"Pinder, Chad",OAK,1.0,21.0,0.0,0.0,3.0,7.0,15.0,22.0,7.0
67,"Smolinski, Jake",OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0
68,"Manaea, Sean",OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
69,"Canha, Mark",OAK,0.0,16.0,1.0,3.0,6.0,16.0,34.0,20.0,3.0
70,"Thompson, Trayce",OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
71,"Mengden, Daniel",OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
72,"Fowler, Dustin",OAK,26.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,4.0
73,"Phegley, Josh",OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,23.0
74,"Barreto, Franklin",OAK,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,12.0
75,"Martini, Nick",OAK,32.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
76,"Blackburn, Paul",OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
77,"Montas, Frankie",OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
78,"Jackson, Edwin",OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
79,"Anderson, Brett",OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
80,"Laureano, Ramón",OAK,10.0,1.0,0.0,0.0,1.0,1.0,12.0,13.0,4.0
81,"Pearce, Steve",TOR,13.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0
82,"Donaldson, Josh",TOR,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,"Smoak, Justin",TOR,0.0,11.0,94.0,23.0,5.0,0.0,0.0,0.0,0.0
84,"Solarte, Yangervis",TOR,1.0,16.0,34.0,37.0,21.0,4.0,2.0,0.0,0.0
85,"Grichuk, Randal",TOR,15.0,6.0,4.0,23.0,14.0,8.0,26.0,13.0,0.0
86,"Pillar, Kevin",TOR,1.0,5.0,0.0,3.0,63.0,34.0,11.0,6.0,7.0
87,"Díaz, Aledmys",TOR,0.0,0.0,2.0,0.0,1.0,14.0,33.0,41.0,27.0
88,"Maile, Luke",TOR,0.0,0.0,0.0,0.0,0.0,2.0,6.0,37.0,13.0
89,"Ngoepe, Gift",TOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
90,"Travis, Devon",TOR,4.0,26.0,0.0,0.0,0.0,2.0,4.0,15.0,42.0
91,"Granderson, Curtis",TOR,69.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0
92,"Martin, Russell",TOR,1.0,1.0,0.0,0.0,11.0,57.0,17.0,0.0,0.0
93,"Morales, Kendrys",TOR,0.0,0.0,10.0,43.0,24.0,14.0,14.0,1.0,0.0
94,"Hernández, Teoscar",TOR,19.0,33.0,11.0,24.0,6.0,14.0,9.0,3.0,0.0
95,"Gurriel Jr., Lourdes",TOR,8.0,25.0,2.0,0.0,1.0,6.0,5.0,6.0,9.0
96,"Smith Jr., Dwight",TOR,1.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,0.0
97,"Pompey, Dalton",TOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
98,"Alford, Anthony",TOR,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0
99,"Urshela, Gio",TOR,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,8.0
100,"Ureña, Richard",TOR,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,18.0
101,"García, Jaime",TOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
102,"Happ, J.A.",TOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
103,"Gaviglio, Sam",TOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
104,"Stroman, Marcus",TOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
105,"Petricka, Jake",TOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
106,"Drury, Brandon",TOR,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0
107,"Sweeney, Darnell",TOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
108,"Jansen, Danny",TOR,0.0,0.0,0.0,0.0,0.0,1.0,12.0,8.0,3.0
109,"McKinney, Billy",TOR,24.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
110,"Sanchez, Aaron",TOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
111,"Estrada, Marco",TOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
112,"Reid-Foley, Sean",TOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
113,"Davis, Jonathan",TOR,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
114,"Tellez, Rowdy",TOR,0.0,0.0,1.0,2.0,10.0,2.0,2.0,0.0,0.0
115,"McGuire, Reese",TOR,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0
116,"Berti, Jon",TOR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
117,"Inciarte, Ender",ATL,52.0,23.0,0.0,0.0,1.0,37.0,27.0,2.0,12.0
118,"Albies, Ozzie",ATL,40.0,80.0,0.0,0.0,0.0,15.0,14.0,0.0,1.0
119,"Freeman, Freddie",ATL,0.0,0.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0
120,"Markakis, Nick",ATL,0.0,1.0,2.0,153.0,4.0,0.0,0.0,0.0,0.0
121,"Tucker, Preston",ATL,0.0,0.0,0.0,0.0,8.0,11.0,2.0,2.0,0.0
122,"Swanson, Dansby",ATL,1.0,12.0,0.0,0.0,0.0,11.0,18.0,76.0,6.0
123,"Flaherty, Ryan",ATL,0.0,0.0,0.0,0.0,0.0,0.0,12.0,18.0,0.0
124,"Stewart, Chris",ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
125,"McCarthy, Brandon",ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0
126,"Newcomb, Sean",ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0
127,"Teheran, Julio",ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,24.0
128,"Culberson, Charlie",ATL,1.0,7.0,0.0,0.0,4.0,19.0,17.0,11.0,3.0
129,"Pérez, Carlos",ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
130,"Foltynewicz, Mike",ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,24.0
131,"Suzuki, Kurt",ATL,0.0,0.0,0.0,4.0,62.0,13.0,7.0,0.0,0.0
132,"Sánchez, Aníbal",ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,19.0
133,"Bourjos, Peter",ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
134,"Adams, Lane",ATL,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
135,"Wisler, Matt",ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
136,"Camargo, Johan",ATL,0.0,10.0,0.0,2.0,37.0,29.0,24.0,18.0,2.0
137,"Acuña Jr., Ronald",ATL,66.0,26.0,0.0,0.0,1.0,10.0,5.0,0.0,5.0
138,"Flowers, Tyler",ATL,0.0,0.0,0.0,1.0,33.0,8.0,26.0,2.0,0.0
139,"Soroka, Mike",ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
140,"Bautista, José",ATL,0.0,0.0,0.0,0.0,4.0,2.0,3.0,1.0,0.0
141,"Gohara, Luiz",ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
142,"Fried, Max",ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
143,"Santana, Danny",ATL,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
144,"Allard, Kolby",ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
145,"Duvall, Adam",ATL,0.0,0.0,0.0,0.0,4.0,1.0,4.0,0.0,0.0
146,"Gausman, Kevin",ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0
147,"Toussaint, Touki",ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
148,"Wilson, Bryse",ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
149,"Duda, Lucas",ATL,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
150,"Ruiz, Rio",ATL,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
151,"Thames, Eric",MIL,23.0,14.0,0.0,3.0,4.0,7.0,6.0,0.0,0.0
152,"Yelich, Christian",MIL,19.0,114.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0
153,"Cain, Lorenzo",MIL,93.0,23.0,19.0,0.0,0.0,0.0,0.0,0.0,2.0
154,"Shaw, Travis",MIL,0.0,0.0,5.0,99.0,26.0,6.0,0.0,0.0,0.0
155,"Santana, Domingo",MIL,0.0,4.0,4.0,1.0,35.0,2.0,0.0,0.0,0.0
156,"Sogard, Eric",MIL,1.0,0.0,0.0,0.0,0.0,6.0,5.0,5.0,2.0
157,"Villar, Jonathan",MIL,7.0,0.0,0.0,0.0,1.0,34.0,19.0,2.0,0.0
158,"Bandy, Jett",MIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0
159,"Suter, Brent",MIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
160,"Braun, Ryan",MIL,0.0,2.0,40.0,20.0,31.0,4.0,0.0,0.0,0.0
161,"Piña, Manny",MIL,0.0,0.0,0.0,0.0,0.0,12.0,36.0,33.0,0.0
162,"Arcia, Orlando",MIL,0.0,0.0,0.0,0.0,0.0,0.0,15.0,66.0,9.0
163,"Davies, Zach",MIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
164,"Anderson, Chase",MIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0
165,"Chacín, Jhoulys",MIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0
166,"Aguilar, Jesús",MIL,0.0,1.0,70.0,32.0,19.0,1.0,0.0,0.0,0.0
167,"Pérez, Hernán",MIL,1.0,1.0,0.0,1.0,23.0,24.0,15.0,0.0,0.0
168,"Woodruff, Brandon",MIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
169,"Phillips, Brett",MIL,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
170,"Guerra, Junior",MIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0
171,"Nottingham, Jacob",MIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
172,"Miley, Wade",MIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
173,"Franklin, Nick",MIL,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
174,"Saladino, Tyler",MIL,0.0,0.0,0.0,1.0,5.0,6.0,9.0,5.0,1.0
175,"Peralta, Freddy",MIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
176,"Choi, Ji-Man",MIL,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
177,"Kratz, Erik",MIL,0.0,0.0,0.0,0.0,0.0,1.0,35.0,18.0,0.0
178,"Miller, Brad",MIL,5.0,0.0,0.0,0.0,3.0,8.0,2.0,0.0,0.0
179,"Broxton, Keon",MIL,3.0,0.0,0.0,0.0,0.0,4.0,5.0,5.0,0.0
180,"Orf, Nate",MIL,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
181,"Wilkerson, Aaron",MIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
182,"Moustakas, Mike",MIL,0.0,1.0,14.0,0.0,6.0,29.0,1.0,0.0,0.0
183,"Schoop, Jonathan",MIL,0.0,0.0,0.0,4.0,7.0,8.0,10.0,0.0,0.0
184,"Lyles, Jordan",MIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
185,"Granderson, Curtis",MIL,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
186,"González, Gio",MIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
187,"Fowler, Dexter",STL,16.0,3.0,1.0,1.0,9.0,24.0,18.0,1.0,0.0
188,"Pham, Tommy",STL,22.0,45.0,9.0,0.0,2.0,7.0,1.0,3.0,0.0
189,"Carpenter, Matt",STL,115.0,15.0,16.0,0.0,0.0,0.0,2.0,0.0,5.0
190,"Ozuna, Marcell",STL,0.0,0.0,0.0,142.0,4.0,0.0,0.0,0.0,0.0
191,"Martínez, José",STL,1.0,26.0,82.0,4.0,20.0,0.0,0.0,0.0,0.0
192,"Molina, Yadier",STL,0.0,44.0,4.0,0.0,42.0,26.0,1.0,2.0,0.0
193,"DeJong, Paul",STL,0.0,6.0,35.0,0.0,30.0,16.0,19.0,4.0,0.0
194,"Wong, Kolten",STL,1.0,1.0,0.0,0.0,0.0,18.0,30.0,45.0,2.0
195,"Wacha, Michael",STL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
196,"Gyorko, Jedd",STL,0.0,2.0,0.0,2.0,40.0,39.0,4.0,2.0,0.0
197,"Weaver, Luke",STL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
198,"Mikolas, Miles",STL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0
199,"Flaherty, Jack",STL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0
200,"Martínez, Carlos",STL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
201,"Muñoz, Yairo",STL,0.0,6.0,0.0,0.0,1.0,12.0,21.0,29.0,0.0
202,"Wainwright, Adam",STL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
203,"Bader, Harrison",STL,5.0,8.0,0.0,0.0,3.0,8.0,44.0,25.0,3.0
204,"Garcia, Greg",STL,1.0,4.0,0.0,0.0,0.0,6.0,11.0,11.0,1.0
205,"Peña, Francisco",STL,0.0,0.0,0.0,0.0,0.0,0.0,3.0,24.0,3.0
206,"O'Neill, Tyler",STL,0.0,1.0,7.0,8.0,8.0,2.0,1.0,0.0,0.0
207,"Kelly, Carson",STL,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,2.0
208,"Gant, John",STL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0
209,"Baron, Steven",STL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
210,"Reyes, Alex",STL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
211,"Voit, Luke",STL,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
212,"Ponce de Leon, Daniel",STL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
213,"Gomber, Austin",STL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0
214,"García, Adolis",STL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
215,"Wisdom, Patrick",STL,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,1.0
216,"Adams, Matt",STL,0.0,0.0,7.0,4.0,0.0,0.0,1.0,0.0,0.0
217,"Happ, Ian",CHC,12.0,2.0,0.0,0.0,16.0,13.0,19.0,21.0,18.0
218,"Bryant, Kris",CHC,7.0,41.0,36.0,3.0,6.0,4.0,0.0,0.0,0.0
219,"Rizzo, Anthony",CHC,31.0,1.0,47.0,66.0,1.0,0.0,0.0,0.0,0.0
220,"Contreras, Willson",CHC,1.0,0.0,2.0,28.0,42.0,16.0,27.0,4.0,1.0
221,"Schwarber, Kyle",CHC,1.0,6.0,2.0,1.0,26.0,70.0,9.0,4.0,0.0
222,"Russell, Addison",CHC,0.0,1.0,0.0,5.0,12.0,13.0,40.0,21.0,16.0
223,"Zobrist, Ben",CHC,27.0,19.0,23.0,17.0,11.0,6.0,4.0,0.0,1.0
224,"Heyward, Jason",CHC,0.0,37.0,21.0,5.0,7.0,3.0,13.0,23.0,1.0
225,"Darvish, Yu",CHC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
226,"Almora Jr., Albert",CHC,45.0,12.0,2.0,0.0,8.0,8.0,8.0,3.0,8.0
227,"Caratini, Victor",CHC,0.0,0.0,0.0,0.0,4.0,10.0,16.0,5.0,6.0
228,"Báez, Javier",CHC,4.0,37.0,22.0,31.0,17.0,7.0,15.0,10.0,0.0
229,"Quintana, José",CHC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.0
230,"Chatwood, Tyler",CHC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0
231,"Lester, Jon",CHC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0
232,"Hendricks, Kyle",CHC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,17.0
233,"La Stella, Tommy",CHC,3.0,5.0,1.0,0.0,6.0,3.0,1.0,2.0,3.0
234,"Bote, David",CHC,0.0,0.0,4.0,3.0,5.0,8.0,8.0,4.0,16.0
235,"Gimenez, Chris",CHC,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0
236,"Montgomery, Mike",CHC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0
237,"Farrell, Luke",CHC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
238,"Underwood Jr., Duane",CHC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
239,"Hamels, Cole",CHC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0
240,"Murphy, Daniel",CHC,30.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
241,"Mills, Alec",CHC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
242,"Kintzler, Brandon",CHC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
243,"Peralta, David",ARI,58.0,2.0,31.0,28.0,15.0,1.0,0.0,0.0,2.0
244,"Pollock, AJ",ARI,12.0,12.0,12.0,57.0,2.0,8.0,0.0,0.0,0.0
245,"Goldschmidt, Paul",ARI,0.0,47.0,76.0,30.0,0.0,0.0,0.0,0.0,0.0
246,"Lamb, Jake",ARI,0.0,0.0,33.0,1.0,8.0,2.0,6.0,0.0,0.0
247,"Descalso, Daniel",ARI,4.0,6.0,2.0,13.0,42.0,16.0,7.0,0.0,0.0
248,"Dyson, Jarrod",ARI,11.0,8.0,0.0,0.0,0.0,6.0,9.0,16.0,3.0
249,"Ahmed, Nick",ARI,2.0,21.0,0.0,0.0,4.0,29.0,58.0,18.0,0.0
250,"Mathis, Jeff",ARI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,55.0,5.0
251,"Greinke, Zack",ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0
252,"Marte, Ketel",ARI,3.0,25.0,3.0,0.0,15.0,57.0,25.0,2.0,0.0
253,"Owings, Chris",ARI,3.0,6.0,2.0,0.0,16.0,18.0,13.0,4.0,0.0
254,"Avila, Alex",ARI,0.0,0.0,0.0,0.0,1.0,6.0,16.0,30.0,2.0
255,"Walker, Taijuan",ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
256,"Marrero, Deven",ARI,0.0,0.0,0.0,0.0,0.0,1.0,13.0,7.0,0.0
257,"Murphy, John Ryan",ARI,0.0,0.0,1.0,11.0,1.0,4.0,5.0,22.0,0.0
258,"Godley, Zack",ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
259,"Corbin, Patrick",ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0
260,"Ray, Robbie",ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0
261,"Walker, Christian",ARI,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0
262,"Koch, Matt",ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0
263,"Souza Jr., Steven",ARI,6.0,1.0,0.0,8.0,40.0,9.0,0.0,0.0,0.0
264,"Medlen, Kris",ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
265,"Scribner, Troy",ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
