player,team,b1,b2,b3,b4,b5,b6,b7,b8,b9
Taylor Ward,LAA,22.0,2.0,30.0,99.0,4.0,0.0,0.0,0.0,0.0
Nolan Schanuel,LAA,6.0,95.0,7.0,1.0,1.0,19.0,1.0,0.0,0.0
Mike Trout,LAA,11.0,25.0,89.0,0.0,2.0,1.0,0.0,0.0,0.0
Jorge Soler,LAA,4.0,0.0,7.0,34.0,18.0,9.0,3.0,0.0,0.0
Tim Anderson,LAA,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,21.0
Luis Rengifo,LAA,7.0,19.0,0.0,0.0,13.0,19.0,37.0,25.0,14.0
Logan O'Hoppe,LAA,0.0,0.0,0.0,1.0,41.0,34.0,24.0,8.0,0.0
Jo Adell,LAA,0.0,0.0,2.0,24.0,41.0,24.0,16.0,32.0,5.0
Kevin Newman,LAA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,26.0
Yoan Moncada,LAA,0.0,10.0,25.0,2.0,19.0,16.0,1.0,0.0,0.0
Travis d'Arnaud,LAA,0.0,0.0,0.0,0.0,12.0,20.0,16.0,8.0,0.0
Kyren Paris,LAA,0.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0,11.0
Nicky Lopez,LAA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
J.D. Davis,LAA,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Zach Neto,LAA,109.0,8.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0
Gustavo Campero,LAA,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,4.0
Matthew Lugo,LAA,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,3.0
Chris Taylor,LAA,1.0,1.0,0.0,1.0,6.0,4.0,0.0,7.0,8.0
Scott Kingery,LAA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0
LaMonte Wade Jr.,LAA,9.0,0.0,0.0,0.0,0.0,13.0,24.0,7.0,3.0
Christian Moore,LAA,0.0,1.0,0.0,0.0,4.0,6.0,11.0,11.0,12.0
Chad Stevens,LAA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Bryce Teodosio,LAA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
Oswald Peraza,LAA,1.0,1.0,0.0,0.0,0.0,7.0,7.0,12.0,39.0
Niko Kavadas,LAA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0
Logan Davidson,LAA,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,1.0
Sebastian  Rivero,LAA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0
Denzer Guzman,LAA,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,1.0
Carter Kieboom,LAA,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Jose Altuve,HOU,35.0,31.0,82.0,6.0,0.0,0.0,0.0,0.0,0.0
Isaac Paredes,HOU,17.0,58.0,23.0,3.0,0.0,0.0,0.0,0.0,0.0
Yordan Alvarez,HOU,0.0,22.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0
Christian Walker,HOU,0.0,0.0,9.0,83.0,40.0,15.0,5.0,0.0,0.0
Yainer Diaz,HOU,0.0,4.0,1.0,21.0,42.0,46.0,14.0,7.0,0.0
Jeremy Pena,HOU,96.0,1.0,0.0,7.0,10.0,8.0,0.0,0.0,0.0
Cam Smith,HOU,5.0,7.0,0.0,13.0,7.0,13.0,26.0,35.0,17.0
Brendan Rodgers,HOU,0.0,0.0,0.0,0.0,0.0,3.0,8.0,16.0,5.0
Jake Meyers,HOU,0.0,8.0,0.0,2.0,10.0,20.0,29.0,14.0,12.0
Victor Caratini,HOU,0.0,1.0,8.0,4.0,28.0,29.0,16.0,1.0,0.0
Zach Dezenzo,HOU,0.0,0.0,0.0,0.0,1.0,5.0,10.0,10.0,3.0
Mauricio Dubon,HOU,0.0,1.0,0.0,0.0,0.0,4.0,18.0,30.0,51.0
Chas McCormick,HOU,0.0,0.0,0.0,0.0,2.0,0.0,2.0,7.0,17.0
Jacob Melton,HOU,0.0,0.0,0.0,0.0,2.0,0.0,3.0,4.0,14.0
Shay Whitcomb,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
Cooper Hummel,HOU,0.0,0.0,0.0,0.0,0.0,3.0,11.0,10.0,0.0
Luis Guillorme,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Taylor Trammell,HOU,5.0,0.0,0.0,0.0,1.0,2.0,10.0,7.0,7.0
Zack Short,HOU,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0
Kenedy Corona,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Brice Matthews,HOU,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,3.0
Jon Singleton,HOU,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Jesus Sanchez,HOU,11.0,61.0,3.0,10.0,13.0,4.0,6.0,5.0,2.0
Carlos Correa,HOU,3.0,36.0,32.0,45.0,20.0,6.0,0.0,0.0,0.0
Ramon Urias,HOU,0.0,7.0,0.0,4.0,17.0,16.0,16.0,17.0,16.0
Cesar Salazar,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Zach Cole,HOU,1.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,2.0
Lawrence Butler,ATH,99.0,2.0,0.0,0.0,7.0,16.0,11.0,4.0,1.0
Brent Rooker,ATH,0.0,61.0,71.0,29.0,0.0,0.0,0.0,0.0,0.0
JJ Bleday,ATH,0.0,0.0,11.0,2.0,20.0,16.0,15.0,11.0,3.0
Shea Langeliers,ATH,15.0,22.0,2.0,51.0,26.0,4.0,0.0,0.0,0.0
Miguel Andujar,ATH,1.0,0.0,3.0,25.0,20.0,24.0,7.0,0.0,0.0
Tyler Soderstrom,ATH,0.0,8.0,45.0,43.0,27.0,20.0,1.0,1.0,0.0
Gio Urshela,ATH,0.0,0.0,0.0,0.0,0.0,6.0,14.0,23.0,8.0
Max Muncy,ATH,0.0,0.0,0.0,16.0,47.0,27.0,28.0,16.0,12.0
Jacob Wilson,ATH,20.0,55.0,0.0,0.0,23.0,14.0,8.0,0.0,5.0
Seth Brown,ATH,0.0,0.0,1.0,1.0,1.0,5.0,4.0,2.0,0.0
Luis Urias,ATH,0.0,0.0,0.0,1.0,3.0,7.0,34.0,22.0,20.0
Jhonny Pereda,ATH,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,13.0
Max Schuemann,ATH,4.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,29.0
Nick Kurtz,ATH,18.0,14.0,31.0,15.0,2.0,15.0,7.0,10.0,4.0
Denzel Clarke,ATH,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0
Willie MacIver,ATH,0.0,0.0,0.0,1.0,0.0,1.0,4.0,17.0,6.0
CJ Alexander,ATH,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
Drew Avans,ATH,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0
Austin Wynns,ATH,0.0,0.0,0.0,2.0,1.0,2.0,6.0,8.0,9.0
Colby Thomas,ATH,1.0,0.0,1.0,8.0,8.0,6.0,3.0,2.0,0.0
Zack Gelof,ATH,0.0,0.0,0.0,0.0,0.0,2.0,3.0,12.0,9.0
Carlos Cortes,ATH,3.0,0.0,0.0,0.0,1.0,2.0,10.0,5.0,0.0
Darell Hernaiz,ATH,0.0,0.0,0.0,0.0,7.0,14.0,16.0,7.0,6.0
Brett Harris,ATH,0.0,0.0,0.0,0.0,0.0,1.0,4.0,9.0,7.0
Bo Bichette,TOR,82.0,9.0,6.0,40.0,0.0,0.0,0.0,0.0,0.0
Vladimir Guerrero Jr.,TOR,0.0,68.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Santander,TOR,0.0,1.0,40.0,1.0,5.0,4.0,1.0,0.0,0.0
Andres Gimenez,TOR,2.0,1.0,1.0,19.0,8.0,5.0,8.0,16.0,34.0
Alejandro Kirk,TOR,0.0,0.0,4.0,35.0,48.0,28.0,3.0,0.0,0.0
George Springer,TOR,39.0,22.0,5.0,39.0,20.0,6.0,0.0,0.0,0.0
Will Wagner,TOR,0.0,0.0,0.0,0.0,3.0,6.0,15.0,5.0,7.0
Ernie Clement,TOR,7.0,8.0,0.0,0.0,11.0,32.0,42.0,36.0,4.0
Alan Roden,TOR,3.0,1.0,0.0,0.0,1.0,3.0,10.0,5.0,16.0
Nathan Lukes,TOR,23.0,17.0,0.0,0.0,5.0,13.0,18.0,10.0,16.0
Davis Schneider,TOR,7.0,8.0,0.0,0.0,8.0,14.0,13.0,6.0,4.0
Tyler Heineman,TOR,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,17.0
Myles Straw,TOR,0.0,0.0,0.0,0.0,0.0,1.0,12.0,23.0,31.0
Addison Barger,TOR,0.0,24.0,8.0,24.0,26.0,20.0,14.0,1.0,0.0
Jonatan Clase,TOR,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,14.0
Daulton Varsho,TOR,1.0,2.0,12.0,3.0,23.0,18.0,4.0,1.0,0.0
Michael Stefanic,TOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0
Ali Sanchez,TOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
Will Robertson,TOR,0.0,0.0,0.0,0.0,0.0,1.0,5.0,9.0,5.0
Leo Jimenez,TOR,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0
Joey Loperfido,TOR,1.0,2.0,0.0,0.0,0.0,2.0,10.0,7.0,4.0
Ty France,TOR,0.0,3.0,11.0,18.0,31.0,27.0,16.0,6.0,1.0
Buddy Kennedy,TOR,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,5.0
Isiah Kiner-Falefa,TOR,2.0,2.0,0.0,0.0,0.0,4.0,6.0,10.0,100.0
Jurickson Profar,ATL,72.0,0.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0
Austin Riley,ATL,0.0,52.0,26.0,11.0,13.0,0.0,0.0,0.0,0.0
Matt Olson,ATL,0.0,87.0,23.0,52.0,0.0,0.0,0.0,0.0,0.0
Marcell Ozuna,ATL,0.0,1.0,51.0,34.0,26.0,7.0,12.0,6.0,0.0
Ozzie Albies,ATL,5.0,6.0,7.0,8.0,52.0,53.0,24.0,2.0,0.0
Michael Harris II,ATL,13.0,0.0,0.0,6.0,17.0,36.0,32.0,49.0,4.0
Drake Baldwin,ATL,0.0,10.0,9.0,34.0,15.0,17.0,8.0,4.0,0.0
Orlando Arcia,ATL,0.0,0.0,0.0,0.0,0.0,4.0,11.0,18.0,25.0
Jarred Kelenic,ATL,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,8.0
Nick Allen,ATL,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,111.0
Chadwick Tromp,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0
Bryan De La Cruz,ATL,0.0,0.0,0.0,0.0,2.0,5.0,5.0,0.0,0.0
Stuart Fairchild,ATL,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0
Eli White,ATL,3.0,1.0,0.0,0.0,1.0,3.0,24.0,27.0,3.0
Sean Murphy,ATL,0.0,0.0,0.0,14.0,17.0,24.0,18.0,6.0,0.0
Alex Verdugo,ATL,26.0,5.0,0.0,0.0,1.0,5.0,10.0,2.0,0.0
Eddie Rosario,ATL,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Ronald Acuna Jr.,ATL,43.0,0.0,46.0,0.0,0.0,2.0,2.0,0.0,0.0
Luke Williams,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
Nacho Alvarez Jr.,ATL,0.0,0.0,0.0,0.0,0.0,0.0,13.0,26.0,19.0
Jonathan Ornelas,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Vidal Brujan,ATL,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,14.0
Jake Fraley,ATL,0.0,0.0,0.0,0.0,2.0,2.0,12.0,36.0,3.0
Ha-Seong Kim,ATL,2.0,5.0,0.0,1.0,18.0,11.0,5.0,5.0,0.0
Sandy Leon,ATL,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
Brett Wisely,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0
Jackson Chourio,MIL,26.0,83.0,11.0,10.0,0.0,1.0,0.0,0.0,0.0
Christian Yelich,MIL,6.0,6.0,75.0,57.0,4.0,0.0,0.0,0.0,0.0
William Contreras,MIL,0.0,37.0,58.0,55.0,0.0,0.0,0.0,0.0,0.0
Rhys Hoskins,MIL,0.0,0.0,0.0,20.0,26.0,34.0,0.0,0.0,0.0
Sal Frelick,MIL,57.0,1.0,1.0,1.0,49.0,18.0,9.0,0.0,0.0
Joey Ortiz,MIL,0.0,2.0,0.0,0.0,0.0,5.0,6.0,32.0,90.0
Garrett Mitchell,MIL,0.0,0.0,0.0,1.0,1.0,0.0,14.0,5.0,0.0
Vinny Capra,MIL,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,12.0
Brice Turang,MIL,67.0,6.0,9.0,1.0,21.0,7.0,23.0,4.0,12.0
Jake Bauers,MIL,0.0,0.0,0.0,5.0,5.0,8.0,27.0,7.0,1.0
Oliver Dunn,MIL,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0
Eric Haase,MIL,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,11.0
Isaac Collins,MIL,1.0,19.0,3.0,2.0,16.0,31.0,26.0,3.0,0.0
Caleb Durbin,MIL,2.0,7.0,0.0,0.0,4.0,24.0,23.0,44.0,19.0
Daz Cameron,MIL,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
Andruw Monasterio,MIL,2.0,0.0,0.0,0.0,0.0,2.0,4.0,10.0,16.0
Anthony Seigler,MIL,0.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0,3.0
Andrew Vaughn,MIL,0.0,2.0,9.0,30.0,44.0,17.0,2.0,1.0,0.0
Blake Perkins,MIL,0.0,0.0,0.0,0.0,1.0,11.0,10.0,17.0,0.0
Tyler Black,MIL,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Brandon Lockridge,MIL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,11.0
Danny Jansen,MIL,0.0,0.0,0.0,1.0,6.0,11.0,16.0,22.0,26.0
Steward Berroa,MIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Lars Nootbaar,STL,95.0,0.0,2.0,3.0,18.0,5.0,7.0,0.0,0.0
Willson Contreras,STL,0.0,22.0,19.0,76.0,17.0,0.0,0.0,0.0,0.0
Brendan Donovan,STL,53.0,1.0,57.0,0.0,3.0,2.0,0.0,0.0,0.0
Nolan Arenado,STL,0.0,0.0,1.0,53.0,20.0,31.0,1.0,0.0,0.0
Alec Burleson,STL,0.0,5.0,68.0,11.0,29.0,5.0,10.0,0.0,0.0
Ivan Herrera,STL,0.0,67.0,6.0,6.0,15.0,12.0,0.0,0.0,0.0
Jordan Walker,STL,0.0,1.0,0.0,0.0,6.0,25.0,39.0,29.0,1.0
Victor Scott II,STL,2.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0,96.0
Masyn Winn,STL,10.0,62.0,1.0,3.0,15.0,17.0,0.0,0.0,18.0
Nolan Gorman,STL,0.0,0.0,6.0,8.0,24.0,24.0,31.0,5.0,0.0
Pedro Pages,STL,0.0,0.0,0.0,0.0,0.0,5.0,26.0,68.0,3.0
Luken Baker,STL,0.0,3.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0
Thomas Saggese,STL,1.0,1.0,0.0,2.0,9.0,28.0,21.0,8.0,3.0
Yohel Pozo,STL,0.0,0.0,0.0,0.0,2.0,2.0,17.0,14.0,4.0
Michael Siani,STL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
Jose Barrero,STL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0
Ryan Vilade,STL,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
Garrett Hampson,STL,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,17.0
Jose Fermin,STL,1.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,6.0
Nathan Church,STL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0
Cesar Prieto,STL,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Jimmy Crooks,STL,0.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,1.0
Ian Happ,CHC,84.0,16.0,12.0,8.0,7.0,16.0,6.0,0.0,0.0
Seiya Suzuki,CHC,0.0,17.0,124.0,0.0,7.0,0.0,0.0,0.0,0.0
Kyle Tucker,CHC,0.0,115.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0
Michael Busch,CHC,52.0,1.0,0.0,39.0,9.0,22.0,5.0,3.0,1.0
Matt Shaw,CHC,0.0,0.0,0.0,0.0,2.0,0.0,2.0,38.0,72.0
Dansby Swanson,CHC,1.0,0.0,0.0,8.0,56.0,29.0,29.0,33.0,3.0
Pete Crow-Armstrong,CHC,8.0,1.0,2.0,61.0,24.0,15.0,39.0,2.0,2.0
Miguel Amaya,CHC,0.0,0.0,0.0,0.0,0.0,1.0,5.0,13.0,7.0
Jon Berti,CHC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0
Carson Kelly,CHC,0.0,0.0,4.0,28.0,30.0,13.0,12.0,7.0,7.0
Nico Hoerner,CHC,17.0,11.0,0.0,0.0,13.0,52.0,37.0,27.0,1.0
Gage Workman,CHC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
Justin Turner,CHC,0.0,1.0,4.0,7.0,5.0,3.0,9.0,15.0,0.0
Moises Ballesteros,CHC,0.0,0.0,0.0,8.0,0.0,4.0,5.0,0.0,0.0
Reese McGuire,CHC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,21.0
Willi Castro,CHC,1.0,17.0,21.0,1.0,13.0,18.0,20.0,11.0,8.0
Owen Caissie,CHC,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0
Kevin Alcantara,CHC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Carlos Santana,CHC,0.0,0.0,14.0,42.0,57.0,1.0,2.0,0.0,0.0
Ketel Marte,AZ,40.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corbin Carroll,AZ,72.0,26.0,41.0,0.0,0.0,0.0,0.0,0.0,1.0
Lourdes Gurriel Jr.,AZ,0.0,0.0,34.0,32.0,22.0,27.0,9.0,0.0,0.0
Josh Naylor,AZ,0.0,1.0,0.0,104.0,33.0,6.0,0.0,0.0,0.0
Gabriel Moreno,AZ,0.0,1.0,1.0,18.0,7.0,21.0,19.0,5.0,0.0
Eugenio Suarez,AZ,0.0,0.0,1.0,47.0,76.0,33.0,2.0,0.0,0.0
Randal Grichuk,AZ,0.0,0.0,8.0,4.0,14.0,19.0,13.0,4.0,0.0
Jake McCarthy,AZ,0.0,2.0,0.0,0.0,5.0,13.0,13.0,10.0,14.0
Geraldo Perdomo,AZ,49.0,46.0,34.0,0.0,0.0,0.0,8.0,2.0,21.0
Pavin Smith,AZ,0.0,0.0,43.0,0.0,8.0,9.0,13.0,1.0,0.0
Alek Thomas,AZ,0.0,0.0,0.0,0.0,1.0,6.0,37.0,64.0,14.0
Jose Herrera,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,53.0
Tim Tawa,AZ,1.0,0.0,0.0,1.0,0.0,1.0,8.0,25.0,13.0
Jorge Barrosa,AZ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,10.0
Jordan Lawlar,AZ,0.0,1.0,0.0,0.0,1.0,0.0,4.0,4.0,7.0
Ildemaro Vargas,AZ,0.0,2.0,0.0,0.0,1.0,9.0,4.0,6.0,4.0
Aramis Garcia,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
James McCann,AZ,0.0,0.0,0.0,0.0,1.0,7.0,14.0,10.0,3.0
