player,avg,ngames,teamgames,team
Anthony Rendon,2.73, 56,162,LAA
Aaron Hicks,4.15, 13,162,LAA
Mike Trout,2.29, 28,162,LAA
Taylor Ward,2.66,155,162,LAA
Brandon Drury,5.69, 87,162,LAA
Nolan Schanuel,2.38,139,162,LAA
Miguel Sano,4.68, 22,162,LAA
Logan O'Hoppe,5.39,126,162,LAA
Zach Neto,5.87,151,162,LAA
Luis Rengifo,3.22, 72,162,LAA
Jo Adell,7.34,117,162,LAA
Matt Thaiss,6.55, 47,162,LAA
Mickey Moniak,6.13,109,162,LAA
Ehire Adrianza,5.67,  6,162,LAA
Cole Tucker,6.80, 15,162,LAA
Kevin Pillar,4.28, 68,162,LAA
Willie Calhoun,4.30, 61,162,LAA
Luis Guillorme,8.20, 45,162,LAA
Niko Goodrum,6.29,  7,162,LAA
Kyren Paris,9.00, 17,162,LAA
Michael Stefanic,7.52, 31,162,LAA
Keston Hiura,6.14,  7,162,LAA
Charles Leblanc,6.14,  7,162,LAA
Niko Kavadas,6.79, 28,162,LAA
Jack Lopez,7.53, 19,162,LAA
Bryce Teodosio,8.75,  4,162,LAA
Jordyn Adams,7.67,  9,162,LAA
Eric Wagaman,5.29, 17,162,LAA
Gustavo Campero,7.92, 12,162,LAA
Jose Altuve,1.05,151,161,HOU
Yordan Alvarez,2.63,145,161,HOU
Kyle Tucker,2.75, 75,161,HOU
Alex Bregman,2.96,144,161,HOU
Jose Abreu,7.53, 30,161,HOU
Chas McCormick,8.07, 69,161,HOU
Yainer Diaz,4.62,146,161,HOU
Jeremy Pena,5.20,156,161,HOU
Jake Meyers,7.00,126,161,HOU
Mauricio Dubon,7.99,107,161,HOU
Victor Caratini,6.91, 66,161,HOU
Jon Singleton,5.78, 97,161,HOU
Grae Kessinger,9.00,  4,161,HOU
Trey Cabbage,8.29, 21,161,HOU
Joey Loperfido,7.35, 69,161,HOU
Cooper Hummel,9.00,  1,161,HOU
Cesar Salazar,9.00,  7,161,HOU
Aledmys Diaz,8.50, 10,161,HOU
Pedro Leon,9.00,  6,161,HOU
Zach Dezenzo,6.93, 15,161,HOU
Shay Whitcomb,7.70, 10,161,HOU
Ben Gamel,7.19, 26,161,HOU
Jason Heyward,6.65, 62,161,HOU
Esteury Ruiz,2.44, 16,162,OAK
Zack Gelof,6.01,135,162,OAK
J.D. Davis,5.13, 38,162,OAK
Shea Langeliers,4.78,125,162,OAK
Abraham Toro,2.82, 82,162,OAK
JJ Bleday,2.88,144,162,OAK
Darell Hernaiz,8.03, 39,162,OAK
Nick Allen,8.64, 28,162,OAK
Lawrence Butler,3.52,104,162,OAK
Ryan Noda,5.67, 24,162,OAK
Brent Rooker,3.08,143,162,OAK
Seth Brown,5.44, 94,162,OAK
Kyle McCann,7.05, 40,162,OAK
Tyler Nevin,5.07, 68,162,OAK
Max Schuemann,8.12,119,162,OAK
Brett Harris,8.39, 31,162,OAK
Tyler Soderstrom,5.41, 54,162,OAK
Daz Cameron,5.40, 45,162,OAK
Miguel Andujar,2.66, 74,162,OAK
Armando Alvarez,7.00, 10,162,OAK
Jacob Wilson,7.52, 27,162,OAK
Tristan Gray,7.14,  7,162,OAK
George Springer,2.30,139,162,TOR
Vladimir Guerrero Jr.,2.77,157,162,TOR
Bo Bichette,3.36, 80,162,TOR
Justin Turner,4.41,125,162,TOR
Daulton Varsho,4.57,122,162,TOR
Alejandro Kirk,5.89, 93,162,TOR
Kevin Kiermaier,8.63, 79,162,TOR
Isiah Kiner-Falefa,5.12,120,162,TOR
Cavan Biggio,7.55, 55,162,TOR
Daniel Vogelbach,5.00, 20,162,TOR
Ernie Clement,6.46,109,162,TOR
Brian Serven,8.74, 19,162,TOR
Davis Schneider,4.84,108,162,TOR
Danny Jansen,5.21, 77,162,TOR
Addison Barger,6.93, 55,162,TOR
Spencer Horwitz,3.19, 86,162,TOR
Orelvis Martinez,8.00,  1,162,TOR
Will Wagner,5.85, 20,162,TOR
Leo Jimenez,7.93, 55,162,TOR
Steward Berroa,8.70, 10,162,TOR
Luis De Los Santos,7.75,  8,162,TOR
Nathan Lukes,3.37, 19,162,TOR
Tyler Heineman,8.80,  5,162,TOR
Jonatan Clase,7.61, 18,162,TOR
Ronald Acuna Jr.,1.00, 48,162,ATL
Ozzie Albies,2.15, 98,162,ATL
Austin Riley,3.05,109,162,ATL
Matt Olson,4.01,161,162,ATL
Marcell Ozuna,3.62,161,162,ATL
Michael Harris II,3.94,108,162,ATL
Orlando Arcia,7.39,155,162,ATL
Travis d'Arnaud,6.20, 79,162,ATL
Jarred Kelenic,5.39,109,162,ATL
Adam Duvall,6.45, 74,162,ATL
Chadwick Tromp,8.75, 16,162,ATL
David Fletcher,9.00,  3,162,ATL
Zack Short,8.68, 22,162,ATL
Luke Williams,9.00, 13,162,ATL
Sean Murphy,6.74, 66,162,ATL
Brian Anderson,8.50,  2,162,ATL
J.P. Martinez,9.00,  1,162,ATL
Ramon Laureano,6.29, 73,162,ATL
Forrest Wall,7.82, 11,162,ATL
Eli White,9.00,  5,162,ATL
Eddie Rosario,5.57, 83,162,ATL
Nacho Alvarez Jr.,6.50,  8,162,ATL
Jorge Soler,3.03,136,162,ATL
Whit Merrifield,6.60, 81,162,ATL
Gio Urshela,6.53,117,162,ATL
Sal Frelick,5.69,128,162,MIL
William Contreras,2.36,152,162,MIL
Christian Yelich,2.97, 72,162,MIL
Willy Adames,4.07,161,162,MIL
Jake Bauers,5.41, 79,162,MIL
Rhys Hoskins,5.46,123,162,MIL
Oliver Dunn,5.59, 22,162,MIL
Brice Turang,3.75,143,162,MIL
Jackson Chourio,4.82,135,162,MIL
Joey Ortiz,7.02,127,162,MIL
Gary Sanchez,5.72, 67,162,MIL
Blake Perkins,6.96,102,162,MIL
Andruw Monasterio,7.61, 33,162,MIL
Joey Wiemer,8.67,  6,162,MIL
Owen Miller,6.86,  7,162,MIL
Tyler Black,4.36, 14,162,MIL
Eric Haase,8.44, 16,162,MIL
Garrett Mitchell,5.44, 55,162,MIL
Vinny Capra,9.00,  2,162,MIL
Brewer Hicklen,5.50,  2,162,MIL
Isaac Collins,7.00,  3,162,MIL
Brendan Donovan,3.87,149,162,STL
Paul Goldschmidt,3.77,152,162,STL
Nolan Gorman,6.05, 96,162,STL
Nolan Arenado,4.33,150,162,STL
Willson Contreras,2.91, 82,162,STL
Alec Burleson,3.10,134,162,STL
Jordan Walker,7.08, 48,162,STL
Victor Scott II,8.66, 38,162,STL
Masyn Winn,2.89,142,162,STL
Matt Carpenter,6.13, 39,162,STL
Ivan Herrera,5.82, 61,162,STL
Brandon Crawford,7.64, 22,162,STL
Michael Siani,8.98, 97,162,STL
Lars Nootbaar,5.16, 98,162,STL
Dylan Carlson,5.66, 56,162,STL
Jose Fermin,6.20, 15,162,STL
Pedro Pages,8.20, 60,162,STL
Tommy Pham,2.00,108,162,STL
Luken Baker,2.88,  8,162,STL
Thomas Saggese,6.92, 13,162,STL
Nico Hoerner,3.92,148,162,CHC
Seiya Suzuki,2.88,130,162,CHC
Cody Bellinger,3.35,130,162,CHC
Christopher Morel,4.06,145,162,CHC
Dansby Swanson,5.74,145,162,CHC
Ian Happ,3.11,153,162,CHC
Garrett Cooper,6.15, 27,162,CHC
Yan Gomes,8.73, 26,162,CHC
Michael Busch,4.16,134,162,CHC
Mike Tauchman,3.58, 74,162,CHC
Miguel Amaya,8.73,101,162,CHC
Nick Madrigal,7.25, 20,162,CHC
Miles Mastrobuoni,7.73, 26,162,CHC
Patrick Wisdom,4.92, 36,162,CHC
Alexander Canario,9.00,  6,162,CHC
Matt Mervis,7.12,  8,162,CHC
Pete Crow-Armstrong,8.09,109,162,CHC
David Bote,7.62,  8,162,CHC
Tomas Nido,8.88, 40,162,CHC
Christian Bethancourt,8.88, 41,162,CHC
Isaac Paredes,4.02,148,162,CHC
Luis Vazquez,9.00,  2,162,CHC
Kevin Alcantara,8.67,  3,162,CHC
Corbin Carroll,2.27,145,162,AZ
Ketel Marte,1.60,126,162,AZ
Lourdes Gurriel Jr.,3.84,122,162,AZ
Christian Walker,3.99,125,162,AZ
Joc Pederson,3.32,105,162,AZ
Gabriel Moreno,6.06, 82,162,AZ
Eugenio Suarez,6.29,156,162,AZ
Alek Thomas,7.88, 25,162,AZ
Geraldo Perdomo,7.32, 93,162,AZ
Blaze Alexander,6.85, 47,162,AZ
Tucker Barnhart,8.45, 29,162,AZ
Jake McCarthy,5.41,116,162,AZ
Jorge Barrosa,7.67,  3,162,AZ
Jace Peterson,7.00,  5,162,AZ
Randal Grichuk,4.93, 61,162,AZ
Kevin Newman,8.43, 79,162,AZ
Pavin Smith,5.37, 35,162,AZ
Jose Herrera,9.00, 31,162,AZ
Josh Bell,3.35,137,162,AZ
Adrian Del Castillo,6.75, 20,162,AZ
Mookie Betts,1.38,114,162,LAD
Shohei Ohtani,1.43,158,162,LAD
Freddie Freeman,3.00,146,162,LAD
Will Smith,3.90,120,162,LAD
Max Muncy,5.62, 65,162,LAD
Teoscar Hernandez,4.20,153,162,LAD
James Outman,7.42, 36,162,LAD
Gavin Lux,6.68,117,162,LAD
Enrique Hernandez,7.30, 93,162,LAD
Chris Taylor,8.00, 56,162,LAD
Miguel Rojas,7.22, 85,162,LAD
Austin Barnes,8.80, 41,162,LAD
Taylor Trammell,9.00,  1,162,LAD
Andy Pages,6.29,101,162,LAD
Miguel Vargas,5.80, 60,162,LAD
Nick Ahmed,8.69, 65,162,LAD
Amed Rosario,5.33, 81,162,LAD
Tommy Edman,6.11, 35,162,LAD
Hunter Feduccia,8.67,  3,162,LAD
Jung Hoo Lee,1.29, 34,162,SF
LaMonte Wade Jr.,2.54, 93,162,SF
Matt Chapman,4.41,153,162,SF
Wilmer Flores,4.08, 51,162,SF
Michael Conforto,4.61,114,162,SF
Thairo Estrada,5.68, 93,162,SF
Patrick Bailey,5.23,103,162,SF
Tom Murphy,7.00, 10,162,SF
Luis Matos,4.82, 34,162,SF
Tyler Fitzgerald,4.84, 82,162,SF
Austin Slater,2.91, 46,162,SF
Mike Yastrzemski,5.53,120,162,SF
Blake Sabol,7.56,  9,162,SF
Jakson Reetz,9.00,  3,162,SF
Heliot Ramos,3.25,118,162,SF
Casey Schmitt,7.40, 30,162,SF
Brett Wisely,7.07, 68,162,SF
Curt Casali,8.58, 38,162,SF
Marco Luciano,7.71, 21,162,SF
Ryan McKenna,8.00,  5,162,SF
