player,team,b1,b2,b3,b4,b5,b6,b7,b8,b9
Taylor Ward,LAA,52.0,3.0,5.0,17.0,3.0,6.0,2.0,1.0,1.0
Mike Trout,LAA,0.0,59.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
Shohei Ohtani,LAA,5.0,71.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Rendon,LAA,0.0,0.0,2.0,41.0,1.0,0.0,0.0,0.0,0.0
Hunter Renfroe,LAA,0.0,2.0,5.0,28.0,36.0,19.0,34.0,2.0,0.0
Luis Rengifo,LAA,25.0,2.0,3.0,2.0,9.0,7.0,22.0,25.0,9.0
Brandon Drury,LAA,0.0,8.0,41.0,17.0,22.0,24.0,8.0,1.0,0.0
Gio Urshela,LAA,0.0,0.0,0.0,0.0,3.0,14.0,28.0,10.0,1.0
Logan O'Hoppe,LAA,0.0,0.0,0.0,14.0,13.0,5.0,2.0,6.0,9.0
Jake Lamb,LAA,0.0,0.0,0.0,0.0,4.0,7.0,2.0,1.0,0.0
David Fletcher,LAA,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,19.0
Matt Thaiss,LAA,0.0,0.0,0.0,0.0,17.0,21.0,9.0,20.0,3.0
Brett Phillips,LAA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,8.0
Zach Neto,LAA,17.0,16.0,0.0,0.0,0.0,0.0,1.0,6.0,39.0
Chad Wallach,LAA,0.0,0.0,0.0,0.0,0.0,4.0,4.0,31.0,11.0
Chris Okey,LAA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Mickey Moniak,LAA,27.0,0.0,13.0,4.0,0.0,18.0,9.0,6.0,1.0
Livan Soto,LAA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Jared Walsh,LAA,0.0,0.0,0.0,4.0,5.0,7.0,5.0,6.0,1.0
Jo Adell,LAA,0.0,0.0,0.0,2.0,5.0,7.0,2.0,0.0,0.0
Andrew Velazquez,LAA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,22.0
Michael Stefanic,LAA,0.0,0.0,0.0,0.0,0.0,2.0,7.0,2.0,7.0
Kevin Padlo,LAA,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Eduardo Escobar,LAA,0.0,3.0,1.0,2.0,10.0,10.0,13.0,27.0,7.0
Mike Moustakas,LAA,0.0,0.0,5.0,33.0,33.0,11.0,5.0,0.0,0.0
Trey Cabbage,LAA,0.0,0.0,0.0,0.0,0.0,1.0,3.0,11.0,0.0
C.J. Cron,LAA,0.0,0.0,6.0,44.0,18.0,0.0,0.0,0.0,0.0
Randal Grichuk,LAA,8.0,7.0,5.0,14.0,25.0,19.0,21.0,5.0,10.0
