date,lineup1,lineup2,lineup3,lineup4,lineup5,lineup6,lineup7,lineup8,lineup9,
2021-04-01, Tim Anderson, Adam Eaton, Jose Abreu, Yoan Moncada, Yasmani Grandal, Leury Garcia, Luis Robert Jr., Zack Collins, Nick Madrigal,
2021-04-02, Tim Anderson, Luis Robert Jr., Jose Abreu, Yoan Moncada, Andrew Vaughn, Yasmani Grandal, Adam Eaton, Yermin Mercedes, Nick Madrigal,
2021-04-03, Tim Anderson, Adam Eaton, Jose Abreu, Yoan Moncada, Zack Collins, Yermin Mercedes, Luis Robert Jr., Andrew Vaughn, Leury Garcia,
2021-04-04, Tim Anderson, Adam Eaton, Jose Abreu, Yoan Moncada, Yermin Mercedes, Yasmani Grandal, Luis Robert Jr., Billy Hamilton, Nick Madrigal,
2021-04-05, Nick Madrigal, Luis Robert Jr., Jose Abreu, Yoan Moncada, Yermin Mercedes, Yasmani Grandal, Leury Garcia, Andrew Vaughn, Billy Hamilton,
2021-04-06, Adam Eaton, Luis Robert Jr., Jose Abreu, Yoan Moncada, Yermin Mercedes, Andrew Vaughn, Zack Collins, Leury Garcia, Nick Madrigal,
2021-04-07, Adam Eaton, Jake Lamb, Jose Abreu, Yasmani Grandal, Zack Collins, Luis Robert Jr., Nick Madrigal, Billy Hamilton, Danny Mendick,
2021-04-08, Adam Eaton, Luis Robert Jr., Jose Abreu, Yoan Moncada, Yermin Mercedes, Yasmani Grandal, Nick Williams, Nick Madrigal, Danny Mendick,
2021-04-11, Leury Garcia, Luis Robert Jr., Jose Abreu, Yoan Moncada, Yermin Mercedes, Andrew Vaughn, Zack Collins, Nick Madrigal, Danny Mendick,
2021-04-12, Adam Eaton, Luis Robert Jr., Jose Abreu, Yoan Moncada, Yermin Mercedes, Yasmani Grandal, Nick Williams, Leury Garcia, Danny Mendick,
2021-04-13, Adam Eaton, Luis Robert Jr., Jose Abreu, Yoan Moncada, Nick Williams, Yasmani Grandal, Jake Lamb, Nick Madrigal, Danny Mendick,
2021-04-14, Adam Eaton, Luis Robert Jr., Jose Abreu, Yoan Moncada, Yermin Mercedes, Zack Collins, Andrew Vaughn, Leury Garcia, Nick Madrigal,
2021-04-15, Tim Anderson, Adam Eaton, Jose Abreu, Yoan Moncada, Yermin Mercedes, Yasmani Grandal, Luis Robert Jr., Andrew Vaughn, Nick Madrigal,
2021-04-17, Tim Anderson, Adam Eaton, Yoan Moncada, Jose Abreu, Yermin Mercedes, Zack Collins, Luis Robert Jr., Andrew Vaughn, Nick Madrigal,
2021-04-18a, Nick Madrigal, Luis Robert Jr., Yoan Moncada, Jose Abreu, Yermin Mercedes, Leury Garcia, Andrew Vaughn, Zack Collins, Danny Mendick,
2021-04-18b, Tim Anderson, Adam Eaton, Yoan Moncada, Jose Abreu, Yermin Mercedes, Yasmani Grandal, Luis Robert Jr., Jake Lamb, Leury Garcia,
2021-04-19, Tim Anderson, Adam Eaton, Luis Robert Jr., Jose Abreu, Yasmani Grandal, Yermin Mercedes, Jake Lamb, Leury Garcia, Nick Madrigal,
2021-04-20, Tim Anderson, Adam Eaton, Yoan Moncada, Jose Abreu, Yermin Mercedes, Yasmani Grandal, Luis Robert Jr., Andrew Vaughn, Nick Madrigal,
2021-04-23, Tim Anderson, Adam Eaton, Yoan Moncada, Jose Abreu, Luis Robert Jr., Yasmani Grandal, Yermin Mercedes, Andrew Vaughn, Nick Madrigal,
2021-04-24, Tim Anderson, Adam Eaton, Yoan Moncada, Jose Abreu, Luis Robert Jr., Yasmani Grandal, Yermin Mercedes, Andrew Vaughn, Nick Madrigal,
2021-04-25, Tim Anderson, Adam Eaton, Yoan Moncada, Jose Abreu, Yermin Mercedes, Luis Robert Jr., Zack Collins, Leury Garcia, Nick Madrigal,
2021-04-27, Tim Anderson, Adam Eaton, Yoan Moncada, Jose Abreu, Yermin Mercedes, Yasmani Grandal, Jake Lamb, Leury Garcia, Nick Madrigal,
2021-04-29a, Tim Anderson, Adam Eaton, Yoan Moncada, Jose Abreu, Jake Lamb, Andrew Vaughn, Zack Collins, Billy Hamilton, Leury Garcia,
2021-04-29b, Tim Anderson, Luis Robert Jr., Yoan Moncada, Jose Abreu, Yermin Mercedes, Yasmani Grandal, Andrew Vaughn, Leury Garcia, Nick Madrigal,
2021-04-30, Tim Anderson, Adam Eaton, Yoan Moncada, Jose Abreu, Yermin Mercedes, Yasmani Grandal, Luis Robert Jr., Andrew Vaughn, Nick Madrigal,
2021-05-01, Tim Anderson, Adam Eaton, Yoan Moncada, Jose Abreu, Yermin Mercedes, Luis Robert Jr., Yasmani Grandal, Jake Lamb, Leury Garcia,
2021-05-02, Tim Anderson, Luis Robert Jr., Yoan Moncada, Jose Abreu, Jake Lamb, Zack Collins, Andrew Vaughn, Leury Garcia, Nick Madrigal,
2021-05-04, Tim Anderson, Nick Madrigal, Yoan Moncada, Jose Abreu, Adam Eaton, Andrew Vaughn, Yasmani Grandal, Leury Garcia, Dylan Cease,
2021-05-05, Tim Anderson, Nick Madrigal, Yoan Moncada, Jose Abreu, Andrew Vaughn, Yasmani Grandal, Leury Garcia, Billy Hamilton, Dallas Keuchel,
2021-05-07, Tim Anderson, Adam Eaton, Yoan Moncada, Jose Abreu, Yermin Mercedes, Zack Collins, Andrew Vaughn, Leury Garcia, Nick Madrigal,
2021-05-08, Tim Anderson, Nick Madrigal, Yoan Moncada, Jose Abreu, Yermin Mercedes, Yasmani Grandal, Andrew Vaughn, Leury Garcia, Danny Mendick,
2021-05-09, Tim Anderson, Nick Madrigal, Yoan Moncada, Jose Abreu, Yasmani Grandal, Yermin Mercedes, Andrew Vaughn, Leury Garcia, Danny Mendick,
2021-05-11, Tim Anderson, Adam Eaton, Yoan Moncada, Jose Abreu, Yermin Mercedes, Yasmani Grandal, Andrew Vaughn, Leury Garcia, Nick Madrigal,
