date,lineup1,lineup2,lineup3,lineup4,lineup5,lineup6,lineup7,lineup8,lineup9,
2021-04-01, Yoshi Tsutsugo, Austin Meadows, Randy Arozarena, Brandon Lowe, Yandy Diaz, Kevin Kiermaier, Willy Adames, Mike Zunino, Tyler Glasnow,
2021-04-02, Yoshi Tsutsugo, Austin Meadows, Randy Arozarena, Brandon Lowe, Yandy Diaz, Joey Wendle, Manuel Margot, Francisco Mejia, Ryan Yarbrough,
2021-04-03, Austin Meadows, Manuel Margot, Joey Wendle, Yandy Diaz, Kevin Kiermaier, Willy Adames, Mike Zunino, Mike Brosseau, Rich Hill,
2021-04-05, Yoshi Tsutsugo, Austin Meadows, Randy Arozarena, Brandon Lowe, Manuel Margot, Joey Wendle, Willy Adames, Kevin Kiermaier, Mike Zunino,
2021-04-06, Yandy Diaz, Randy Arozarena, Mike Brosseau, Manuel Margot, Brandon Lowe, Willy Adames, Francisco Mejia, Kevin Padlo, Mike Zunino,
2021-04-07, Yoshi Tsutsugo, Austin Meadows, Randy Arozarena, Brandon Lowe, Yandy Diaz, Joey Wendle, Manuel Margot, Francisco Mejia, Willy Adames,
2021-04-09, Yoshi Tsutsugo, Austin Meadows, Randy Arozarena, Brandon Lowe, Yandy Diaz, Joey Wendle, Willy Adames, Brett Phillips, Mike Zunino,
2021-04-10, Yoshi Tsutsugo, Austin Meadows, Randy Arozarena, Brandon Lowe, Yandy Diaz, Joey Wendle, Willy Adames, Brett Phillips, Francisco Mejia,
2021-04-11, Yandy Diaz, Randy Arozarena, Austin Meadows, Manuel Margot, Mike Brosseau, Brandon Lowe, Willy Adames, Mike Zunino, Kevin Padlo,
2021-04-12, Yoshi Tsutsugo, Austin Meadows, Randy Arozarena, Brandon Lowe, Manuel Margot, Joey Wendle, Francisco Mejia, Brett Phillips, Willy Adames,
2021-04-13, Austin Meadows, Randy Arozarena, Joey Wendle, Brandon Lowe, Yandy Diaz, Yoshi Tsutsugo, Willy Adames, Brett Phillips, Mike Zunino,
2021-04-14, Austin Meadows, Randy Arozarena, Brandon Lowe, Yandy Diaz, Joey Wendle, Manuel Margot, Yoshi Tsutsugo, Mike Zunino, Willy Adames,
2021-04-15, Austin Meadows, Randy Arozarena, Brandon Lowe, Yandy Diaz, Joey Wendle, Manuel Margot, Mike Brosseau, Francisco Mejia, Brett Phillips,
2021-04-16, Austin Meadows, Randy Arozarena, Brandon Lowe, Yandy Diaz, Joey Wendle, Manuel Margot, Mike Brosseau, Willy Adames, Mike Zunino,
2021-04-17, Yandy Diaz, Randy Arozarena, Austin Meadows, Mike Brosseau, Manuel Margot, Francisco Mejia, Joey Wendle, Willy Adames, Brett Phillips,
2021-04-18, Yandy Diaz, Austin Meadows, Manuel Margot, Brandon Lowe, Mike Brosseau, Joey Wendle, Yoshi Tsutsugo, Mike Zunino, Kevin Kiermaier,
2021-04-19, Yandy Diaz, Randy Arozarena, Brandon Lowe, Manuel Margot, Mike Brosseau, Francisco Mejia, Joey Wendle, Willy Adames, Kevin Kiermaier,
2021-04-20, Austin Meadows, Randy Arozarena, Joey Wendle, Brandon Lowe, Manuel Margot, Yoshi Tsutsugo, Kevin Kiermaier, Willy Adames, Mike Zunino,
2021-04-21, Austin Meadows, Yoshi Tsutsugo, Joey Wendle, Brandon Lowe, Yandy Diaz, Kevin Kiermaier, Francisco Mejia, Willy Adames, Brett Phillips,
2021-04-23, Yandy Diaz, Randy Arozarena, Austin Meadows, Mike Brosseau, Manuel Margot, Joey Wendle, Francisco Mejia, Willy Adames, Kevin Kiermaier,
2021-04-24, Yandy Diaz, Randy Arozarena, Brandon Lowe, Mike Brosseau, Manuel Margot, Kevin Kiermaier, Mike Zunino, Willy Adames, Brett Phillips,
2021-04-25, Yandy Diaz, Randy Arozarena, Austin Meadows, Mike Brosseau, Brandon Lowe, Manuel Margot, Joey Wendle, Francisco Mejia, Kevin Kiermaier,
2021-04-26, Randy Arozarena, Yandy Diaz, Austin Meadows, Manuel Margot, Mike Brosseau, Brandon Lowe, Mike Zunino, Willy Adames, Joey Wendle,
