date,lineup1,lineup2,lineup3,lineup4,lineup5,lineup6,lineup7,lineup8,lineup9,
2021-04-01, DJ LeMahieu, Aaron Judge, Aaron Hicks, Giancarlo Stanton, Gleyber Torres, Gio Urshela, Gary Sanchez, Jay Bruce, Clint Frazier,
2021-04-03, DJ LeMahieu, Aaron Judge, Aaron Hicks, Giancarlo Stanton, Gleyber Torres, Jay Bruce, Gary Sanchez, Gio Urshela, Clint Frazier,
2021-04-04, DJ LeMahieu, Aaron Judge, Aaron Hicks, Gleyber Torres, Jay Bruce, Gary Sanchez, Clint Frazier, Gio Urshela, Brett Gardner,
2021-04-05, DJ LeMahieu, Aaron Judge, Aaron Hicks, Giancarlo Stanton, Gleyber Torres, Gary Sanchez, Jay Bruce, Gio Urshela, Clint Frazier,
2021-04-06, DJ LeMahieu, Aaron Judge, Brett Gardner, Giancarlo Stanton, Gleyber Torres, Clint Frazier, Jay Bruce, Gio Urshela, Kyle Higashioka,
2021-04-07, DJ LeMahieu, Gleyber Torres, Aaron Hicks, Giancarlo Stanton, Clint Frazier, Jay Bruce, Gary Sanchez, Gio Urshela, Brett Gardner,
2021-04-09, DJ LeMahieu, Giancarlo Stanton, Aaron Hicks, Gleyber Torres, Jay Bruce, Gary Sanchez, Clint Frazier, Mike Tauchman, Tyler Wade,
2021-04-10, DJ LeMahieu, Aaron Judge, Aaron Hicks, Giancarlo Stanton, Gleyber Torres, Brett Gardner, Gary Sanchez, Gio Urshela, Jay Bruce,
2021-04-11, DJ LeMahieu, Aaron Judge, Aaron Hicks, Giancarlo Stanton, Gleyber Torres, Rougned Odor, Gary Sanchez, Gio Urshela, Brett Gardner,
2021-04-12, DJ LeMahieu, Giancarlo Stanton, Aaron Judge, Gleyber Torres, Gio Urshela, Clint Frazier, Rougned Odor, Kyle Higashioka, Mike Tauchman,
2021-04-13, DJ LeMahieu, Giancarlo Stanton, Aaron Judge, Gary Sanchez, Aaron Hicks, Rougned Odor, Gio Urshela, Clint Frazier, Jay Bruce,
2021-04-14, Aaron Hicks, Aaron Judge, Brett Gardner, Gary Sanchez, Gleyber Torres, Jay Bruce, Gio Urshela, Rougned Odor, Kyle Higashioka,
2021-04-16, DJ LeMahieu, Aaron Judge, Gleyber Torres, Giancarlo Stanton, Gio Urshela, Aaron Hicks, Gary Sanchez, Clint Frazier, Rougned Odor,
2021-04-17, DJ LeMahieu, Aaron Judge, Aaron Hicks, Giancarlo Stanton, Gleyber Torres, Brett Gardner, Gary Sanchez, Gio Urshela, Rougned Odor,
2021-04-18, DJ LeMahieu, Aaron Judge, Aaron Hicks, Giancarlo Stanton, Gleyber Torres, Gio Urshela, Rougned Odor, Clint Frazier, Kyle Higashioka,
2021-04-20, DJ LeMahieu, Aaron Judge, Brett Gardner, Giancarlo Stanton, Gleyber Torres, Mike Ford, Gary Sanchez, Gio Urshela, Mike Tauchman,
2021-04-21, DJ LeMahieu, Aaron Judge, Giancarlo Stanton, Gio Urshela, Gleyber Torres, Mike Ford, Aaron Hicks, Gary Sanchez, Clint Frazier,
2021-04-22, Brett Gardner, DJ LeMahieu, Aaron Judge, Mike Ford, Gleyber Torres, Aaron Hicks, Rougned Odor, Clint Frazier, Kyle Higashioka,
2021-04-23, DJ LeMahieu, Giancarlo Stanton, Aaron Judge, Gleyber Torres, Gio Urshela, Aaron Hicks, Gary Sanchez, Clint Frazier, Rougned Odor,
2021-04-24, DJ LeMahieu, Giancarlo Stanton, Aaron Judge, Gleyber Torres, Gio Urshela, Aaron Hicks, Clint Frazier, Kyle Higashioka, Rougned Odor,
2021-04-25, Brett Gardner, Giancarlo Stanton, Aaron Judge, Rougned Odor, Gleyber Torres, Gio Urshela, Mike Ford, Gary Sanchez, Mike Tauchman,
2021-04-26, DJ LeMahieu, Giancarlo Stanton, Aaron Judge, Rougned Odor, Gio Urshela, Gleyber Torres, Aaron Hicks, Gary Sanchez, Clint Frazier,
2021-04-27, DJ LeMahieu, Giancarlo Stanton, Aaron Judge, Gio Urshela, Gleyber Torres, Aaron Hicks, Clint Frazier, Kyle Higashioka, Rougned Odor,
2021-04-28, DJ LeMahieu, Giancarlo Stanton, Gleyber Torres, Gio Urshela, Mike Ford, Aaron Hicks, Clint Frazier, Kyle Higashioka, Brett Gardner,
2021-04-29, DJ LeMahieu, Giancarlo Stanton, Gleyber Torres, Gio Urshela, Rougned Odor, Aaron Hicks, Gary Sanchez, Clint Frazier, Brett Gardner,
2021-04-30, DJ LeMahieu, Giancarlo Stanton, Aaron Judge, Gio Urshela, Gleyber Torres, Aaron Hicks, Clint Frazier, Kyle Higashioka, Rougned Odor,
2021-05-01, DJ LeMahieu, Aaron Judge, Rougned Odor, Gleyber Torres, Mike Ford, Aaron Hicks, Gary Sanchez, Clint Frazier, Brett Gardner,
2021-05-02, DJ LeMahieu, Giancarlo Stanton, Aaron Judge, Rougned Odor, Gio Urshela, Aaron Hicks, Mike Ford, Kyle Higashioka, Brett Gardner,
2021-05-04, DJ LeMahieu, Giancarlo Stanton, Aaron Judge, Gio Urshela, Gleyber Torres, Clint Frazier, Aaron Hicks, Kyle Higashioka, Rougned Odor,
2021-05-05, DJ LeMahieu, Giancarlo Stanton, Aaron Judge, Gio Urshela, Gleyber Torres, Mike Ford, Aaron Hicks, Gary Sanchez, Brett Gardner,
2021-05-06, DJ LeMahieu, Giancarlo Stanton, Aaron Judge, Gio Urshela, Gleyber Torres, Mike Ford, Aaron Hicks, Kyle Higashioka, Clint Frazier,
2021-05-07, DJ LeMahieu, Giancarlo Stanton, Aaron Judge, Gleyber Torres, Aaron Hicks, Gary Sanchez, Clint Frazier, Miguel Andujar, Tyler Wade,
2021-05-08, DJ LeMahieu, Giancarlo Stanton, Aaron Judge, Gleyber Torres, Brett Gardner, Clint Frazier, Mike Ford, Kyle Higashioka, Tyler Wade,
2021-05-09, DJ LeMahieu, Giancarlo Stanton, Aaron Hicks, Gleyber Torres, Gary Sanchez, Mike Ford, Clint Frazier, Miguel Andujar, Brett Gardner,
2021-05-11, DJ LeMahieu, Giancarlo Stanton, Aaron Judge, Gio Urshela, Luke Voit, Gleyber Torres, Gary Sanchez, Clint Frazier, Brett Gardner,
2021-05-12, DJ LeMahieu, Giancarlo Stanton, Aaron Judge, Gio Urshela, Luke Voit, Aaron Hicks, Clint Frazier, Kyle Higashioka, Tyler Wade,
2021-05-13, DJ LeMahieu, Giancarlo Stanton, Aaron Judge, Gio Urshela, Gary Sanchez, Mike Ford, Clint Frazier, Miguel Andujar, Brett Gardner,
2021-05-14, DJ LeMahieu, Luke Voit, Aaron Judge, Gary Sanchez, Clint Frazier, Brett Gardner, Miguel Andujar, Kyle Higashioka, Tyler Wade,
2021-05-15, DJ LeMahieu, Luke Voit, Aaron Judge, Gio Urshela, Gary Sanchez, Brett Gardner, Clint Frazier, Miguel Andujar, Tyler Wade,
2021-05-16, DJ LeMahieu, Luke Voit, Aaron Judge, Gio Urshela, Gary Sanchez, Clint Frazier, Miguel Andujar, Ryan LaMarre, Tyler Wade,
2021-05-17, DJ LeMahieu, Luke Voit, Aaron Judge, Gio Urshela, Gary Sanchez, Brett Gardner, Clint Frazier, Kyle Higashioka, Tyler Wade,
2021-05-18, DJ LeMahieu, Brett Gardner, Aaron Judge, Gio Urshela, Rougned Odor, Gary Sanchez, Miguel Andujar, Mike Ford, Ryan LaMarre,
