date,lineup1,lineup2,lineup3,lineup4,lineup5,lineup6,lineup7,lineup8,lineup9,
2021-04-01, Ronald Acuna Jr., Ozzie Albies, Freddie Freeman, Marcell Ozuna, Travis d'Arnaud, Dansby Swanson, Austin Riley, Cristian Pache, Max Fried,
2021-04-03, Ronald Acuna Jr., Ozzie Albies, Freddie Freeman, Marcell Ozuna, Travis d'Arnaud, Dansby Swanson, Austin Riley, Cristian Pache, Charlie Morton,
2021-04-04, Ronald Acuna Jr., Ozzie Albies, Freddie Freeman, Marcell Ozuna, Travis d'Arnaud, Dansby Swanson, Austin Riley, Cristian Pache, Ian Anderson,
2021-04-06, Ronald Acuna Jr., Ozzie Albies, Freddie Freeman, Marcell Ozuna, Travis d'Arnaud, Dansby Swanson, Austin Riley, Cristian Pache, Drew Smyly,
2021-04-07a, Ronald Acuna Jr., Ozzie Albies, Marcell Ozuna, Travis d'Arnaud, Dansby Swanson, Austin Riley, Ender Inciarte, Max Fried, Ronald Acuna Jr.,
2021-04-07b, Ronald Acuna Jr., Ozzie Albies, Freddie Freeman, Marcell Ozuna, Austin Riley, Dansby Swanson, Alex Jackson, Cristian Pache, Huascar Ynoa,
2021-04-09, Ronald Acuna Jr., Ozzie Albies, Freddie Freeman, Marcell Ozuna, Travis d'Arnaud, Travis d'Arnaud, Dansby Swanson, Austin Riley, Cristian Pache,
2021-04-10, Ronald Acuna Jr., Ozzie Albies, Freddie Freeman, Marcell Ozuna, Travis d'Arnaud, Dansby Swanson, Austin Riley, Cristian Pache, Ian Anderson,
2021-04-11, Ronald Acuna Jr., Ozzie Albies, Freddie Freeman, Marcell Ozuna, Travis d'Arnaud, Dansby Swanson, Austin Riley, Cristian Pache, Drew Smyly,
2021-04-12, Ronald Acuna Jr., Ozzie Albies, Freddie Freeman, Marcell Ozuna, Dansby Swanson, Austin Riley, Alex Jackson, Ender Inciarte, Huascar Ynoa,
2021-04-13, Ronald Acuna Jr., Freddie Freeman, Marcell Ozuna, Travis d'Arnaud, Ozzie Albies, Dansby Swanson, Ehire Adrianza, Cristian Pache, Max Fried,
2021-04-14, Ronald Acuna Jr., Freddie Freeman, Marcell Ozuna, Travis d'Arnaud, Ozzie Albies, Dansby Swanson, Austin Riley, Ender Inciarte, Charlie Morton,
2021-04-15, Ronald Acuna Jr., Freddie Freeman, Marcell Ozuna, Ozzie Albies, Dansby Swanson, Austin Riley, Guillermo Heredia, Alex Jackson, Ian Anderson,
2021-04-16, Ronald Acuna Jr., Freddie Freeman, Marcell Ozuna, Travis d'Arnaud, Ozzie Albies, Dansby Swanson, Ehire Adrianza, Ender Inciarte, Kyle Wright,
2021-04-17, Ronald Acuna Jr., Freddie Freeman, Marcell Ozuna, Travis d'Arnaud, Dansby Swanson, Ehire Adrianza, Austin Riley, Guillermo Heredia, Huascar Ynoa,
2021-04-18, Ronald Acuna Jr., Freddie Freeman, Marcell Ozuna, Travis d'Arnaud, Dansby Swanson, Ehire Adrianza, Austin Riley, Guillermo Heredia, Bryse Wilson,
2021-04-20, Ehire Adrianza, Freddie Freeman, Marcell Ozuna, Travis d'Arnaud, Ozzie Albies, Pablo Sandoval, Dansby Swanson, Austin Riley, Guillermo Heredia,
2021-04-21, Ehire Adrianza, Freddie Freeman, Marcell Ozuna, Travis d'Arnaud, Ozzie Albies, Pablo Sandoval, Dansby Swanson, Austin Riley, Guillermo Heredia,
2021-04-23, Ronald Acuna Jr., Freddie Freeman, Marcell Ozuna, Ozzie Albies, Dansby Swanson, Guillermo Heredia, Austin Riley, Alex Jackson, Huascar Ynoa,
2021-04-25a, Ronald Acuna Jr., Freddie Freeman, Marcell Ozuna, Ozzie Albies, Travis d'Arnaud, Dansby Swanson, Austin Riley, Guillermo Heredia, Drew Smyly,
2021-04-25b, Ronald Acuna Jr., Freddie Freeman, Marcell Ozuna, Ozzie Albies, Dansby Swanson, Guillermo Heredia, Austin Riley, Alex Jackson, Bryse Wilson,
2021-04-26, Ronald Acuna Jr., Freddie Freeman, Marcell Ozuna, Ozzie Albies, Travis d'Arnaud, Dansby Swanson, Austin Riley, Guillermo Heredia, Charlie Morton,
2021-04-27, Ronald Acuna Jr., Freddie Freeman, Marcell Ozuna, Ozzie Albies, Travis d'Arnaud, Dansby Swanson, Austin Riley, Guillermo Heredia, Ian Anderson,
2021-04-28, Ronald Acuna Jr., Freddie Freeman, Marcell Ozuna, Ozzie Albies, Dansby Swanson, Austin Riley, Guillermo Heredia, Alex Jackson, Huascar Ynoa,
2021-04-29, Ronald Acuna Jr., Freddie Freeman, Marcell Ozuna, Ozzie Albies, Travis d'Arnaud, Dansby Swanson, Austin Riley, Guillermo Heredia, Bryse Wilson,
2021-04-30, Ronald Acuna Jr., Freddie Freeman, Marcell Ozuna, Ozzie Albies, Travis d'Arnaud, Dansby Swanson, Austin Riley, Ehire Adrianza, Alex Jackson,
2021-05-01, Ronald Acuna Jr., Freddie Freeman, Marcell Ozuna, Ozzie Albies, Travis d'Arnaud, Dansby Swanson, Pablo Sandoval, Austin Riley, Cristian Pache,
2021-05-02, Ronald Acuna Jr., Freddie Freeman, Marcell Ozuna, Ozzie Albies, Pablo Sandoval, Dansby Swanson, Austin Riley, William Contreras, Cristian Pache,
2021-05-04, Ronald Acuna Jr., Freddie Freeman, Marcell Ozuna, Ozzie Albies, Austin Riley, Dansby Swanson, William Contreras, Cristian Pache, Huascar Ynoa,
2021-05-05, Ronald Acuna Jr., Freddie Freeman, Marcell Ozuna, Ozzie Albies, Austin Riley, Dansby Swanson, William Contreras, Cristian Pache, Max Fried,
2021-05-06, Ronald Acuna Jr., Ozzie Albies, Marcell Ozuna, Austin Riley, Dansby Swanson, Ehire Adrianza, Cristian Pache, Jeff Mathis, Drew Smyly,
2021-05-07, Ronald Acuna Jr., Freddie Freeman, Marcell Ozuna, Ozzie Albies, Austin Riley, William Contreras, Dansby Swanson, Cristian Pache, Josh Tomlin,
2021-05-08, Ronald Acuna Jr., Freddie Freeman, Marcell Ozuna, Ozzie Albies, Austin Riley, Dansby Swanson, William Contreras, Cristian Pache, Ian Anderson,
2021-05-09, Ronald Acuna Jr., Freddie Freeman, Marcell Ozuna, Ozzie Albies, Austin Riley, Dansby Swanson, William Contreras, Cristian Pache, Huascar Ynoa,
2021-05-11, Ronald Acuna Jr., Freddie Freeman, Marcell Ozuna, Ozzie Albies, Austin Riley, Dansby Swanson, William Contreras, Cristian Pache, Bryse Wilson,
2021-05-12, Ronald Acuna Jr., Freddie Freeman, Marcell Ozuna, Ozzie Albies, Austin Riley, Dansby Swanson, William Contreras, Cristian Pache, Max Fried,
2021-05-13, Ronald Acuna Jr., Freddie Freeman, Marcell Ozuna, Ozzie Albies, Ehire Adrianza, Dansby Swanson, Jeff Mathis, Cristian Pache, Charlie Morton,
