date,lineup1,lineup2,lineup3,lineup4,lineup5,lineup6,lineup7,lineup8,lineup9,
2024-10-05, Steven Kwan, David Fry, Jose Ramirez, Josh Naylor, Lane Thomas, Andres Gimenez, Jhonkensy Noel, Bo Naylor, Brayan Rocchio,
2024-10-07, Steven Kwan, David Fry, Jose Ramirez, Lane Thomas, Josh Naylor, Jhonkensy Noel, Andres Gimenez, Austin Hedges, Brayan Rocchio,
2024-10-09, Steven Kwan, Kyle Manzardo, Jose Ramirez, Josh Naylor, Lane Thomas, Andres Gimenez, Jhonkensy Noel, Bo Naylor, Brayan Rocchio,
2024-10-10, Steven Kwan, Kyle Manzardo, Jose Ramirez, Josh Naylor, Lane Thomas, Will Brennan, Andres Gimenez, Bo Naylor, Brayan Rocchio,
2024-10-12, Steven Kwan, David Fry, Jose Ramirez, Lane Thomas, Josh Naylor, Jhonkensy Noel, Bo Naylor, Andres Gimenez, Brayan Rocchio,
2024-10-14, Steven Kwan, David Fry, Jose Ramirez, Lane Thomas, Josh Naylor, Jhonkensy Noel, Bo Naylor, Andres Gimenez, Brayan Rocchio,
2024-10-15, Steven Kwan, Kyle Manzardo, Jose Ramirez, Josh Naylor, Lane Thomas, Will Brennan, Andres Gimenez, Bo Naylor, Brayan Rocchio,
2024-10-17, Steven Kwan, Kyle Manzardo, Jose Ramirez, Josh Naylor, Lane Thomas, Daniel Schneemann, Andres Gimenez, Austin Hedges, Brayan Rocchio,
2024-10-18, Steven Kwan, Kyle Manzardo, Jose Ramirez, Josh Naylor, Lane Thomas, Daniel Schneemann, Andres Gimenez, Austin Hedges, Brayan Rocchio,
2024-10-19, Steven Kwan, David Fry, Jose Ramirez, Lane Thomas, Josh Naylor, Jhonkensy Noel, Bo Naylor, Andres Gimenez, Brayan Rocchio,
