,player,team,b1,b2,b3,b4,b5,b6,b7,b8,b9
0,"Aybar, Erick",LAA,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,"Kendrick, Howie",LAA,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,"Pujols, Albert",LAA,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
3,"Morales, Kendrys",LAA,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
4,"Hunter, Torii",LAA,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0
5,"Abreu, Bobby",LAA,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
6,"Wells, Vernon",LAA,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0
7,"Callaspo, Alberto",LAA,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0
8,"Wilson, Bobby",LAA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
9,"Trumbo, Mark",LAA,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
10,"Iannetta, Chris",LAA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
11,"Bourjos, Peter",LAA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
12,"Izturis, Maicer",LAA,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
13,"Schafer, Jordan",HOU,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,"Altuve, Jose",HOU,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
15,"Martinez, J.D.",HOU,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
16,"Lee, Carlos",HOU,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
17,"Bogusevic, Brian",HOU,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0
18,"Johnson, Chris",HOU,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0
19,"Castro, Jason",HOU,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
20,"Gonzalez, Marwin",HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
21,"Rodriguez, Wandy",HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
22,"Bixler, Brian",HOU,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,"Snyder, Chris",HOU,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
24,"Harrell, Lucas",HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
25,"Norris, Bud",HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
26,"Buck, Travis",HOU,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0
27,"Happ, J.A.",HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
28,"Weiland, Kyle",HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
29,"Lowrie, Jed",HOU,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,"Maxwell, Justin",HOU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,"Weeks, Jemile",OAK,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,"Crisp, Coco",OAK,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
