,team,gamenum,b1,b2,b3,b4,b5,b6,b7,b8,b9
36,LAA,37,"Ward, Taylor","Trout, Mike","Ohtani, Shohei","Rendon, Anthony","Walsh, Jared","Marsh, Brandon","Wallach, Chad","Wade, Tyler","Velazquez, Andrew"
37,LAA,38,"Ward, Taylor","Trout, Mike","Ohtani, Shohei","Rendon, Anthony","Walsh, Jared","Marsh, Brandon","Romine, Austin","Wade, Tyler","Velazquez, Andrew"
38,LAA,39,"Ward, Taylor","Trout, Mike","Ohtani, Shohei","Rendon, Anthony","Duffy, Matt","Rengifo, Luis","Wallach, Chad","Marsh, Brandon","Velazquez, Andrew"
39,LAA,40,"Ward, Taylor","Trout, Mike","Ohtani, Shohei","Rendon, Anthony","Walsh, Jared","Rengifo, Luis","Wallach, Chad","Wade, Tyler","Velazquez, Andrew"
40,LAA,41,"Ward, Taylor","Trout, Mike","Ohtani, Shohei","Rendon, Anthony","Walsh, Jared","Marsh, Brandon","Rengifo, Luis","Wallach, Chad","Velazquez, Andrew"
41,LAA,42,"Ohtani, Shohei","Trout, Mike","Rendon, Anthony","Walsh, Jared","Marsh, Brandon","Rengifo, Luis","Wallach, Chad","Wade, Tyler","Velazquez, Andrew"
42,LAA,43,"Ohtani, Shohei","Trout, Mike","Rendon, Anthony","Duffy, Matt","Rengifo, Luis","Marsh, Brandon","Suzuki, Kurt","Wade, Tyler","Velazquez, Andrew"
43,LAA,44,"Ohtani, Shohei","Trout, Mike","Walsh, Jared","Duffy, Matt","Rengifo, Luis","Marsh, Brandon","Stassi, Max","Wade, Tyler","Velazquez, Andrew"
44,LAA,45,"Ohtani, Shohei","Trout, Mike","Walsh, Jared","Rendon, Anthony","Marsh, Brandon","Rengifo, Luis","Suzuki, Kurt","Wade, Tyler","Velazquez, Andrew"
45,LAA,46,"Rengifo, Luis","Trout, Mike","Ohtani, Shohei","Rendon, Anthony","Duffy, Matt","Stassi, Max","Lagares, Juan","Marsh, Brandon","Velazquez, Andrew"
46,LAA,47,"Ward, Taylor","Trout, Mike","Walsh, Jared","Stassi, Max","Rengifo, Luis","Marsh, Brandon","Velazquez, Andrew","Lagares, Juan","Wade, Tyler"
47,LAA,48,"Rengifo, Luis","Ohtani, Shohei","Trout, Mike","Duffy, Matt","Walsh, Jared","Suzuki, Kurt","Marsh, Brandon","Lagares, Juan","Velazquez, Andrew"
48,LAA,49,"Ward, Taylor","Ohtani, Shohei","Trout, Mike","Walsh, Jared","Rengifo, Luis","Marsh, Brandon","Stassi, Max","Velazquez, Andrew","Wade, Tyler"
49,LAA,50,"Ward, Taylor","Ohtani, Shohei","Trout, Mike","Duffy, Matt","Rengifo, Luis","Stassi, Max","Walsh, Jared","Walsh, Jared","Lagares, Juan"
50,LAA,51,"Ward, Taylor","Ohtani, Shohei","Trout, Mike","Walsh, Jared","Rengifo, Luis","Marsh, Brandon","Suzuki, Kurt","Wade, Tyler","Velazquez, Andrew"
51,LAA,52,"Ward, Taylor","Ohtani, Shohei","Trout, Mike","Duffy, Matt","Rengifo, Luis","Stassi, Max","Walsh, Jared","Lagares, Juan","Velazquez, Andrew"
52,LAA,53,"Ward, Taylor","Ohtani, Shohei","Trout, Mike","Walsh, Jared","Rengifo, Luis","Marsh, Brandon","Stassi, Max","Duffy, Matt","Wade, Tyler"
53,LAA,54,"Duffy, Matt","Ohtani, Shohei","Trout, Mike","Walsh, Jared","Walsh, Jared","Stassi, Max","Marsh, Brandon","Rengifo, Luis","Lagares, Juan"
54,LAA,55,"Duffy, Matt","Ohtani, Shohei","Trout, Mike","Walsh, Jared","Adell, Jo","Marsh, Brandon","Suzuki, Kurt","Wade, Tyler","Velazquez, Andrew"
55,LAA,56,"Duffy, Matt","Ohtani, Shohei","Trout, Mike","Walsh, Jared","Stassi, Max","Marsh, Brandon","Rengifo, Luis","Adell, Jo","Velazquez, Andrew"
56,LAA,57,"Rengifo, Luis","Ohtani, Shohei","Trout, Mike","Walsh, Jared","Stassi, Max","Marsh, Brandon","Lagares, Juan","Wade, Tyler","Velazquez, Andrew"
57,LAA,58,"Ohtani, Shohei","Adell, Jo","Walsh, Jared","Duffy, Matt","Lagares, Juan","Marsh, Brandon","Mayfield, Jack","Suzuki, Kurt","Wade, Tyler"
58,LAA,59,"Lagares, Juan","Ohtani, Shohei","Stassi, Max","Walsh, Jared","Adell, Jo","Thomas, Dillon","Mayfield, Jack","Wade, Tyler","Velazquez, Andrew"
59,LAA,60,"Lagares, Juan","Ohtani, Shohei","Rendon, Anthony","Walsh, Jared","Stassi, Max","Marsh, Brandon","Adell, Jo","Wade, Tyler","Velazquez, Andrew"
60,LAA,61,"Marsh, Brandon","Trout, Mike","Ohtani, Shohei","Rendon, Anthony","Walsh, Jared","Stassi, Max","Lagares, Juan","Rengifo, Luis","Velazquez, Andrew"
61,HOU,1,"Altuve, Jose","Brantley, Michael","Bregman, Alex","Alvarez, Yordan","Gurriel, Yuli","Tucker, Kyle","Peña, Jeremy","McCormick, Chas","Maldonado, Martín"
62,HOU,2,"Altuve, Jose","Brantley, Michael","Bregman, Alex","Alvarez, Yordan","Díaz, Aledmys","Tucker, Kyle","Peña, Jeremy","Siri, Jose","Maldonado, Martín"
63,HOU,3,"Altuve, Jose","Brantley, Michael","Goodrum, Niko","Alvarez, Yordan","Díaz, Aledmys","Tucker, Kyle","Peña, Jeremy","Castro, Jason","McCormick, Chas"
64,HOU,4,"Siri, Jose","Peña, Jeremy","Bregman, Alex","Alvarez, Yordan","Díaz, Aledmys","Tucker, Kyle","McCormick, Chas","Goodrum, Niko","Maldonado, Martín"
65,HOU,5,"Altuve, Jose","Brantley, Michael","Bregman, Alex","Gurriel, Yuli","Tucker, Kyle","Díaz, Aledmys","Peña, Jeremy","Castro, Jason","Siri, Jose"
66,HOU,6,"Altuve, Jose","Brantley, Michael","Bregman, Alex","Tucker, Kyle","Gurriel, Yuli","Díaz, Aledmys","McCormick, Chas","Peña, Jeremy","Maldonado, Martín"
67,HOU,7,"Altuve, Jose","Brantley, Michael","Bregman, Alex","Gurriel, Yuli","Tucker, Kyle","Siri, Jose","McCormick, Chas","Peña, Jeremy","Maldonado, Martín"
68,HOU,8,"Altuve, Jose","Brantley, Michael","Bregman, Alex","Tucker, Kyle","Gurriel, Yuli","Goodrum, Niko","McCormick, Chas","Peña, Jeremy","Maldonado, Martín"
69,HOU,9,"Altuve, Jose","Brantley, Michael","Bregman, Alex","Tucker, Kyle","Gurriel, Yuli","Castro, Jason","Díaz, Aledmys","Siri, Jose","McCormick, Chas"
70,HOU,10,"Altuve, Jose","Brantley, Michael","Bregman, Alex","Alvarez, Yordan","Gurriel, Yuli","Tucker, Kyle","Peña, Jeremy","Siri, Jose","Maldonado, Martín"
71,HOU,11,"Peña, Jeremy","Brantley, Michael","Bregman, Alex","Alvarez, Yordan","Gurriel, Yuli","Tucker, Kyle","Díaz, Aledmys","McCormick, Chas","Maldonado, Martín"
72,HOU,12,"Peña, Jeremy","Brantley, Michael","Bregman, Alex","Alvarez, Yordan","Tucker, Kyle","Gurriel, Yuli","Goodrum, Niko","Castro, Jason","Siri, Jose"
73,HOU,13,"Peña, Jeremy","Brantley, Michael","Bregman, Alex","Alvarez, Yordan","Gurriel, Yuli","Tucker, Kyle","Díaz, Aledmys","McCormick, Chas","Maldonado, Martín"
74,HOU,14,"Peña, Jeremy","Brantley, Michael","Bregman, Alex","Alvarez, Yordan","Gurriel, Yuli","Tucker, Kyle","Goodrum, Niko","Siri, Jose","Maldonado, Martín"
75,HOU,15,"McCormick, Chas","Brantley, Michael","Bregman, Alex","Alvarez, Yordan","Gurriel, Yuli","Tucker, Kyle","Díaz, Aledmys","Peña, Jeremy","Maldonado, Martín"
76,HOU,16,"McCormick, Chas","Brantley, Michael","Bregman, Alex","Alvarez, Yordan","Gurriel, Yuli","Tucker, Kyle","Díaz, Aledmys","Castro, Jason","Peña, Jeremy"
77,HOU,17,"Siri, Jose","Goodrum, Niko","Bregman, Alex","Alvarez, Yordan","Gurriel, Yuli","Tucker, Kyle","Peña, Jeremy","McCormick, Chas","Maldonado, Martín"
78,HOU,18,"McCormick, Chas","Brantley, Michael","Bregman, Alex","Alvarez, Yordan","Tucker, Kyle","Díaz, Aledmys","Matijevic, J.J.","Peña, Jeremy","Castro, Jason"
79,HOU,19,"McCormick, Chas","Brantley, Michael","Bregman, Alex","Alvarez, Yordan","Gurriel, Yuli","Díaz, Aledmys","Peña, Jeremy","Siri, Jose","Maldonado, Martín"
80,HOU,20,"McCormick, Chas","Peña, Jeremy","Bregman, Alex","Alvarez, Yordan","Gurriel, Yuli","Tucker, Kyle","Díaz, Aledmys","Siri, Jose","Maldonado, Martín"
81,HOU,21,"McCormick, Chas","Goodrum, Niko","Bregman, Alex","Alvarez, Yordan","Gurriel, Yuli","Tucker, Kyle","Peña, Jeremy","Castro, Jason","Siri, Jose"
82,HOU,22,"McCormick, Chas","Brantley, Michael","Díaz, Aledmys","Alvarez, Yordan","Gurriel, Yuli","Tucker, Kyle","Goodrum, Niko","Peña, Jeremy","Maldonado, Martín"
83,HOU,23,"Altuve, Jose","Brantley, Michael","Bregman, Alex","Alvarez, Yordan","Gurriel, Yuli","Tucker, Kyle","McCormick, Chas","Peña, Jeremy","Maldonado, Martín"
84,HOU,24,"Altuve, Jose","Brantley, Michael","Bregman, Alex","Alvarez, Yordan","Gurriel, Yuli","Tucker, Kyle","Peña, Jeremy","Siri, Jose","Maldonado, Martín"
85,HOU,25,"Altuve, Jose","Brantley, Michael","Bregman, Alex","Alvarez, Yordan","Gurriel, Yuli","Tucker, Kyle","Díaz, Aledmys","Castro, Jason","McCormick, Chas"
86,HOU,26,"Altuve, Jose","Brantley, Michael","Bregman, Alex","Alvarez, Yordan","Gurriel, Yuli","Tucker, Kyle","Peña, Jeremy","Siri, Jose","Maldonado, Martín"
87,HOU,27,"Altuve, Jose","Brantley, Michael","Bregman, Alex","Alvarez, Yordan","Gurriel, Yuli","Tucker, Kyle","Peña, Jeremy","McCormick, Chas","Maldonado, Martín"
88,HOU,28,"Altuve, Jose","Brantley, Michael","Bregman, Alex","Alvarez, Yordan","Gurriel, Yuli","Tucker, Kyle","Peña, Jeremy","McCormick, Chas","Maldonado, Martín"
89,HOU,29,"Altuve, Jose","Brantley, Michael","Bregman, Alex","Alvarez, Yordan","Tucker, Kyle","Díaz, Aledmys","Goodrum, Niko","Castro, Jason","Siri, Jose"
90,HOU,30,"Altuve, Jose","Brantley, Michael","Bregman, Alex","Alvarez, Yordan","Gurriel, Yuli","Tucker, Kyle","McCormick, Chas","Peña, Jeremy","Maldonado, Martín"
91,HOU,31,"Altuve, Jose","Brantley, Michael","Bregman, Alex","Alvarez, Yordan","Gurriel, Yuli","Tucker, Kyle","Peña, Jeremy","Siri, Jose","Maldonado, Martín"
92,HOU,32,"Altuve, Jose","Peña, Jeremy","Bregman, Alex","Alvarez, Yordan","Tucker, Kyle","McCormick, Chas","Goodrum, Niko","Castro, Jason","Siri, Jose"
93,HOU,33,"Altuve, Jose","Brantley, Michael","Bregman, Alex","Alvarez, Yordan","Tucker, Kyle","Gurriel, Yuli","Díaz, Aledmys","McCormick, Chas","Maldonado, Martín"
94,HOU,34,"Siri, Jose","Brantley, Michael","Bregman, Alex","Alvarez, Yordan","Tucker, Kyle","Gurriel, Yuli","Díaz, Aledmys","Goodrum, Niko","Maldonado, Martín"
95,HOU,35,"Altuve, Jose","Brantley, Michael","Bregman, Alex","Alvarez, Yordan","Gurriel, Yuli","Díaz, Aledmys","Siri, Jose","McCormick, Chas","Maldonado, Martín"
96,HOU,36,"Altuve, Jose","Brantley, Michael","Bregman, Alex","Alvarez, Yordan","Gurriel, Yuli","Tucker, Kyle","McCormick, Chas","Castro, Jason","Dubón, Mauricio"
97,HOU,37,"Altuve, Jose","Brantley, Michael","Bregman, Alex","Alvarez, Yordan","Gurriel, Yuli","Tucker, Kyle","Peña, Jeremy","Siri, Jose","Maldonado, Martín"
98,HOU,38,"Altuve, Jose","Brantley, Michael","Díaz, Aledmys","Alvarez, Yordan","Gurriel, Yuli","Tucker, Kyle","McCormick, Chas","Peña, Jeremy","Maldonado, Martín"
99,HOU,39,"Altuve, Jose","Bregman, Alex","Alvarez, Yordan","Díaz, Aledmys","Tucker, Kyle","Peña, Jeremy","McCormick, Chas","Siri, Jose","Maldonado, Martín"
100,HOU,40,"Altuve, Jose","Brantley, Michael","Bregman, Alex","Tucker, Kyle","Gurriel, Yuli","Peña, Jeremy","Dubón, Mauricio","McCormick, Chas","Maldonado, Martín"
101,HOU,41,"Siri, Jose","Brantley, Michael","Bregman, Alex","Alvarez, Yordan","Gurriel, Yuli","Tucker, Kyle","Díaz, Aledmys","Castro, Jason","Peña, Jeremy"
102,HOU,42,"Altuve, Jose","Brantley, Michael","Bregman, Alex","Alvarez, Yordan","Gurriel, Yuli","Tucker, Kyle","Peña, Jeremy","McCormick, Chas","Maldonado, Martín"
103,HOU,43,"Altuve, Jose","Brantley, Michael","Bregman, Alex","Alvarez, Yordan","Gurriel, Yuli","Tucker, Kyle","Peña, Jeremy","Siri, Jose","Maldonado, Martín"
104,HOU,44,"Altuve, Jose","Brantley, Michael","Bregman, Alex","Alvarez, Yordan","Gurriel, Yuli","Tucker, Kyle","Peña, Jeremy","McCormick, Chas","Maldonado, Martín"
105,HOU,45,"Altuve, Jose","Brantley, Michael","Bregman, Alex","Alvarez, Yordan","Gurriel, Yuli","Díaz, Aledmys","Castro, Jason","Dubón, Mauricio","Siri, Jose"
106,HOU,46,"Altuve, Jose","Brantley, Michael","Bregman, Alex","Alvarez, Yordan","Gurriel, Yuli","Tucker, Kyle","Peña, Jeremy","Siri, Jose","Maldonado, Martín"
107,HOU,47,"Altuve, Jose","Brantley, Michael","Bregman, Alex","Alvarez, Yordan","Gurriel, Yuli","Tucker, Kyle","Peña, Jeremy","McCormick, Chas","Castro, Jason"
108,HOU,48,"Altuve, Jose","Brantley, Michael","Bregman, Alex","Alvarez, Yordan","Gurriel, Yuli","Peña, Jeremy","Dubón, Mauricio","Siri, Jose","Maldonado, Martín"
109,HOU,49,"Altuve, Jose","Brantley, Michael","Bregman, Alex","Alvarez, Yordan","Gurriel, Yuli","Peña, Jeremy","McCormick, Chas","Siri, Jose","Maldonado, Martín"
110,HOU,50,"Altuve, Jose","Brantley, Michael","Bregman, Alex","Alvarez, Yordan","Gurriel, Yuli","Peña, Jeremy","Castro, Jason","McCormick, Chas","Siri, Jose"
111,HOU,51,"Altuve, Jose","Tucker, Kyle","Bregman, Alex","Alvarez, Yordan","Díaz, Aledmys","Peña, Jeremy","McCormick, Chas","Dubón, Mauricio","Maldonado, Martín"
112,HOU,52,"Altuve, Jose","Brantley, Michael","Gurriel, Yuli","Alvarez, Yordan","Díaz, Aledmys","Tucker, Kyle","Peña, Jeremy","Siri, Jose","Maldonado, Martín"
113,HOU,53,"Altuve, Jose","Brantley, Michael","Bregman, Alex","Alvarez, Yordan","Gurriel, Yuli","Tucker, Kyle","Peña, Jeremy","Siri, Jose","Maldonado, Martín"
114,HOU,54,"Altuve, Jose","Dubón, Mauricio","Bregman, Alex","Alvarez, Yordan","Tucker, Kyle","Gurriel, Yuli","Peña, Jeremy","McCormick, Chas","Maldonado, Martín"
115,HOU,55,"Altuve, Jose","Brantley, Michael","Bregman, Alex","Alvarez, Yordan","Gurriel, Yuli","Tucker, Kyle","Peña, Jeremy","McCormick, Chas","Maldonado, Martín"
116,HOU,56,"Altuve, Jose","Brantley, Michael","Bregman, Alex","Alvarez, Yordan","Tucker, Kyle","Gurriel, Yuli","Peña, Jeremy","Castro, Jason","Siri, Jose"
117,HOU,57,"Altuve, Jose","Brantley, Michael","Bregman, Alex","Alvarez, Yordan","Tucker, Kyle","Gurriel, Yuli","Díaz, Aledmys","Siri, Jose","Maldonado, Martín"
118,HOU,58,"Altuve, Jose","Brantley, Michael","Bregman, Alex","Alvarez, Yordan","Tucker, Kyle","Gurriel, Yuli","Peña, Jeremy","McCormick, Chas","Maldonado, Martín"
119,HOU,59,"Altuve, Jose","Brantley, Michael","Bregman, Alex","Alvarez, Yordan","Gurriel, Yuli","Tucker, Kyle","Peña, Jeremy","Dubón, Mauricio","Maldonado, Martín"
120,OAK,1,"Kemp, Tony","McKinney, Billy","Murphy, Sean","Pinder, Chad","Brown, Seth","Andrus, Elvis","Smith, Kevin","Piscotty, Stephen","Pache, Cristian"
121,OAK,2,"Kemp, Tony","Lowrie, Jed","Murphy, Sean","Pinder, Chad","Brown, Seth","Andrus, Elvis","Smith, Kevin","Piscotty, Stephen","Pache, Cristian"
122,OAK,3,"Kemp, Tony","Andrus, Elvis","Murphy, Sean","Brown, Seth","Piscotty, Stephen","McKinney, Billy","Smith, Kevin","Allen, Austin","Pache, Cristian"
123,OAK,4,"Kemp, Tony","Andrus, Elvis","McKinney, Billy","Murphy, Sean","Brown, Seth","Pinder, Chad","Vogt, Stephen","Neuse, Sheldon","Pache, Cristian"
124,OAK,5,"Kemp, Tony","Andrus, Elvis","Lowrie, Jed","Murphy, Sean","Brown, Seth","Pinder, Chad","McKinney, Billy","Piscotty, Stephen","Neuse, Sheldon"
125,OAK,6,"Pinder, Chad","Lowrie, Jed","Piscotty, Stephen","Murphy, Sean","Brown, Seth","Andrus, Elvis","Neuse, Sheldon","Smith, Kevin","Pache, Cristian"
126,OAK,7,"Kemp, Tony","Pinder, Chad","Murphy, Sean","Neuse, Sheldon","McKinney, Billy","Andrus, Elvis","Smith, Kevin","Allen, Austin","Pache, Cristian"
127,OAK,8,"Kemp, Tony","Lowrie, Jed","Murphy, Sean","McKinney, Billy","Neuse, Sheldon","Brown, Seth","Andrus, Elvis","Smith, Kevin","Pache, Cristian"
128,OAK,9,"Pinder, Chad","Andrus, Elvis","Lowrie, Jed","Murphy, Sean","Neuse, Sheldon","Smith, Kevin","Bethancourt, Christian","Pache, Cristian","Jackson, Drew"
129,OAK,10,"Kemp, Tony","Murphy, Sean","Pinder, Chad","Brown, Seth","Neuse, Sheldon","Bethancourt, Christian","Vogt, Stephen","Smith, Kevin","Pache, Cristian"
130,OAK,11,"Kemp, Tony","Andrus, Elvis","Murphy, Sean","McKinney, Billy","Bethancourt, Christian","Brown, Seth","Neuse, Sheldon","Smith, Kevin","Pache, Cristian"
131,OAK,12,"Kemp, Tony","Neuse, Sheldon","Murphy, Sean","McKinney, Billy","Bethancourt, Christian","Andrus, Elvis","Brown, Seth","Pache, Cristian","Allen, Nick"
132,OAK,13,"Kemp, Tony","Neuse, Sheldon","Murphy, Sean","McKinney, Billy","Brown, Seth","Bethancourt, Christian","Andrus, Elvis","Vogt, Stephen","Pache, Cristian"
133,OAK,14,"Kemp, Tony","Neuse, Sheldon","Murphy, Sean","Brown, Seth","Bethancourt, Christian","McKinney, Billy","Andrus, Elvis","Pache, Cristian","Allen, Nick"
134,OAK,15,"Kemp, Tony","Neuse, Sheldon","Murphy, Sean","Brown, Seth","Andrus, Elvis","Allen, Austin","Pache, Cristian","McDonald, Mickey","Allen, Nick"
135,OAK,16,"Kemp, Tony","Neuse, Sheldon","Murphy, Sean","Bethancourt, Christian","Piscotty, Stephen","Andrus, Elvis","Lopes, Christian","Pache, Cristian","Allen, Nick"
136,OAK,17,"Kemp, Tony","Neuse, Sheldon","Murphy, Sean","Brown, Seth","Piscotty, Stephen","Allen, Austin","McKinney, Billy","Allen, Nick","McDonald, Mickey"
137,OAK,18,"Kemp, Tony","Neuse, Sheldon","Murphy, Sean","Piscotty, Stephen","Bethancourt, Christian","Andrus, Elvis","Pache, Cristian","Lopes, Christian","Allen, Nick"
138,OAK,19,"Pinder, Chad","Neuse, Sheldon","Murphy, Sean","Piscotty, Stephen","Bethancourt, Christian","Brown, Seth","Andrus, Elvis","Pache, Cristian","Kemp, Tony"
139,OAK,20,"Kemp, Tony","Neuse, Sheldon","Lowrie, Jed","Murphy, Sean","Brown, Seth","Pinder, Chad","McKinney, Billy","Andrus, Elvis","Pache, Cristian"
140,OAK,21,"Kemp, Tony","Neuse, Sheldon","McKinney, Billy","Brown, Seth","Smith, Kevin","Allen, Austin","Andrus, Elvis","Pache, Cristian","Allen, Nick"
141,OAK,22,"Kemp, Tony","Neuse, Sheldon","Lowrie, Jed","Murphy, Sean","Piscotty, Stephen","Brown, Seth","Pinder, Chad","Smith, Kevin","Andrus, Elvis"
142,OAK,23,"Kemp, Tony","Neuse, Sheldon","Lowrie, Jed","Murphy, Sean","Piscotty, Stephen","Brown, Seth","Pinder, Chad","Andrus, Elvis","Pache, Cristian"
143,OAK,24,"Pinder, Chad","Neuse, Sheldon","Lowrie, Jed","Murphy, Sean","Piscotty, Stephen","Bethancourt, Christian","Smith, Kevin","Andrus, Elvis","Pache, Cristian"
