,player,realised_curr,realised_prev,mean_pos_curr,mean_pos_prev,ngames_curr,ngames_prev,volatility,curr_projection,future_projection
33,Marwin Gonzalez,307.0,537.3000000000001,6.75,6.411764705882353,8.0,137.70000000000002,0.005894167307445854,524.4497941176471,405.11075
34,Mark Canha,625.0,656.1,2.0428571428571427,4.694915254237288,140.0,159.3,0.022198022989718725,605.1129745762712,622.4087142857143
35,Ramon Laureano,378.0,599.4000000000001,3.0,3.4814814814814814,87.0,145.8,0.0034546597457936596,591.7913518518519,487.05449999999996
36,Matt Olson,673.0,661.5,3.1538461538461537,4.11864406779661,156.0,159.3,0.013241533293380688,614.950093220339,632.6491153846154
37,Matt Chapman,622.0,410.40000000000003,5.112582781456954,3.4444444444444446,151.0,97.2,0.013125180146058858,497.7500555555556,582.8901622516556
38,Mitch Moreland,252.0,410.40000000000003,5.26984126984127,4.9411764705882355,63.0,45.900000000000006,0.0009002874933560932,479.21302941176475,252.0
39,Sean Murphy,448.0,378.0,6.440366972477064,8.461538461538462,109.0,105.30000000000001,0.015196621740359965,419.41334615384613,479.4455550458716
40,Chad Pinder,233.0,164.70000000000002,5.9298245614035086,7.166666666666667,57.0,32.400000000000006,0.011119874491296469,328.80033333333336,233.0
41,Elvis Andrus,541.0,299.70000000000005,7.678571428571429,5.035714285714286,140.0,75.60000000000001,0.009387755102040814,422.6921785714286,510.61039285714287
42,Stephen Piscotty,188.0,461.70000000000005,7.0588235294117645,6.4772727272727275,51.0,118.80000000000001,0.0021476032210539916,485.8384772727273,188.0
43,Tony Kemp,397.0,307.8,6.133333333333334,7.21875,90.0,86.4,0.001885127314814815,399.70528125,457.74816666666663
44,Seth Brown,307.0,13.5,6.130434782608695,7.0,69.0,2.7,0.019440360335130344,255.2645,412.7840652173913
45,Vimael Machin,37.0,191.70000000000002,8.636363636363637,8.055555555555555,11.0,48.6,0.005460043759707059,331.29144444444444,37.0
