,team,gamenum,opponent,date,opposinghandedness,pa1,pa2,pa3,pa4,pa5,pa6,pa7,pa8,pa9,dblheader
0,LAA,1,CHC,2016-04-04,R,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,false
1,LAA,2,CHC,2016-04-05,L,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,false
2,LAA,3,TEX,2016-04-07,L,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,false
3,LAA,4,TEX,2016-04-08,R,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
4,LAA,5,TEX,2016-04-09,L,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,false
5,LAA,6,TEX,2016-04-10,L,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,false
6,LAA,7,OAK,2016-04-11,R,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
7,LAA,8,OAK,2016-04-12,R,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
8,LAA,9,OAK,2016-04-13,L,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,false
9,LAA,10,MIN,2016-04-15,L,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
10,LAA,11,MIN,2016-04-16,R,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
11,LAA,12,MIN,2016-04-17,R,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,false
12,LAA,13,CWS,2016-04-18,L,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,false
13,LAA,14,CWS,2016-04-19,R,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,false
14,LAA,15,CWS,2016-04-20,L,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,false
15,LAA,16,CWS,2016-04-21,L,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
16,LAA,17,SEA,2016-04-22,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,false
17,LAA,18,SEA,2016-04-23,R,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,false
18,LAA,19,SEA,2016-04-24,L,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,false
19,LAA,20,KC,2016-04-25,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,false
20,LAA,21,KC,2016-04-26,R,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,false
21,LAA,22,KC,2016-04-27,R,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,false
22,LAA,23,TEX,2016-04-29,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,false
23,LAA,24,TEX,2016-04-30,L,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,false
24,LAA,25,TEX,2016-05-01,L,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,false
25,LAA,26,MIL,2016-05-02,R,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,false
26,LAA,27,MIL,2016-05-03,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,false
27,LAA,28,MIL,2016-05-04,R,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,false
28,LAA,29,TB,2016-05-06,R,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,false
29,LAA,30,TB,2016-05-07,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,false
30,LAA,31,TB,2016-05-08,R,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,false
31,LAA,32,STL,2016-05-10,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
32,LAA,33,STL,2016-05-11,L,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,false
33,LAA,34,STL,2016-05-12,R,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,false
34,LAA,35,SEA,2016-05-13,R,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,false
35,LAA,36,SEA,2016-05-14,R,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,false
36,LAA,37,SEA,2016-05-15,R,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
37,LAA,38,LAD,2016-05-16,R,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,false
38,LAA,39,LAD,2016-05-17,L,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,false
39,LAA,40,LAD,2016-05-18,R,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,false
40,LAA,41,LAD,2016-05-19,R,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
41,LAA,42,BAL,2016-05-20,R,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,false
42,LAA,43,BAL,2016-05-21,R,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,false
43,LAA,44,BAL,2016-05-22,R,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,false
44,LAA,45,TEX,2016-05-23,L,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,false
45,LAA,46,TEX,2016-05-24,L,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,false
46,LAA,47,TEX,2016-05-25,R,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,false
47,LAA,48,HOU,2016-05-27,R,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
48,LAA,49,HOU,2016-05-28,L,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,false
49,LAA,50,HOU,2016-05-29,R,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,false
50,LAA,51,DET,2016-05-30,R,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,false
51,LAA,52,DET,2016-05-31,R,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,false
52,LAA,53,DET,2016-06-01,R,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,false
53,LAA,54,PIT,2016-06-03,L,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,false
54,LAA,55,PIT,2016-06-04,L,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
55,LAA,56,PIT,2016-06-05,R,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
56,LAA,57,NYY,2016-06-06,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,false
57,LAA,58,NYY,2016-06-07,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,false
58,LAA,59,NYY,2016-06-08,R,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,false
59,LAA,60,NYY,2016-06-09,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
60,LAA,61,CLE,2016-06-10,R,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,false
61,LAA,62,CLE,2016-06-11,R,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
62,LAA,63,CLE,2016-06-12,R,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,false
63,LAA,64,MIN,2016-06-13,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,false
64,LAA,65,MIN,2016-06-14,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,false
65,LAA,66,MIN,2016-06-15,R,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,false
