,team,gamenum,b1,b2,b3,b4,b5,b6,b7,b8,b9
17,LAA,18,"Escobar, Yunel","Ortega, Rafael","Trout, Mike","Pujols, Albert","Calhoun, Kole","Simmons, Andrelton","Pennington, Cliff","Pérez, Carlos","Choi, Ji-Man"
18,LAA,19,"Escobar, Yunel","Giavotella, Johnny","Trout, Mike","Pujols, Albert","Calhoun, Kole","Soto, Geovany","Simmons, Andrelton","Cron, C.J.","Gentry, Craig"
19,LAA,20,"Escobar, Yunel","Ortega, Rafael","Trout, Mike","Pujols, Albert","Calhoun, Kole","Simmons, Andrelton","Pennington, Cliff","Pérez, Carlos","Choi, Ji-Man"
20,LAA,21,"Escobar, Yunel","Ortega, Rafael","Trout, Mike","Pujols, Albert","Calhoun, Kole","Simmons, Andrelton","Cron, C.J.","Pérez, Carlos","Giavotella, Johnny"
21,LAA,22,"Escobar, Yunel","Ortega, Rafael","Trout, Mike","Pujols, Albert","Calhoun, Kole","Simmons, Andrelton","Pennington, Cliff","Pérez, Carlos","Choi, Ji-Man"
22,LAA,23,"Escobar, Yunel","Ortega, Rafael","Trout, Mike","Pujols, Albert","Calhoun, Kole","Simmons, Andrelton","Cron, C.J.","Soto, Geovany","Giavotella, Johnny"
23,LAA,24,"Escobar, Yunel","Giavotella, Johnny","Trout, Mike","Pujols, Albert","Calhoun, Kole","Simmons, Andrelton","Cron, C.J.","Pérez, Carlos","Ortega, Rafael"
24,LAA,25,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Cron, C.J.","Soto, Geovany","Simmons, Andrelton","Robinson, Shane","Pennington, Cliff"
25,LAA,26,"Escobar, Yunel","Ortega, Rafael","Trout, Mike","Pujols, Albert","Calhoun, Kole","Simmons, Andrelton","Soto, Geovany","Weaver, Jered","Giavotella, Johnny"
26,LAA,27,"Escobar, Yunel","Ortega, Rafael","Trout, Mike","Pujols, Albert","Calhoun, Kole","Simmons, Andrelton","Pérez, Carlos","Tropeano, Nick","Pennington, Cliff"
27,LAA,28,"Escobar, Yunel","Ortega, Rafael","Trout, Mike","Pujols, Albert","Calhoun, Kole","Simmons, Andrelton","Soto, Geovany","Santiago, Héctor","Giavotella, Johnny"
28,LAA,29,"Escobar, Yunel","Nava, Daniel","Trout, Mike","Pujols, Albert","Calhoun, Kole","Cron, C.J.","Simmons, Andrelton","Pérez, Carlos","Pennington, Cliff"
29,LAA,30,"Escobar, Yunel","Nava, Daniel","Trout, Mike","Pujols, Albert","Calhoun, Kole","Cron, C.J.","Giavotella, Johnny","Soto, Geovany","Simmons, Andrelton"
30,LAA,31,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Cron, C.J.","Simmons, Andrelton","Pennington, Cliff","Pérez, Carlos","Choi, Ji-Man"
31,LAA,32,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Nava, Daniel","Cron, C.J.","Giavotella, Johnny","Soto, Geovany","Pennington, Cliff"
32,LAA,33,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Cron, C.J.","Soto, Geovany","Giavotella, Johnny","Robinson, Shane","Ryan, Brendan"
33,LAA,34,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Nava, Daniel","Cron, C.J.","Giavotella, Johnny","Pérez, Carlos","Pennington, Cliff"
34,LAA,35,"Calhoun, Kole","Trout, Mike","Pujols, Albert","Nava, Daniel","Nava, Daniel","Cron, C.J.","Soto, Geovany","Giavotella, Johnny","Marte, Jefry"
35,LAA,36,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Nava, Daniel","Cron, C.J.","Giavotella, Johnny","Pérez, Carlos","Petit, Gregorio"
36,LAA,37,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Nava, Daniel","Cron, C.J.","Soto, Geovany","Giavotella, Johnny","Petit, Gregorio"
37,LAA,38,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Nava, Daniel","Giavotella, Johnny","Pérez, Carlos","Shoemaker, Matt","Petit, Gregorio"
38,LAA,39,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Soto, Geovany","Giavotella, Johnny","Robinson, Shane","Weaver, Jered","Petit, Gregorio"
39,LAA,40,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Cron, C.J.","Giavotella, Johnny","Ortega, Rafael","Pérez, Carlos","Ryan, Brendan"
40,LAA,41,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Cron, C.J.","Giavotella, Johnny","Ortega, Rafael","Pérez, Carlos","Petit, Gregorio"
41,LAA,42,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Cron, C.J.","Giavotella, Johnny","Ortega, Rafael","Pérez, Carlos","Petit, Gregorio"
42,LAA,43,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Cron, C.J.","Giavotella, Johnny","Ortega, Rafael","Bandy, Jett","Petit, Gregorio"
43,LAA,44,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Giavotella, Johnny","Cron, C.J.","Ortega, Rafael","Pérez, Carlos","Petit, Gregorio"
44,LAA,45,"Escobar, Yunel","Trout, Mike","Pujols, Albert","Cron, C.J.","Giavotella, Johnny","Pérez, Carlos","Petit, Gregorio","Ortega, Rafael","Robinson, Shane"
45,LAA,46,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Giavotella, Johnny","Pérez, Carlos","Petit, Gregorio","Ortega, Rafael","Robinson, Shane"
46,LAA,47,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Cron, C.J.","Giavotella, Johnny","Ortega, Rafael","Bandy, Jett","Petit, Gregorio"
47,LAA,48,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Cron, C.J.","Giavotella, Johnny","Ortega, Rafael","Pérez, Carlos","Petit, Gregorio"
48,LAA,49,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Cron, C.J.","Giavotella, Johnny","Petit, Gregorio","Pérez, Carlos","Robinson, Shane"
49,LAA,50,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Giavotella, Johnny","Ortega, Rafael","Pennington, Cliff","Bandy, Jett","Cowart, Kaleb"
50,LAA,51,"Calhoun, Kole","Trout, Mike","Pujols, Albert","Cron, C.J.","Giavotella, Johnny","Ortega, Rafael","Pennington, Cliff","Pérez, Carlos","Petit, Gregorio"
51,LAA,52,"Calhoun, Kole","Trout, Mike","Pujols, Albert","Cron, C.J.","Marte, Jefry","Ortega, Rafael","Pennington, Cliff","Pérez, Carlos","Petit, Gregorio"
52,LAA,53,"Giavotella, Johnny","Calhoun, Kole","Trout, Mike","Cron, C.J.","Marte, Jefry","Ortega, Rafael","Pérez, Carlos","Robinson, Shane","Petit, Gregorio"
53,LAA,54,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Giavotella, Johnny","Pérez, Carlos","Petit, Gregorio","Weaver, Jered","Robinson, Shane"
54,LAA,55,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Giavotella, Johnny","Pérez, Carlos","Petit, Gregorio","Chacín, Jhoulys","Robinson, Shane"
55,LAA,56,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Giavotella, Johnny","Ortega, Rafael","Pérez, Carlos","Santiago, Héctor","Petit, Gregorio"
56,LAA,57,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Cron, C.J.","Giavotella, Johnny","Ortega, Rafael","Bandy, Jett","Petit, Gregorio"
57,LAA,58,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Cron, C.J.","Giavotella, Johnny","Ortega, Rafael","Pérez, Carlos","Petit, Gregorio"
58,LAA,59,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Marte, Jefry","Giavotella, Johnny","Ortega, Rafael","Pérez, Carlos","Petit, Gregorio"
59,LAA,60,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Cron, C.J.","Giavotella, Johnny","Ortega, Rafael","Pérez, Carlos","Petit, Gregorio"
60,LAA,61,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Marte, Jefry","Giavotella, Johnny","Ortega, Rafael","Pérez, Carlos","Petit, Gregorio"
61,LAA,62,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Marte, Jefry","Cunningham, Todd","Giavotella, Johnny","Bandy, Jett","Petit, Gregorio"
62,LAA,63,"Calhoun, Kole","Trout, Mike","Pujols, Albert","Marte, Jefry","Cron, C.J.","Cunningham, Todd","Giavotella, Johnny","Pérez, Carlos","Petit, Gregorio"
63,LAA,64,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Giavotella, Johnny","Cunningham, Todd","Petit, Gregorio","Pérez, Carlos","Robinson, Shane"
64,LAA,65,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Cron, C.J.","Marte, Jefry","Giavotella, Johnny","Pérez, Carlos","Petit, Gregorio"
65,LAA,66,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Cron, C.J.","Marte, Jefry","Giavotella, Johnny","Bandy, Jett","Simmons, Andrelton"
66,LAA,67,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Marte, Jefry","Nava, Daniel","Giavotella, Johnny","Bandy, Jett","Simmons, Andrelton"
67,LAA,68,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Cron, C.J.","Giavotella, Johnny","Simmons, Andrelton","Pérez, Carlos","Robinson, Shane"
68,LAA,69,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Marte, Jefry","Giavotella, Johnny","Simmons, Andrelton","Pérez, Carlos","Robinson, Shane"
69,LAA,70,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Cron, C.J.","Nava, Daniel","Simmons, Andrelton","Pérez, Carlos","Petit, Gregorio"
70,LAA,71,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Nava, Daniel","Cron, C.J.","Marte, Jefry","Giavotella, Johnny","Pérez, Carlos","Simmons, Andrelton"
71,LAA,72,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Cron, C.J.","Marte, Jefry","Giavotella, Johnny","Simmons, Andrelton","Bandy, Jett","Robinson, Shane"
72,LAA,73,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Cron, C.J.","Giavotella, Johnny","Nava, Daniel","Bandy, Jett","Simmons, Andrelton"
73,LAA,74,"Giavotella, Johnny","Calhoun, Kole","Trout, Mike","Pujols, Albert","Cron, C.J.","Marte, Jefry","Bandy, Jett","Simmons, Andrelton","Robinson, Shane"
74,LAA,75,"Giavotella, Johnny","Calhoun, Kole","Trout, Mike","Pujols, Albert","Marte, Jefry","Bandy, Jett","Simmons, Andrelton","Petit, Gregorio","Robinson, Shane"
75,LAA,76,"Calhoun, Kole","Trout, Mike","Pujols, Albert","Cron, C.J.","Giavotella, Johnny","Marte, Jefry","Nava, Daniel","Pérez, Carlos","Simmons, Andrelton"
76,LAA,77,"Calhoun, Kole","Trout, Mike","Pujols, Albert","Cron, C.J.","Giavotella, Johnny","Marte, Jefry","Nava, Daniel","Bandy, Jett","Simmons, Andrelton"
77,LAA,78,"Calhoun, Kole","Trout, Mike","Pujols, Albert","Nava, Daniel","Giavotella, Johnny","Marte, Jefry","Petit, Gregorio","Pérez, Carlos","Simmons, Andrelton"
78,LAA,79,"Giavotella, Johnny","Calhoun, Kole","Trout, Mike","Pujols, Albert","Marte, Jefry","Cron, C.J.","Bandy, Jett","Simmons, Andrelton","Robinson, Shane"
79,LAA,80,"Calhoun, Kole","Trout, Mike","Pujols, Albert","Marte, Jefry","Nava, Daniel","Cron, C.J.","Giavotella, Johnny","Pérez, Carlos","Simmons, Andrelton"
80,LAA,81,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Nava, Daniel","Cron, C.J.","Giavotella, Johnny","Pérez, Carlos","Simmons, Andrelton"
81,LAA,82,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Pujols, Albert","Cron, C.J.","Marte, Jefry","Petit, Gregorio","Bandy, Jett"
82,LAA,83,"Escobar, Yunel","Trout, Mike","Pujols, Albert","Cron, C.J.","Giavotella, Johnny","Marte, Jefry","Bandy, Jett","Simmons, Andrelton","Robinson, Shane"
83,LAA,84,"Escobar, Yunel","Calhoun, Kole","Pujols, Albert","Cron, C.J.","Nava, Daniel","Giavotella, Johnny","Simmons, Andrelton","Pérez, Carlos","Robinson, Shane"
84,LAA,85,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Cron, C.J.","Marte, Jefry","Giavotella, Johnny","Bandy, Jett","Simmons, Andrelton"
85,LAA,86,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Cron, C.J.","Marte, Jefry","Giavotella, Johnny","Pérez, Carlos","Simmons, Andrelton"
86,LAA,87,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Cron, C.J.","Nava, Daniel","Giavotella, Johnny","Bandy, Jett","Simmons, Andrelton"
87,LAA,88,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Nava, Daniel","Choi, Ji-Man","Giavotella, Johnny","Bandy, Jett","Simmons, Andrelton"
88,LAA,89,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Marte, Jefry","Choi, Ji-Man","Simmons, Andrelton","Soto, Geovany","Petit, Gregorio"
89,LAA,90,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Nava, Daniel","Giavotella, Johnny","Choi, Ji-Man","Soto, Geovany","Simmons, Andrelton"
90,LAA,91,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Nava, Daniel","Nava, Daniel","Giavotella, Johnny","Choi, Ji-Man","Bandy, Jett"
91,LAA,92,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Choi, Ji-Man","Simmons, Andrelton","Cunningham, Todd","Bandy, Jett","Petit, Gregorio"
92,LAA,93,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Nava, Daniel","Giavotella, Johnny","Choi, Ji-Man","Bandy, Jett","Simmons, Andrelton"
93,LAA,94,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Nava, Daniel","Simmons, Andrelton","Choi, Ji-Man","Bandy, Jett","Petit, Gregorio"
94,LAA,95,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Marte, Jefry","Simmons, Andrelton","Bandy, Jett","Giavotella, Johnny","Cunningham, Todd"
95,LAA,96,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Nava, Daniel","Simmons, Andrelton","Choi, Ji-Man","Bandy, Jett","Petit, Gregorio"
96,LAA,97,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Simmons, Andrelton","Choi, Ji-Man","Giavotella, Johnny","Pérez, Carlos","Cunningham, Todd"
97,LAA,98,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Nava, Daniel","Simmons, Andrelton","Choi, Ji-Man","Bandy, Jett","Petit, Gregorio"
98,LAA,99,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Nava, Daniel","Simmons, Andrelton","Choi, Ji-Man","Pérez, Carlos","Giavotella, Johnny"
99,LAA,100,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Nava, Daniel","Simmons, Andrelton","Choi, Ji-Man","Pérez, Carlos","Giavotella, Johnny"
100,LAA,101,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Marte, Jefry","Simmons, Andrelton","Bandy, Jett","Petit, Gregorio","Giavotella, Johnny"
101,LAA,102,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Marte, Jefry","Simmons, Andrelton","Bandy, Jett","Petit, Gregorio","Giavotella, Johnny"
102,LAA,103,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Nava, Daniel","Simmons, Andrelton","Choi, Ji-Man","Pérez, Carlos","Petit, Gregorio"
103,LAA,104,"Escobar, Yunel","Trout, Mike","Pujols, Albert","Marte, Jefry","Simmons, Andrelton","Bandy, Jett","Giavotella, Johnny","Petit, Gregorio","Robinson, Shane"
104,LAA,105,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Simmons, Andrelton","Marte, Jefry","Choi, Ji-Man","Pérez, Carlos","Giavotella, Johnny"
105,LAA,106,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Pujols, Albert","Marte, Jefry","Simmons, Andrelton","Bandy, Jett","Giavotella, Johnny"
106,LAA,107,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Simmons, Andrelton","Choi, Ji-Man","Marte, Jefry","Pérez, Carlos","Pennington, Cliff"
107,LAA,108,"Escobar, Yunel","Calhoun, Kole","Pujols, Albert","Simmons, Andrelton","Choi, Ji-Man","Marte, Jefry","Bandy, Jett","Pennington, Cliff","Robinson, Shane"
108,LAA,109,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Simmons, Andrelton","Choi, Ji-Man","Marte, Jefry","Bandy, Jett","Pennington, Cliff"
109,LAA,110,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Simmons, Andrelton","Choi, Ji-Man","Marte, Jefry","Pérez, Carlos","Giavotella, Johnny"
110,LAA,111,"Calhoun, Kole","Trout, Mike","Pujols, Albert","Marte, Jefry","Simmons, Andrelton","Bandy, Jett","Petit, Gregorio","Giavotella, Johnny","Robinson, Shane"
111,LAA,112,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Simmons, Andrelton","Choi, Ji-Man","Bandy, Jett","Weaver, Jered","Pennington, Cliff"
112,LAA,113,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Simmons, Andrelton","Choi, Ji-Man","Soto, Geovany","Nolasco, Ricky","Petit, Gregorio"
113,LAA,114,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Simmons, Andrelton","Choi, Ji-Man","Marte, Jefry","Bandy, Jett","Pennington, Cliff"
114,LAA,115,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Simmons, Andrelton","Soto, Geovany","Marte, Jefry","Pennington, Cliff","Robinson, Shane"
115,LAA,116,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Simmons, Andrelton","Marte, Jefry","Bandy, Jett","Giavotella, Johnny","Buss, Nick","Petit, Gregorio"
116,LAA,117,"Escobar, Yunel","Calhoun, Kole","Pujols, Albert","Marte, Jefry","Soto, Geovany","Choi, Ji-Man","Pennington, Cliff","Giavotella, Johnny","Buss, Nick"
117,LAA,118,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Simmons, Andrelton","Choi, Ji-Man","Bandy, Jett","Pennington, Cliff","Buss, Nick"
118,LAA,119,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Marte, Jefry","Bandy, Jett","Pennington, Cliff","Petit, Gregorio","Buss, Nick"
119,LAA,120,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Marte, Jefry","Simmons, Andrelton","Buss, Nick","Pérez, Carlos","Petit, Gregorio"
120,LAA,121,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Simmons, Andrelton","Buss, Nick","Pennington, Cliff","Bandy, Jett","Choi, Ji-Man"
121,LAA,122,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Marte, Jefry","Simmons, Andrelton","Pennington, Cliff","Bandy, Jett","Buss, Nick"
122,LAA,123,"Calhoun, Kole","Trout, Mike","Pujols, Albert","Marte, Jefry","Simmons, Andrelton","Cron, C.J.","Bandy, Jett","Buss, Nick","Petit, Gregorio"
123,LAA,124,"Calhoun, Kole","Trout, Mike","Pujols, Albert","Cron, C.J.","Simmons, Andrelton","Buss, Nick","Cowart, Kaleb","Pérez, Carlos","Pennington, Cliff"
124,LAA,125,"Calhoun, Kole","Trout, Mike","Pujols, Albert","Cron, C.J.","Simmons, Andrelton","Buss, Nick","Cowart, Kaleb","Pérez, Carlos","Pennington, Cliff"
125,LAA,126,"Calhoun, Kole","Trout, Mike","Pujols, Albert","Cron, C.J.","Simmons, Andrelton","Buss, Nick","Bandy, Jett","Cowart, Kaleb","Pennington, Cliff"
126,LAA,127,"Calhoun, Kole","Trout, Mike","Pujols, Albert","Cron, C.J.","Simmons, Andrelton","Bandy, Jett","Buss, Nick","Cowart, Kaleb","Petit, Gregorio"
127,LAA,128,"Calhoun, Kole","Trout, Mike","Pujols, Albert","Cron, C.J.","Simmons, Andrelton","Buss, Nick","Bandy, Jett","Cowart, Kaleb","Pennington, Cliff"
128,LAA,129,"Calhoun, Kole","Trout, Mike","Pujols, Albert","Cron, C.J.","Simmons, Andrelton","Marte, Jefry","Buss, Nick","Pérez, Carlos","Cowart, Kaleb"
129,LAA,130,"Calhoun, Kole","Trout, Mike","Pujols, Albert","Cron, C.J.","Simmons, Andrelton","Marte, Jefry","Buss, Nick","Bandy, Jett","Cowart, Kaleb"
130,LAA,131,"Calhoun, Kole","Trout, Mike","Pujols, Albert","Cron, C.J.","Simmons, Andrelton","Marte, Jefry","Ortega, Rafael","Bandy, Jett","Cowart, Kaleb"
131,LAA,132,"Calhoun, Kole","Trout, Mike","Pujols, Albert","Cron, C.J.","Simmons, Andrelton","Marte, Jefry","Buss, Nick","Bandy, Jett","Pennington, Cliff"
132,LAA,133,"Simmons, Andrelton","Calhoun, Kole","Cron, C.J.","Marte, Jefry","Bandy, Jett","Petit, Gregorio","Ortega, Rafael","Cowart, Kaleb","Buss, Nick"
133,LAA,134,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Cron, C.J.","Marte, Jefry","Simmons, Andrelton","Bandy, Jett","Petit, Gregorio"
134,LAA,135,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Cron, C.J.","Marte, Jefry","Simmons, Andrelton","Pérez, Carlos","Cowart, Kaleb"
135,LAA,136,"Calhoun, Kole","Trout, Mike","Pujols, Albert","Cron, C.J.","Simmons, Andrelton","Bandy, Jett","Pennington, Cliff","Ortega, Rafael","Cowart, Kaleb"
136,LAA,137,"Calhoun, Kole","Trout, Mike","Pujols, Albert","Cron, C.J.","Marte, Jefry","Simmons, Andrelton","Buss, Nick","Bandy, Jett","Cowart, Kaleb"
137,LAA,138,"Calhoun, Kole","Trout, Mike","Pujols, Albert","Cron, C.J.","Simmons, Andrelton","Cowart, Kaleb","Ortega, Rafael","Pérez, Carlos","Pennington, Cliff"
138,LAA,139,"Simmons, Andrelton","Calhoun, Kole","Cron, C.J.","Marte, Jefry","Bandy, Jett","Cowart, Kaleb","Buss, Nick","Robinson, Shane","Ortega, Rafael"
139,LAA,140,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Cron, C.J.","Marte, Jefry","Simmons, Andrelton","Bandy, Jett","Pennington, Cliff"
140,LAA,141,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Cron, C.J.","Marte, Jefry","Simmons, Andrelton","Bandy, Jett","Petit, Gregorio"
141,LAA,142,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Cron, C.J.","Simmons, Andrelton","Ortega, Rafael","Pérez, Carlos","Cowart, Kaleb"
142,LAA,143,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Cron, C.J.","Marte, Jefry","Bandy, Jett","Pennington, Cliff","Petit, Gregorio"
143,LAA,144,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Cron, C.J.","Marte, Jefry","Pennington, Cliff","Pérez, Carlos","Cowart, Kaleb"
