date,lineup1,lineup2,lineup3,lineup4,lineup5,lineup6,lineup7,lineup8,lineup9,
2022-04-08, Mike Yastrzemski, Brandon Belt, Darin Ruf, Joc Pederson, Brandon Crawford, Brandon Crawford, Wilmer Flores, Thairo Estrada, Steven Duggar,
2022-04-09, Mike Yastrzemski, Brandon Belt, Darin Ruf, Joc Pederson, Brandon Crawford, Wilmer Flores, Thairo Estrada, Steven Duggar, Joey Bart,
2022-04-10, Austin Slater, Darin Ruf, Brandon Crawford, Wilmer Flores, Thairo Estrada, Heliot Ramos, Mauricio Dubon, Luke Williams, Curt Casali,
2022-04-11, Mike Yastrzemski, Brandon Belt, Darin Ruf, Joc Pederson, Brandon Crawford, Thairo Estrada, Joey Bart, Steven Duggar, Mauricio Dubon,
2022-04-12, Mike Yastrzemski, Brandon Belt, Darin Ruf, Joc Pederson, Brandon Crawford, Wilmer Flores, Thairo Estrada, Steven Duggar, Joey Bart,
2022-04-13, Austin Slater, Darin Ruf, Wilmer Flores, Heliot Ramos, Thairo Estrada, Mauricio Dubon, Joey Bart, Luke Williams, Curt Casali,
2022-04-15, Mike Yastrzemski, Brandon Belt, Darin Ruf, Joc Pederson, Brandon Crawford, Wilmer Flores, Thairo Estrada, Steven Duggar, Joey Bart,
2022-04-16, Mike Yastrzemski, Brandon Belt, Darin Ruf, Joc Pederson, Brandon Crawford, Wilmer Flores, Thairo Estrada, Steven Duggar, Joey Bart,
2022-04-17, Mike Yastrzemski, Brandon Belt, Darin Ruf, Joc Pederson, Brandon Crawford, Wilmer Flores, Thairo Estrada, Steven Duggar, Curt Casali,
2022-04-19a, Mike Yastrzemski, Brandon Belt, Wilmer Flores, Joc Pederson, Brandon Crawford, Thairo Estrada, Steven Duggar, Jason Vosler, Joey Bart,
2022-04-19b, Mike Yastrzemski, Brandon Belt, Darin Ruf, Joc Pederson, Brandon Crawford, Thairo Estrada, Steven Duggar, Jason Vosler, Curt Casali,
2022-04-20, Mike Yastrzemski, Brandon Belt, Darin Ruf, Joc Pederson, Brandon Crawford, Wilmer Flores, Thairo Estrada, Steven Duggar, Joey Bart,
2022-04-21, Mike Yastrzemski, Brandon Belt, Darin Ruf, Joc Pederson, Brandon Crawford, Wilmer Flores, Thairo Estrada, Steven Duggar, Curt Casali,
2022-04-22, Austin Slater, Wilmer Flores, Brandon Belt, Darin Ruf, Thairo Estrada, Brandon Crawford, Mauricio Dubon, Joey Bart, Mike Yastrzemski,
2022-04-23, Mike Yastrzemski, Brandon Belt, Darin Ruf, Joc Pederson, Brandon Crawford, Wilmer Flores, Thairo Estrada, Luis Gonzalez, Curt Casali,
2022-04-24, Joc Pederson, Brandon Belt, Darin Ruf, Brandon Crawford, Wilmer Flores, Luis Gonzalez, Thairo Estrada, Jason Vosler, Joey Bart,
2022-04-25, Joc Pederson, Brandon Belt, Darin Ruf, Brandon Crawford, Wilmer Flores, Luis Gonzalez, Thairo Estrada, Jason Vosler, Curt Casali,
2022-04-26, Joc Pederson, Brandon Belt, Darin Ruf, Brandon Crawford, Wilmer Flores, Luis Gonzalez, Thairo Estrada, Jason Vosler, Joey Bart,
