date,lineup1,lineup2,lineup3,lineup4,lineup5,lineup6,lineup7,lineup8,lineup9,
2022-04-07, Dylan Carlson, Paul Goldschmidt, Tyler O'Neill, Nolan Arenado, Albert Pujols, Paul DeJong, Yadier Molina, Harrison Bader, Tommy Edman,
2022-04-09, Dylan Carlson, Paul Goldschmidt, Tyler O'Neill, Nolan Arenado, Corey Dickerson, Paul DeJong, Yadier Molina, Harrison Bader, Tommy Edman,
2022-04-10, Dylan Carlson, Paul Goldschmidt, Tyler O'Neill, Nolan Arenado, Corey Dickerson, Paul DeJong, Yadier Molina, Harrison Bader, Tommy Edman,
2022-04-12, Dylan Carlson, Paul Goldschmidt, Tyler O'Neill, Nolan Arenado, Albert Pujols, Tommy Edman, Harrison Bader, Paul DeJong, Andrew Knizner,
2022-04-14, Dylan Carlson, Paul Goldschmidt, Tyler O'Neill, Nolan Arenado, Albert Pujols, Paul DeJong, Harrison Bader, Yadier Molina, Tommy Edman,
2022-04-15, Dylan Carlson, Paul Goldschmidt, Tyler O'Neill, Nolan Arenado, Lars Nootbaar, Harrison Bader, Andrew Knizner, Edmundo Sosa, Tommy Edman,
2022-04-16, Dylan Carlson, Paul Goldschmidt, Tyler O'Neill, Nolan Arenado, Corey Dickerson, Paul DeJong, Harrison Bader, Andrew Knizner, Tommy Edman,
2022-04-17, Dylan Carlson, Paul Goldschmidt, Tyler O'Neill, Nolan Arenado, Albert Pujols, Tommy Edman, Harrison Bader, Paul DeJong, Andrew Knizner,
2022-04-19, Dylan Carlson, Paul Goldschmidt, Tyler O'Neill, Nolan Arenado, Albert Pujols, Tommy Edman, Paul DeJong, Yadier Molina, Harrison Bader,
2022-04-20, Tommy Edman, Paul Goldschmidt, Tyler O'Neill, Nolan Arenado, Corey Dickerson, Lars Nootbaar, Paul DeJong, Yadier Molina, Harrison Bader,
2022-04-21, Dylan Carlson, Paul Goldschmidt, Tyler O'Neill, Nolan Arenado, Albert Pujols, Paul DeJong, Harrison Bader, Yadier Molina, Tommy Edman,
2022-04-22, Dylan Carlson, Paul Goldschmidt, Tyler O'Neill, Nolan Arenado, Corey Dickerson, Tommy Edman, Lars Nootbaar, Edmundo Sosa, Andrew Knizner,
2022-04-23, Tommy Edman, Paul Goldschmidt, Dylan Carlson, Nolan Arenado, Corey Dickerson, Lars Nootbaar, Harrison Bader, Paul DeJong, Andrew Knizner,
2022-04-24, Tommy Edman, Paul Goldschmidt, Tyler O'Neill, Nolan Arenado, Albert Pujols, Dylan Carlson, Edmundo Sosa, Yadier Molina, Harrison Bader,
2022-04-25, Tommy Edman, Paul Goldschmidt, Tyler O'Neill, Nolan Arenado, Corey Dickerson, Dylan Carlson, Edmundo Sosa, Yadier Molina, Harrison Bader,
2022-04-26, Tommy Edman, Paul Goldschmidt, Tyler O'Neill, Nolan Arenado, Dylan Carlson, Harrison Bader, Paul DeJong, Andrew Knizner, Brendan Donovan,
2022-04-27, Tommy Edman, Paul Goldschmidt, Tyler O'Neill, Nolan Arenado, Corey Dickerson, Dylan Carlson, Paul DeJong, Yadier Molina, Edmundo Sosa,
2022-04-28, Tommy Edman, Paul Goldschmidt, Tyler O'Neill, Nolan Arenado, Corey Dickerson, Dylan Carlson, Harrison Bader, Yadier Molina, Paul DeJong,
2022-04-29, Tommy Edman, Paul Goldschmidt, Tyler O'Neill, Nolan Arenado, Albert Pujols, Dylan Carlson, Harrison Bader, Yadier Molina, Paul DeJong,
2022-04-30, Tommy Edman, Paul Goldschmidt, Tyler O'Neill, Corey Dickerson, Yadier Molina, Harrison Bader, Dylan Carlson, Brendan Donovan, Edmundo Sosa,
2022-05-01, Tommy Edman, Harrison Bader, Tyler O'Neill, Nolan Arenado, Albert Pujols, Corey Dickerson, Dylan Carlson, Andrew Knizner, Paul DeJong,
2022-05-02, Harrison Bader, Paul Goldschmidt, Tyler O'Neill, Nolan Arenado, Corey Dickerson, Paul DeJong, Dylan Carlson, Andrew Knizner, Brendan Donovan,
2022-05-03, Tommy Edman, Paul Goldschmidt, Tyler O'Neill, Nolan Arenado, Albert Pujols, Andrew Knizner, Harrison Bader, Paul DeJong, Dylan Carlson,
2022-05-04, Tommy Edman, Paul Goldschmidt, Nolan Arenado, Albert Pujols, Juan Yepez, Tyler O'Neill, Harrison Bader, Yadier Molina, Paul DeJong,
