date,lineup1,lineup2,lineup3,lineup4,lineup5,lineup6,lineup7,lineup8,lineup9,
2023-02-25a, Nick Gordon, Austin Martin, Trevor Larnach, Matt Wallner, Grayson Greiner, Mark Contreras, Chance Sisco, Aaron Sabato, Andrew Bechtold,
2023-02-25b, Joey Gallo, Ryan Jeffers, Kyle Farmer, Max Kepler, Michael A. Taylor, Edouard Julien, Willi Castro, Brooks Lee, Tyler White,
2023-02-26, Edouard Julien, Tony Wolters, Jose Miranda, Willi Castro, Gilberto Celestino, Brooks Lee, Aaron Sabato, Ryan LaMarre, Elliot Soto,
2023-02-27, Max Kepler, Ryan Jeffers, Joey Gallo, Kyle Farmer, Nick Gordon, Michael A. Taylor, Trevor Larnach, Austin Martin, Tyler White,
2023-02-28, Edouard Julien, Jose Miranda, Christian Vazquez, Matt Wallner, Gilberto Celestino, Willi Castro, Brooks Lee, Mark Contreras, Tyler White,
2023-03-01, Joey Gallo, Carlos Correa, Max Kepler, Ryan Jeffers, Christian Vazquez, Nick Gordon, Kyle Farmer, Michael A. Taylor, Elliot Soto,
2023-03-02, Edouard Julien, Jose Miranda, Matt Wallner, Willi Castro, Tony Wolters, Brooks Lee, Mark Contreras, Tyler White, Ryan LaMarre,
2023-03-03, Donovan Solano, Carlos Correa, Christian Vazquez, Max Kepler, Michael A. Taylor, Joey Gallo, Kyle Farmer, Tanner Schobel, Mark Contreras,
2023-03-04, Christian Vazquez, Edouard Julien, Ryan Jeffers, Matt Wallner, Brooks Lee, Tyler White, Mark Contreras, Ryan LaMarre, Andrew Bechtold,
2023-03-05a, Edouard Julien, Jose Miranda, Matt Wallner, Willi Castro, Tony Wolters, Brooks Lee, Ryan LaMarre, Aaron Sabato, Andrew Bechtold,
2023-03-05b, Donovan Solano, Carlos Correa, Kyle Farmer, Joey Gallo, Christian Vazquez, Max Kepler, Michael A. Taylor, Ryan Jeffers, Tyler White,
2023-03-07, Joey Gallo, Carlos Correa, Max Kepler, Jose Miranda, Donovan Solano, Kyle Farmer, Trevor Larnach, Michael A. Taylor, Ryan Jeffers,
2023-03-08, Brooks Lee, Willi Castro, Matt Wallner, Tyler White, Mark Contreras, Chance Sisco, Grayson Greiner, Andrew Bechtold, Will Holland,
2023-03-10, Brooks Lee, Trevor Larnach, Willi Castro, Matt Wallner, Tony Wolters, Mark Contreras, Tyler White, Ryan LaMarre, Elliot Soto,
2023-03-11, Kyle Garlick, Jose Miranda, Donovan Solano, Kyle Farmer, Joey Gallo, Ryan Jeffers, Max Kepler, Michael A. Taylor, Andrew Bechtold,
2023-03-12, Brooks Lee, Trevor Larnach, Willi Castro, Matt Wallner, Tyler White, Mark Contreras, Grayson Greiner, Ryan LaMarre, Elliot Soto,
2023-03-13, Donovan Solano, Kyle Garlick, Jose Miranda, Max Kepler, Kyle Farmer, Joey Gallo, Ryan Jeffers, Michael A. Taylor, Andrew Bechtold,
2023-03-14a, Brooks Lee, Jair Camargo, Matt Wallner, Kyle Garlick, Ryan LaMarre, Tyler White, Chance Sisco, Andrew Bechtold, Elliot Soto,
2023-03-14b, Max Kepler, Jose Miranda, Joey Gallo, Donovan Solano, Michael A. Taylor, Trevor Larnach, Willi Castro, Kyle Farmer, Tony Wolters,
2023-03-16, Michael A. Taylor, Donovan Solano, Kyle Garlick, Jose Miranda, Nick Gordon, Willi Castro, Trevor Larnach, Brooks Lee, Tony Wolters,
2023-03-17, Joey Gallo, Carlos Correa, Max Kepler, Donovan Solano, Nick Gordon, Kyle Farmer, Michael A. Taylor, Ryan Jeffers, Matt Wallner,
2023-03-18, Brooks Lee, Jose Miranda, Trevor Larnach, Willi Castro, Matt Wallner, Tony Wolters, Mark Contreras, Tyler White, Elliot Soto,
2023-03-19, Donovan Solano, Carlos Correa, Kyle Farmer, Max Kepler, Michael A. Taylor, Kyle Garlick, Joey Gallo, Ryan Jeffers, Nick Gordon,
2023-03-21, Byron Buxton, Carlos Correa, Kyle Farmer, Joey Gallo, Christian Vazquez, Michael A. Taylor, Kyle Garlick, Nick Gordon, Willi Castro,
2023-03-22, Joey Gallo, Jose Miranda, Trevor Larnach, Kyle Farmer, Donovan Solano, Willi Castro, Michael A. Taylor, Ryan Jeffers, Mark Contreras,
2023-03-23, Byron Buxton, Carlos Correa, Christian Vazquez, Kyle Garlick, Nick Gordon, Tyler White, Mark Contreras, Ryan LaMarre, Elliot Soto,
2023-03-24, Edouard Julien, Jose Miranda, Christian Vazquez, Trevor Larnach, Kyle Garlick, Brooks Lee, Ryan LaMarre, Emmanuel Rodriguez, Andrew Bechtold,
2023-03-25a, Donovan Solano, Willi Castro, Kyle Farmer, Kyle Garlick, Tyler White, Tony Wolters, Ryan LaMarre, Mark Contreras, Brooks Lee,
2023-03-25b, Joey Gallo, Carlos Correa, Byron Buxton, Max Kepler, Jose Miranda, Trevor Larnach, Michael A. Taylor, Nick Gordon, Ryan Jeffers,
2023-03-26, Donovan Solano, Carlos Correa, Kyle Farmer, Christian Vazquez, Ryan Jeffers, Michael A. Taylor, Willi Castro, Kyle Garlick, Kala'i Rosario,
2023-03-27, Donovan Solano, Jose Miranda, Christian Vazquez, Max Kepler, Joey Gallo, Trevor Larnach, Nick Gordon, Edouard Julien, Hernan Perez,
2023-03-28, Joey Gallo, Carlos Correa, Max Kepler, Trevor Larnach, Kyle Farmer, Nick Gordon, Donovan Solano, Ryan Jeffers, Michael A. Taylor,
