date,lineup1,lineup2,lineup3,lineup4,lineup5,lineup6,lineup7,lineup8,lineup9,
2023-02-25, Jonathan Schoop, Andy Ibanez, Javier Baez, Miguel Cabrera, Austin Meadows, Eric Haase, Akil Baddoo, Tyler Nevin, Parker Meadows,
2023-02-26, Riley Greene, Nick Maton, Miguel Cabrera, Kerry Carpenter, Spencer Torkelson, Cesar Hernandez, Matt Vierling, Ryan Kreidler, Jake Rogers,
2023-02-27, Akil Baddoo, Kerry Carpenter, Javier Baez, Eric Haase, Austin Meadows, Spencer Torkelson, Jonathan Schoop, Ryan Kreidler, Jonathan Davis,
2023-02-28, Nick Maton, Riley Greene, Javier Baez, Austin Meadows, Matt Vierling, Cesar Hernandez, Andy Ibanez, Donny Sands, Zack Short,
2023-03-01, Matt Vierling, Jonathan Schoop, Riley Greene, Miguel Cabrera, Kerry Carpenter, Eric Haase, Spencer Torkelson, Ryan Kreidler, Cesar Hernandez,
2023-03-02, Akil Baddoo, Spencer Torkelson, Javier Baez, Austin Meadows, Miguel Cabrera, Tyler Nevin, Andre Lipcius, Jake Rogers, Jonathan Davis,
2023-03-03a, Nick Maton, Matt Vierling, Riley Greene, Javier Baez, Spencer Torkelson, Cesar Hernandez, Donny Sands, Jake Rogers, Jonathan Davis,
2023-03-03b, Kerry Carpenter, Parker Meadows, Austin Meadows, Eric Haase, Tyler Nevin, Andre Lipcius, Ryan Kreidler, Brendon Davis, Zack Short,
2023-03-04, Nick Maton, Matt Vierling, Kerry Carpenter, Miguel Cabrera, Parker Meadows, Cesar Hernandez, Andre Lipcius, Donny Sands, Jermaine Palacios,
2023-03-05, Akil Baddoo, Riley Greene, Javier Baez, Austin Meadows, Eric Haase, Spencer Torkelson, Tyler Nevin, Ryan Kreidler, Jake Rogers,
2023-03-06, Matt Vierling, Riley Greene, Javier Baez, Eric Haase, Tyler Nevin, Kerry Carpenter, Zack Short, Nick Maton, Jonathan Davis,
2023-03-07, Cesar Hernandez, Nick Maton, Riley Greene, Austin Meadows, Spencer Torkelson, Kerry Carpenter, Parker Meadows, Andrew Knapp, Ryan Kreidler,
2023-03-08, Akil Baddoo, Parker Meadows, Austin Meadows, Eric Haase, Spencer Torkelson, Cesar Hernandez, Andre Lipcius, Jake Rogers, Zack Short,
2023-03-09, Cesar Hernandez, Ryan Kreidler, Andre Lipcius, Nick Maton, Jake Rogers, Justyn-Henry Malloy, Kerry Carpenter, Jonathan Davis, Akil Baddoo,
2023-03-10, Kerry Carpenter, Riley Greene, Spencer Torkelson, Nick Maton, Austin Meadows, Eric Haase, Akil Baddoo, Ryan Kreidler, Zack Short,
2023-03-11, Zack Short, Cesar Hernandez, Riley Greene, Spencer Torkelson, Austin Meadows, Parker Meadows, Donny Sands, Justyn-Henry Malloy, Andre Lipcius,
2023-03-12, Akil Baddoo, Ryan Kreidler, Kerry Carpenter, Eric Haase, Nick Maton, Cesar Hernandez, Andre Lipcius, Parker Meadows, Jermaine Palacios,
2023-03-13a, Austin Meadows, Cesar Hernandez, Riley Greene, Spencer Torkelson, Nick Maton, Eric Haase, Andrew Knapp, Brendon Davis, Zack Short,
2023-03-13b, Ryan Kreidler, Akil Baddoo, Kerry Carpenter, Andre Lipcius, Parker Meadows, Jake Rogers, Colt Keith, Mario Feliciano, Jermaine Palacios,
2023-03-14, Zack Short, Ryan Kreidler, Riley Greene, Spencer Torkelson, Austin Meadows, Nick Maton, Jermaine Palacios, Jake Rogers, Jonathan Davis,
2023-03-16, Akil Baddoo, Kerry Carpenter, Riley Greene, Spencer Torkelson, Austin Meadows, Nick Maton, Eric Haase, Cesar Hernandez, Zack Short,
2023-03-17, Austin Meadows, Jonathan Schoop, Riley Greene, Nick Maton, Andre Lipcius, Akil Baddoo, Ryan Kreidler, Colt Keith, Jake Rogers,
2023-03-18, Zack Short, Ryan Kreidler, Andy Ibanez, Spencer Torkelson, Eric Haase, Cesar Hernandez, Jermaine Palacios, Kerry Carpenter, Jonathan Davis,
2023-03-19, Akil Baddoo, Kerry Carpenter, Spencer Torkelson, Eric Haase, Parker Meadows, Cesar Hernandez, Colt Keith, Ryan Kreidler, Zack Short,
2023-03-20, Matt Vierling, Riley Greene, Javier Baez, Nick Maton, Spencer Torkelson, Miguel Cabrera, Austin Meadows, Jonathan Schoop, Jake Rogers,
2023-03-21, Kerry Carpenter, Jonathan Schoop, Riley Greene, Eric Haase, Austin Meadows, Ryan Kreidler, Cesar Hernandez, Zack Short, Jonathan Davis,
2023-03-22, Matt Vierling, Riley Greene, Javier Baez, Spencer Torkelson, Miguel Cabrera, Akil Baddoo, Andy Ibanez, Ryan Kreidler, Jake Rogers,
2023-03-23a, Kerry Carpenter, Matt Vierling, Riley Greene, Spencer Torkelson, Nick Maton, Eric Haase, Akil Baddoo, Jonathan Schoop, Andrew Knapp,
2023-03-23b, Zack Short, Ryan Kreidler, Javier Baez, Austin Meadows, Jake Rogers, Cesar Hernandez, Andy Ibanez, Andre Lipcius, Jonathan Davis,
2023-03-24, Kerry Carpenter, Nick Maton, Javier Baez, Austin Meadows, Spencer Torkelson, Miguel Cabrera, Akil Baddoo, Eric Haase, Jonathan Schoop,
2023-03-25, Parker Meadows, Matt Vierling, Riley Greene, Jonathan Schoop, Colt Keith, Cesar Hernandez, Ryan Kreidler, Zack Short, Jake Rogers,
2023-03-26, Nick Maton, Riley Greene, Javier Baez, Austin Meadows, Spencer Torkelson, Miguel Cabrera, Akil Baddoo, Eric Haase, Jonathan Schoop,
