date,lineup1,lineup2,lineup3,lineup4,lineup5,lineup6,lineup7,lineup8,lineup9,
2023-02-24, Bobby Witt Jr., Michael Massey, Salvador Perez, Vinnie Pasquantino, Franmil Reyes, Johan Camargo, Kyle Isbel, Nate Eaton, John Rave,
2023-02-25, Matt Beaty, Hunter Dozier, MJ Melendez, Matt Duffy, Nicky Lopez, Dairon Blanco, Nick Pratto, Tyler Gentry, Tyler Tolbert,
2023-02-26, Bobby Witt Jr., Kyle Isbel, Salvador Perez, Vinnie Pasquantino, Franmil Reyes, Johan Camargo, Dairon Blanco, Nate Eaton, Maikel Garcia,
2023-02-27, Nicky Lopez, Hunter Dozier, MJ Melendez, Michael Massey, Samad Taylor, Matt Beaty, Tyler Gentry, John Rave, Luca Tresh,
2023-02-28, Bobby Witt Jr., Kyle Isbel, Salvador Perez, Vinnie Pasquantino, Matt Duffy, Nick Pratto, Johan Camargo, Edward Olivares, Nate Eaton,
2023-03-01, Nicky Lopez, MJ Melendez, Franmil Reyes, Vinnie Pasquantino, Matt Beaty, Dairon Blanco, Michael Massey, Nick Loftin, John Rave,
2023-03-02, Bobby Witt Jr., MJ Melendez, Salvador Perez, Nick Pratto, Matt Duffy, Johan Camargo, Edward Olivares, Kyle Isbel, Nate Eaton,
2023-03-03, Bobby Witt Jr., Michael Massey, Hunter Dozier, Matt Beaty, Franmil Reyes, Maikel Garcia, Dairon Blanco, Jose Briceno, Samad Taylor,
2023-03-04a, MJ Melendez, Salvador Perez, Nick Pratto, Matt Duffy, Johan Camargo, Kyle Isbel, Tyler Tolbert, John Rave, Clay Dungan,
2023-03-04b, Bobby Witt Jr., Hunter Dozier, Matt Beaty, Franmil Reyes, Edward Olivares, Michael Massey, Freddy Fermin, Dairon Blanco, Nate Eaton,
2023-03-05, MJ Melendez, Salvador Perez, Nick Pratto, Matt Duffy, Kyle Isbel, Maikel Garcia, Tyler Gentry, Samad Taylor, Jose Briceno,
2023-03-06, Bobby Witt Jr., Michael Massey, Hunter Dozier, Johan Camargo, Franmil Reyes, Nate Eaton, Maikel Garcia, Dairon Blanco, Freddy Fermin,
2023-03-08, Jackie Bradley Jr., Hunter Dozier, Nick Pratto, Franmil Reyes, Michael Massey, Edward Olivares, Kyle Isbel, Freddy Fermin, Tyler Tolbert,
