date,lineup1,lineup2,lineup3,lineup4,lineup5,lineup6,lineup7,lineup8,lineup9,
2023-02-25, Jon Berti, Bryan De La Cruz, Nick Fortes, Jesus Sanchez, Garrett Hampson, Peyton Burdick, Jordan Groshans, Joe Rizzo, Xavier Edwards,
2023-02-26, Jazz Chisholm Jr., Jorge Soler, Luis Arraez, Garrett Cooper, Avisail Garcia, Jean Segura, Joey Wendle, Jacob Stallings, Jerar Encarnacion,
2023-02-27, Jon Berti, Garrett Hampson, Bryan De La Cruz, Jesus Sanchez, Nick Fortes, Jordan Groshans, Peyton Burdick, Alex De Goti, C.J. Hinojosa,
2023-02-28, Luis Arraez, Jorge Soler, Jazz Chisholm Jr., Garrett Cooper, Avisail Garcia, Jean Segura, Joey Wendle, Jerar Encarnacion, Austin Allen,
2023-03-01, Luis Arraez, Bryan De La Cruz, Jazz Chisholm Jr., Jean Segura, Jesus Sanchez, Jacob Stallings, Jon Berti, Jordan Groshans, Xavier Edwards,
2023-03-02, Bryan De La Cruz, Jorge Soler, Garrett Cooper, Avisail Garcia, Nick Fortes, Joey Wendle, Jesus Sanchez, Garrett Hampson, Alex De Goti,
2023-03-03, Luis Arraez, Jean Segura, Jazz Chisholm Jr., Garrett Cooper, Avisail Garcia, Jon Berti, Jacob Stallings, Peyton Burdick, Jerar Encarnacion,
2023-03-04, Luis Arraez, Jorge Soler, Bryan De La Cruz, Jean Segura, Joey Wendle, Nick Fortes, Jesus Sanchez, Joe Rizzo, Jacob Amaya,
2023-03-05, Luis Arraez, Jorge Soler, Garrett Cooper, Jazz Chisholm Jr., Avisail Garcia, Jean Segura, Joey Wendle, Jacob Stallings, Jon Berti,
2023-03-06, Garrett Hampson, Bryan De La Cruz, Jerar Encarnacion, Nick Fortes, Jesus Sanchez, Jordan Groshans, Peyton Burdick, Joe Rizzo, Jacob Amaya,
2023-03-07, Jon Berti, Jazz Chisholm Jr., Jorge Soler, Garrett Cooper, Avisail Garcia, Joey Wendle, Garrett Hampson, Jesus Sanchez, Austin Allen,
2023-03-10, Jon Berti, Jazz Chisholm Jr., Garrett Cooper, Jorge Soler, Avisail Garcia, Bryan De La Cruz, Joey Wendle, Nick Fortes, Garrett Hampson,
2023-03-11, Jesus Sanchez, Jazz Chisholm Jr., Jorge Soler, Garrett Cooper, Avisail Garcia, Jacob Stallings, Jacob Amaya, Xavier Edwards, C.J. Hinojosa,
2023-03-12, Jon Berti, Joey Wendle, Bryan De La Cruz, Nick Fortes, Jacob Stallings, Jesus Sanchez, Garrett Hampson, Jerar Encarnacion, Nasim Nunez,
2023-03-13, Jose Iglesias, Jazz Chisholm Jr., Garrett Cooper, Jorge Soler, Avisail Garcia, Yuli Gurriel, Jacob Stallings, Xavier Edwards, Alex De Goti,
2023-03-14, Jon Berti, Jazz Chisholm Jr., Jorge Soler, Garrett Cooper, Avisail Garcia, Joey Wendle, Nick Fortes, Garrett Hampson, Jerar Encarnacion,
2023-03-17a, Garrett Hampson, Jesus Sanchez, Bryan De La Cruz, Jerar Encarnacion, Jacob Stallings, Jose Iglesias, Paul McIntosh, Alex De Goti, Jacob Berry,
2023-03-17b, Jean Segura, Yuli Gurriel, Jorge Soler, Garrett Cooper, Avisail Garcia, Joey Wendle, Jon Berti, Santiago Chavez, Jazz Chisholm Jr.,
2023-03-18, Jon Berti, Jazz Chisholm Jr., Yuli Gurriel, Bryan De La Cruz, Jesus Sanchez, Jacob Stallings, Jose Iglesias, Austin Allen, C.J. Hinojosa,
2023-03-19, Jean Segura, Joey Wendle, Garrett Cooper, Jorge Soler, Avisail Garcia, Garrett Hampson, Santiago Chavez, Brian Miller, Victor Mesa Jr.,
2023-03-20, Luis Arraez, Jazz Chisholm Jr., Jorge Soler, Garrett Cooper, Avisail Garcia, Jean Segura, Yuli Gurriel, Joey Wendle, Austin Allen,
2023-03-21, Jon Berti, Jazz Chisholm Jr., Yuli Gurriel, Bryan De La Cruz, Jesus Sanchez, Jacob Stallings, Jose Iglesias, Garrett Hampson, Brian Miller,
2023-03-22, Luis Arraez, Jorge Soler, Garrett Cooper, Avisail Garcia, Jean Segura, Jesus Sanchez, Bryan De La Cruz, Joey Wendle, Jacob Stallings,
2023-03-24, Luis Arraez, Jazz Chisholm Jr., Jorge Soler, Garrett Cooper, Avisail Garcia, Jean Segura, Yuli Gurriel, Jon Berti, Jacob Stallings,
2023-03-25, Luis Arraez, Bryan De La Cruz, Jorge Soler, Garrett Cooper, Avisail Garcia, Jean Segura, Yuli Gurriel, Nick Fortes, Joey Wendle,
2023-03-26a, Luis Arraez, Joey Wendle, Garrett Cooper, Jorge Soler, Avisail Garcia, Jean Segura, Bryan De La Cruz, Jesus Sanchez, Jacob Stallings,
2023-03-26b, Brian Miller, Jose Devers, Troy Johnston, Charles Leblanc, Norel Gonzalez, C.J. Hinojosa, Jake Mangum, Victor Mesa, Santiago Chavez,
