date,lineup1,lineup2,lineup3,lineup4,lineup5,lineup6,lineup7,lineup8,lineup9,
2023-02-25, Josh Lowe, Vidal Brujan, Harold Ramirez, Isaac Paredes, Francisco Mejia, Rene Pinto, Daniel Robertson, Kameron Misner, Ruben Cardenas,
2023-02-26, Jose Siri, Curtis Mead, Luke Raley, Christian Bethancourt, Jonathan Aranda, Charlie Culberson, Tristan Gray, Greg Jones, Grant Witherspoon,
2023-02-27, Yandy Diaz, Manuel Margot, Wander Franco, Randy Arozarena, Brandon Lowe, Harold Ramirez, Francisco Mejia, Isaac Paredes, Vidal Brujan,
2023-02-28, Jose Siri, Wander Franco, Christian Bethancourt, Luke Raley, Harold Ramirez, Kameron Misner, Curtis Mead, Rene Pinto, Daniel Robertson,
2023-03-01, Josh Lowe, Manuel Margot, Brandon Lowe, Randy Arozarena, Ben Gamel, Isaac Paredes, Christian Bethancourt, Jose Siri, Tristan Gray,
2023-03-02, Manuel Margot, Wander Franco, Randy Arozarena, Luke Raley, Harold Ramirez, Francisco Mejia, Charlie Culberson, Daniel Robertson, Rene Pinto,
2023-03-03, Josh Lowe, Jose Siri, Isaac Paredes, Jonathan Aranda, Francisco Mejia, Charlie Culberson, Vidal Brujan, Daniel Robertson, Austin Shenton,
2023-03-04, Josh Lowe, Randy Arozarena, Brandon Lowe, Manuel Margot, Luke Raley, Curtis Mead, Tristan Gray, Nick Dini, Josh Lowe,
2023-03-05, Vidal Brujan, Wander Franco, Randy Arozarena, Jonathan Aranda, Harold Ramirez, Francisco Mejia, Jose Siri, Isaac Paredes, Daniel Robertson,
2023-03-06, Josh Lowe, Curtis Mead, Brandon Lowe, Jose Siri, Luke Raley, Rene Pinto, Ben Gamel, Charlie Culberson, Daniel Robertson,
2023-03-07, Josh Lowe, Curtis Mead, Brandon Lowe, Manuel Margot, Ben Gamel, Nick Dini, Charlie Culberson, Grant Witherspoon, Greg Jones,
2023-03-09, Josh Lowe, Manuel Margot, Brandon Lowe, Curtis Mead, Luke Raley, Jose Siri, Greg Jones, Rene Pinto, Daniel Robertson,
2023-03-10, Yandy Diaz, Brandon Lowe, Manuel Margot, Vidal Brujan, Jose Siri, Charlie Culberson, Osleivis Basabe, Ruben Cardenas, Nick Dini,
2023-03-11, Josh Lowe, Vidal Brujan, Luke Raley, Rene Pinto, Ben Gamel, Ruben Cardenas, Austin Shenton, Greg Jones, Ronny Simon,
2023-03-12, Kameron Misner, Curtis Mead, Tristan Gray, Osleivis Basabe, Kyle Manzardo, Nick Dini, Grant Witherspoon, Niko Hulsizer, Gavin Collins,
2023-03-13, Yandy Diaz, Brandon Lowe, Manuel Margot, Luke Raley, Jose Siri, Josh Lowe, Rene Pinto, Daniel Robertson, Jordan Qsar,
2023-03-14, Yandy Diaz, Brandon Lowe, Manuel Margot, Tristan Gray, Jose Siri, Vidal Brujan, Charlie Culberson, Ben Gamel, Blake Hunt,
2023-03-15, Vidal Brujan, Rene Pinto, Ben Gamel, Luke Raley, Daniel Robertson, Kameron Misner, Jordan Qsar, Tristan Peters, Tanner Murray,
2023-03-16a, Kyle Manzardo, Niko Hulsizer, Tristan Gray, Ruben Cardenas, Logan Driscoll, Ronny Simon, Austin Shenton, Grant Witherspoon, Mason Auer,
2023-03-16b, Yandy Diaz, Brandon Lowe, Taylor Walls, Josh Lowe, Manuel Margot, Jose Siri, Charlie Culberson, Nick Dini, Daniel Robertson,
2023-03-17, Josh Lowe, Christian Bethancourt, Luke Raley, Kyle Manzardo, Charlie Culberson, Vidal Brujan, Kameron Misner, Ronny Simon, Jordan Qsar,
2023-03-18, Yandy Diaz, Taylor Walls, Manuel Margot, Brandon Lowe, Francisco Mejia, Jose Siri, Rene Pinto, Ben Gamel, Tristan Gray,
2023-03-19, Yandy Diaz, Wander Franco, Harold Ramirez, Brandon Lowe, Manuel Margot, Luke Raley, Christian Bethancourt, Jose Siri, Daniel Robertson,
2023-03-20, Yandy Diaz, Wander Franco, Brandon Lowe, Harold Ramirez, Manuel Margot, Francisco Mejia, Taylor Walls, Jose Siri, Charlie Culberson,
2023-03-21, Josh Lowe, Rene Pinto, Luke Raley, Niko Hulsizer, Vidal Brujan, Ben Gamel, Carson Williams, Junior Caminero, Shane Sasaki,
2023-03-22, Yandy Diaz, Wander Franco, Christian Bethancourt, Brandon Lowe, Manuel Margot, Francisco Mejia, Harold Ramirez, Jose Siri, Taylor Walls,
2023-03-24, Yandy Diaz, Wander Franco, Luke Raley, Randy Arozarena, Brandon Lowe, Isaac Paredes, Josh Lowe, Jose Siri, Francisco Mejia,
2023-03-25, Jonathan Aranda, Tristan Gray, Yandy Diaz, Harold Ramirez, Christian Bethancourt, Manuel Margot, Taylor Walls, Jose Siri, Ben Gamel,
2023-03-26, Brandon Lowe, Harold Ramirez, Francisco Mejia, Randy Arozarena, Luke Raley, Taylor Walls, Jonathan Aranda, Tristan Gray, Vidal Brujan,
2023-03-27, Yandy Diaz, Isaac Paredes, Josh Lowe, Christian Bethancourt, Taylor Walls, Jose Siri, Daniel Robertson, Mason Auer, Cooper Kinney,
