date,lineup1,lineup2,lineup3,lineup4,lineup5,lineup6,lineup7,lineup8,lineup9,
2023-02-25, Garrett Mitchell, Willy Adames, Rowdy Tellez, William Contreras, Luke Voit, Sal Frelick, Mike Brosseau, Abraham Toro, Abraham Toro,
2023-02-26a, Luis Urias, Brian Anderson, Victor Caratini, Luke Voit, Rowdy Tellez, Tyler Naquin, Abraham Toro, Skye Bolt, Monte Harrison,
2023-02-26b, Owen Miller, Keston Hiura, Josh VanMeter, Jon Singleton, Joey Wiemer, Sal Frelick, Payton Henry, Brice Turang, Blake Perkins,
2023-02-27, Garrett Mitchell, Willy Adames, William Contreras, Keston Hiura, Mike Brosseau, Owen Miller, Skye Bolt, Brice Turang, Joey Wiemer,
2023-02-28, Christian Yelich, Willy Adames, Luis Urias, Rowdy Tellez, Brian Anderson, William Contreras, Tyler Naquin, Victor Caratini, Sal Frelick,
2023-03-01, Garrett Mitchell, Sal Frelick, Luis Urias, Abraham Toro, Keston Hiura, Mike Brosseau, Owen Miller, Brice Turang, Payton Henry,
2023-03-02, Christian Yelich, Willy Adames, Rowdy Tellez, William Contreras, Tyler Naquin, Brian Anderson, Abraham Toro, Skye Bolt, Blake Perkins,
2023-03-03, Garrett Mitchell, Luis Urias, Victor Caratini, Mike Brosseau, Keston Hiura, Abraham Toro, Owen Miller, Brice Turang, Joey Wiemer,
2023-03-04, Owen Miller, Willy Adames, Rowdy Tellez, William Contreras, Brian Anderson, Luke Voit, Monte Harrison, Skye Bolt, Blake Perkins,
2023-03-05, Christian Yelich, Willy Adames, Luis Urias, Victor Caratini, Keston Hiura, Mike Brosseau, Abraham Toro, Garrett Mitchell, Joey Wiemer,
2023-03-07, Christian Yelich, Jesse Winker, William Contreras, Luke Voit, Tyler Naquin, Brian Anderson, Garrett Mitchell, Owen Miller, Brice Turang,
2023-03-09, Christian Yelich, Jesse Winker, Luke Voit, Victor Caratini, Brian Anderson, Tyler Naquin, Garrett Mitchell, Andruw Monasterio, Eddy Alvarez,
2023-03-10, Brice Turang, Mike Brosseau, William Contreras, Luke Voit, Keston Hiura, Brian Anderson, Owen Miller, Joey Wiemer, Andruw Monasterio,
2023-03-11, Christian Yelich, Mike Brosseau, Jesse Winker, Keston Hiura, Victor Caratini, Owen Miller, Tyler Naquin, Eddy Alvarez, Eric Brown Jr.,
2023-03-12, Christian Yelich, Jesse Winker, William Contreras, Brian Anderson, Luke Voit, Brice Turang, Josh VanMeter, Skye Bolt, Blake Perkins,
2023-03-13, Mike Brosseau, Brian Anderson, Luke Voit, William Contreras, Victor Caratini, Owen Miller, Joey Wiemer, Brice Turang, Mike Brosseau,
2023-03-16, Christian Yelich, Brian Anderson, William Contreras, Luke Voit, Joey Wiemer, Josh VanMeter, Blake Perkins, Jon Singleton, Andruw Monasterio,
2023-03-17, Brice Turang, Brian Anderson, Abraham Toro, Tyler Naquin, Victor Caratini, Keston Hiura, Owen Miller, Andruw Monasterio, Joey Wiemer,
2023-03-18, Tyler Naquin, Willy Adames, Jesse Winker, Luke Voit, William Contreras, Mike Brosseau, Owen Miller, Brice Turang, Joey Wiemer,
2023-03-19, Christian Yelich, Jesse Winker, Willy Adames, Brian Anderson, Mike Brosseau, Keston Hiura, Sal Frelick, Victor Caratini, Brice Turang,
2023-03-20, Garrett Mitchell, Keston Hiura, Tyler Naquin, Luke Voit, William Contreras, Abraham Toro, Owen Miller, Joey Wiemer, Eddy Alvarez,
2023-03-21, Christian Yelich, Jesse Winker, Willy Adames, Luke Voit, William Contreras, Brian Anderson, Mike Brosseau, Brice Turang, Owen Miller,
2023-03-23, Christian Yelich, Willy Adames, Jesse Winker, Luis Urias, Rowdy Tellez, Victor Caratini, Brian Anderson, Tyler Naquin, Garrett Mitchell,
2023-03-24a, Mike Brosseau, Owen Miller, Jesse Winker, Brian Anderson, Victor Caratini, Joey Wiemer, Sal Frelick, Eddy Alvarez, Josh VanMeter,
2023-03-24b, Christian Yelich, Garrett Mitchell, Willy Adames, Rowdy Tellez, William Contreras, Tyler Naquin, Cam Devanney, Abraham Toro, Brice Turang,
2023-03-25, Sal Frelick, Jesse Winker, Mike Brosseau, Abraham Toro, Brian Anderson, Joey Wiemer, Brice Turang, Brian Navarreto, Andruw Monasterio,
2023-03-26, Christian Yelich, Garrett Mitchell, Willy Adames, Rowdy Tellez, Luis Urias, William Contreras, Owen Miller, Sal Frelick, Joey Wiemer,
2023-03-27, Christian Yelich, Luke Voit, Willy Adames, Rowdy Tellez, William Contreras, Garrett Mitchell, Luis Urias, Brian Anderson, Brice Turang,
2023-03-28, Mike Brosseau, Jesse Winker, Willy Adames, Luis Urias, Luis Urias, Luke Voit, Victor Caratini, Owen Miller, Brice Turang,
