date,lineup1,lineup2,lineup3,lineup4,lineup5,lineup6,lineup7,lineup8,lineup9,
2026-02-21, Jorge Mateo, Mike Yastrzemski, Eli White, Jonah Heim, Ben Gamel, Kyle Farmer, Brett Wisely, Tristin English, Luke Williams,
2026-02-22, Ronald Acuna Jr., Drake Baldwin, Matt Olson, Jurickson Profar, Austin Riley, Ozzie Albies, Michael Harris II, Aaron Schunk, Mauricio Dubon,
2026-02-23, Jorge Mateo, Dominic Smith, Eli White, Ben Gamel, Nacho Alvarez Jr., DaShawn Keirsey Jr., Brewer Hicklen, Aaron Schunk, Chadwick Tromp,
2026-02-24, Ronald Acuna Jr., Jurickson Profar, Matt Olson, Austin Riley, Ozzie Albies, Mike Yastrzemski, Michael Harris II, Jonah Heim, Mauricio Dubon,
2026-02-25, Ronald Acuna Jr., Drake Baldwin, Matt Olson, Jurickson Profar, Austin Riley, Mike Yastrzemski, Ozzie Albies, Michael Harris II, Mauricio Dubon,
2026-02-26, Brett Wisely, Nacho Alvarez Jr., Dominic Smith, Ben Gamel, Kyle Farmer, DaShawn Keirsey Jr., Chadwick Tromp, Luke Williams, Jose Azocar,
2026-02-27, Ronald Acuna Jr., Jurickson Profar, Matt Olson, Austin Riley, Mike Yastrzemski, Ozzie Albies, Michael Harris II, Jonah Heim, Jorge Mateo,
2026-02-28, Brett Wisely, Mauricio Dubon, Eli White, DaShawn Keirsey Jr., Kyle Farmer, Luke Waddell, Chadwick Tromp, Tristin English, Jose Azocar,
2026-03-01a, Jorge Mateo, Luke Williams, Tristin English, DaShawn Keirsey Jr., Jair Camargo, Brewer Hicklen, Aaron Schunk, Jose Azocar, John Gil,
2026-03-01b, Michael Harris II, Drake Baldwin, Matt Olson, Austin Riley, Mike Yastrzemski, Eli White, Mauricio Dubon, Ben Gamel, Kyle Farmer,
2026-03-02, John Gil, Aaron Schunk, Jonah Heim, Tristin English, DaShawn Keirsey Jr., Brewer Hicklen, Brett Wisely, Jose Azocar, Jim Jarvis,
2026-03-05, Mauricio Dubon, Drake Baldwin, Matt Olson, Austin Riley, Mike Yastrzemski, Michael Harris II, Eli White, Dominic Smith, Brett Wisely,
2026-03-06, Jorge Mateo, Dominic Smith, Jonah Heim, Brewer Hicklen, Kyle Farmer, DaShawn Keirsey Jr., Luke Williams, Aaron Schunk, Jose Azocar,
2026-03-07, Mauricio Dubon, Drake Baldwin, Matt Olson, Austin Riley, Mike Yastrzemski, Eli White, Michael Harris II, Ben Gamel, Brett Wisely,
2026-03-08, Luke Williams, Dominic Smith, Jorge Mateo, Ben Gamel, Kyle Farmer, DaShawn Keirsey Jr., Sandy Leon, Aaron Schunk, Jose Azocar,
2026-03-09, Jorge Mateo, Drake Baldwin, Matt Olson, Austin Riley, Mike Yastrzemski, Eli White, Michael Harris II, Jonah Heim, Mauricio Dubon,
2026-03-10, Luke Williams, Ben Gamel, Kyle Farmer, Brewer Hicklen, DaShawn Keirsey Jr., Jose Azocar, Sandy Leon, Cal Conley, Drew Compton,
2026-03-11, Mauricio Dubon, Drake Baldwin, Matt Olson, Austin Riley, Mike Yastrzemski, Michael Harris II, Eli White, Dominic Smith, Brett Wisely,
2026-03-12, Michael Harris II, Jorge Mateo, Dominic Smith, Kyle Farmer, Ben Gamel, Luke Williams, Sandy Leon, Jair Camargo, Patrick Clohisy,
2026-03-13, Mauricio Dubon, Ozzie Albies, Matt Olson, Austin Riley, Mike Yastrzemski, Jonah Heim, Kyle Farmer, Jose Azocar, DaShawn Keirsey Jr.,
2026-03-14, Ozzie Albies, Drake Baldwin, Matt Olson, Austin Riley, Mike Yastrzemski, Dominic Smith, Eli White, Michael Harris II, Mauricio Dubon,
