date,lineup1,lineup2,lineup3,lineup4,lineup5,lineup6,lineup7,lineup8,lineup9,
2026-02-20, Ketel Marte, Geraldo Perdomo, Pavin Smith, Gabriel Moreno, Nolan Arenado, Carlos Santana, Alek Thomas, Ryan Waldschmidt, Jorge Barrosa,
2026-02-21, Ildemaro Vargas, Tim Tawa, Pavin Smith, Luken Baker, James McCann, Jordan Lawlar, LuJames Groover, Druw Jones, Oscar Mercado,
2026-02-22, Ketel Marte, Geraldo Perdomo, Carlos Santana, Nolan Arenado, Alek Thomas, Ryan Waldschmidt, Jorge Barrosa, Aramis Garcia, Tommy Troy,
2026-02-23, Geraldo Perdomo, Gabriel Moreno, Pavin Smith, Luken Baker, Jordan Lawlar, Ildemaro Vargas, Tim Tawa, Ryan Waldschmidt, Oscar Mercado,
2026-02-24, Ketel Marte, Alek Thomas, Carlos Santana, James McCann, LuJames Groover, Jose Fernandez, Jorge Barrosa, A.J. Vukovich, Jacob Amaya,
2026-02-25, Geraldo Perdomo, Tim Tawa, Pavin Smith, Nolan Arenado, Ildemaro Vargas, Jordan Lawlar, Ryan Waldschmidt, Druw Jones, Aramis Garcia,
2026-02-26, Ketel Marte, Geraldo Perdomo, Gabriel Moreno, Nolan Arenado, Carlos Santana, Alek Thomas, Jorge Barrosa, LuJames Groover, Oscar Mercado,
2026-02-27, Jordan Lawlar, Tim Tawa, Pavin Smith, James McCann, Ildemaro Vargas, Ryan Waldschmidt, A.J. Vukovich, LuJames Groover, Kristian Robinson,
2026-02-28, Alek Thomas, Jorge Barrosa, Ben McLaughlin, Nolan Arenado, Jose Fernandez, Luken Baker, Tommy Troy, Aramis Garcia, Aramis Garcia,
2026-03-01, Alek Thomas, Ildemaro Vargas, Gabriel Moreno, Pavin Smith, Tim Tawa, Jordan Lawlar, Jacob Amaya, Luken Baker, Kristian Robinson,
2026-03-04, Gabriel Moreno, Tommy Troy, LuJames Groover, Luken Baker, A.J. Vukovich, Aramis Garcia, Jacob Amaya, Oscar Mercado, Gavin Conticello,
2026-03-05, Jordan Lawlar, Jorge Barrosa, Gabriel Moreno, Pavin Smith, Tim Tawa, Ildemaro Vargas, Jose Fernandez, Ryan Waldschmidt, Cristofer Torin,
2026-03-06a, Tommy Troy, Tim Tawa, Ryan Waldschmidt, James McCann, Luken Baker, A.J. Vukovich, Ivan Melendez, Angel Ortiz, Anderdson Rojas,
2026-03-06b, Jacob Amaya, Oscar Mercado, Jordan Lawlar, LuJames Groover, Aramis Garcia, Manuel Pena, Ben McLaughlin, Gavin Conticello, Demetrio Crisantes,
2026-03-07, Ildemaro Vargas, Demetrio Crisantes, Gabriel Moreno, Pavin Smith, Jose Fernandez, Jorge Barrosa, A.J. Vukovich, Jansel Luis, Gavin Conticello,
2026-03-08, Jordan Lawlar, Tommy Troy, Tim Tawa, James McCann, Luken Baker, Ryan Waldschmidt, LuJames Groover, Jacob Amaya, Oscar Mercado,
2026-03-09, Ildemaro Vargas, Jorge Barrosa, Gabriel Moreno, Pavin Smith, A.J. Vukovich, Anderdson Rojas, Demetrio Crisantes, Ivan Melendez, Angel Ortiz,
2026-03-10, Jordan Lawlar, Tim Tawa, James McCann, Luken Baker, Ryan Waldschmidt, Jacob Amaya, Cristofer Torin, Oscar Mercado, LuJames Groover,
2026-03-11, Corbin Carroll, Ildemaro Vargas, Jorge Barrosa, Pavin Smith, Aramis Garcia, Oscar Mercado, Yassel Soler, Junior Franco, Anderdson Rojas,
2026-03-12, Jordan Lawlar, Tim Tawa, Gabriel Moreno, James McCann, Luken Baker, Jacob Amaya, Kristian Robinson, LuJames Groover, Ryan Waldschmidt,
2026-03-13, Jorge Barrosa, Ildemaro Vargas, Demetrio Crisantes, A.J. Vukovich, Ben McLaughlin, Aramis Garcia, Jansel Luis, Druw Jones, Tommy Troy,
2026-03-14, Corbin Carroll, Jordan Lawlar, Tim Tawa, James McCann, Luken Baker, Jacob Amaya, Cristofer Torin, Angel Ortiz, Avery Owusu-Asiedu,
