date,lineup1,lineup2,lineup3,lineup4,lineup5,lineup6,lineup7,lineup8,lineup9,
2026-02-21, Zach Neto, Nolan Schanuel, Yoan Moncada, Jorge Soler, Jo Adell, Josh Lowe, Logan O'Hoppe, Christian Moore, Bryce Teodosio,
2026-02-22, Adam Frazier, Mike Trout, Vaughn Grissom, Oswald Peraza, Kyren Paris, Travis d'Arnaud, Trey Mancini, Chris Taylor, Jose Siri,
2026-02-23, Zach Neto, Nolan Schanuel, Yoan Moncada, Jorge Soler, Josh Lowe, Jo Adell, Logan O'Hoppe, Christian Moore, Bryce Teodosio,
2026-02-24, Kyren Paris, Mike Trout, Yoan Moncada, Oswald Peraza, Travis d'Arnaud, Bryce Teodosio, Niko Kavadas, Matthew Lugo, Gustavo Campero,
2026-02-25, Zach Neto, Nolan Schanuel, Jorge Soler, Jo Adell, Josh Lowe, Logan O'Hoppe, Christian Moore, Denzer Guzman, Raudi Rodriguez,
2026-02-26, Zach Neto, Mike Trout, Yoan Moncada, Vaughn Grissom, Jose Siri, Travis d'Arnaud, Oswald Peraza, Trey Mancini, Gustavo Campero,
2026-02-27, Vaughn Grissom, Nolan Schanuel, Jo Adell, Logan O'Hoppe, Christian Moore, Chris Taylor, Oswald Peraza, Bryce Teodosio, Jeimer Candelario,
2026-02-28, Zach Neto, Mike Trout, Nolan Schanuel, Yoan Moncada, Jorge Soler, Jo Adell, Travis d'Arnaud, Adam Frazier, Matthew Lugo,
2026-03-01, Nelson Rada, Nick Madrigal, Vaughn Grissom, Logan O'Hoppe, Chris Taylor, Oswald Peraza, Trey Mancini, Jeimer Candelario, Jose Siri,
2026-03-02, Zach Neto, Mike Trout, Jorge Soler, Jo Adell, Christian Moore, Vaughn Grissom, Travis d'Arnaud, Oswald Peraza, Adam Frazier,
2026-03-03, Chris Taylor, Nick Madrigal, Logan O'Hoppe, Christian Moore, Jose Siri, Omar Martinez, Kyren Paris, Jeimer Candelario, Bryce Teodosio,
2026-03-05, Jorge Soler, Mike Trout, Zach Neto, Jo Adell, Logan O'Hoppe, Christian Moore, Vaughn Grissom, Chris Taylor, Bryce Teodosio,
2026-03-06, Adam Frazier, Christian Moore, Jeimer Candelario, Travis d'Arnaud, Chris Taylor, Nelson Rada, Donovan Walton, Jose Siri, Yolmer Sanchez,
2026-03-07a, Zach Neto, Mike Trout, Jorge Soler, Vaughn Grissom, Jeimer Candelario, Travis d'Arnaud, Christian Moore, Chris Taylor, Adam Frazier,
2026-03-07b, Nick Madrigal, Nolan Schanuel, Jo Adell, Logan O'Hoppe, Kyren Paris, Wade Meckler, Oswald Peraza, Ben Gobbel, Bryce Teodosio,
2026-03-08a, Vaughn Grissom, Jeimer Candelario, Chris Taylor, Christian Moore, Sebastian Rivero, Jose Siri, Raudi Rodriguez, Donovan Walton, Yolmer Sanchez,
2026-03-08b, Nick Madrigal, Nolan Schanuel, Jo Adell, Logan O'Hoppe, Oswald Peraza, Wade Meckler, Kyren Paris, Cole Fontenelle, Bryce Teodosio,
