date,lineup1,lineup2,lineup3,lineup4,lineup5,lineup6,lineup7,lineup8,lineup9,
2026-02-20, Gunnar Henderson, Pete Alonso, Samuel Basallo, Tyler O'Neill, Colton Cowser, Adley Rutschman, Heston Kjerstad, Coby Mayo, Jeremiah Jackson,
2026-02-21, Taylor Ward, Adley Rutschman, Ryan Mountcastle, Blaze Alexander, Gunnar Henderson, Dylan Beavers, Leody Taveras, Weston Wilson, Luis Vazquez,
2026-02-22, Colton Cowser, Pete Alonso, Heston Kjerstad, Coby Mayo, Sam Huff, Samuel Basallo, Jeremiah Jackson, Reed Trimble, Jose Barrero,
2026-02-23, Gunnar Henderson, Adley Rutschman, Taylor Ward, Tyler O'Neill, Pete Alonso, Ryan Mountcastle, Blaze Alexander, Dylan Beavers, Luis Vazquez,
2026-02-24, Leody Taveras, Samuel Basallo, Jeremiah Jackson, Coby Mayo, Heston Kjerstad, Luis Vazquez, Ryan Noda, Will Robertson, Reed Trimble,
2026-02-25, Gunnar Henderson, Taylor Ward, Pete Alonso, Tyler O'Neill, Adley Rutschman, Ryan Mountcastle, Blaze Alexander, Dylan Beavers, Weston Wilson,
2026-02-26, Gunnar Henderson, Tyler O'Neill, Pete Alonso, Samuel Basallo, Taylor Ward, Heston Kjerstad, Coby Mayo, Leody Taveras, Jeremiah Jackson,
2026-02-27, Dylan Beavers, Blaze Alexander, Ryan Mountcastle, Adley Rutschman, Colton Cowser, Bryan Ramos, Thairo Estrada, Luis Vazquez, Enrique Bradfield Jr.,
2026-02-28, Gunnar Henderson, Tyler O'Neill, Pete Alonso, Taylor Ward, Adley Rutschman, Ryan Mountcastle, Coby Mayo, Leody Taveras, Jeremiah Jackson,
2026-03-01, Colton Cowser, Blaze Alexander, Dylan Beavers, Samuel Basallo, Heston Kjerstad, Thairo Estrada, Weston Wilson, Ryan Noda, Enrique Bradfield Jr.,
2026-03-04, Colton Cowser, Taylor Ward, Adley Rutschman, Ryan Mountcastle, Pete Alonso, Blaze Alexander, Heston Kjerstad, Coby Mayo, Thairo Estrada,
2026-03-05, Dylan Beavers, Samuel Basallo, Leody Taveras, Bryan Ramos, Jeremiah Jackson, Jeremiah Jackson, Ryan Noda, Weston Wilson, Will Robertson,
2026-03-06, Blaze Alexander, Taylor Ward, Adley Rutschman, Ryan Mountcastle, Pete Alonso, Colton Cowser, Heston Kjerstad, Coby Mayo, Thairo Estrada,
2026-03-07a, Dylan Beavers, Ryan Mountcastle, Samuel Basallo, Bryan Ramos, Reed Trimble, Weston Wilson, Sam Huff, Willy Vasquez, Jose Barrero,
2026-03-07b, Heston Kjerstad, Adley Rutschman, Pete Alonso, Taylor Ward, Blaze Alexander, Coby Mayo, Leody Taveras, Thairo Estrada, Wehiwa Aloy,
2026-03-08, Colton Cowser, Taylor Ward, Pete Alonso, Samuel Basallo, Ryan Mountcastle, Dylan Beavers, Bryan Ramos, Weston Wilson, Jose Barrero,
2026-03-09, Blaze Alexander, Heston Kjerstad, Coby Mayo, Leody Taveras, Jhonkensy Noel, Thairo Estrada, Ryan Noda, Sam Huff, Will Robertson,
2026-03-10, Dylan Beavers, Colton Cowser, Samuel Basallo, Bryan Ramos, Coby Mayo, Ryan Noda, Jose Barrero, Willy Vasquez, Will Robertson,
2026-03-11, Taylor Ward, Adley Rutschman, Pete Alonso, Ryan Mountcastle, Heston Kjerstad, Blaze Alexander, Leody Taveras, Weston Wilson, Jose Barrero,
2026-03-13, Heston Kjerstad, Pete Alonso, Samuel Basallo, Bryan Ramos, Leody Taveras, Jeremiah Jackson, Thairo Estrada, Jose Barrero, Enrique Bradfield Jr.,
2026-03-14, Taylor Ward, Adley Rutschman, Pete Alonso, Colton Cowser, Blaze Alexander, Jeremiah Jackson, Dylan Beavers, Bryan Ramos, Weston Wilson,
2026-03-17, Colton Cowser, Samuel Basallo, Pete Alonso, Ryan Mountcastle, Coby Mayo, Heston Kjerstad, Leody Taveras, Bryan Ramos, Luis Vazquez,
2026-03-18, Dylan Beavers, Adley Rutschman, Pete Alonso, Ryan Mountcastle, Colton Cowser, Blaze Alexander, Jeremiah Jackson, Weston Wilson, Jose Barrero,
2026-03-19a, Heston Kjerstad, Leody Taveras, Samuel Basallo, Bryan Ramos, Jeremiah Jackson, Jhonkensy Noel, Thairo Estrada, Weston Wilson, Luis Vazquez,
2026-03-19b, Taylor Ward, Gunnar Henderson, Pete Alonso, Adley Rutschman, Tyler O'Neill, Ryan Mountcastle, Coby Mayo, Colton Cowser, Blaze Alexander,
2026-03-20, Taylor Ward, Samuel Basallo, Pete Alonso, Coby Mayo, Leody Taveras, Bryan Ramos, Luis Vazquez, Jose Barrero, Douglas Hodo III,
