team,player,games_vs_lhp,start_pct_vs_lhp,games_vs_rhp,start_pct_vs_rhp,usage_label
LAA,Yoan Moncada,28,0.14285714285714285,126,0.5158730158730159,platoon_candidate
LAA,Oswald Peraza,7,0.7142857142857143,36,0.4166666666666667,platoon_candidate
LAA,LaMonte Wade Jr.,10,0.2,26,0.5,platoon_candidate
LAA,Kevin Newman,21,0.5714285714285714,86,0.22093023255813954,platoon_candidate
HOU,Jesus Sanchez,13,0.15384615384615385,35,0.9714285714285714,platoon_candidate
HOU,Cam Smith,32,0.96875,124,0.7016129032258065,platoon_candidate
HOU,Zack Short,5,1.0,15,0.6,platoon_candidate
HOU,Mauricio Dubon,32,0.84375,122,0.5819672131147541,platoon_candidate
HOU,Cooper Hummel,12,0.8333333333333334,26,0.5,platoon_candidate
HOU,Victor Caratini,32,0.21875,122,0.6311475409836066,platoon_candidate
HOU,Brendan Rodgers,7,0.7142857142857143,63,0.42857142857142855,platoon_candidate
HOU,Taylor Trammell,21,0.047619047619047616,56,0.48214285714285715,platoon_candidate
HOU,Luis Guillorme,5,0.0,9,0.5555555555555556,platoon_candidate
HOU,Jacob Melton,26,0.038461538461538464,72,0.2916666666666667,platoon_candidate
HOU,Chas McCormick,25,0.56,105,0.13333333333333333,platoon_candidate
ATH,Tyler Soderstrom,36,0.6388888888888888,122,0.9672131147540983,platoon_candidate
ATH,Lawrence Butler,36,0.5,122,0.9836065573770492,platoon_candidate
ATH,Colby Thomas,18,0.9444444444444444,53,0.16981132075471697,platoon_candidate
ATH,Austin Wynns,9,0.8888888888888888,37,0.24324324324324326,platoon_candidate
ATH,Carlos Cortes,16,0.0,38,0.5263157894736842,platoon_candidate
ATH,Seth Brown,13,0.0,56,0.25,platoon_candidate
TOR,Addison Barger,35,0.42857142857142855,102,0.9313725490196079,platoon_candidate
TOR,Nathan Lukes,39,0.10256410256410256,114,0.7982456140350878,platoon_candidate
TOR,Andres Gimenez,39,0.38461538461538464,115,0.6434782608695652,platoon_candidate
TOR,Ty France,10,0.9,34,0.38235294117647056,platoon_candidate
