team,player,games_vs_lhp,start_pct_vs_lhp,games_vs_rhp,start_pct_vs_rhp,usage_label
CIN,Ivan Johnson,12,0.25,33,0.030303030303030304,extended_absence_candidate
COL,Jake McCarthy,44,0.75,95,0.8842105263157894,extended_absence_candidate
COL,Hunter Goodman,44,0.8863636363636364,95,0.7684210526315789,extended_absence_candidate
COL,Tyler Freeman,35,0.7142857142857143,74,0.5135135135135135,extended_absence_candidate
COL,Adael Amador,8,0.25,9,0.3333333333333333,extended_absence_candidate
COL,Brenton Doyle,33,0.3333333333333333,77,0.24675324675324675,extended_absence_candidate
COL,Ryan Ritter,44,0.06818181818181818,91,0.02197802197802198,extended_absence_candidate
KC,Bobby Witt Jr.,42,0.9047619047619048,95,0.8421052631578947,extended_absence_candidate
DET,Gleyber Torres,43,0.5348837209302325,90,0.6111111111111112,extended_absence_candidate
DET,Javier Baez,43,0.3953488372093023,90,0.32222222222222224,extended_absence_candidate
DET,Jake Rogers,32,0.1875,66,0.3484848484848485,extended_absence_candidate
MIN,Royce Lewis,43,0.7674418604651163,96,0.7291666666666666,extended_absence_candidate
MIN,Byron Buxton,43,0.7209302325581395,90,0.6777777777777778,extended_absence_candidate
MIN,Alex Jackson,17,0.47058823529411764,43,0.23255813953488372,extended_absence_candidate
MIN,James Outman,17,0.23529411764705882,40,0.325,extended_absence_candidate
MIN,Kyler Fedko,4,0.75,15,0.06666666666666667,extended_absence_candidate
CWS,Munetaka Murakami,42,0.6428571428571429,95,0.7578947368421053,extended_absence_candidate
CWS,Austin Hays,12,0.25,20,0.35,extended_absence_candidate
CWS,Everson Pereira,33,0.2727272727272727,76,0.17105263157894737,extended_absence_candidate
NYY,Cody Bellinger,49,0.7755102040816326,87,0.7931034482758621,extended_absence_candidate
NYY,Jose Caballero,49,0.8775510204081632,87,0.7126436781609196,extended_absence_candidate
NYY,Austin Wells,48,0.5416666666666666,87,0.7471264367816092,extended_absence_candidate
NYY,Jasson Dominguez,32,0.625,50,0.58,extended_absence_candidate
NYY,J.C. Escarra,24,0.20833333333333334,45,0.4444444444444444,extended_absence_candidate
